observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
1,2830672,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27805,https://doi.org/10.15454/TBYVED,DI07019-2,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"12,18",,"75,61",,,,"1,5",
2,2830671,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27805,https://doi.org/10.15454/TBYVED,DI07019-2,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"12,21",,"59,79",,"5,5",,1,
1,2830670,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27805,https://doi.org/10.15454/TBYVED,DI07019-2,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"12,69",,"58,86",,3,,1,
2,2830673,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27805,https://doi.org/10.15454/TBYVED,DI07019-2,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"11,57",,"81,13",,,,"7,5",
2,2830661,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27806,https://doi.org/10.15454/HIUKXE,DI07021,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"12,66",,"76,64",,,,"7,5",
1,2830660,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27806,https://doi.org/10.15454/HIUKXE,DI07021,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"12,77",,"81,31",,,,"2,5",
2,2830659,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27806,https://doi.org/10.15454/HIUKXE,DI07021,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"13,15",,"57,55",,6,,1,
1,2830658,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27806,https://doi.org/10.15454/HIUKXE,DI07021,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"13,34",,"54,71",,3,,1,
2,2830793,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27783,https://doi.org/10.15454/S3WW0P,CF06136,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"12,92",,"80,96",,,,"7,5",
1,2830792,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27783,https://doi.org/10.15454/S3WW0P,CF06136,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"12,46",,"85,1",,,,1,
1,2830790,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27783,https://doi.org/10.15454/S3WW0P,CF06136,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"12,13",,"62,94",,3,,1,
2,2830759,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27782,https://doi.org/10.15454/96DRU4,CF06016,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"13,59",,"59,92",,"5,8",,1,
2,2830761,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27782,https://doi.org/10.15454/96DRU4,CF06016,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"13,16",,"81,05",,,,5,
1,2830760,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27782,https://doi.org/10.15454/96DRU4,CF06016,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"13,69",,"77,39",,,,2,
1,2830758,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27782,https://doi.org/10.15454/96DRU4,CF06016,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"13,58",,"57,88",,4,,1,
1,2830664,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27268,https://doi.org/10.15454/K6RWJK,RE06134,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"12,83",,"89,12",,,,1,
2,2830665,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27268,https://doi.org/10.15454/K6RWJK,RE06134,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"12,76",,"85,39",,,,6,
1,2830662,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27268,https://doi.org/10.15454/K6RWJK,RE06134,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"12,4",,"69,63",,3,,1,
2,2830663,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27268,https://doi.org/10.15454/K6RWJK,RE06134,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"12,91",,"70,62",,"5,8",,1,
2,2830771,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27265,https://doi.org/10.15454/OLKQ99,RE06060,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"12,08",,"73,15",,5,,1,
1,2830770,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27265,https://doi.org/10.15454/OLKQ99,RE06060,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"11,94",,"72,86",,"2,5",,1,
2,2830773,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27265,https://doi.org/10.15454/OLKQ99,RE06060,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"12,05",,"92,73",,,,"4,5",
1,2830772,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27265,https://doi.org/10.15454/OLKQ99,RE06060,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"11,43",,"103,12",,,,1,
2,2830749,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27267,https://doi.org/10.15454/TBKWQN,RE06127,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"12,89",,"90,97",,,,"4,5",
2,2830747,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27267,https://doi.org/10.15454/TBKWQN,RE06127,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"13,15",,"71,44",,"5,8",,1,
1,2830746,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27267,https://doi.org/10.15454/TBKWQN,RE06127,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"12,83",,69,,3,,1,
1,2830748,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27267,https://doi.org/10.15454/TBKWQN,RE06127,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"13,6",,"90,38",,,,1,
2,2830645,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,26914,https://doi.org/10.15454/5YB44K,PREMIO,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"12,28",,"95,33",,,,"7,5",
2,2830643,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,26914,https://doi.org/10.15454/5YB44K,PREMIO,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"12,34",,"64,06",,"6,5",,1,
1,2830642,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,26914,https://doi.org/10.15454/5YB44K,PREMIO,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"12,6",,"63,91",,"4,5",,1,
1,2830644,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,26914,https://doi.org/10.15454/5YB44K,PREMIO,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"12,45",,"102,54",,,,1,
1,2830694,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"14,22",,"46,93",,4,,1,
2,2830695,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"13,61",,"50,27",,8,,1,
1,2830696,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"12,28",,"79,44",,,,1,
2,2830697,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"12,96",,"73,99",,,,4,
1,2830710,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"13,06",,"61,91",,"2,5",,1,
2,2830713,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"13,78",,"77,61",,,,"3,5",
2,2830711,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"12,96",,"65,44",,"3,5",,1,
1,2830712,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"13,35",,"79,92",,,,3,
1,2830756,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"14,21",,"96,93",,,,1,
1,2830754,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"13,39",,"73,73",,"2,5",,1,
2,2830757,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"12,64",,"99,38",,,,"2,5",
2,2830755,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"13,18",,71,,"4,2",,1,
1,2830720,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"13,77",,"81,65",,,,1,
1,2830718,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"14,45",,56,,"4,5",,1,
2,2830721,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"14,2",,"72,64",,,,"7,5",
2,2830719,BTH_Lusignan_2008_SetA2,BTH_Lusignan_2008_SetA2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"14,23",,"57,58",,"6,8",,1,
