observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fr(CO_321:1000271),fr(CO_321:1000271).date
DI05020-2,2819060,BTH_Chaux_des_Prés_2007_SetA1,BTH_Chaux_des_Prés_2007_SetA1,48490,https://doi.org/10.15454/FGXHZP,DI05020-2,VIRTUAL_TRIAL,,,,,,,,2007,"4,5",
DI05022,2819070,BTH_Chaux_des_Prés_2007_SetA1,BTH_Chaux_des_Prés_2007_SetA1,26979,https://doi.org/10.15454/BHQTEW,DI05022,VIRTUAL_TRIAL,,,,,,,,2007,"4,5",
Koreli,2819048,BTH_Chaux_des_Prés_2007_SetA1,BTH_Chaux_des_Prés_2007_SetA1,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,2007,2,
Barok,2819040,BTH_Chaux_des_Prés_2007_SetA1,BTH_Chaux_des_Prés_2007_SetA1,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,,,,2007,3,
EM03332,2819071,BTH_Chaux_des_Prés_2007_SetA1,BTH_Chaux_des_Prés_2007_SetA1,26986,https://doi.org/10.15454/VOIUNY,EM03332,VIRTUAL_TRIAL,,,,,,,,2007,"3,5",
DI05014,2819047,BTH_Chaux_des_Prés_2007_SetA1,BTH_Chaux_des_Prés_2007_SetA1,26985,https://doi.org/10.15454/TKJCUM,DI05014,VIRTUAL_TRIAL,,,,,,,,2007,1,
CF03201,2819058,BTH_Chaux_des_Prés_2007_SetA1,BTH_Chaux_des_Prés_2007_SetA1,26975,https://doi.org/10.15454/0TTU1F,CF03201,VIRTUAL_TRIAL,,,,,,,,2007,2,
AO06313,2819044,BTH_Chaux_des_Prés_2007_SetA1,BTH_Chaux_des_Prés_2007_SetA1,26967,https://doi.org/10.15454/GRNHCW,AO06313,VIRTUAL_TRIAL,,,,,,,,2007,4,
CF04043,2819059,BTH_Chaux_des_Prés_2007_SetA1,BTH_Chaux_des_Prés_2007_SetA1,26972,https://doi.org/10.15454/VFM1EQ,CF04043,VIRTUAL_TRIAL,,,,,,,,2007,2,
Hendrix,2819041,BTH_Chaux_des_Prés_2007_SetA1,BTH_Chaux_des_Prés_2007_SetA1,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,VIRTUAL_TRIAL,,,,,,,,2007,3,
RE05091,2819051,BTH_Chaux_des_Prés_2007_SetA1,BTH_Chaux_des_Prés_2007_SetA1,27043,https://doi.org/10.15454/QCLAYU,RE05091,VIRTUAL_TRIAL,,,,,,,,2007,"2,5",
Apache,2819053,BTH_Chaux_des_Prés_2007_SetA1,BTH_Chaux_des_Prés_2007_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2007,"3,5",
Sankara,2819056,BTH_Chaux_des_Prés_2007_SetA1,BTH_Chaux_des_Prés_2007_SetA1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,VIRTUAL_TRIAL,,,,,,,,2007,2,
Toisondor,2819043,BTH_Chaux_des_Prés_2007_SetA1,BTH_Chaux_des_Prés_2007_SetA1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,VIRTUAL_TRIAL,,,,,,,,2007,"1,5",
Flamenko,2819061,BTH_Chaux_des_Prés_2007_SetA1,BTH_Chaux_des_Prés_2007_SetA1,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,VIRTUAL_TRIAL,,,,,,,,2007,4,
AO05004,2819045,BTH_Chaux_des_Prés_2007_SetA1,BTH_Chaux_des_Prés_2007_SetA1,48941,https://doi.org/10.15454/YPYOQJ,AO05004,VIRTUAL_TRIAL,,,,,,,,2007,4,
Crousty,2819062,BTH_Chaux_des_Prés_2007_SetA1,BTH_Chaux_des_Prés_2007_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,VIRTUAL_TRIAL,,,,,,,,2007,4,
Caphorn,2819057,BTH_Chaux_des_Prés_2007_SetA1,BTH_Chaux_des_Prés_2007_SetA1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,2007,3,
DI04018,2819049,BTH_Chaux_des_Prés_2007_SetA1,BTH_Chaux_des_Prés_2007_SetA1,49604,https://doi.org/10.15454/WZ0QO7,DI04018,VIRTUAL_TRIAL,,,,,,,,2007,3,
CF03287,2819064,BTH_Chaux_des_Prés_2007_SetA1,BTH_Chaux_des_Prés_2007_SetA1,49533,https://doi.org/10.15454/QOR8WX,CF03287,VIRTUAL_TRIAL,,,,,,,,2007,"3,5",
CF04214,2819073,BTH_Chaux_des_Prés_2007_SetA1,BTH_Chaux_des_Prés_2007_SetA1,49393,https://doi.org/10.15454/RBB8O2,CF04214,VIRTUAL_TRIAL,,,,,,,,2007,"4,5",
EM04181,2819063,BTH_Chaux_des_Prés_2007_SetA1,BTH_Chaux_des_Prés_2007_SetA1,48531,https://doi.org/10.15454/5QJOWB,EM04181,VIRTUAL_TRIAL,,,,,,,,2007,2,
