observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fr(CO_321:1000271),fr(CO_321:1000271).date
CF10299,2864942,BTH_Chaux_des_Prés_2012_SetA2,BTH_Chaux_des_Prés_2012_SetA2,61198,https://doi.org/10.15454/BXUMII,CF10299,VIRTUAL_TRIAL,,,,,,,,2012,4,
EM10126,2864933,BTH_Chaux_des_Prés_2012_SetA2,BTH_Chaux_des_Prés_2012_SetA2,61446,https://doi.org/10.15454/MPTXJP,EM10126,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
AO12004,2864927,BTH_Chaux_des_Prés_2012_SetA2,BTH_Chaux_des_Prés_2012_SetA2,61747,https://doi.org/10.15454/0HGHAW,AO12004,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
CF10185,2864952,BTH_Chaux_des_Prés_2012_SetA2,BTH_Chaux_des_Prés_2012_SetA2,62036,https://doi.org/10.15454/BSSAED,CF10185,VIRTUAL_TRIAL,,,,,,,,2012,5,
CF10140,2864925,BTH_Chaux_des_Prés_2012_SetA2,BTH_Chaux_des_Prés_2012_SetA2,62004,https://doi.org/10.15454/WDXEQE,CF10140,VIRTUAL_TRIAL,,,,,,,,2012,"3,5",
AO12005,2864928,BTH_Chaux_des_Prés_2012_SetA2,BTH_Chaux_des_Prés_2012_SetA2,61912,https://doi.org/10.15454/HZ6TJM,AO12005,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
CF10042,2864921,BTH_Chaux_des_Prés_2012_SetA2,BTH_Chaux_des_Prés_2012_SetA2,61896,https://doi.org/10.15454/RC9XEF,CF10042,VIRTUAL_TRIAL,,,,,,,,2012,4,
CF10064,2864938,BTH_Chaux_des_Prés_2012_SetA2,BTH_Chaux_des_Prés_2012_SetA2,61942,https://doi.org/10.15454/W1DFLD,CF10064,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
AO12006,2864929,BTH_Chaux_des_Prés_2012_SetA2,BTH_Chaux_des_Prés_2012_SetA2,62084,https://doi.org/10.15454/V2OSCE,AO12006,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
AO12010,2864946,BTH_Chaux_des_Prés_2012_SetA2,BTH_Chaux_des_Prés_2012_SetA2,60765,https://doi.org/10.15454/FM5TGM,AO12010,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
AO12022,2864917,BTH_Chaux_des_Prés_2012_SetA2,BTH_Chaux_des_Prés_2012_SetA2,60975,https://doi.org/10.15454/IP96RA,AO12022,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
AO12023,2864918,BTH_Chaux_des_Prés_2012_SetA2,BTH_Chaux_des_Prés_2012_SetA2,60989,https://doi.org/10.15454/PXKPXU,AO12023,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
Barok,2864913,BTH_Chaux_des_Prés_2012_SetA2,BTH_Chaux_des_Prés_2012_SetA2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,,,,2012,"3,5",
RE09013,2864915,BTH_Chaux_des_Prés_2012_SetA2,BTH_Chaux_des_Prés_2012_SetA2,49189,https://doi.org/10.15454/FINGUM,RE09013,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
RE10040,2864940,BTH_Chaux_des_Prés_2012_SetA2,BTH_Chaux_des_Prés_2012_SetA2,49526,https://doi.org/10.15454/U0AWKP,RE10040,VIRTUAL_TRIAL,,,,,,,,2012,5,
RE10072,2864924,BTH_Chaux_des_Prés_2012_SetA2,BTH_Chaux_des_Prés_2012_SetA2,49343,https://doi.org/10.15454/4TBCLY,RE10072,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
RE10095,2864931,BTH_Chaux_des_Prés_2012_SetA2,BTH_Chaux_des_Prés_2012_SetA2,49072,https://doi.org/10.15454/OZM4O0,RE10095,VIRTUAL_TRIAL,,,,,,,,2012,5,
RE10039,2864926,BTH_Chaux_des_Prés_2012_SetA2,BTH_Chaux_des_Prés_2012_SetA2,49138,https://doi.org/10.15454/NSZ09C,RE10039,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
Premio,2864914,BTH_Chaux_des_Prés_2012_SetA2,BTH_Chaux_des_Prés_2012_SetA2,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,2012,4,
Apache,2864932,BTH_Chaux_des_Prés_2012_SetA2,BTH_Chaux_des_Prés_2012_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2012,"4,5",
EM10317,2864916,BTH_Chaux_des_Prés_2012_SetA2,BTH_Chaux_des_Prés_2012_SetA2,61542,https://doi.org/10.15454/GSBZL4,EM10317,VIRTUAL_TRIAL,,,,,,,,2012,"3,5",
AO12017,2864947,BTH_Chaux_des_Prés_2012_SetA2,BTH_Chaux_des_Prés_2012_SetA2,60884,https://doi.org/10.15454/MGB2SJ,AO12017,VIRTUAL_TRIAL,,,,,,,,2012,"4,5",
Attlass,2864943,BTH_Chaux_des_Prés_2012_SetA2,BTH_Chaux_des_Prés_2012_SetA2,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,2012,2,
