observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
1,2790179,BTH_Le_Moulon_2003_SetB2,BTH_Le_Moulon_2003_SetB2,49449,gnpis_pui:holding-921_taxon-4898_accession-49449,EM02121,REPLICATION,1,,,,,,REPLICATION:1,treated,2003,"12,69",,"93,26",
2,2790180,BTH_Le_Moulon_2003_SetB2,BTH_Le_Moulon_2003_SetB2,49449,gnpis_pui:holding-921_taxon-4898_accession-49449,EM02121,REPLICATION,2,,,,,,REPLICATION:2,treated,2003,"12,73",,"96,95",
2,2790178,BTH_Le_Moulon_2003_SetB2,BTH_Le_Moulon_2003_SetB2,49449,gnpis_pui:holding-921_taxon-4898_accession-49449,EM02121,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2003,"10,1",,"70,52",
1,2790177,BTH_Le_Moulon_2003_SetB2,BTH_Le_Moulon_2003_SetB2,49449,gnpis_pui:holding-921_taxon-4898_accession-49449,EM02121,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2003,"9,94",,"69,45",
1,2790285,BTH_Le_Moulon_2003_SetB2,BTH_Le_Moulon_2003_SetB2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2003,"10,93",,"63,96",
2,2790288,BTH_Le_Moulon_2003_SetB2,BTH_Le_Moulon_2003_SetB2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,2,,,,,,REPLICATION:2,treated,2003,"13,08",,"92,24",
2,2790286,BTH_Le_Moulon_2003_SetB2,BTH_Le_Moulon_2003_SetB2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2003,"9,91",,"64,87",
1,2790287,BTH_Le_Moulon_2003_SetB2,BTH_Le_Moulon_2003_SetB2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,1,,,,,,REPLICATION:1,treated,2003,"13,39",,"89,07",
2,2790144,BTH_Le_Moulon_2003_SetB2,BTH_Le_Moulon_2003_SetB2,49346,gnpis_pui:holding-921_taxon-4898_accession-49346,DI03010,REPLICATION,2,,,,,,REPLICATION:2,treated,2003,"13,56",,"101,32",
1,2790143,BTH_Le_Moulon_2003_SetB2,BTH_Le_Moulon_2003_SetB2,49346,gnpis_pui:holding-921_taxon-4898_accession-49346,DI03010,REPLICATION,1,,,,,,REPLICATION:1,treated,2003,"13,13",,"97,89",
1,2790271,BTH_Le_Moulon_2003_SetB2,BTH_Le_Moulon_2003_SetB2,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,REPLICATION,1,,,,,,REPLICATION:1,treated,2003,"12,05",,"99,43",
2,2790270,BTH_Le_Moulon_2003_SetB2,BTH_Le_Moulon_2003_SetB2,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2003,"9,58",,"68,54",
