observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
1,2832108,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,48341,gnpis_pui:holding-921_taxon-4898_accession-48341,DI08003,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"10,09",,"85,08",
1,2832054,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,49619,gnpis_pui:holding-921_taxon-4898_accession-49619,RE07017,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"11,3",,"101,54",
2,2832027,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,49257,gnpis_pui:holding-921_taxon-4898_accession-49257,DI08007,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"10,72",,"117,3",
2,2832025,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,49257,gnpis_pui:holding-921_taxon-4898_accession-49257,DI08007,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"9,54",,"93,58",
1,2832026,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,49257,gnpis_pui:holding-921_taxon-4898_accession-49257,DI08007,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"10,88",,"115,33",
1,2832024,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,49257,gnpis_pui:holding-921_taxon-4898_accession-49257,DI08007,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"10,12",,"90,37",
1,2832078,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"11,77",,"110,43",
2,2832079,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"11,28",,"119,49",
2,2832077,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"10,43",,"77,39",
1,2832076,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"11,34",,"72,86",
1,2832154,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,27790,https://doi.org/10.15454/CEUVSR,CF07022,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"10,62",,"123,66",
1,2832152,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,27790,https://doi.org/10.15454/CEUVSR,CF07022,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"9,23",,"104,83",
2,2832155,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,27790,https://doi.org/10.15454/CEUVSR,CF07022,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"10,89",,"124,06",
2,2832153,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,27790,https://doi.org/10.15454/CEUVSR,CF07022,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"9,9",,"99,45",
2,2832101,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,49581,gnpis_pui:holding-921_taxon-4898_accession-49581,DI08001,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"12,48",,"67,34",
2,2832103,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,49581,gnpis_pui:holding-921_taxon-4898_accession-49581,DI08001,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"11,2",,"100,96",
1,2832102,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,49581,gnpis_pui:holding-921_taxon-4898_accession-49581,DI08001,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"10,89",,"108,12",
1,2832100,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,49581,gnpis_pui:holding-921_taxon-4898_accession-49581,DI08001,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"11,18",,"73,11",
2,2832089,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,48970,gnpis_pui:holding-921_taxon-4898_accession-48970,CF07057,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"9,97",,"90,03",
2,2832091,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,48970,gnpis_pui:holding-921_taxon-4898_accession-48970,CF07057,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"11,94",,"112,52",
1,2832090,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,48970,gnpis_pui:holding-921_taxon-4898_accession-48970,CF07057,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"12,2",,"111,94",
1,2832088,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,48970,gnpis_pui:holding-921_taxon-4898_accession-48970,CF07057,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"10,41",,"92,02",
2,2832095,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"10,67",,"118,56",
1,2832094,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"10,83",,"120,06",
2,2832093,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"11,02",,"90,34",
1,2832092,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"9,76",,"81,53",
1,2832066,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"11,12",,"119,2",
2,2832067,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"10,18",,"122,24",
2,2832065,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"9,83",,"84,93",
1,2832064,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"9,28",,80,
2,2832061,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"9,8",,"111,18",
1,2832062,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"10,14",,"136,17",
2,2832063,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"11,16",,"127,49",
1,2832060,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"9,39",,"113,33",
2,2832097,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"11,15",,"78,43",
1,2832096,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"10,99",,"80,79",
2,2832099,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"11,16",,"115,94",
