observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
RE01004itkt,2773028,BTH_Le_Moulon_2001_SetB2,BTH_Le_Moulon_2001_SetB2,26094,https://doi.org/10.15454/KQXNER,RE01004,VIRTUAL_TRIAL,,,,,,,,treated,2001,"94,8",,"119,6",
RE01004itkfi,2773027,BTH_Le_Moulon_2001_SetB2,BTH_Le_Moulon_2001_SetB2,26094,https://doi.org/10.15454/KQXNER,RE01004,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"104,9",
RE01006itkfi,2773057,BTH_Le_Moulon_2001_SetB2,BTH_Le_Moulon_2001_SetB2,49217,gnpis_pui:holding-921_taxon-4898_accession-49217,RE01006,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"106,1",
EM00252itkt,2773012,BTH_Le_Moulon_2001_SetB2,BTH_Le_Moulon_2001_SetB2,49681,gnpis_pui:holding-921_taxon-4898_accession-49681,EM00252,VIRTUAL_TRIAL,,,,,,,,treated,2001,"102,7",,"129,6",
EM00103itkt,2773008,BTH_Le_Moulon_2001_SetB2,BTH_Le_Moulon_2001_SetB2,49383,gnpis_pui:holding-921_taxon-4898_accession-49383,EM00103,VIRTUAL_TRIAL,,,,,,,,treated,2001,"91,9",,116,
EM00258itkt,2773002,BTH_Le_Moulon_2001_SetB2,BTH_Le_Moulon_2001_SetB2,49338,gnpis_pui:holding-921_taxon-4898_accession-49338,EM00258,VIRTUAL_TRIAL,,,,,,,,treated,2001,"93,1",,"117,5",
RE00153itkfi,2773075,BTH_Le_Moulon_2001_SetB2,BTH_Le_Moulon_2001_SetB2,49355,gnpis_pui:holding-921_taxon-4898_accession-49355,RE00153,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"96,9",
RE00163itkfi,2773023,BTH_Le_Moulon_2001_SetB2,BTH_Le_Moulon_2001_SetB2,48918,gnpis_pui:holding-921_taxon-4898_accession-48918,RE00163,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"120,5",
EM00258itkfi,2773001,BTH_Le_Moulon_2001_SetB2,BTH_Le_Moulon_2001_SetB2,49338,gnpis_pui:holding-921_taxon-4898_accession-49338,EM00258,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"116,2",
RE01007itkt,2773056,BTH_Le_Moulon_2001_SetB2,BTH_Le_Moulon_2001_SetB2,49340,gnpis_pui:holding-921_taxon-4898_accession-49340,RE01007,VIRTUAL_TRIAL,,,,,,,,treated,2001,"93,5",,118,
RE00153itkt,2773076,BTH_Le_Moulon_2001_SetB2,BTH_Le_Moulon_2001_SetB2,49355,gnpis_pui:holding-921_taxon-4898_accession-49355,RE00153,VIRTUAL_TRIAL,,,,,,,,treated,2001,"89,6",,"113,1",
RE00160itkt,2773022,BTH_Le_Moulon_2001_SetB2,BTH_Le_Moulon_2001_SetB2,26871,https://doi.org/10.15454/5JJD7K,RE00160,VIRTUAL_TRIAL,,,,,,,,treated,2001,96,,"121,2",
RE00163itkt,2773024,BTH_Le_Moulon_2001_SetB2,BTH_Le_Moulon_2001_SetB2,48918,gnpis_pui:holding-921_taxon-4898_accession-48918,RE00163,VIRTUAL_TRIAL,,,,,,,,treated,2001,"104,1",,"131,4",
RE01007itkfi,2773055,BTH_Le_Moulon_2001_SetB2,BTH_Le_Moulon_2001_SetB2,49340,gnpis_pui:holding-921_taxon-4898_accession-49340,RE01007,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,,,"106,7",
