observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,rdt(CO_321:1000074),rdt(CO_321:1000074).date
1,2772239,BTH_Colmar_2001_SetB2,BTH_Colmar_2001_SetB2,48402,gnpis_pui:holding-921_taxon-4898_accession-48402,RE00144,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2001,"91,82",
1,2772247,BTH_Colmar_2001_SetB2,BTH_Colmar_2001_SetB2,49617,gnpis_pui:holding-921_taxon-4898_accession-49617,EM00261,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2001,"93,96",
2,2772248,BTH_Colmar_2001_SetB2,BTH_Colmar_2001_SetB2,49617,gnpis_pui:holding-921_taxon-4898_accession-49617,EM00261,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2001,"95,9",
2,2772254,BTH_Colmar_2001_SetB2,BTH_Colmar_2001_SetB2,49630,gnpis_pui:holding-921_taxon-4898_accession-49630,RE01005,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2001,"76,61",
1,2772253,BTH_Colmar_2001_SetB2,BTH_Colmar_2001_SetB2,49630,gnpis_pui:holding-921_taxon-4898_accession-49630,RE01005,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2001,"83,14",
2,2772250,BTH_Colmar_2001_SetB2,BTH_Colmar_2001_SetB2,48365,gnpis_pui:holding-921_taxon-4898_accession-48365,CF00156,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2001,"89,67",
1,2772249,BTH_Colmar_2001_SetB2,BTH_Colmar_2001_SetB2,48365,gnpis_pui:holding-921_taxon-4898_accession-48365,CF00156,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2001,NA,
1,2772225,BTH_Colmar_2001_SetB2,BTH_Colmar_2001_SetB2,48918,gnpis_pui:holding-921_taxon-4898_accession-48918,RE00163,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2001,"96,67",
2,2772226,BTH_Colmar_2001_SetB2,BTH_Colmar_2001_SetB2,48918,gnpis_pui:holding-921_taxon-4898_accession-48918,RE00163,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2001,"87,26",
2,2772244,BTH_Colmar_2001_SetB2,BTH_Colmar_2001_SetB2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2001,"93,39",
1,2772243,BTH_Colmar_2001_SetB2,BTH_Colmar_2001_SetB2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2001,"97,03",
2,2772202,BTH_Colmar_2001_SetB2,BTH_Colmar_2001_SetB2,24505,https://doi.org/10.15454/9YBOHR,TREMIE,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2001,"107,95",
1,2772201,BTH_Colmar_2001_SetB2,BTH_Colmar_2001_SetB2,24505,https://doi.org/10.15454/9YBOHR,TREMIE,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2001,"101,52",
1,2772245,BTH_Colmar_2001_SetB2,BTH_Colmar_2001_SetB2,48868,gnpis_pui:holding-921_taxon-4898_accession-48868,CF01004,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2001,"81,95",
2,2772246,BTH_Colmar_2001_SetB2,BTH_Colmar_2001_SetB2,48868,gnpis_pui:holding-921_taxon-4898_accession-48868,CF01004,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2001,"79,14",
2,2772242,BTH_Colmar_2001_SetB2,BTH_Colmar_2001_SetB2,49517,gnpis_pui:holding-921_taxon-4898_accession-49517,EM00133,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2001,"74,81",
