observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
2,2824571,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,27758,https://doi.org/10.15454/HQFX9Y,AO07218,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,4",,"73,7",,"111,68",
1,2824570,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,27758,https://doi.org/10.15454/HQFX9Y,AO07218,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,15",,"68,8",,"107,13",
2,2824569,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,27758,https://doi.org/10.15454/HQFX9Y,AO07218,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,19",,"70,2",,"78,63",
1,2824568,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,27758,https://doi.org/10.15454/HQFX9Y,AO07218,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,69",,"71,2",,"69,78",
1,2824468,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,27759,https://doi.org/10.15454/VOAXIV,AO07302,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,23",,"74,5",,"79,65",
2,2824471,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,27759,https://doi.org/10.15454/VOAXIV,AO07302,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,62",,"69,9",,"95,07",
2,2824469,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,27759,https://doi.org/10.15454/VOAXIV,AO07302,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,35",,"68,9",,"74,44",
1,2824470,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,27759,https://doi.org/10.15454/VOAXIV,AO07302,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,74",,71,,"86,3",
2,2824557,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,27760,https://doi.org/10.15454/RMDMGI,AO07311,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,57",,"71,6",,"86,13",
1,2824556,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,27760,https://doi.org/10.15454/RMDMGI,AO07311,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,04",,"74,2",,"81,81",
2,2824559,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,27760,https://doi.org/10.15454/RMDMGI,AO07311,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,44",,"71,7",,"99,54",
1,2824558,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,27760,https://doi.org/10.15454/RMDMGI,AO07311,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,08",,"73,9",,"102,26",
2,2824521,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49633,gnpis_pui:holding-921_taxon-4898_accession-49633,RE06083,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,27",,"71,3",,"81,2",
1,2824520,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49633,gnpis_pui:holding-921_taxon-4898_accession-49633,RE06083,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,67",,"70,5",,"77,19",
2,2824523,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49633,gnpis_pui:holding-921_taxon-4898_accession-49633,RE06083,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,53",,"73,2",,"101,97",
1,2824522,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49633,gnpis_pui:holding-921_taxon-4898_accession-49633,RE06083,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,18",,"71,3",,"102,37",
1,2824496,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49254,gnpis_pui:holding-921_taxon-4898_accession-49254,CF06166,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,31",,"68,7",,"73,65",
2,2824499,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49254,gnpis_pui:holding-921_taxon-4898_accession-49254,CF06166,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,59",,"71,3",,"103,1",
1,2824498,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49254,gnpis_pui:holding-921_taxon-4898_accession-49254,CF06166,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,02",,"71,8",,"105,72",
2,2824497,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49254,gnpis_pui:holding-921_taxon-4898_accession-49254,CF06166,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,11",,"68,7",,"75,9",
2,2824435,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,48553,gnpis_pui:holding-921_taxon-4898_accession-48553,EM06072,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,97",,73,,"109,37",
2,2824433,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,48553,gnpis_pui:holding-921_taxon-4898_accession-48553,EM06072,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,85",,"71,2",,"77,46",
1,2824434,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,48553,gnpis_pui:holding-921_taxon-4898_accession-48553,EM06072,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,82",,"72,5",,"107,15",
1,2824432,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,48553,gnpis_pui:holding-921_taxon-4898_accession-48553,EM06072,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,43",,"68,4",,"76,53",
2,2824455,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,48740,gnpis_pui:holding-921_taxon-4898_accession-48740,CF06183,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,83",,"71,1",,"98,65",
1,2824454,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,48740,gnpis_pui:holding-921_taxon-4898_accession-48740,CF06183,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,39",,"72,4",,"100,91",
1,2824452,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,48740,gnpis_pui:holding-921_taxon-4898_accession-48740,CF06183,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,33",,"69,7",,"71,54",
2,2824453,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,48740,gnpis_pui:holding-921_taxon-4898_accession-48740,CF06183,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,27",,"70,8",,"74,9",
2,2824537,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49661,gnpis_pui:holding-921_taxon-4898_accession-49661,DI07011,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,16",,"71,2",,"66,55",
2,2824539,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49661,gnpis_pui:holding-921_taxon-4898_accession-49661,DI07011,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,43",,"72,3",,"93,85",
1,2824538,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49661,gnpis_pui:holding-921_taxon-4898_accession-49661,DI07011,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,3",,"72,2",,"95,37",
1,2824536,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49661,gnpis_pui:holding-921_taxon-4898_accession-49661,DI07011,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,54",,"70,2",,"73,26",
2,2824445,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,48548,gnpis_pui:holding-921_taxon-4898_accession-48548,DI07008,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,39",,"68,4",,"71,54",
1,2824444,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,48548,gnpis_pui:holding-921_taxon-4898_accession-48548,DI07008,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,57",,"59,2",,"73,36",
2,2824447,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,48548,gnpis_pui:holding-921_taxon-4898_accession-48548,DI07008,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,17",,"72,1",,"100,26",
1,2824446,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,48548,gnpis_pui:holding-921_taxon-4898_accession-48548,DI07008,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,08",,72,,"103,5",
1,2824458,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49128,gnpis_pui:holding-921_taxon-4898_accession-49128,RE06085,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,56",,"72,6",,"107,99",
2,2824457,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49128,gnpis_pui:holding-921_taxon-4898_accession-49128,RE06085,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"8,68",,"70,4",,"82,48",
1,2824456,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49128,gnpis_pui:holding-921_taxon-4898_accession-49128,RE06085,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"8,6",,"72,3",,"82,13",
2,2824459,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49128,gnpis_pui:holding-921_taxon-4898_accession-49128,RE06085,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,08",,"71,9",,"107,15",
2,2824595,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49465,gnpis_pui:holding-921_taxon-4898_accession-49465,CF06154,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"9,24",,"71,3",,"107,69",
1,2824594,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49465,gnpis_pui:holding-921_taxon-4898_accession-49465,CF06154,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,39",,"69,5",,"107,54",
2,2824593,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49465,gnpis_pui:holding-921_taxon-4898_accession-49465,CF06154,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,32",,"69,5",,"85,34",
1,2824592,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49465,gnpis_pui:holding-921_taxon-4898_accession-49465,CF06154,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,01",,"69,7",,"84,19",
2,2824487,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49599,gnpis_pui:holding-921_taxon-4898_accession-49599,RE06094,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,78",,"67,6",,"91,86",
1,2824486,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49599,gnpis_pui:holding-921_taxon-4898_accession-49599,RE06094,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,81",,"68,5",,"90,36",
2,2824485,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49599,gnpis_pui:holding-921_taxon-4898_accession-49599,RE06094,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,47",,"70,9",,"75,91",
1,2824484,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49599,gnpis_pui:holding-921_taxon-4898_accession-49599,RE06094,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,96",,"67,8",,"71,79",
1,2824510,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49620,gnpis_pui:holding-921_taxon-4898_accession-49620,CF06204,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,62",,"71,7",,"99,85",
1,2824508,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49620,gnpis_pui:holding-921_taxon-4898_accession-49620,CF06204,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,93",,67,,"72,61",
2,2824511,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49620,gnpis_pui:holding-921_taxon-4898_accession-49620,CF06204,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,15",,"72,4",,"103,02",
2,2824509,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49620,gnpis_pui:holding-921_taxon-4898_accession-49620,CF06204,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,68",,"69,5",,"66,91",
1,2824566,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49628,gnpis_pui:holding-921_taxon-4898_accession-49628,RE06068,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,81",,"71,9",,"102,14",
2,2824565,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49628,gnpis_pui:holding-921_taxon-4898_accession-49628,RE06068,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,78",,"70,3",,"82,42",
2,2824567,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49628,gnpis_pui:holding-921_taxon-4898_accession-49628,RE06068,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,93",,"74,2",,"99,05",
1,2824564,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49628,gnpis_pui:holding-921_taxon-4898_accession-49628,RE06068,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,49",,"69,1",,"84,78",
2,2824423,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49641,gnpis_pui:holding-921_taxon-4898_accession-49641,RE06065,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,58",,"73,4",,"103,7",
1,2824422,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49641,gnpis_pui:holding-921_taxon-4898_accession-49641,RE06065,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,82",,"71,5",,"101,75",
2,2824421,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49641,gnpis_pui:holding-921_taxon-4898_accession-49641,RE06065,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,76",,"71,7",,"72,69",
1,2824420,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49641,gnpis_pui:holding-921_taxon-4898_accession-49641,RE06065,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,74",,"67,9",,"75,64",
1,2824500,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"8,73",,"68,2",,"69,86",
1,2824502,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,22",,"73,5",,"104,39",
2,2824501,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,18",,"70,2",,"78,06",
2,2824503,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,32",,"75,2",,"109,82",
1,2824492,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,48968,gnpis_pui:holding-921_taxon-4898_accession-48968,CF06167,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"8,58",,"66,7",,"71,23",
1,2824494,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,48968,gnpis_pui:holding-921_taxon-4898_accession-48968,CF06167,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,36",,71,,"100,4",
2,2824493,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,48968,gnpis_pui:holding-921_taxon-4898_accession-48968,CF06167,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"8,12",,"67,3",,"72,63",
2,2824495,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,48968,gnpis_pui:holding-921_taxon-4898_accession-48968,CF06167,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,36",,"70,4",,"94,55",
2,2824577,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49264,gnpis_pui:holding-921_taxon-4898_accession-49264,AO07319,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,48",,"70,9",,"80,76",
1,2824576,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49264,gnpis_pui:holding-921_taxon-4898_accession-49264,AO07319,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,26",,"70,3",,"81,91",
1,2824578,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49264,gnpis_pui:holding-921_taxon-4898_accession-49264,AO07319,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,3",,"69,8",,"99,34",
2,2824579,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,49264,gnpis_pui:holding-921_taxon-4898_accession-49264,AO07319,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,94",,"69,9",,"105,24",
2,2824519,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,11,,"71,9",,"102,49",
1,2824518,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,51",,"70,2",,"103,46",
2,2824517,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,72",,"71,3",,"72,14",
1,2824516,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,65",,"69,1",,"72,44",
1,2824424,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,02",,"68,7",,"84,54",
2,2824427,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,52",,"67,8",,"110,55",
1,2824426,BTH_Le_Moulon_2007_SetB2,BTH_Le_Moulon_2007_SetB2,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,4",,"68,2",,"107,15",
