observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,rdt(CO_321:1000074),rdt(CO_321:1000074).date,sept(CO_321:1000109),sept(CO_321:1000109).date
2,2834709,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"41,96",,"4,5",
1,2834708,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"42,21",,4,
1,2834704,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,48398,gnpis_pui:holding-921_taxon-4898_accession-48398,CF07259,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"47,44",,3,
2,2834705,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,48398,gnpis_pui:holding-921_taxon-4898_accession-48398,CF07259,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"44,63",,5,
1,2834724,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,48597,gnpis_pui:holding-921_taxon-4898_accession-48597,AO08817,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"31,69",,4,
2,2834725,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,48597,gnpis_pui:holding-921_taxon-4898_accession-48597,AO08817,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"32,46",,"5,5",
2,2834703,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,48777,gnpis_pui:holding-921_taxon-4898_accession-48777,AO08813,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"38,68",,5,
1,2834702,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,48777,gnpis_pui:holding-921_taxon-4898_accession-48777,AO08813,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"43,46",,4,
2,2834747,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,48410,gnpis_pui:holding-921_taxon-4898_accession-48410,DI08016,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"35,98",,"4,2",
1,2834746,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,48410,gnpis_pui:holding-921_taxon-4898_accession-48410,DI08016,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"37,54",,"3,5",
1,2834740,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,27794,https://doi.org/10.15454/LNBBQV,CF07267,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"46,52",,3,
2,2834741,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,27794,https://doi.org/10.15454/LNBBQV,CF07267,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"43,87",,"3,8",
2,2834739,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,49017,gnpis_pui:holding-921_taxon-4898_accession-49017,CF07208,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"38,81",,6,
1,2834738,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,49017,gnpis_pui:holding-921_taxon-4898_accession-49017,CF07208,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"40,71",,4,
1,2834728,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,49223,gnpis_pui:holding-921_taxon-4898_accession-49223,DI08022,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"48,85",,3,
2,2834729,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,49223,gnpis_pui:holding-921_taxon-4898_accession-49223,DI08022,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"47,82",,3,
2,2834697,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,48659,gnpis_pui:holding-921_taxon-4898_accession-48659,CF07315,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"50,51",,"3,5",
1,2834696,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,48659,gnpis_pui:holding-921_taxon-4898_accession-48659,CF07315,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"45,6",,3,
2,2834693,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,48963,gnpis_pui:holding-921_taxon-4898_accession-48963,RE07113,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"48,29",,"3,8",
1,2834692,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,48963,gnpis_pui:holding-921_taxon-4898_accession-48963,RE07113,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"47,49",,3,
2,2834731,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,49693,gnpis_pui:holding-921_taxon-4898_accession-49693,DI08023,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"41,13",,4,
1,2834730,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,49693,gnpis_pui:holding-921_taxon-4898_accession-49693,DI08023,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"36,23",,3,
2,2834691,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,48772,gnpis_pui:holding-921_taxon-4898_accession-48772,RE07100,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"35,65",,"4,2",
1,2834690,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,48772,gnpis_pui:holding-921_taxon-4898_accession-48772,RE07100,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"41,34",,3,
2,2834695,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,48859,gnpis_pui:holding-921_taxon-4898_accession-48859,RE07112,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,42,,4,
1,2834694,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,48859,gnpis_pui:holding-921_taxon-4898_accession-48859,RE07112,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"39,6",,"2,5",
2,2834715,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,48863,gnpis_pui:holding-921_taxon-4898_accession-48863,CF07278,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"46,74",,"3,8",
1,2834714,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,48863,gnpis_pui:holding-921_taxon-4898_accession-48863,CF07278,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"41,82",,3,
1,2834734,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,49426,gnpis_pui:holding-921_taxon-4898_accession-49426,DI08021,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"53,18",,"2,5",
2,2834735,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,49426,gnpis_pui:holding-921_taxon-4898_accession-49426,DI08021,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"48,52",,"3,8",
2,2834733,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,49557,gnpis_pui:holding-921_taxon-4898_accession-49557,DI08020,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"46,52",,4,
1,2834732,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,49557,gnpis_pui:holding-921_taxon-4898_accession-49557,DI08020,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"48,46",,3,
2,2834719,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,48483,gnpis_pui:holding-921_taxon-4898_accession-48483,RE07096,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"49,49",,"3,8",
1,2834712,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,27307,https://doi.org/10.15454/CSESMY,RE07093,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"40,8",,"3,5",
2,2834713,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,27307,https://doi.org/10.15454/CSESMY,RE07093,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"49,49",,"4,8",
1,2834674,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,48742,gnpis_pui:holding-921_taxon-4898_accession-48742,RE07115,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"50,4",,2,
2,2834675,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,48742,gnpis_pui:holding-921_taxon-4898_accession-48742,RE07115,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"53,71",,"2,5",
2,2834737,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,49033,gnpis_pui:holding-921_taxon-4898_accession-49033,AO08515,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"31,01",,"6,5",
1,2834736,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,49033,gnpis_pui:holding-921_taxon-4898_accession-49033,AO08515,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,34,,"4,5",
2,2834683,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,48492,gnpis_pui:holding-921_taxon-4898_accession-48492,CF07292,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"41,77",,"5,5",
1,2834682,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,48492,gnpis_pui:holding-921_taxon-4898_accession-48492,CF07292,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"36,91",,4,
2,2834677,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,48701,gnpis_pui:holding-921_taxon-4898_accession-48701,DI08017,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"45,5",,4,
1,2834676,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,48701,gnpis_pui:holding-921_taxon-4898_accession-48701,DI08017,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"44,69",,3,
2,2834687,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,49132,gnpis_pui:holding-921_taxon-4898_accession-49132,DI08018,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"43,87",,4,
1,2834686,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,49132,gnpis_pui:holding-921_taxon-4898_accession-49132,DI08018,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"42,84",,"2,5",
1,2834700,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,49623,gnpis_pui:holding-921_taxon-4898_accession-49623,RE07098,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"46,63",,3,
2,2834701,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,49623,gnpis_pui:holding-921_taxon-4898_accession-49623,RE07098,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"47,49",,4,
2,2834681,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,49358,gnpis_pui:holding-921_taxon-4898_accession-49358,DI08015,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"36,83",,4,
1,2834680,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,49358,gnpis_pui:holding-921_taxon-4898_accession-49358,DI08015,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"37,75",,"3,5",
1,2834706,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"40,94",,4,
2,2834707,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"39,87",,"6,5",
2,2834689,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,49527,gnpis_pui:holding-921_taxon-4898_accession-49527,CF07296,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"35,01",,6,
1,2834688,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,49527,gnpis_pui:holding-921_taxon-4898_accession-49527,CF07296,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"39,13",,4,
1,2834710,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,49499,gnpis_pui:holding-921_taxon-4898_accession-49499,RE07092,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"45,71",,"3,5",
2,2834711,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,49499,gnpis_pui:holding-921_taxon-4898_accession-49499,RE07092,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"39,97",,"4,8",
2,2834721,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"43,01",,"3,5",
1,2834720,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"42,35",,3,
1,2834672,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"43,36",,3,
2,2834673,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"45,45",,"4,2",
2,2834745,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,27737,https://doi.org/10.15454/7VD1UN,LYRIK,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"60,49",,3,
1,2834744,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,27737,https://doi.org/10.15454/7VD1UN,LYRIK,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"60,71",,2,
2,2834723,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"34,04",,"6,5",
1,2834722,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"33,07",,5,
2,2834679,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,27837,https://doi.org/10.15454/CYACZC,CF07311,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"46,57",,5,
1,2834678,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,27837,https://doi.org/10.15454/CYACZC,CF07311,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"39,69",,"3,5",
2,2834717,BTH_Lusignan_2008_SetB3,BTH_Lusignan_2008_SetB3,27266,https://doi.org/10.15454/PYG05B,RE07095,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"48,12",,4,
