,biological_material_id,organism,genus,species,subsp,cvar,var,accession_number,accession_name,organization,material_source_id,material_source_doi
1390,RE00010,,Triticum,aestivum,aestivum,,,29165,RE00010,INRAE,29165:INRAE,https://doi.org/10.15454/46HA0A
1391,RE00011,,Triticum,aestivum,aestivum,,,RE00011,RE00011,INRAE,RE00011:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49042
1392,RE00012,,Triticum,aestivum,aestivum,,,RE00012,RE00012,INRAE,RE00012:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48445
1393,RE00013,,Triticum,aestivum,aestivum,,,RE00013,RE00013,INRAE,RE00013:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48662
1394,RE00014,,Triticum,aestivum,aestivum,,,29166,RE00014,INRAE,29166:INRAE,https://doi.org/10.15454/SUO7RH
1395,RE00015,,Triticum,aestivum,aestivum,,,RE00015,RE00015,INRAE,RE00015:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49501
1396,RE00102,,Triticum,aestivum,aestivum,,,RE00102,RE00102,INRAE,RE00102:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49066
1397,RE00108,,Triticum,aestivum,aestivum,,,22511,RE00108,INRAE,22511:INRAE,https://doi.org/10.15454/6Q72BN
1398,RE00109,,Triticum,aestivum,aestivum,,,RE00109,RE00109,INRAE,RE00109:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49703
1399,RE00113,,Triticum,aestivum,aestivum,,,RE00113,RE00113,INRAE,RE00113:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49700
1400,RE00116,,Triticum,aestivum,aestivum,,,RE00116,RE00116,INRAE,RE00116:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48651
1401,RE00119,,Triticum,aestivum,aestivum,,,RE00119,RE00119,INRAE,RE00119:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48886
1402,RE00130,,Triticum,aestivum,aestivum,,,RE00130,RE00130,INRAE,RE00130:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49459
1403,RE00137,,Triticum,aestivum,aestivum,,,RE00137,RE00137,INRAE,RE00137:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49686
1404,RE00141,,Triticum,aestivum,aestivum,,,RE00141,RE00141,INRAE,RE00141:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49545
1405,RE00142,,Triticum,aestivum,aestivum,,,RE00142,RE00142,INRAE,RE00142:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48945
1406,RE00143,,Triticum,aestivum,aestivum,,,RE00143,RE00143,INRAE,RE00143:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49057
1407,RE00144,,Triticum,aestivum,aestivum,,,RE00144,RE00144,INRAE,RE00144:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48402
1408,RE00145,,Triticum,aestivum,aestivum,,,RE00145,RE00145,INRAE,RE00145:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49380
1409,RE00148,,Triticum,aestivum,aestivum,,,RE00148,RE00148,INRAE,RE00148:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48556
1410,RE00149,,Triticum,aestivum,aestivum,,,RE00149,RE00149,INRAE,RE00149:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48470
1411,RE00152,,Triticum,aestivum,aestivum,,,RE00152,RE00152,INRAE,RE00152:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48513
1412,RE00153,,Triticum,aestivum,aestivum,,,RE00153,RE00153,INRAE,RE00153:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49355
1413,RE00160,,Triticum,aestivum,aestivum,,,29167,RE00160,INRAE,29167:INRAE,https://doi.org/10.15454/5JJD7K
1414,RE00161,,Triticum,aestivum,aestivum,,,RE00161,RE00161,INRAE,RE00161:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48948
1415,RE00162,,Triticum,aestivum,aestivum,,,RE00162,RE00162,INRAE,RE00162:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48612
1416,RE00163,,Triticum,aestivum,aestivum,,,RE00163,RE00163,INRAE,RE00163:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48918
1417,RE00164,,Triticum,aestivum,aestivum,,,RE00164,RE00164,INRAE,RE00164:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48472
1418,RE00165,,Triticum,aestivum,aestivum,,,RE00165,RE00165,INRAE,RE00165:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49290
1419,RE00201,,Triticum,aestivum,aestivum,,,RE00201,RE00201,INRAE,RE00201:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49260
1420,RE01001,,Triticum,aestivum,aestivum,,,RE01001,RE01001,INRAE,RE01001:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49179
1421,RE01002,,Triticum,aestivum,aestivum,,,23834,RE01002,INRAE,23834:INRAE,https://doi.org/10.15454/PY1VVU
1422,RE01003,,Triticum,aestivum,aestivum,,,RE01003,RE01003,INRAE,RE01003:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49335
1423,RE01004,,Triticum,aestivum,aestivum,,,23816,RE01004,INRAE,23816:INRAE,https://doi.org/10.15454/KQXNER
1424,RE01005,,Triticum,aestivum,aestivum,,,RE01005,RE01005,INRAE,RE01005:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49630
1425,RE01006,,Triticum,aestivum,aestivum,,,RE01006,RE01006,INRAE,RE01006:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49217
1426,RE01007,,Triticum,aestivum,aestivum,,,RE01007,RE01007,INRAE,RE01007:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49340
1427,RE01010,,Triticum,aestivum,aestivum,,,RE01010,RE01010,INRAE,RE01010:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49161
1428,RE01011,,Triticum,aestivum,aestivum,,,RE01011,RE01011,INRAE,RE01011:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49176
1429,RE01015,,Triticum,aestivum,aestivum,,,23817,RE01015,INRAE,23817:INRAE,https://doi.org/10.15454/RSFKAG
1430,RE01016,,Triticum,aestivum,aestivum,,,RE01016,RE01016,INRAE,RE01016:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48369
1431,RE01018,,Triticum,aestivum,aestivum,,,RE01018,RE01018,INRAE,RE01018:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49331
1432,RE01020,,Triticum,aestivum,aestivum,,,RE01020,RE01020,INRAE,RE01020:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49034
1433,RE01023,,Triticum,aestivum,aestivum,,,RE01023,RE01023,INRAE,RE01023:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48939
1434,RE01024,,Triticum,aestivum,aestivum,,,RE01024,RE01024,INRAE,RE01024:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49317
1435,RE01025,,Triticum,aestivum,aestivum,,,RE01025,RE01025,INRAE,RE01025:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49682
1436,RE01027,,Triticum,aestivum,aestivum,,,RE01027,RE01027,INRAE,RE01027:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48707
1437,RE01029,,Triticum,aestivum,aestivum,,,RE01029,RE01029,INRAE,RE01029:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48749
1438,RE01030,,Triticum,aestivum,aestivum,,,RE01030,RE01030,INRAE,RE01030:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49636
1439,RE01031,,Triticum,aestivum,aestivum,,,RE01031,RE01031,INRAE,RE01031:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49543
1440,RE01032,,Triticum,aestivum,aestivum,,,RE01032,RE01032,INRAE,RE01032:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48816
1441,RE01037,,Triticum,aestivum,aestivum,,,23818,RE01037,INRAE,23818:INRAE,https://doi.org/10.15454/9ZI12M
1442,RE01038,,Triticum,aestivum,aestivum,,,RE01038,RE01038,INRAE,RE01038:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48817
1443,RE01041,,Triticum,aestivum,aestivum,,,RE01041,RE01041,INRAE,RE01041:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48880
1444,RE01047,,Triticum,aestivum,aestivum,,,23819,RE01047,INRAE,23819:INRAE,https://doi.org/10.15454/3W80FR
1445,RE01052,,Triticum,aestivum,aestivum,,,RE01052,RE01052,INRAE,RE01052:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49145
1446,RE01073,,Triticum,aestivum,aestivum,,,RE01073,RE01073,INRAE,RE01073:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48594
1447,RE01076,,Triticum,aestivum,aestivum,,,22505,RE01076,INRAE,22505:INRAE,https://doi.org/10.15454/113VGV
1448,RE01078,,Triticum,aestivum,aestivum,,,RE01078,RE01078,INRAE,RE01078:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48557
1449,RE01086,,Triticum,aestivum,aestivum,,,RE01086,RE01086,INRAE,RE01086:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48512
1450,RE01089,,Triticum,aestivum,aestivum,,,RE01089,RE01089,INRAE,RE01089:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49165
1451,RE01091,,Triticum,aestivum,aestivum,,,RE01091,RE01091,INRAE,RE01091:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48577
1452,RE01092,,Triticum,aestivum,aestivum,,,23820,RE01092,INRAE,23820:INRAE,https://doi.org/10.15454/AX4FXK
1453,RE01095,,Triticum,aestivum,aestivum,,,RE01095,RE01095,INRAE,RE01095:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49084
1454,RE01096,,Triticum,aestivum,aestivum,,,RE01096,RE01096,INRAE,RE01096:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48865
1455,RE01097,,Triticum,aestivum,aestivum,,,RE01097,RE01097,INRAE,RE01097:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48572
1456,RE01101,,Triticum,aestivum,aestivum,,,RE01101,RE01101,INRAE,RE01101:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48790
1457,RE02005,,Triticum,aestivum,aestivum,,,RE02005,RE02005,INRAE,RE02005:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48411
1458,RE02009,,Triticum,aestivum,aestivum,,,RE02009,RE02009,INRAE,RE02009:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49410
1459,RE02013,,Triticum,aestivum,aestivum,,,RE02013,RE02013,INRAE,RE02013:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48995
1460,RE02016,,Triticum,aestivum,aestivum,,,RE02016,RE02016,INRAE,RE02016:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48408
1461,RE02072,,Triticum,aestivum,aestivum,,,24542,RE02072,INRAE,24542:INRAE,https://doi.org/10.15454/GVNGUK
1462,RE02073,,Triticum,aestivum,aestivum,,,RE02073,RE02073,INRAE,RE02073:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48792
1463,RE02080,,Triticum,aestivum,aestivum,,,23822,RE02080,INRAE,23822:INRAE,https://doi.org/10.15454/AM3GAN
1464,RE02081,,Triticum,aestivum,aestivum,,,RE02081,RE02081,INRAE,RE02081:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48430
1465,RE02084,,Triticum,aestivum,aestivum,,,RE02084,RE02084,INRAE,RE02084:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49576
1466,RE02086,,Triticum,aestivum,aestivum,,,RE02086,RE02086,INRAE,RE02086:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48538
1467,RE02087,,Triticum,aestivum,aestivum,,,RE02087,RE02087,INRAE,RE02087:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48974
1468,RE02088,,Triticum,aestivum,aestivum,,,RE02088,RE02088,INRAE,RE02088:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49709
1469,RE02093,,Triticum,aestivum,aestivum,,,RE02093,RE02093,INRAE,RE02093:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48606
1470,RE02095,,Triticum,aestivum,aestivum,,,RE02095,RE02095,INRAE,RE02095:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48677
1471,RE02099,,Triticum,aestivum,aestivum,,,24543,RE02099,INRAE,24543:INRAE,https://doi.org/10.15454/3KYGFX
1472,RE02101,,Triticum,aestivum,aestivum,,,23821,RE02101,INRAE,23821:INRAE,https://doi.org/10.15454/SIGZUF
1473,RE02103,,Triticum,aestivum,aestivum,,,RE02103,RE02103,INRAE,RE02103:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48405
1474,RE02105,,Triticum,aestivum,aestivum,,,RE02105,RE02105,INRAE,RE02105:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49635
1475,RE02113,,Triticum,aestivum,aestivum,,,RE02113,RE02113,INRAE,RE02113:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49466
1476,RE02116,,Triticum,aestivum,aestivum,,,RE02116,RE02116,INRAE,RE02116:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48389
1477,RE02132,,Triticum,aestivum,aestivum,,,RE02132,RE02132,INRAE,RE02132:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49262
1478,RE02133,,Triticum,aestivum,aestivum,,,RE02133,RE02133,INRAE,RE02133:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49384
1479,RE02134,,Triticum,aestivum,aestivum,,,RE02134,RE02134,INRAE,RE02134:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49411
1480,RE02135,,Triticum,aestivum,aestivum,,,RE02135,RE02135,INRAE,RE02135:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49093
1481,RE02160,,Triticum,aestivum,aestivum,,,RE02160,RE02160,INRAE,RE02160:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49612
1482,RE02161,,Triticum,aestivum,aestivum,,,RE02161,RE02161,INRAE,RE02161:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48986
1483,RE02162,,Triticum,aestivum,aestivum,,,23823,RE02162,INRAE,23823:INRAE,https://doi.org/10.15454/FFIEB9
1484,RE02165,,Triticum,aestivum,aestivum,,,RE02165,RE02165,INRAE,RE02165:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49008
1485,RE02178,,Triticum,aestivum,aestivum,,,RE02178,RE02178,INRAE,RE02178:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48965
1486,RE02180,,Triticum,aestivum,aestivum,,,RE02180,RE02180,INRAE,RE02180:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48750
1487,RE02181,,Triticum,aestivum,aestivum,,,RE02181,RE02181,INRAE,RE02181:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48933
1488,RE02185,,Triticum,aestivum,aestivum,,,RE02185,RE02185,INRAE,RE02185:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49498
1489,RE02186,,Triticum,aestivum,aestivum,,,RE02186,RE02186,INRAE,RE02186:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49363
1490,RE03012,,Triticum,aestivum,aestivum,,,RE03012,RE03012,INRAE,RE03012:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49336
1491,RE03014,,Triticum,aestivum,aestivum,,,24544,RE03014,INRAE,24544:INRAE,https://doi.org/10.15454/DY3IJJ
1492,RE03015,,Triticum,aestivum,aestivum,,,24545,RE03015,INRAE,24545:INRAE,https://doi.org/10.15454/OR6SZQ
1493,RE03019,,Triticum,aestivum,aestivum,,,28973,RE03019,INRAE,28973:INRAE,https://doi.org/10.15454/NMOYD6
1494,RE03022,,Triticum,aestivum,aestivum,,,RE03022,RE03022,INRAE,RE03022:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48482
1495,RE03034,,Triticum,aestivum,aestivum,,,RE03034,RE03034,INRAE,RE03034:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48409
1496,RE03070,,Triticum,aestivum,aestivum,,,24546,RE03070,INRAE,24546:INRAE,https://doi.org/10.15454/UW0CIP
1497,RE03073,,Triticum,aestivum,aestivum,,,RE03073,RE03073,INRAE,RE03073:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48399
1498,RE03094,,Triticum,aestivum,aestivum,,,24547,RE03094,INRAE,24547:INRAE,https://doi.org/10.15454/A8ZRSZ
1499,RE03098,,Triticum,aestivum,aestivum,,,RE03098,RE03098,INRAE,RE03098:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48665
1500,RE03099,,Triticum,aestivum,aestivum,,,RE03099,RE03099,INRAE,RE03099:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48737
1501,RE03101,,Triticum,aestivum,aestivum,,,24548,RE03101,INRAE,24548:INRAE,https://doi.org/10.15454/OE94BR
1502,RE03108,,Triticum,aestivum,aestivum,,,28855,RE03108,INRAE,28855:INRAE,https://doi.org/10.15454/5BUDKG
1503,RE03111,,Triticum,aestivum,aestivum,,,24549,RE03111,INRAE,24549:INRAE,https://doi.org/10.15454/XCMLGZ
1504,RE03119,,Triticum,aestivum,aestivum,,,RE03119,RE03119,INRAE,RE03119:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49242
1505,RE03126,,Triticum,aestivum,aestivum,,,RE03126,RE03126,INRAE,RE03126:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49627
1506,RE03136,,Triticum,aestivum,aestivum,,,RE03136,RE03136,INRAE,RE03136:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49407
1507,RE03146,,Triticum,aestivum,aestivum,,,RE03146,RE03146,INRAE,RE03146:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49258
1508,RE03156,,Triticum,aestivum,aestivum,,,RE03156,RE03156,INRAE,RE03156:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48668
1509,RE03157,,Triticum,aestivum,aestivum,,,24550,RE03157,INRAE,24550:INRAE,https://doi.org/10.15454/MYOQSH
1510,RE03174,,Triticum,aestivum,aestivum,,,RE03174,RE03174,INRAE,RE03174:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49640
1511,RE04004,,Triticum,aestivum,aestivum,,,RE04004,RE04004,INRAE,RE04004:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49332
1512,RE04005,,Triticum,aestivum,aestivum,,,RE04005,RE04005,INRAE,RE04005:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48454
1513,RE04008,,Triticum,aestivum,aestivum,,,RE04008,RE04008,INRAE,RE04008:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48687
1514,RE04009,,Triticum,aestivum,aestivum,,,28975,RE04009,INRAE,28975:INRAE,https://doi.org/10.15454/6V5ULG
1515,RE04012,,Triticum,aestivum,aestivum,,,RE04012,RE04012,INRAE,RE04012:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49147
1516,RE04017,,Triticum,aestivum,aestivum,,,RE04017,RE04017,INRAE,RE04017:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49275
1517,RE04020,,Triticum,aestivum,aestivum,,,RE04020,RE04020,INRAE,RE04020:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49413
1518,RE04022,,Triticum,aestivum,aestivum,,,28976,RE04022,INRAE,28976:INRAE,https://doi.org/10.15454/CK12PW
1519,RE04035,,Triticum,aestivum,aestivum,,,RE04035,RE04035,INRAE,RE04035:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49143
1520,RE04039,,Triticum,aestivum,aestivum,,,RE04039,RE04039,INRAE,RE04039:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49389
1521,RE04043,,Triticum,aestivum,aestivum,,,28977,RE04043,INRAE,28977:INRAE,https://doi.org/10.15454/05HCVU
1522,RE04044,,Triticum,aestivum,aestivum,,,RE04044,RE04044,INRAE,RE04044:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49479
1523,RE04060,,Triticum,aestivum,aestivum,,,RE04060,RE04060,INRAE,RE04060:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49071
1524,RE04066,,Triticum,aestivum,aestivum,,,RE04066,RE04066,INRAE,RE04066:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49212
1525,RE04071,,Triticum,aestivum,aestivum,,,RE04071,RE04071,INRAE,RE04071:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49565
1526,RE04082,,Triticum,aestivum,aestivum,,,RE04082,RE04082,INRAE,RE04082:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48348
1527,RE04094,,Triticum,aestivum,aestivum,,,RE04094,RE04094,INRAE,RE04094:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48721
1528,RE04096,,Triticum,aestivum,aestivum,,,RE04096,RE04096,INRAE,RE04096:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48421
1529,RE04097,,Triticum,aestivum,aestivum,,,RE04097,RE04097,INRAE,RE04097:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48464
1530,RE04098,,Triticum,aestivum,aestivum,,,RE04098,RE04098,INRAE,RE04098:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48437
1531,RE04099,,Triticum,aestivum,aestivum,,,RE04099,RE04099,INRAE,RE04099:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48855
1532,RE04100,,Triticum,aestivum,aestivum,,,RE04100,RE04100,INRAE,RE04100:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49735
1533,RE04101,,Triticum,aestivum,aestivum,,,28979,RE04101,INRAE,28979:INRAE,https://doi.org/10.15454/NMELF4
1534,RE04108,,Triticum,aestivum,aestivum,,,RE04108,RE04108,INRAE,RE04108:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48339
1535,RE04124,,Triticum,aestivum,aestivum,,,RE04124,RE04124,INRAE,RE04124:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49453
1536,RE04125,,Triticum,aestivum,aestivum,,,RE04125,RE04125,INRAE,RE04125:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48485
1537,RE05005,,Triticum,aestivum,aestivum,,,29824,RE05005,INRAE,29824:INRAE,https://doi.org/10.15454/JQW74U
1538,RE05006,,Triticum,aestivum,aestivum,,,32116,RE05006,INRAE,32116:INRAE,https://doi.org/10.15454/5F0PDE
1539,RE05007,,Triticum,aestivum,aestivum,,,32105,RE05007,INRAE,32105:INRAE,https://doi.org/10.15454/SU2MGF
1540,RE05008,,Triticum,aestivum,aestivum,,,32106,RE05008,INRAE,32106:INRAE,https://doi.org/10.15454/9VMAGV
1541,RE05009,,Triticum,aestivum,aestivum,,,32086,RE05009,INRAE,32086:INRAE,https://doi.org/10.15454/PNQ6BX
1542,RE05011,,Triticum,aestivum,aestivum,,,29825,RE05011,INRAE,29825:INRAE,https://doi.org/10.15454/3NYQAY
1543,RE05016,,Triticum,aestivum,aestivum,,,29826,RE05016,INRAE,29826:INRAE,https://doi.org/10.15454/YMFJQC
1544,RE05026,,Triticum,aestivum,aestivum,,,RE05026,RE05026,INRAE,RE05026:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48440
1545,RE05031,,Triticum,aestivum,aestivum,,,RE05031,RE05031,INRAE,RE05031:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49144
1546,RE05036,,Triticum,aestivum,aestivum,,,RE05036,RE05036,INRAE,RE05036:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49717
1547,RE05037,,Triticum,aestivum,aestivum,,,29827,RE05037,INRAE,29827:INRAE,https://doi.org/10.15454/WC63BJ
1548,RE05038,,Triticum,aestivum,aestivum,,,29828,RE05038,INRAE,29828:INRAE,https://doi.org/10.15454/JZRTIK
1549,RE05039,,Triticum,aestivum,aestivum,,,36805,RE05039,INRAE,36805:INRAE,https://doi.org/10.15454/FYAJT8
1550,RE05041,,Triticum,aestivum,aestivum,,,32783,RE05041,INRAE,32783:INRAE,https://doi.org/10.15454/1NUEUQ
1551,RE05042,,Triticum,aestivum,aestivum,,,RE05042,RE05042,INRAE,RE05042:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48619
1552,RE05047,,Triticum,aestivum,aestivum,,,29829,RE05047,INRAE,29829:INRAE,https://doi.org/10.15454/QRI3MM
1553,RE05050,,Triticum,aestivum,aestivum,,,29830,RE05050,INRAE,29830:INRAE,https://doi.org/10.15454/8AMC4Z
1554,RE05065,,Triticum,aestivum,aestivum,,,RE05065,RE05065,INRAE,RE05065:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49606
1555,RE05067,,Triticum,aestivum,aestivum,,,RE05067,RE05067,INRAE,RE05067:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48796
1556,RE05073,,Triticum,aestivum,aestivum,,,RE05073,RE05073,INRAE,RE05073:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48629
1557,RE05074,,Triticum,aestivum,aestivum,,,36806,RE05074,INRAE,36806:INRAE,https://doi.org/10.15454/UVZHWO
1558,RE05075,,Triticum,aestivum,aestivum,,,RE05075,RE05075,INRAE,RE05075:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48989
1559,RE05076,,Triticum,aestivum,aestivum,,,RE05076,RE05076,INRAE,RE05076:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49734
1560,RE05079,,Triticum,aestivum,aestivum,,,28981,RE05079,INRAE,28981:INRAE,https://doi.org/10.15454/JTGRMP
1561,RE05082,,Triticum,aestivum,aestivum,,,RE05082,RE05082,INRAE,RE05082:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49436
1562,RE05091,,Triticum,aestivum,aestivum,,,32786,RE05091,INRAE,32786:INRAE,https://doi.org/10.15454/QCLAYU
1563,RE05106,,Triticum,aestivum,aestivum,,,RE05106,RE05106,INRAE,RE05106:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48516
1564,RE05108,,Triticum,aestivum,aestivum,,,28982,RE05108,INRAE,28982:INRAE,https://doi.org/10.15454/FXNO6G
1565,RE05118,,Triticum,aestivum,aestivum,,,RE05118,RE05118,INRAE,RE05118:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49091
1566,RE05140,,Triticum,aestivum,aestivum,,,RE05140,RE05140,INRAE,RE05140:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49743
1567,RE05147,,Triticum,aestivum,aestivum,,,RE05147,RE05147,INRAE,RE05147:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49548
1568,RE06007,,Triticum,aestivum,aestivum,,,RE06007,RE06007,INRAE,RE06007:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49126
1569,RE06008,,Triticum,aestivum,aestivum,,,RE06008,RE06008,INRAE,RE06008:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48727
1570,RE06023,,Triticum,aestivum,aestivum,,,36807,RE06023,INRAE,36807:INRAE,https://doi.org/10.15454/B5PA3I
1571,RE06025,,Triticum,aestivum,aestivum,,,RE06025,RE06025,INRAE,RE06025:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48830
1572,RE06048,,Triticum,aestivum,aestivum,,,35311,RE06048,INRAE,35311:INRAE,https://doi.org/10.15454/ILREHV
1573,RE06050,,Triticum,aestivum,aestivum,,,36808,RE06050,INRAE,36808:INRAE,https://doi.org/10.15454/PRTXZC
1574,RE06055,,Triticum,aestivum,aestivum,,,36809,RE06055,INRAE,36809:INRAE,https://doi.org/10.15454/NLT35T
1575,RE06057,,Triticum,aestivum,aestivum,,,RE06057,RE06057,INRAE,RE06057:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48964
1576,RE06058,,Triticum,aestivum,aestivum,,,36810,RE06058,INRAE,36810:INRAE,https://doi.org/10.15454/V4CPNJ
1577,RE06060,,Triticum,aestivum,aestivum,,,35312,RE06060,INRAE,35312:INRAE,https://doi.org/10.15454/OLKQ99
