observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
1,2823148,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27827,https://doi.org/10.15454/B5PA3I,RE06023,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,02",,"71,3",,"76,67",
2,2823055,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,48889,gnpis_pui:holding-921_taxon-4898_accession-48889,DI07007,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,02",,"69,6",,"82,28",
1,2823054,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,48889,gnpis_pui:holding-921_taxon-4898_accession-48889,DI07007,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,92",,"68,5",,"88,2",
1,2823052,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,48889,gnpis_pui:holding-921_taxon-4898_accession-48889,DI07007,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,62",,"66,2",,"64,51",
2,2823053,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,48889,gnpis_pui:holding-921_taxon-4898_accession-48889,DI07007,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,22",,"66,2",,"65,62",
2,2823167,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27757,https://doi.org/10.15454/YPTSA5,AO07210,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,47",,"68,5",,"106,09",
1,2823166,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27757,https://doi.org/10.15454/YPTSA5,AO07210,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,62",,"69,1",,"111,49",
1,2823114,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,03",,"73,1",,"99,34",
2,2823113,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,47",,"70,7",,"69,73",
1,2823112,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,04",,"71,5",,"71,23",
2,2823115,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,3",,74,,"96,76",
1,2823014,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,97",,"69,5",,"109,37",
1,2823164,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27757,https://doi.org/10.15454/YPTSA5,AO07210,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,9",,"67,6",,"75,88",
2,2823165,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27757,https://doi.org/10.15454/YPTSA5,AO07210,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,62",,"65,6",,"79,11",
2,2823015,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,27",,"70,2",,"111,92",
2,2823013,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,21",,"67,1",,"86,59",
1,2823012,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,06",,"67,8",,"89,97",
2,2823077,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,62",,"73,9",,"79,27",
2,2823169,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27739,https://doi.org/10.15454/LFFVPX,KARILLON,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,9,,"70,8",,"92,57",
1,2823168,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27739,https://doi.org/10.15454/LFFVPX,KARILLON,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,15",,"70,2",,"92,96",
2,2823151,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27827,https://doi.org/10.15454/B5PA3I,RE06023,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,96",,"73,5",,"109,84",
2,2823171,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27739,https://doi.org/10.15454/LFFVPX,KARILLON,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"9,87",,"72,5",,"112,35",
1,2823170,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27739,https://doi.org/10.15454/LFFVPX,KARILLON,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,11",,"70,5",,"117,16",
1,2823160,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27265,https://doi.org/10.15454/OLKQ99,RE06060,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,16",,"69,6",,"80,87",
2,2823123,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,92",,"68,7",,"100,59",
1,2823120,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,78",,"67,6",,"75,96",
2,2823163,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27265,https://doi.org/10.15454/OLKQ99,RE06060,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,04",,"68,9",,"100,3",
1,2823122,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,81",,"71,8",,"108,6",
2,2823121,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,25",,"67,8",,"78,06",
1,2823162,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27265,https://doi.org/10.15454/OLKQ99,RE06060,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,84",,"69,3",,"106,62",
2,2823091,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27754,https://doi.org/10.15454/7MX1DM,AO07102,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,48",,"72,1",,"114,83",
2,2823089,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27754,https://doi.org/10.15454/7MX1DM,AO07102,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,1",,"69,4",,"86,94",
1,2823088,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27754,https://doi.org/10.15454/7MX1DM,AO07102,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"8,59",,"70,8",,"83,08",
2,2823161,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27265,https://doi.org/10.15454/OLKQ99,RE06060,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,71",,65,,"81,81",
1,2823090,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27754,https://doi.org/10.15454/7MX1DM,AO07102,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"9,34",,"75,8",,"114,97",
1,2823174,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27755,https://doi.org/10.15454/IF7X64,AO07116,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,05",,"70,2",,"107,61",
1,2823172,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27755,https://doi.org/10.15454/IF7X64,AO07116,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,72",,"69,4",,"83,33",
2,2823079,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,57",,"75,4",,"94,94",
2,2823081,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49241,gnpis_pui:holding-921_taxon-4898_accession-49241,CF06003,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,15",,71,,"73,38",
2,2823175,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27755,https://doi.org/10.15454/IF7X64,AO07116,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,41",,"72,3",,"102,46",
2,2823173,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27755,https://doi.org/10.15454/IF7X64,AO07116,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,56",,70,,"83,97",
1,2823080,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49241,gnpis_pui:holding-921_taxon-4898_accession-49241,CF06003,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,8",,"69,8",,"70,47",
1,2823022,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27264,https://doi.org/10.15454/ILREHV,RE06048,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,21",,"74,5",,"104,83",
2,2823021,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27264,https://doi.org/10.15454/ILREHV,RE06048,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,48",,"71,6",,"82,43",
1,2823020,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27264,https://doi.org/10.15454/ILREHV,RE06048,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,75",,"71,2",,"82,56",
1,2823150,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27827,https://doi.org/10.15454/B5PA3I,RE06023,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,11,,"72,2",,"108,64",
2,2823023,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27264,https://doi.org/10.15454/ILREHV,RE06048,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,38",,"72,3",,"102,13",
2,2823083,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49241,gnpis_pui:holding-921_taxon-4898_accession-49241,CF06003,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,68",,"69,5",,"100,93",
2,2823065,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27066,https://doi.org/10.15454/PVLGW3,CF06107,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,36",,71,,"80,53",
1,2823082,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49241,gnpis_pui:holding-921_taxon-4898_accession-49241,CF06003,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,44",,"73,4",,"104,07",
2,2823067,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27066,https://doi.org/10.15454/PVLGW3,CF06107,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,77",,"71,7",,"97,55",
1,2823066,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27066,https://doi.org/10.15454/PVLGW3,CF06107,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,22",,"73,1",,"108,03",
1,2823064,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27066,https://doi.org/10.15454/PVLGW3,CF06107,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,43",,"69,9",,"75,48",
1,2823044,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49455,gnpis_pui:holding-921_taxon-4898_accession-49455,DI07005,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,3",,"67,4",,"73,24",
1,2823102,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,2",,"68,9",,"99,02",
2,2823101,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,31",,"66,3",,"71,33",
1,2823046,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49455,gnpis_pui:holding-921_taxon-4898_accession-49455,DI07005,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,7",,"69,5",,"100,59",
2,2823103,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,27",,"70,7",,"108,1",
1,2823100,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,6",,64,,"73,25",
1,2823180,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,48401,gnpis_pui:holding-921_taxon-4898_accession-48401,CF06153,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"8,65",,"69,9",,"78,03",
2,2823045,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49455,gnpis_pui:holding-921_taxon-4898_accession-49455,DI07005,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,3",,"66,7",,"72,34",
1,2823076,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,85",,"73,4",,"78,09",
2,2823183,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,48401,gnpis_pui:holding-921_taxon-4898_accession-48401,CF06153,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,15",,"71,7",,"108,14",
1,2823182,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,48401,gnpis_pui:holding-921_taxon-4898_accession-48401,CF06153,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"9,73",,"72,5",,"110,07",
2,2823181,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,48401,gnpis_pui:holding-921_taxon-4898_accession-48401,CF06153,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,22",,"71,3",,"78,9",
2,2823127,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,48404,gnpis_pui:holding-921_taxon-4898_accession-48404,EM06064,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,11,,"72,9",,"101,28",
1,2823078,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,44",,"73,4",,"98,51",
