observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fr(CO_321:1000271),fr(CO_321:1000271).date
Charger,2798752,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,2004,NA,
Caphorn,2798750,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,2004,NA,
CF03125,2798761,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,48636,gnpis_pui:holding-921_taxon-4898_accession-48636,CF03125,VIRTUAL_TRIAL,,,,,,,,2004,5,
RE02072,2798756,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,49136,https://doi.org/10.15454/GVNGUK,RE02072,VIRTUAL_TRIAL,,,,,,,,2004,6,
EM03030,2798757,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,49101,gnpis_pui:holding-921_taxon-4898_accession-49101,EM03030,VIRTUAL_TRIAL,,,,,,,,2004,"4,5",
CF03167,2798755,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,26797,https://doi.org/10.15454/VTWXME,CF03167,VIRTUAL_TRIAL,,,,,,,,2004,"5,5",
CF03102,2798748,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,26794,https://doi.org/10.15454/NWP5WQ,CF03102,VIRTUAL_TRIAL,,,,,,,,2004,4,
CF03226,2798745,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,26798,https://doi.org/10.15454/YF5PYW,CF03226,VIRTUAL_TRIAL,,,,,,,,2004,"4,5",
RE03111,2798764,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,26399,https://doi.org/10.15454/XCMLGZ,RE03111,VIRTUAL_TRIAL,,,,,,,,2004,"4,5",
RE03094,2798768,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,26397,https://doi.org/10.15454/A8ZRSZ,RE03094,VIRTUAL_TRIAL,,,,,,,,2004,"5,5",
Isengrain,2798763,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,VIRTUAL_TRIAL,,,,,,,,2004,NA,
EM03028,2798731,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,26807,https://doi.org/10.15454/LDY7MN,EM03028,VIRTUAL_TRIAL,,,,,,,,2004,5,
EM03041,2798725,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,26808,https://doi.org/10.15454/28ZHWX,EM03041,VIRTUAL_TRIAL,,,,,,,,2004,3,
LM03015,2798735,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,49288,https://doi.org/10.15454/BU8ZPF,LM03015,VIRTUAL_TRIAL,,,,,,,,2004,4,
LM03014,2798758,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,49463,https://doi.org/10.15454/8NQXWN,LM03014,VIRTUAL_TRIAL,,,,,,,,2004,4,
CF03139,2798732,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,48502,gnpis_pui:holding-921_taxon-4898_accession-48502,CF03139,VIRTUAL_TRIAL,,,,,,,,2004,6,
DI04011,2798740,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,48536,gnpis_pui:holding-921_taxon-4898_accession-48536,DI04011,VIRTUAL_TRIAL,,,,,,,,2004,5,
EM03025,2798727,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,49110,gnpis_pui:holding-921_taxon-4898_accession-49110,EM03025,VIRTUAL_TRIAL,,,,,,,,2004,6,
CF03124,2798760,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,49408,gnpis_pui:holding-921_taxon-4898_accession-49408,CF03124,VIRTUAL_TRIAL,,,,,,,,2004,"3,5",
DI04008,2798766,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,49427,gnpis_pui:holding-921_taxon-4898_accession-49427,DI04008,VIRTUAL_TRIAL,,,,,,,,2004,"4,5",
EM03069,2798733,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,49555,gnpis_pui:holding-921_taxon-4898_accession-49555,EM03069,VIRTUAL_TRIAL,,,,,,,,2004,3,
Oratorio,2798759,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,25545,https://doi.org/10.15454/J5APM1,ORATORIO,VIRTUAL_TRIAL,,,,,,,,2004,NA,
Farandole,2798751,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,VIRTUAL_TRIAL,,,,,,,,2004,NA,
RE03136,2798765,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,49407,gnpis_pui:holding-921_taxon-4898_accession-49407,RE03136,VIRTUAL_TRIAL,,,,,,,,2004,4,
