observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fr(CO_321:1000271),fr(CO_321:1000271).date
CF03252,2798769,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,49339,gnpis_pui:holding-921_taxon-4898_accession-49339,CF03252,VIRTUAL_TRIAL,,,,,,,,2004,4,
LM03010,2798762,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,48581,gnpis_pui:holding-921_taxon-4898_accession-48581,LM03010,VIRTUAL_TRIAL,,,,,,,,2004,"4,5",
DI04010,2798741,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,48983,gnpis_pui:holding-921_taxon-4898_accession-48983,DI04010,VIRTUAL_TRIAL,,,,,,,,2004,"3,5",
EM03047,2798728,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,49041,gnpis_pui:holding-921_taxon-4898_accession-49041,EM03047,VIRTUAL_TRIAL,,,,,,,,2004,"5,5",
RE03098,2798770,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,48665,gnpis_pui:holding-921_taxon-4898_accession-48665,RE03098,VIRTUAL_TRIAL,,,,,,,,2004,3,
EM03051,2798749,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,49248,gnpis_pui:holding-921_taxon-4898_accession-49248,EM03051,VIRTUAL_TRIAL,,,,,,,,2004,"5,5",
DI04014,2798737,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,49289,gnpis_pui:holding-921_taxon-4898_accession-49289,DI04014,VIRTUAL_TRIAL,,,,,,,,2004,3,
CF03269,2798747,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,48526,gnpis_pui:holding-921_taxon-4898_accession-48526,CF03269,VIRTUAL_TRIAL,,,,,,,,2004,5,
CF03050,2798734,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,48545,gnpis_pui:holding-921_taxon-4898_accession-48545,CF03050,VIRTUAL_TRIAL,,,,,,,,2004,5,
EM03085,2798736,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,48696,gnpis_pui:holding-921_taxon-4898_accession-48696,EM03085,VIRTUAL_TRIAL,,,,,,,,2004,6,
EM03061,2798729,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,49443,gnpis_pui:holding-921_taxon-4898_accession-49443,EM03061,VIRTUAL_TRIAL,,,,,,,,2004,5,
DI04012,2798739,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,49639,gnpis_pui:holding-921_taxon-4898_accession-49639,DI04012,VIRTUAL_TRIAL,,,,,,,,2004,"3,5",
RE03174,2798726,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,49640,gnpis_pui:holding-921_taxon-4898_accession-49640,RE03174,VIRTUAL_TRIAL,,,,,,,,2004,3,
DI04009,2798767,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,48478,gnpis_pui:holding-921_taxon-4898_accession-48478,DI04009,VIRTUAL_TRIAL,,,,,,,,2004,4,
CF03388,2798754,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,48582,gnpis_pui:holding-921_taxon-4898_accession-48582,CF03388,VIRTUAL_TRIAL,,,,,,,,2004,6,
EM03059,2798753,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,48624,gnpis_pui:holding-921_taxon-4898_accession-48624,EM03059,VIRTUAL_TRIAL,,,,,,,,2004,4,
Apache,2798746,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2004,NA,
DI04013,2798738,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,49312,gnpis_pui:holding-921_taxon-4898_accession-49312,DI04013,VIRTUAL_TRIAL,,,,,,,,2004,5,
LM03013,2798743,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,49649,gnpis_pui:holding-921_taxon-4898_accession-49649,LM03013,VIRTUAL_TRIAL,,,,,,,,2004,4,
CF03260,2798744,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,48947,gnpis_pui:holding-921_taxon-4898_accession-48947,CF03260,VIRTUAL_TRIAL,,,,,,,,2004,6,
EM03067,2798730,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,48874,gnpis_pui:holding-921_taxon-4898_accession-48874,EM03067,VIRTUAL_TRIAL,,,,,,,,2004,"4,5",
LM03012,2798742,BTH_Chaux_des_Prés_2004_SetB2,BTH_Chaux_des_Prés_2004_SetB2,49456,gnpis_pui:holding-921_taxon-4898_accession-49456,LM03012,VIRTUAL_TRIAL,,,,,,,,2004,"5,5",
