observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
CF08084itkt,2847576,BTH_Estrées-Mons_2010_SetA2,BTH_Estrées-Mons_2010_SetA2,27798,https://doi.org/10.15454/XZ94CU,CF08084,VIRTUAL_TRIAL,,,,,,,,treated,2010,80,,156,,"9,51",,"80,8",,"102,8",,"104,7",
EM08019itknt,2847578,BTH_Estrées-Mons_2010_SetA2,BTH_Estrées-Mons_2010_SetA2,49300,https://doi.org/10.15454/TFJQEJ,EM08019,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2010,65,,151,,,,,,"108,7",,"92,8",
AO10008itknt,2847563,BTH_Estrées-Mons_2010_SetA2,BTH_Estrées-Mons_2010_SetA2,49349,https://doi.org/10.15454/7PE32Q,AO10008,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2010,78,,146,,,,,,"105,6",,"90,1",
CF08084itkfi,2847574,BTH_Estrées-Mons_2010_SetA2,BTH_Estrées-Mons_2010_SetA2,27798,https://doi.org/10.15454/XZ94CU,CF08084,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,78,,156,,"10,46",,"81,9",,"104,2",,78,
EM08024itknt,2847539,BTH_Estrées-Mons_2010_SetA2,BTH_Estrées-Mons_2010_SetA2,27822,https://doi.org/10.15454/KNNDVP,EM08024,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2010,80,,153,,,,,,"104,3",,89,
Hadm04969-06itkt,2847516,BTH_Estrées-Mons_2010_SetA2,BTH_Estrées-Mons_2010_SetA2,49117,gnpis_pui:holding-921_taxon-4898_accession-49117,Hadm04969-06,VIRTUAL_TRIAL,,,,,,,,treated,2010,80,,156,,"9,9",,"81,8",,"95,2",,"96,9",
DI09018itknt,2847593,BTH_Estrées-Mons_2010_SetA2,BTH_Estrées-Mons_2010_SetA2,27813,https://doi.org/10.15454/G5QB1J,DI09018,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2010,72,,154,,,,,,"103,7",,"88,5",
Hadm04969-06itknt,2847515,BTH_Estrées-Mons_2010_SetA2,BTH_Estrées-Mons_2010_SetA2,49117,gnpis_pui:holding-921_taxon-4898_accession-49117,Hadm04969-06,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2010,75,,155,,,,,,"100,7",,"85,9",
CF08084itknt,2847575,BTH_Estrées-Mons_2010_SetA2,BTH_Estrées-Mons_2010_SetA2,27798,https://doi.org/10.15454/XZ94CU,CF08084,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2010,78,,156,,,,,,106,,"90,4",
CF08106itkt,2847612,BTH_Estrées-Mons_2010_SetA2,BTH_Estrées-Mons_2010_SetA2,27311,https://doi.org/10.15454/4DNWV7,CF08106,VIRTUAL_TRIAL,,,,,,,,treated,2010,80,,152,,"11,13",,"80,8",,"88,1",,"89,7",
Hadm04969-06itkfi,2847514,BTH_Estrées-Mons_2010_SetA2,BTH_Estrées-Mons_2010_SetA2,49117,gnpis_pui:holding-921_taxon-4898_accession-49117,Hadm04969-06,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,85,,153,,"11,43",,"83,8",,"96,7",,"72,4",
EM08024itkt,2847540,BTH_Estrées-Mons_2010_SetA2,BTH_Estrées-Mons_2010_SetA2,27822,https://doi.org/10.15454/KNNDVP,EM08024,VIRTUAL_TRIAL,,,,,,,,treated,2010,85,,153,,"9,95",,"79,4",,101,,"102,8",
EM08024itkfi,2847538,BTH_Estrées-Mons_2010_SetA2,BTH_Estrées-Mons_2010_SetA2,27822,https://doi.org/10.15454/KNNDVP,EM08024,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,80,,151,,"11,46",,"81,4",,"103,3",,"77,3",
CF08106itknt,2847611,BTH_Estrées-Mons_2010_SetA2,BTH_Estrées-Mons_2010_SetA2,27311,https://doi.org/10.15454/4DNWV7,CF08106,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2010,75,,149,,,,,,"87,3",,"74,5",
Apacheitknt,2847542,BTH_Estrées-Mons_2010_SetA2,BTH_Estrées-Mons_2010_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2010,65,,148,,,,,,97,,"82,8",
CF08106itkfi,2847610,BTH_Estrées-Mons_2010_SetA2,BTH_Estrées-Mons_2010_SetA2,27311,https://doi.org/10.15454/4DNWV7,CF08106,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,78,,149,,"12,84",,"82,3",,"83,7",,"62,6",
DI09018itkt,2847594,BTH_Estrées-Mons_2010_SetA2,BTH_Estrées-Mons_2010_SetA2,27813,https://doi.org/10.15454/G5QB1J,DI09018,VIRTUAL_TRIAL,,,,,,,,treated,2010,75,,156,,"9,72",,"79,7",,97,,"98,8",
EM08277itkt,2847606,BTH_Estrées-Mons_2010_SetA2,BTH_Estrées-Mons_2010_SetA2,27824,https://doi.org/10.15454/OUS6AU,EM08277,VIRTUAL_TRIAL,,,,,,,,treated,2010,70,,155,,"10,06",,"78,8",,"92,3",,94,
EM08277itkfi,2847604,BTH_Estrées-Mons_2010_SetA2,BTH_Estrées-Mons_2010_SetA2,27824,https://doi.org/10.15454/OUS6AU,EM08277,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,75,,153,,"11,26",,"81,2",,"95,5",,"71,5",
DI09005itkfi,2847547,BTH_Estrées-Mons_2010_SetA2,BTH_Estrées-Mons_2010_SetA2,27809,https://doi.org/10.15454/VX6AQV,DI09005,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,75,,151,,"11,52",,"82,5",,"97,2",,"72,7",
Apacheitkt,2847543,BTH_Estrées-Mons_2010_SetA2,BTH_Estrées-Mons_2010_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2010,70,,148,,"10,46",,80,,"96,9",,"98,7",
