observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fr(CO_321:1000271),fr(CO_321:1000271).date
RE05008,2815879,BTH_Chaux_des_Prés_2006_SetB2,BTH_Chaux_des_Prés_2006_SetB2,49422,https://doi.org/10.15454/9VMAGV,RE05008,VIRTUAL_TRIAL,,,,,,,,2006,"4,5",
CF05079,2815909,BTH_Chaux_des_Prés_2006_SetB2,BTH_Chaux_des_Prés_2006_SetB2,26976,https://doi.org/10.15454/YDUNWW,CF05079,VIRTUAL_TRIAL,,,,,,,,2006,"2,5",
AO06407,2815887,BTH_Chaux_des_Prés_2006_SetB2,BTH_Chaux_des_Prés_2006_SetB2,26982,https://doi.org/10.15454/FCNCUR,AO06407,VIRTUAL_TRIAL,,,,,,,,2006,"2,5",
CF05084,2815883,BTH_Chaux_des_Prés_2006_SetB2,BTH_Chaux_des_Prés_2006_SetB2,48438,gnpis_pui:holding-921_taxon-4898_accession-48438,CF05084,VIRTUAL_TRIAL,,,,,,,,2006,"5,5",
DI06013,2815891,BTH_Chaux_des_Prés_2006_SetB2,BTH_Chaux_des_Prés_2006_SetB2,49342,gnpis_pui:holding-921_taxon-4898_accession-49342,DI06013,VIRTUAL_TRIAL,,,,,,,,2006,1,
CF04060,2815897,BTH_Chaux_des_Prés_2006_SetB2,BTH_Chaux_des_Prés_2006_SetB2,49634,gnpis_pui:holding-921_taxon-4898_accession-49634,CF04060,VIRTUAL_TRIAL,,,,,,,,2006,"4,5",
DI06010,2815890,BTH_Chaux_des_Prés_2006_SetB2,BTH_Chaux_des_Prés_2006_SetB2,48551,gnpis_pui:holding-921_taxon-4898_accession-48551,DI06010,VIRTUAL_TRIAL,,,,,,,,2006,1,
DI06012,2815892,BTH_Chaux_des_Prés_2006_SetB2,BTH_Chaux_des_Prés_2006_SetB2,49037,gnpis_pui:holding-921_taxon-4898_accession-49037,DI06012,VIRTUAL_TRIAL,,,,,,,,2006,1,
DI06015,2815893,BTH_Chaux_des_Prés_2006_SetB2,BTH_Chaux_des_Prés_2006_SetB2,49503,gnpis_pui:holding-921_taxon-4898_accession-49503,DI06015,VIRTUAL_TRIAL,,,,,,,,2006,"2,5",
AO05003,2815912,BTH_Chaux_des_Prés_2006_SetB2,BTH_Chaux_des_Prés_2006_SetB2,49730,gnpis_pui:holding-921_taxon-4898_accession-49730,AO05003,VIRTUAL_TRIAL,,,,,,,,2006,2,
CF05031,2815911,BTH_Chaux_des_Prés_2006_SetB2,BTH_Chaux_des_Prés_2006_SetB2,49286,gnpis_pui:holding-921_taxon-4898_accession-49286,CF05031,VIRTUAL_TRIAL,,,,,,,,2006,4,
DI06016,2815916,BTH_Chaux_des_Prés_2006_SetB2,BTH_Chaux_des_Prés_2006_SetB2,49166,gnpis_pui:holding-921_taxon-4898_accession-49166,DI06016,VIRTUAL_TRIAL,,,,,,,,2006,3,
RE05065,2815882,BTH_Chaux_des_Prés_2006_SetB2,BTH_Chaux_des_Prés_2006_SetB2,49606,gnpis_pui:holding-921_taxon-4898_accession-49606,RE05065,VIRTUAL_TRIAL,,,,,,,,2006,1,
EM05256,2815878,BTH_Chaux_des_Prés_2006_SetB2,BTH_Chaux_des_Prés_2006_SetB2,48632,gnpis_pui:holding-921_taxon-4898_accession-48632,EM05256,VIRTUAL_TRIAL,,,,,,,,2006,3,
Apache,2815896,BTH_Chaux_des_Prés_2006_SetB2,BTH_Chaux_des_Prés_2006_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2006,3,
DI06009,2815915,BTH_Chaux_des_Prés_2006_SetB2,BTH_Chaux_des_Prés_2006_SetB2,48923,gnpis_pui:holding-921_taxon-4898_accession-48923,DI06009,VIRTUAL_TRIAL,,,,,,,,2006,1,
CF05169,2815886,BTH_Chaux_des_Prés_2006_SetB2,BTH_Chaux_des_Prés_2006_SetB2,48736,https://doi.org/10.15454/X75WAV,CF05169,VIRTUAL_TRIAL,,,,,,,,2006,"1,5",
CF05235,2815885,BTH_Chaux_des_Prés_2006_SetB2,BTH_Chaux_des_Prés_2006_SetB2,48770,https://doi.org/10.15454/EKVXQT,CF05235,VIRTUAL_TRIAL,,,,,,,,2006,2,
