observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fr(CO_321:1000271),fr(CO_321:1000271).date
DI07019,2829661,BTH_Chaux_des_Prés_2008_SetA2,BTH_Chaux_des_Prés_2008_SetA2,61759,https://doi.org/10.15454/SFPRAV,DI07019,VIRTUAL_TRIAL,,,,,,,,2008,"3,5",
HadmF276,2829654,BTH_Chaux_des_Prés_2008_SetA2,BTH_Chaux_des_Prés_2008_SetA2,60837,https://doi.org/10.15454/9DIH2Q,HadmF276,VIRTUAL_TRIAL,,,,,,,,2008,1,
RE06061,2829672,BTH_Chaux_des_Prés_2008_SetA2,BTH_Chaux_des_Prés_2008_SetA2,27831,https://doi.org/10.15454/BPSJCE,RE06061,VIRTUAL_TRIAL,,,,,,,,2008,"3,5",
RE06055,2829660,BTH_Chaux_des_Prés_2008_SetA2,BTH_Chaux_des_Prés_2008_SetA2,27829,https://doi.org/10.15454/NLT35T,RE06055,VIRTUAL_TRIAL,,,,,,,,2008,7,
RE06023,2829662,BTH_Chaux_des_Prés_2008_SetA2,BTH_Chaux_des_Prés_2008_SetA2,27827,https://doi.org/10.15454/B5PA3I,RE06023,VIRTUAL_TRIAL,,,,,,,,2008,"3,5",
RE06050,2829669,BTH_Chaux_des_Prés_2008_SetA2,BTH_Chaux_des_Prés_2008_SetA2,27828,https://doi.org/10.15454/PRTXZC,RE06050,VIRTUAL_TRIAL,,,,,,,,2008,"5,5",
RE06140,2829663,BTH_Chaux_des_Prés_2008_SetA2,BTH_Chaux_des_Prés_2008_SetA2,27834,https://doi.org/10.15454/YQFE3M,RE06140,VIRTUAL_TRIAL,,,,,,,,2008,6,
DI07016,2829655,BTH_Chaux_des_Prés_2008_SetA2,BTH_Chaux_des_Prés_2008_SetA2,27804,https://doi.org/10.15454/0DEDAU,DI07016,VIRTUAL_TRIAL,,,,,,,,2008,1,
DI07019-2,2829646,BTH_Chaux_des_Prés_2008_SetA2,BTH_Chaux_des_Prés_2008_SetA2,27805,https://doi.org/10.15454/TBYVED,DI07019-2,VIRTUAL_TRIAL,,,,,,,,2008,"3,5",
DI07021,2829643,BTH_Chaux_des_Prés_2008_SetA2,BTH_Chaux_des_Prés_2008_SetA2,27806,https://doi.org/10.15454/HIUKXE,DI07021,VIRTUAL_TRIAL,,,,,,,,2008,"3,5",
CF06136,2829676,BTH_Chaux_des_Prés_2008_SetA2,BTH_Chaux_des_Prés_2008_SetA2,27783,https://doi.org/10.15454/S3WW0P,CF06136,VIRTUAL_TRIAL,,,,,,,,2008,3,
CF06016,2829668,BTH_Chaux_des_Prés_2008_SetA2,BTH_Chaux_des_Prés_2008_SetA2,27782,https://doi.org/10.15454/96DRU4,CF06016,VIRTUAL_TRIAL,,,,,,,,2008,"3,5",
RE06134,2829644,BTH_Chaux_des_Prés_2008_SetA2,BTH_Chaux_des_Prés_2008_SetA2,27268,https://doi.org/10.15454/K6RWJK,RE06134,VIRTUAL_TRIAL,,,,,,,,2008,4,
RE06060,2829671,BTH_Chaux_des_Prés_2008_SetA2,BTH_Chaux_des_Prés_2008_SetA2,27265,https://doi.org/10.15454/OLKQ99,RE06060,VIRTUAL_TRIAL,,,,,,,,2008,4,
RE06127,2829665,BTH_Chaux_des_Prés_2008_SetA2,BTH_Chaux_des_Prés_2008_SetA2,27267,https://doi.org/10.15454/TBKWQN,RE06127,VIRTUAL_TRIAL,,,,,,,,2008,3,
Premio,2829639,BTH_Chaux_des_Prés_2008_SetA2,BTH_Chaux_des_Prés_2008_SetA2,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,2008,3,
Apache,2829652,BTH_Chaux_des_Prés_2008_SetA2,BTH_Chaux_des_Prés_2008_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2008,"6,5",
Sankara,2829656,BTH_Chaux_des_Prés_2008_SetA2,BTH_Chaux_des_Prés_2008_SetA2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,VIRTUAL_TRIAL,,,,,,,,2008,5,
Ghayta,2829667,BTH_Chaux_des_Prés_2008_SetA2,BTH_Chaux_des_Prés_2008_SetA2,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,VIRTUAL_TRIAL,,,,,,,,2008,3,
Caphorn,2829658,BTH_Chaux_des_Prés_2008_SetA2,BTH_Chaux_des_Prés_2008_SetA2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,2008,5,
EM06307,2829647,BTH_Chaux_des_Prés_2008_SetA2,BTH_Chaux_des_Prés_2008_SetA2,27838,https://doi.org/10.15454/0CP8RW,EM06307,VIRTUAL_TRIAL,,,,,,,,2008,"3,5",
DI07015,2829657,BTH_Chaux_des_Prés_2008_SetA2,BTH_Chaux_des_Prés_2008_SetA2,27842,https://doi.org/10.15454/CW6MPE,DI07015,VIRTUAL_TRIAL,,,,,,,,2008,"1,5",
RE06048,2829670,BTH_Chaux_des_Prés_2008_SetA2,BTH_Chaux_des_Prés_2008_SetA2,27264,https://doi.org/10.15454/ILREHV,RE06048,VIRTUAL_TRIAL,,,,,,,,2008,"3,5",
CF06193,2829664,BTH_Chaux_des_Prés_2008_SetA2,BTH_Chaux_des_Prés_2008_SetA2,27067,https://doi.org/10.15454/739FBM,CF06193,VIRTUAL_TRIAL,,,,,,,,2008,"3,5",
CF06227,2829650,BTH_Chaux_des_Prés_2008_SetA2,BTH_Chaux_des_Prés_2008_SetA2,27068,https://doi.org/10.15454/PIPBFU,CF06227,VIRTUAL_TRIAL,,,,,,,,2008,3,
