observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
DI07001-2itkfi,2836854,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,48645,gnpis_pui:holding-921_taxon-4898_accession-48645,DI07001-2,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"11,72",,"105,4",,"81,3",
Flamenkoitknt,2836888,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,"106,4",,"97,1",
HadmF276itknt,2836870,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,60837,https://doi.org/10.15454/9DIH2Q,HadmF276,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,"116,1",,"105,9",
HadmF276itkt,2836871,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,60837,https://doi.org/10.15454/9DIH2Q,HadmF276,VIRTUAL_TRIAL,,,,,,,,treated,2009,"13,46",,"104,7",,"121,4",
Folkloritknt,2836828,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,"115,4",,"105,3",
EM06110itknt,2836930,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27817,https://doi.org/10.15454/KG1VPB,EM06110,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,"108,4",,"98,9",
EM06233itknt,2836939,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27819,https://doi.org/10.15454/SA4R8B,EM06233,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,"99,6",,"90,9",
Flamenkoitkt,2836889,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,VIRTUAL_TRIAL,,,,,,,,treated,2009,"12,84",,"103,5",,120,
EM06229itkt,2836865,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27818,https://doi.org/10.15454/VSKKHS,EM06229,VIRTUAL_TRIAL,,,,,,,,treated,2009,"13,93",,"95,8",,111,
Koreliitkt,2836862,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,treated,2009,"12,52",,"104,6",,"121,2",
Koreliitknt,2836861,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,"114,4",,"104,5",
Koreliitkfi,2836860,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"11,6",,"131,1",,101,
RE06060itkt,2836919,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27265,https://doi.org/10.15454/OLKQ99,RE06060,VIRTUAL_TRIAL,,,,,,,,treated,2009,"13,71",,"99,9",,"115,8",
CF05173itknt,2836897,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,26980,https://doi.org/10.15454/RUE1SF,CF05173,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,"111,1",,"101,4",
RE06060itknt,2836918,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27265,https://doi.org/10.15454/OLKQ99,RE06060,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,"114,9",,"104,9",
RE06060itkfi,2836917,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27265,https://doi.org/10.15454/OLKQ99,RE06060,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"12,84",,"129,6",,"99,9",
EM06229itkfi,2836863,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27818,https://doi.org/10.15454/VSKKHS,EM06229,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"13,78",,"123,9",,"95,5",
CF05173itkfi,2836896,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,26980,https://doi.org/10.15454/RUE1SF,CF05173,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"11,69",,"128,2",,"98,8",
CF05173itkt,2836898,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,26980,https://doi.org/10.15454/RUE1SF,CF05173,VIRTUAL_TRIAL,,,,,,,,treated,2009,"12,92",,"102,9",,"119,3",
Flamenkoitkfi,2836887,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"11,24",,"122,4",,"94,3",
EM06307itknt,2836852,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27838,https://doi.org/10.15454/0CP8RW,EM06307,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,"104,5",,"95,4",
EM06307itkfi,2836851,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27838,https://doi.org/10.15454/0CP8RW,EM06307,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"11,94",,"113,4",,"87,4",
CF05079itkt,2836895,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,26976,https://doi.org/10.15454/YDUNWW,CF05079,VIRTUAL_TRIAL,,,,,,,,treated,2009,"13,31",,"90,9",,"105,4",
Lyrikitkt,2836934,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,treated,2009,"12,36",,"113,7",,"131,8",
RE06127itkt,2836892,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27267,https://doi.org/10.15454/TBKWQN,RE06127,VIRTUAL_TRIAL,,,,,,,,treated,2009,"15,73",,"92,2",,"106,8",
RE06127itkfi,2836890,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27267,https://doi.org/10.15454/TBKWQN,RE06127,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"13,98",,"109,4",,"84,3",
Soissonsitkt,2836928,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2009,"14,46",,"89,8",,"104,1",
Soissonsitkfi,2836926,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"14,2",,"98,5",,76,
CF05079itknt,2836894,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,26976,https://doi.org/10.15454/YDUNWW,CF05079,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,"101,6",,"92,8",
CF05079itkfi,2836893,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,26976,https://doi.org/10.15454/YDUNWW,CF05079,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"13,15",,"110,8",,"85,4",
RE06127itknt,2836891,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27267,https://doi.org/10.15454/TBKWQN,RE06127,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,"101,6",,"92,7",
Lyrikitknt,2836933,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,"135,5",,"123,6",
Lyrikitkfi,2836932,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"11,27",,"129,8",,"100,1",
AO08112itkt,2836847,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27769,https://doi.org/10.15454/IR0FDN,AO08112,VIRTUAL_TRIAL,,,,,,,,treated,2009,"12,52",,"101,7",,"117,9",
AO07127itkt,2836883,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27756,https://doi.org/10.15454/PILE9C,AO07127,VIRTUAL_TRIAL,,,,,,,,treated,2009,"13,44",,"96,8",,"112,2",
Premioitknt,2836849,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,"112,1",,"102,3",
Premioitkfi,2836848,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"12,08",,"117,1",,"90,3",
AO08112itknt,2836846,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27769,https://doi.org/10.15454/IR0FDN,AO08112,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,"102,4",,"93,4",
AO08112itkfi,2836845,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27769,https://doi.org/10.15454/IR0FDN,AO08112,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"11,16",,"100,7",,"77,6",
EM06307itkt,2836853,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27838,https://doi.org/10.15454/0CP8RW,EM06307,VIRTUAL_TRIAL,,,,,,,,treated,2009,"13,38",,"99,9",,"115,7",
CF06136itknt,2836936,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27783,https://doi.org/10.15454/S3WW0P,CF06136,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,"97,7",,"89,2",
EM06233itkfi,2836938,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27819,https://doi.org/10.15454/SA4R8B,EM06233,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"13,59",,"105,3",,"81,2",
DI07001-2itkt,2836856,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,48645,gnpis_pui:holding-921_taxon-4898_accession-48645,DI07001-2,VIRTUAL_TRIAL,,,,,,,,treated,2009,"11,72",,"100,5",,"116,5",
Musikitkt,2836841,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27738,https://doi.org/10.15454/JP9LCI,MUSIK,VIRTUAL_TRIAL,,,,,,,,treated,2009,"12,78",,"98,1",,"113,7",
Premioitkt,2836850,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,treated,2009,13,,"102,5",,"118,7",
Musikitkfi,2836839,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27738,https://doi.org/10.15454/JP9LCI,MUSIK,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"12,44",,"97,2",,"74,9",
CF06136itkfi,2836935,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27783,https://doi.org/10.15454/S3WW0P,CF06136,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"11,84",,"105,5",,"81,4",
RE06048itkfi,2836914,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27264,https://doi.org/10.15454/ILREHV,RE06048,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"13,9",,107,,"82,5",
CF06136itkt,2836937,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27783,https://doi.org/10.15454/S3WW0P,CF06136,VIRTUAL_TRIAL,,,,,,,,treated,2009,"13,5",,"99,6",,"115,4",
CF05162itkfi,2836857,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,26968,https://doi.org/10.15454/3810GN,CF05162,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"12,04",,"109,2",,"84,1",
AO07127itknt,2836882,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27756,https://doi.org/10.15454/PILE9C,AO07127,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,"110,4",,"100,7",
AO07127itkfi,2836881,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27756,https://doi.org/10.15454/PILE9C,AO07127,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"12,86",,"120,5",,"92,9",
DI08019-3itknt,2836834,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,49439,gnpis_pui:holding-921_taxon-4898_accession-49439,DI08019-3,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,"127,9",,"116,8",
EM06094itkt,2836901,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27816,https://doi.org/10.15454/ZMYTIN,EM06094,VIRTUAL_TRIAL,,,,,,,,treated,2009,"13,56",,97,,"112,4",
CF05162itknt,2836858,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,26968,https://doi.org/10.15454/3810GN,CF05162,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,"105,5",,"96,3",
CF05162itkt,2836859,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,26968,https://doi.org/10.15454/3810GN,CF05162,VIRTUAL_TRIAL,,,,,,,,treated,2009,"13,76",,"102,1",,"118,4",
Musikitknt,2836840,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27738,https://doi.org/10.15454/JP9LCI,MUSIK,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,96,,"87,6",
DI08019-3itkt,2836835,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,49439,gnpis_pui:holding-921_taxon-4898_accession-49439,DI08019-3,VIRTUAL_TRIAL,,,,,,,,treated,2009,"12,99",,115,,"133,3",
CF03201itknt,2836885,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,26975,https://doi.org/10.15454/0TTU1F,CF03201,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,"99,1",,"90,4",
RE06048itkt,2836916,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27264,https://doi.org/10.15454/ILREHV,RE06048,VIRTUAL_TRIAL,,,,,,,,treated,2009,"14,33",,"91,3",,"105,8",
CF03201itkfi,2836884,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,26975,https://doi.org/10.15454/0TTU1F,CF03201,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"13,35",,"111,3",,"85,8",
DI08019-3itkfi,2836833,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,49439,gnpis_pui:holding-921_taxon-4898_accession-49439,DI08019-3,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"11,96",,"145,1",,"111,8",
CF03201itkt,2836886,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,26975,https://doi.org/10.15454/0TTU1F,CF03201,VIRTUAL_TRIAL,,,,,,,,treated,2009,"14,14",,"101,3",,"117,4",
EM06094itknt,2836900,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27816,https://doi.org/10.15454/ZMYTIN,EM06094,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,"105,1",,"95,9",
EM06233itkt,2836940,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27819,https://doi.org/10.15454/SA4R8B,EM06233,VIRTUAL_TRIAL,,,,,,,,treated,2009,"14,32",,"92,8",,"107,5",
RE06048itknt,2836915,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27264,https://doi.org/10.15454/ILREHV,RE06048,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,"103,9",,"94,8",
Apacheitknt,2836867,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,"96,4",,88,
AO07210itkt,2836922,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27757,https://doi.org/10.15454/YPTSA5,AO07210,VIRTUAL_TRIAL,,,,,,,,treated,2009,"14,55",,"99,1",,"114,8",
Apacheitkfi,2836866,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"12,42",,"87,5",,"67,5",
EM06094itkfi,2836899,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27816,https://doi.org/10.15454/ZMYTIN,EM06094,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"12,16",,"120,1",,"92,6",
Apacheitkt,2836868,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2009,"13,54",,"93,9",,"108,8",
AO07210itknt,2836921,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27757,https://doi.org/10.15454/YPTSA5,AO07210,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,"95,5",,"87,1",
AO07210itkfi,2836920,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27757,https://doi.org/10.15454/YPTSA5,AO07210,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"12,93",,"107,8",,"83,1",
DI02001itkfi,2836875,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,26984,https://doi.org/10.15454/GR0LP3,DI02001,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"11,4",,"132,6",,"102,2",
Karillonitkt,2836925,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27739,https://doi.org/10.15454/LFFVPX,KARILLON,VIRTUAL_TRIAL,,,,,,,,treated,2009,"12,19",,"106,3",,"123,2",
Karillonitkfi,2836923,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27739,https://doi.org/10.15454/LFFVPX,KARILLON,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"11,6",,118,,"90,9",
Karillonitknt,2836924,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27739,https://doi.org/10.15454/LFFVPX,KARILLON,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,"113,1",,"103,2",
EM06017itknt,2836831,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27814,https://doi.org/10.15454/ZBYAJC,EM06017,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,"111,9",,"102,1",
Skerzzoitkt,2836910,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,59735,https://doi.org/10.15454/SGAN4B,SKERZZO,VIRTUAL_TRIAL,,,,,,,,treated,2009,"14,9",,91,,"105,5",
EM06017itkfi,2836830,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27814,https://doi.org/10.15454/ZBYAJC,EM06017,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"14,75",,"128,6",,"99,1",
AO07302itkfi,2836911,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27759,https://doi.org/10.15454/VOAXIV,AO07302,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"12,18",,"110,8",,"85,4",
AO07302itkt,2836913,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27759,https://doi.org/10.15454/VOAXIV,AO07302,VIRTUAL_TRIAL,,,,,,,,treated,2009,"13,47",,"97,3",,"112,7",
AO07302itknt,2836912,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27759,https://doi.org/10.15454/VOAXIV,AO07302,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,"103,8",,"94,8",
Ghaytaitkt,2836907,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,VIRTUAL_TRIAL,,,,,,,,treated,2009,"13,78",,"95,3",,"110,5",
Skerzzoitkfi,2836908,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,59735,https://doi.org/10.15454/SGAN4B,SKERZZO,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"13,76",,"109,4",,"84,3",
Skerzzoitknt,2836909,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,59735,https://doi.org/10.15454/SGAN4B,SKERZZO,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,"92,9",,"84,8",
Ghaytaitknt,2836906,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,"92,7",,"84,6",
DI02001itkt,2836877,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,26984,https://doi.org/10.15454/GR0LP3,DI02001,VIRTUAL_TRIAL,,,,,,,,treated,2009,"11,9",,"100,1",,"116,1",
EM06110itkt,2836931,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27817,https://doi.org/10.15454/KG1VPB,EM06110,VIRTUAL_TRIAL,,,,,,,,treated,2009,"13,29",,"95,6",,"110,8",
AO08107itkfi,2836902,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27768,https://doi.org/10.15454/BQBT4V,AO08107,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"11,8",,"107,5",,"82,9",
AO08107itknt,2836903,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27768,https://doi.org/10.15454/BQBT4V,AO08107,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,104,,"94,9",
Sankaraitknt,2836873,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2009,,,"93,3",,"85,1",
Ghaytaitkfi,2836905,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"14,45",,112,,"86,3",
AO08107itkt,2836904,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,27768,https://doi.org/10.15454/BQBT4V,AO08107,VIRTUAL_TRIAL,,,,,,,,treated,2009,"11,72",,"100,4",,"116,4",
Sankaraitkt,2836874,BTH_Estrées-Mons_2009_SetA1,BTH_Estrées-Mons_2009_SetA1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,VIRTUAL_TRIAL,,,,,,,,treated,2009,"14,11",,"103,7",,"120,2",
