observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,oid(CO_321:1000145),oid(CO_321:1000145).date,pvp(CO_321:1000251),pvp(CO_321:1000251).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rj(CO_321:1000162),rj(CO_321:1000162).date
AO11009,2860319,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,61334,https://doi.org/10.15454/FHFPK2,AO11009,VIRTUAL_TRIAL,,,,,,,,2011,"3,5",,3,,5,,9,,1,
AO11010,2860317,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,61350,https://doi.org/10.15454/U7J4EQ,AO11010,VIRTUAL_TRIAL,,,,,,,,2011,"2,5",,1,,5,,4,,6,
RE10080,2860334,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,61959,https://doi.org/10.15454/9SDYX3,RE10080,VIRTUAL_TRIAL,,,,,,,,2011,3,,1,,5,,4,,1,
EM10306,2860323,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,61526,https://doi.org/10.15454/MRWRT2,EM10306,VIRTUAL_TRIAL,,,,,,,,2011,4,,1,,2,,6,,1,
EM10304,2860324,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,61512,https://doi.org/10.15454/4AWA2B,EM10304,VIRTUAL_TRIAL,,,,,,,,2011,5,,4,,2,,4,,1,
EM10322,2860322,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,61572,https://doi.org/10.15454/DD34MP,EM10322,VIRTUAL_TRIAL,,,,,,,,2011,2,,6,,2,,4,,1,
CF10108,2860301,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,61973,https://doi.org/10.15454/I6GJS6,CF10108,VIRTUAL_TRIAL,,,,,,,,2011,4,,6,,2,,2,,1,
CF10185,2860337,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,62036,https://doi.org/10.15454/BSSAED,CF10185,VIRTUAL_TRIAL,,,,,,,,2011,4,,1,,5,,4,,1,
CF10140,2860310,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,62004,https://doi.org/10.15454/WDXEQE,CF10140,VIRTUAL_TRIAL,,,,,,,,2011,"3,5",,1,,2,,4,,1,
CF10180,2860335,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,62021,https://doi.org/10.15454/OKKASS,CF10180,VIRTUAL_TRIAL,,,,,,,,2011,2,,1,,2,,4,,1,
CF10186,2860336,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,62066,https://doi.org/10.15454/DDMJZQ,CF10186,VIRTUAL_TRIAL,,,,,,,,2011,5,,1,,5,,6,,1,
RE10050,2860305,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,61869,https://doi.org/10.15454/ZWYREX,RE10050,VIRTUAL_TRIAL,,,,,,,,2011,7,,1,,5,,2,,4,
RE10063,2860326,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,61927,https://doi.org/10.15454/SHFTXF,RE10063,VIRTUAL_TRIAL,,,,,,,,2011,5,,4,,2,,4,,1,
RE10081,2860333,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,61975,https://doi.org/10.15454/WIBYI7,RE10081,VIRTUAL_TRIAL,,,,,,,,2011,2,,1,,5,,3,,4,
CF10064,2860306,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,61942,https://doi.org/10.15454/W1DFLD,CF10064,VIRTUAL_TRIAL,,,,,,,,2011,"3,5",,1,,2,,6,,1,
CF10082,2860311,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,61957,https://doi.org/10.15454/M4RPQP,CF10082,VIRTUAL_TRIAL,,,,,,,,2011,4,,6,,5,,3,,1,
Koreli,2860313,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,2011,3,,3,,5,,3,,3,
RE10072,2860308,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,49343,https://doi.org/10.15454/4TBCLY,RE10072,VIRTUAL_TRIAL,,,,,,,,2011,"5,5",,1,,5,,4,,1,
Premio,2860298,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,2011,"2,5",,4,,5,,3,,1,
Apache,2860316,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2011,2,,6,,5,,5,,1,
DI11010,2860329,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,60932,https://doi.org/10.15454/FGQ2LJ,DI11010,VIRTUAL_TRIAL,,,,,,,,2011,2,,1,,3,,3,,3,
EM10317,2860304,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,61542,https://doi.org/10.15454/GSBZL4,EM10317,VIRTUAL_TRIAL,,,,,,,,2011,3,,6,,2,,6,,1,
Attlass,2860327,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,2011,"2,5",,4,,3,,6,,1,
AO11011,2860318,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,48486,https://doi.org/10.15454/PE1NKZ,AO11011,VIRTUAL_TRIAL,,,,,,,,2011,2,,1,,5,,4,,1,
