observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,oid(CO_321:1000145),oid(CO_321:1000145).date,pvp(CO_321:1000251),pvp(CO_321:1000251).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rj(CO_321:1000162),rj(CO_321:1000162).date
DI11012,2860331,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,48928,https://doi.org/10.15454/G34RHP,DI11012,VIRTUAL_TRIAL,,,,,,,,2011,3,,6,,5,,3,,1,
DI11013,2860330,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,49232,https://doi.org/10.15454/8YNF2B,DI11013,VIRTUAL_TRIAL,,,,,,,,2011,"2,5",,6,,5,,3,,1,
RE10057,2860302,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,48915,https://doi.org/10.15454/QZGDLK,RE10057,VIRTUAL_TRIAL,,,,,,,,2011,"5,5",,1,,3,,3,,1,
RE10060,2860325,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,48417,https://doi.org/10.15454/FWPPIV,RE10060,VIRTUAL_TRIAL,,,,,,,,2011,"3,5",,1,,2,,3,,1,
RE10085,2860312,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,48649,https://doi.org/10.15454/KBZ1TN,RE10085,VIRTUAL_TRIAL,,,,,,,,2011,3,,4,,3,,2,,1,
AO11012,2860299,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,48904,https://doi.org/10.15454/QDMSRL,AO11012,VIRTUAL_TRIAL,,,,,,,,2011,"3,5",,1,,5,,6,,3,
AO11013,2860300,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,49347,https://doi.org/10.15454/K3JAUB,AO11013,VIRTUAL_TRIAL,,,,,,,,2011,"3,5",,1,,5,,4,,3,
AO11014,2860303,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,48888,https://doi.org/10.15454/2YKLGU,AO11014,VIRTUAL_TRIAL,,,,,,,,2011,"4,5",,1,,5,,4,,6,
DI11009,2860315,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,60916,https://doi.org/10.15454/SLLOAU,DI11009,VIRTUAL_TRIAL,,,,,,,,2011,3,,6,,2,,3,,1,
DI11008,2860314,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,60898,https://doi.org/10.15454/RMGL42,DI11008,VIRTUAL_TRIAL,,,,,,,,2011,3,,6,,2,,3,,1,
DI11011,2860328,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,60948,https://doi.org/10.15454/MPMTXE,DI11011,VIRTUAL_TRIAL,,,,,,,,2011,"2,5",,3,,2,,2,,1,
DI11014,2860332,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,48652,https://doi.org/10.15454/GG9CKW,DI11014,VIRTUAL_TRIAL,,,,,,,,2011,"2,5",,6,,2,,3,,4,
Altigo,2860321,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,2011,"3,5",,1,,5,,5,,6,
Bermude,2860307,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,2011,6,,4,,2,,6,,4,
AO11008,2860320,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,49376,https://doi.org/10.15454/DLSQIN,AO11008,VIRTUAL_TRIAL,,,,,,,,2011,"5,5",,1,,5,,4,,6,
CF10125,2860309,BTH_Rennes_2011_SetB2_PIETIN-VERSE,BTH_Rennes_2011_SetB2_PIETIN-VERSE,61989,https://doi.org/10.15454/IBHUHA,CF10125,VIRTUAL_TRIAL,,,,,,,,2011,"4,5",,1,,5,,3,,1,
