observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
2,2827189,BTH_Clermont-Ferrand_2008_SetA1,BTH_Clermont-Ferrand_2008_SetA1,26981,https://doi.org/10.15454/SU2MGF,RE05007,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"10,7811031",,"74,34",
1,2827328,BTH_Clermont-Ferrand_2008_SetA1,BTH_Clermont-Ferrand_2008_SetA1,26977,https://doi.org/10.15454/RGT6YF,DI06007,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"11,3033133",,"70,61",
1,2827246,BTH_Clermont-Ferrand_2008_SetA1,BTH_Clermont-Ferrand_2008_SetA1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"12,9328136",,"73,22",
2,2827247,BTH_Clermont-Ferrand_2008_SetA1,BTH_Clermont-Ferrand_2008_SetA1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"12,0445566",,"73,1",
1,2827244,BTH_Clermont-Ferrand_2008_SetA1,BTH_Clermont-Ferrand_2008_SetA1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"11,7691174",,"76,83",
2,2827245,BTH_Clermont-Ferrand_2008_SetA1,BTH_Clermont-Ferrand_2008_SetA1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"11,3356533",,"78,11",
2,2827183,BTH_Clermont-Ferrand_2008_SetA1,BTH_Clermont-Ferrand_2008_SetA1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"12,1874008",,"82,74",
2,2827181,BTH_Clermont-Ferrand_2008_SetA1,BTH_Clermont-Ferrand_2008_SetA1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"11,1588078",,"79,61",
1,2827180,BTH_Clermont-Ferrand_2008_SetA1,BTH_Clermont-Ferrand_2008_SetA1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"10,4290304",,"73,51",
1,2827182,BTH_Clermont-Ferrand_2008_SetA1,BTH_Clermont-Ferrand_2008_SetA1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"11,7772741",,"83,12",
