observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,pmg(CO_321:1000177),pmg(CO_321:1000177).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
1,2819706,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,48490,https://doi.org/10.15454/FGXHZP,DI05020-2,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,,,"58,4",,"52,06",
2,2819705,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,48490,https://doi.org/10.15454/FGXHZP,DI05020-2,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"45,66",,"10,29",,"71,5",,"77,56",
1,2819708,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,48490,https://doi.org/10.15454/FGXHZP,DI05020-2,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"55,55",,"10,95",,"72,2",,"106,87",
2,2819707,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,48490,https://doi.org/10.15454/FGXHZP,DI05020-2,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,,,"69,3",,"79,97",
1,2819704,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,48490,https://doi.org/10.15454/FGXHZP,DI05020-2,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"48,46",,"9,75",,"70,9",,"74,22",
1,2819768,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26979,https://doi.org/10.15454/BHQTEW,DI05022,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"56,49",,"12,13",,"70,1",,"106,61",
2,2819765,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26979,https://doi.org/10.15454/BHQTEW,DI05022,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"42,67",,"10,31",,"66,9",,"75,3",
1,2819764,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26979,https://doi.org/10.15454/BHQTEW,DI05022,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"48,93",,"9,35",,"69,9",,77,
1,2819766,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26979,https://doi.org/10.15454/BHQTEW,DI05022,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,,,"56,7",,"62,84",
2,2819769,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26979,https://doi.org/10.15454/BHQTEW,DI05022,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"53,47",,"11,13",,"72,7",,"103,91",
2,2819767,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26979,https://doi.org/10.15454/BHQTEW,DI05022,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,,,"65,2",,"83,25",
1,2819636,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"50,5",,"11,43",,"74,6",,"107,11",
1,2819632,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"43,6",,"10,36",,"71,2",,"76,76",
2,2819637,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"53,47",,"10,73",,"73,5",,"107,11",
1,2819634,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,,,"67,5",,"72,5",
2,2819635,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,,,"70,3",,"77,64",
2,2819633,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"44,18",,"10,38",,"72,6",,"73,8",
1,2819584,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26978,https://doi.org/10.15454/Z3MNYF,BAROK,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"53,57",,"8,63",,"68,3",,"84,44",
2,2819585,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26978,https://doi.org/10.15454/Z3MNYF,BAROK,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"51,02",,"8,79",,"71,1",,"85,83",
2,2819589,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26978,https://doi.org/10.15454/Z3MNYF,BAROK,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"54,24",,"11,14",,"66,4",,"109,64",
2,2819587,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26978,https://doi.org/10.15454/Z3MNYF,BAROK,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,,,"65,1",,"88,95",
1,2819588,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26978,https://doi.org/10.15454/Z3MNYF,BAROK,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"55,55",,"10,5",,"70,9",,"106,76",
1,2819586,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26978,https://doi.org/10.15454/Z3MNYF,BAROK,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,,,"64,2",,"92,94",
1,2819774,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26986,https://doi.org/10.15454/VOIUNY,EM03332,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"51,19",,"12,01",,67,,"102,38",
1,2819772,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26986,https://doi.org/10.15454/VOIUNY,EM03332,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,,,"63,3",,"80,02",
2,2819771,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26986,https://doi.org/10.15454/VOIUNY,EM03332,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"50,33",,"9,96",,"69,3",,"84,21",
1,2819770,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26986,https://doi.org/10.15454/VOIUNY,EM03332,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"54,64",,"9,59",,"69,4",,"79,68",
2,2819775,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26986,https://doi.org/10.15454/VOIUNY,EM03332,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"59,52",,"10,39",,"72,2",,"106,98",
2,2819773,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26986,https://doi.org/10.15454/VOIUNY,EM03332,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,,,67,,"85,28",
2,2819631,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26985,https://doi.org/10.15454/TKJCUM,DI05014,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"41,43",,"11,38",,"62,7",,"104,75",
2,2819627,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26985,https://doi.org/10.15454/TKJCUM,DI05014,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,35,,"9,3",,68,,"78,91",
1,2819626,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26985,https://doi.org/10.15454/TKJCUM,DI05014,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"37,54",,"9,09",,"64,8",,"81,95",
2,2819629,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26985,https://doi.org/10.15454/TKJCUM,DI05014,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,,,"69,3",,"86,7",
1,2819628,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26985,https://doi.org/10.15454/TKJCUM,DI05014,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,,,"58,9",,"86,59",
1,2819630,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26985,https://doi.org/10.15454/TKJCUM,DI05014,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"40,4",,"11,05",,"68,2",,"110,97",
1,2819696,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26975,https://doi.org/10.15454/0TTU1F,CF03201,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"53,09",,"11,43",,"74,6",,"111,72",
2,2819697,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26975,https://doi.org/10.15454/0TTU1F,CF03201,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"52,26",,"11,27",,"74,8",,"109,37",
2,2819695,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26975,https://doi.org/10.15454/0TTU1F,CF03201,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,,,"67,7",,"106,91",
2,2819693,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26975,https://doi.org/10.15454/0TTU1F,CF03201,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"50,76",,"9,94",,74,,"88,5",
1,2819692,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26975,https://doi.org/10.15454/0TTU1F,CF03201,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"50,16",,"10,09",,"75,9",,"87,74",
1,2819694,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26975,https://doi.org/10.15454/0TTU1F,CF03201,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,,,"62,5",,"91,45",
1,2819612,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26967,https://doi.org/10.15454/GRNHCW,AO06313,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"47,69",,"10,16",,"73,8",,"103,93",
2,2819613,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26967,https://doi.org/10.15454/GRNHCW,AO06313,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"51,99",,"10,07",,"73,4",,"108,82",
2,2819609,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26967,https://doi.org/10.15454/GRNHCW,AO06313,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"41,32",,"9,67",,"70,4",,"74,82",
2,2819611,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26967,https://doi.org/10.15454/GRNHCW,AO06313,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,,,"56,4",,"64,24",
1,2819610,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26967,https://doi.org/10.15454/GRNHCW,AO06313,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,,,"60,8",,"79,79",
1,2819608,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26967,https://doi.org/10.15454/GRNHCW,AO06313,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"40,92",,"9,14",,"73,6",,"73,6",
1,2819702,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26972,https://doi.org/10.15454/VFM1EQ,CF04043,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"51,99",,"10,07",,"71,4",,"100,91",
2,2819699,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26972,https://doi.org/10.15454/VFM1EQ,CF04043,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"45,8",,"10,33",,"68,3",,"78,49",
2,2819703,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26972,https://doi.org/10.15454/VFM1EQ,CF04043,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"54,34",,"10,5",,"70,6",,"103,42",
2,2819701,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26972,https://doi.org/10.15454/VFM1EQ,CF04043,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,,,"69,1",,"86,34",
1,2819700,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26972,https://doi.org/10.15454/VFM1EQ,CF04043,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,,,"68,8",,"86,1",
1,2819698,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26972,https://doi.org/10.15454/VFM1EQ,CF04043,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"47,61",,"10,05",,"69,6",,80,
2,2819595,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"49,26",,"10,91",,"74,7",,"95,86",
1,2819592,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,,,"69,6",,"89,7",
1,2819590,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"48,78",,"9,6",,"75,9",,"76,38",
1,2819594,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"50,5",,"10,84",,78,,"103,7",
2,2819591,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"48,46",,"9,47",,"75,5",,"89,89",
2,2819593,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,,,"74,9",,"86,46",
2,2819655,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,27043,https://doi.org/10.15454/QCLAYU,RE05091,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"46,22",,"11,69",,"71,4",,"112,3",
2,2819653,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,27043,https://doi.org/10.15454/QCLAYU,RE05091,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,,,"65,3",,"71,78",
1,2819654,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,27043,https://doi.org/10.15454/QCLAYU,RE05091,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"45,59",,"11,68",,"70,4",,"115,87",
1,2819650,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,27043,https://doi.org/10.15454/QCLAYU,RE05091,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"43,73",,"9,12",,"62,6",,"76,37",
1,2819652,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,27043,https://doi.org/10.15454/QCLAYU,RE05091,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,,,"63,7",,"83,78",
2,2819651,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,27043,https://doi.org/10.15454/QCLAYU,RE05091,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"41,26",,"9,61",,"69,8",,"79,13",
2,2819667,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"47,77",,"10,41",,"74,6",,"108,83",
1,2819664,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,,,"61,8",,"75,64",
2,2819663,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"42,73",,"9,43",,"71,2",,"77,82",
1,2819666,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"46,94",,"10,51",,"71,3",,"111,97",
1,2819662,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"42,49",,"9,82",,"72,8",,"71,57",
2,2819665,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,,,"57,8",,"65,02",
1,2819684,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"41,66",,"13,55",,"66,3",,"100,36",
2,2819685,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"43,41",,"12,94",,"69,4",,"98,83",
2,2819683,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,,,"65,9",,"75,08",
1,2819682,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,,,"66,5",,"69,47",
2,2819681,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"39,26",,"10,66",,"70,8",,"73,12",
1,2819680,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"40,65",,"10,82",,"71,2",,"73,31",
1,2819604,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,,,"56,4",,"93,18",
2,2819605,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,,,"60,6",,"87,59",
1,2819606,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"42,91",,"11,2",,"67,9",,"113,68",
2,2819603,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"33,11",,"10,1",,"66,6",,"64,05",
2,2819607,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"41,89",,"12,02",,"63,5",,"111,65",
1,2819602,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"39,89",,"9,58",,"66,8",,"76,56",
2,2819715,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"48,93",,"10,63",,"71,9",,"113,51",
1,2819712,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,,,"68,4",,"96,66",
1,2819714,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"47,16",,"11,1",,70,,"108,84",
1,2819710,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"44,64",,"9,92",,"68,8",,"88,29",
2,2819713,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,,,"65,7",,"96,18",
2,2819711,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"46,36",,"9,47",,"70,3",,"90,59",
2,2819619,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,48941,https://doi.org/10.15454/YPYOQJ,AO05004,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"49,66",,11,,"72,1",,"102,94",
2,2819615,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,48941,https://doi.org/10.15454/YPYOQJ,AO05004,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"39,16",,"10,21",,"69,2",,"71,88",
1,2819616,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,48941,https://doi.org/10.15454/YPYOQJ,AO05004,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,,,"63,9",,"78,45",
1,2819618,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,48941,https://doi.org/10.15454/YPYOQJ,AO05004,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"47,69",,"11,09",,"72,5",,"107,89",
2,2819617,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,48941,https://doi.org/10.15454/YPYOQJ,AO05004,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,,,"63,7",,"82,52",
1,2819614,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,48941,https://doi.org/10.15454/YPYOQJ,AO05004,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"43,79",,"9,95",,71,,"71,58",
1,2819720,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,53,,"11,9",,"72,8",,"98,96",
2,2819719,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,,,"62,9",,"78,74",
1,2819716,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"47,24",,"9,55",,"70,8",,"69,41",
2,2819721,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"50,42",,"12,53",,72,,"103,22",
1,2819718,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,,,"58,3",,"79,32",
2,2819717,BTH_Le_Moulon_2007_SetA1,BTH_Le_Moulon_2007_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"46,72",,"9,89",,"68,3",,"70,87",
