observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,ht(CO_321:1000218),ht(CO_321:1000218).date,itk,oid(CO_321:1000145),oid(CO_321:1000145).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
AO14026itkfi,2972719,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61704,https://doi.org/10.15454/ZZZLIR,AO14026,VIRTUAL_TRIAL,,,,,,,,2015,108,,faible intrant,1,,142,,10.3,,79.2,,125.3,,1.5,,105.5,,1,,3.5,,1,
AO14026itkt,2972721,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61704,https://doi.org/10.15454/ZZZLIR,AO14026,VIRTUAL_TRIAL,,,,,,,,2015,108,,traite,,,142,,10.2,,81.2,,103.5,,,,119.8,,,,,,1,
AO14013itk15,2972634,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,62003,https://doi.org/10.15454/UIHLJL,AO14013,VIRTUAL_TRIAL,,,,,,,,2015,,,,,,,,,,,,,,NA,,,,,,,,,
AO14013itknt,2972636,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,62003,https://doi.org/10.15454/UIHLJL,AO14013,VIRTUAL_TRIAL,,,,,,,,2015,108,,non traite fongicides,1,,138,,,,74.8,,73.8,,NA,,67.3,,6.5,,NA,,7.5,
AO14013itkfi,2972635,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,62003,https://doi.org/10.15454/UIHLJL,AO14013,VIRTUAL_TRIAL,,,,,,,,2015,104,,faible intrant,1,,135,,11.6,,75.1,,87.9,,NA,,73.9,,7,,NA,,1,
AO14013itkt,2972637,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,62003,https://doi.org/10.15454/UIHLJL,AO14013,VIRTUAL_TRIAL,,,,,,,,2015,102,,traite,,,138,,11.5,,83,,101.2,,,,117.2,,,,,,6.5,
AO14014itk15,2972666,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,62034,https://doi.org/10.15454/RWXBD7,AO14014,VIRTUAL_TRIAL,,,,,,,,2015,,,,,,,,,,,,,,4,,,,,,,,,
AO14014itknt,2972668,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,62034,https://doi.org/10.15454/RWXBD7,AO14014,VIRTUAL_TRIAL,,,,,,,,2015,90,,non traite fongicides,1,,138,,,,79.8,,104.8,,2.5,,95.6,,1,,4,,1,
AO14014itkfi,2972667,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,62034,https://doi.org/10.15454/RWXBD7,AO14014,VIRTUAL_TRIAL,,,,,,,,2015,95,,faible intrant,1,,136,,10.8,,78.8,,107.3,,3.5,,90.3,,2,,4.5,,1,
AO14014itkt,2972669,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,62034,https://doi.org/10.15454/RWXBD7,AO14014,VIRTUAL_TRIAL,,,,,,,,2015,92,,traite,,,139,,9.9,,82.8,,100.1,,,,115.8,,,,,,1,
AO14017itk15,2972626,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,62096,https://doi.org/10.15454/JY3UZ7,AO14017,VIRTUAL_TRIAL,,,,,,,,2015,,,,,,,,,,,,,,4,,,,,,,,,
AO14017itkt,2972629,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,62096,https://doi.org/10.15454/JY3UZ7,AO14017,VIRTUAL_TRIAL,,,,,,,,2015,109,,traite,,,138,,11.3,,83.8,,102.6,,,,118.8,,,,,,2,
AO14017itkfi,2972627,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,62096,https://doi.org/10.15454/JY3UZ7,AO14017,VIRTUAL_TRIAL,,,,,,,,2015,106,,faible intrant,1,,138,,11.1,,81.6,,114.3,,2,,96.2,,1,,3.5,,1,
AO14017itknt,2972628,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,62096,https://doi.org/10.15454/JY3UZ7,AO14017,VIRTUAL_TRIAL,,,,,,,,2015,108,,non traite fongicides,1,,138,,,,80.9,,102,,2.5,,93,,1,,4.5,,7,
AO14020itk15,2972722,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,62141,https://doi.org/10.15454/0STI9A,AO14020,VIRTUAL_TRIAL,,,,,,,,2015,,,,,,,,,,,,,,4,,,,,,,,,
AO14020itkt,2972725,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,62141,https://doi.org/10.15454/0STI9A,AO14020,VIRTUAL_TRIAL,,,,,,,,2015,92,,traite,,,138,,11.5,,82.4,,97.3,,,,112.6,,,,,,1,
AO14020itknt,2972724,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,62141,https://doi.org/10.15454/0STI9A,AO14020,VIRTUAL_TRIAL,,,,,,,,2015,90,,non traite fongicides,1,,136,,,,80.9,,103.3,,2.5,,94.2,,4,,5,,1,
AO14020itkfi,2972723,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,62141,https://doi.org/10.15454/0STI9A,AO14020,VIRTUAL_TRIAL,,,,,,,,2015,90,,faible intrant,1,,135,,11.6,,80,,109.8,,2,,92.5,,2.5,,5.5,,1,
EM13147itk15,2972730,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61412,https://doi.org/10.15454/J7IR6N,EM13147,VIRTUAL_TRIAL,,,,,,,,2015,,,,,,,,,,,,,,4,,,,,,,,,
EM13147itkt,2972733,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61412,https://doi.org/10.15454/J7IR6N,EM13147,VIRTUAL_TRIAL,,,,,,,,2015,96,,traite,,,132,,11.2,,82,,113.3,,,,131.2,,,,,,1,
EM13147itknt,2972732,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61412,https://doi.org/10.15454/J7IR6N,EM13147,VIRTUAL_TRIAL,,,,,,,,2015,98,,non traite fongicides,1,,132,,,,80.8,,127.2,,1.5,,116,,1.5,,3.5,,1,
EM13147itkfi,2972731,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61412,https://doi.org/10.15454/J7IR6N,EM13147,VIRTUAL_TRIAL,,,,,,,,2015,94,,faible intrant,1,,131,,10.8,,79.7,,135.6,,1.5,,114.2,,1,,3.5,,1,
CF13158itk15,2972614,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61152,https://doi.org/10.15454/BOXBBY,CF13158,VIRTUAL_TRIAL,,,,,,,,2015,,,,,,,,,,,,,,3,,,,,,,,,
CF13158itkfi,2972615,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61152,https://doi.org/10.15454/BOXBBY,CF13158,VIRTUAL_TRIAL,,,,,,,,2015,98,,faible intrant,1,,131,,10.5,,80,,118.9,,3,,100.1,,1,,3,,1,
CF13158itkt,2972617,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61152,https://doi.org/10.15454/BOXBBY,CF13158,VIRTUAL_TRIAL,,,,,,,,2015,96,,traite,,,132,,10.8,,81.8,,102.4,,,,118.5,,,,,,1,
CF13158itknt,2972616,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61152,https://doi.org/10.15454/BOXBBY,CF13158,VIRTUAL_TRIAL,,,,,,,,2015,98,,non traite fongicides,1,,132,,,,80.2,,116.1,,2,,105.9,,2,,3,,1,
RE13116itk15,2972650,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61763,https://doi.org/10.15454/N7NCR1,RE13116,VIRTUAL_TRIAL,,,,,,,,2015,,,,,,,,,,,,,,4,,,,,,,,,
RE13116itkt,2972653,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61763,https://doi.org/10.15454/N7NCR1,RE13116,VIRTUAL_TRIAL,,,,,,,,2015,102,,traite,,,132,,10.9,,82.3,,98.8,,,,114.3,,,,,,5,
RE13116itknt,2972652,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61763,https://doi.org/10.15454/N7NCR1,RE13116,VIRTUAL_TRIAL,,,,,,,,2015,108,,non traite fongicides,1,,131,,,,81.1,,111.7,,2,,101.8,,1.5,,4.5,,7.5,
RE13116itkfi,2972651,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61763,https://doi.org/10.15454/N7NCR1,RE13116,VIRTUAL_TRIAL,,,,,,,,2015,100,,faible intrant,1,,131,,10.6,,81.8,,124.6,,2,,104.9,,1,,3.5,,2,
EM12040itk15,2972658,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61883,https://doi.org/10.15454/ZJTOW0,EM12040,VIRTUAL_TRIAL,,,,,,,,2015,,,,,,,,,,,,,,3,,,,,,,,,
EM12040itkt,2972661,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61883,https://doi.org/10.15454/ZJTOW0,EM12040,VIRTUAL_TRIAL,,,,,,,,2015,96,,traite,,,128,,11.5,,83.6,,94.4,,,,109.3,,,,,,3,
EM12040itknt,2972660,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61883,https://doi.org/10.15454/ZJTOW0,EM12040,VIRTUAL_TRIAL,,,,,,,,2015,94,,non traite fongicides,1,,128,,,,82,,109.3,,2,,99.7,,2,,3,,1,
EM12040itkfi,2972659,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61883,https://doi.org/10.15454/ZJTOW0,EM12040,VIRTUAL_TRIAL,,,,,,,,2015,96,,faible intrant,1,,128,,11,,82.2,,115.3,,3,,97,,1,,3,,1,
AO14041itk15,2972698,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,60915,https://doi.org/10.15454/BHRDHY,AO14041,VIRTUAL_TRIAL,,,,,,,,2015,,,,,,,,,,,,,,3,,,,,,,,,
AO14041itkt,2972701,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,60915,https://doi.org/10.15454/BHRDHY,AO14041,VIRTUAL_TRIAL,,,,,,,,2015,82,,traite,,,135,,10.3,,79.3,,99.2,,,,114.9,,,,,,1,
AO14041itknt,2972700,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,60915,https://doi.org/10.15454/BHRDHY,AO14041,VIRTUAL_TRIAL,,,,,,,,2015,82,,non traite fongicides,1,,134,,,,76.7,,99.6,,1.5,,90.8,,1,,5.5,,1,
AO14041itkfi,2972699,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,60915,https://doi.org/10.15454/BHRDHY,AO14041,VIRTUAL_TRIAL,,,,,,,,2015,80,,faible intrant,1,,132,,10.2,,76.9,,111,,1.5,,93.4,,1,,5,,1,
CF13080itk15,2972686,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61079,https://doi.org/10.15454/SAGJTL,CF13080,VIRTUAL_TRIAL,,,,,,,,2015,,,,,,,,,,,,,,2,,,,,,,,,
CF13080itkt,2972689,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61079,https://doi.org/10.15454/SAGJTL,CF13080,VIRTUAL_TRIAL,,,,,,,,2015,90,,traite,,,130,,10.8,,79.8,,92.7,,,,107.3,,,,,,1,
CF13080itknt,2972688,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61079,https://doi.org/10.15454/SAGJTL,CF13080,VIRTUAL_TRIAL,,,,,,,,2015,90,,non traite fongicides,1,,130,,,,75,,90.3,,1.5,,82.3,,1,,6,,1,
CF13080itkfi,2972687,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61079,https://doi.org/10.15454/SAGJTL,CF13080,VIRTUAL_TRIAL,,,,,,,,2015,91,,faible intrant,1,,130,,11.3,,76.7,,105.1,,1,,88.4,,2.5,,5,,1,
RE13003itk15,2972754,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61467,https://doi.org/10.15454/J5JFPN,RE13003,VIRTUAL_TRIAL,,,,,,,,2015,,,,,,,,,,,,,,3,,,,,,,,,
RE13003itknt,2972756,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61467,https://doi.org/10.15454/J5JFPN,RE13003,VIRTUAL_TRIAL,,,,,,,,2015,126,,non traite fongicides,1,,136,,,,82.3,,118.3,,1.5,,107.8,,3.5,,3,,1,
RE13003itkt,2972757,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61467,https://doi.org/10.15454/J5JFPN,RE13003,VIRTUAL_TRIAL,,,,,,,,2015,128,,traite,,,136,,11.1,,83.3,,100.7,,,,116.6,,,,,,1,
RE13003itkfi,2972755,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61467,https://doi.org/10.15454/J5JFPN,RE13003,VIRTUAL_TRIAL,,,,,,,,2015,128,,faible intrant,1,,135,,11.2,,81.8,,121.3,,1.5,,102.1,,4,,2.5,,1,
AO14008itk15,2972674,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61924,https://doi.org/10.15454/7FN5V4,AO14008,VIRTUAL_TRIAL,,,,,,,,2015,,,,,,,,,,,,,,4,,,,,,,,,
AO14008itkt,2972677,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61924,https://doi.org/10.15454/7FN5V4,AO14008,VIRTUAL_TRIAL,,,,,,,,2015,103,,traite,,,139,,11.6,,85,,99.3,,,,114.9,,,,,,1,
AO14008itknt,2972676,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61924,https://doi.org/10.15454/7FN5V4,AO14008,VIRTUAL_TRIAL,,,,,,,,2015,106,,non traite fongicides,1,,139,,,,82.6,,96.1,,2.5,,87.7,,4,,3.5,,1.5,
AO14008itkfi,2972675,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61924,https://doi.org/10.15454/7FN5V4,AO14008,VIRTUAL_TRIAL,,,,,,,,2015,100,,faible intrant,1,,137,,10.8,,83,,109.5,,3.5,,92.2,,5.5,,3,,1,
AO14028itk15,2972702,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,62039,https://doi.org/10.15454/FMXV4A,AO14028,VIRTUAL_TRIAL,,,,,,,,2015,,,,,,,,,,,,,,5,,,,,,,,,
AO14028itkt,2972705,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,62039,https://doi.org/10.15454/FMXV4A,AO14028,VIRTUAL_TRIAL,,,,,,,,2015,102,,traite,,,137,,10.5,,82.2,,96.7,,,,111.9,,,,,,1.5,
AO14028itknt,2972704,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,62039,https://doi.org/10.15454/FMXV4A,AO14028,VIRTUAL_TRIAL,,,,,,,,2015,102,,non traite fongicides,1,,136,,,,79.8,,99.2,,2,,90.5,,3.5,,4,,2.5,
AO14028itkfi,2972703,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,62039,https://doi.org/10.15454/FMXV4A,AO14028,VIRTUAL_TRIAL,,,,,,,,2015,100,,faible intrant,1,,135,,10.8,,80.2,,106.3,,2,,89.5,,2.5,,5,,1,
CF13057itk15,2972630,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,61065,https://doi.org/10.15454/IEJHD9,CF13057,VIRTUAL_TRIAL,,,,,,,,2015,,,,,,,,,,,,,,3,,,,,,,,,
RE13014itkt,2972657,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,48609,https://doi.org/10.15454/QLBPQK,RE13014,VIRTUAL_TRIAL,,,,,,,,2015,124,,traite,,,135,,10.3,,83.7,,104.4,,,,120.9,,,,,,1,
RE13014itknt,2972656,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,48609,https://doi.org/10.15454/QLBPQK,RE13014,VIRTUAL_TRIAL,,,,,,,,2015,125,,non traite fongicides,1,,134,,,,83,,115.1,,2,,105,,5.5,,3.5,,1,
RE13014itkfi,2972655,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,48609,https://doi.org/10.15454/QLBPQK,RE13014,VIRTUAL_TRIAL,,,,,,,,2015,122,,faible intrant,1,,134,,10.7,,82.7,,121.6,,2.5,,102.3,,2.5,,3.5,,1,
RE13084itk15,2972670,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,49120,https://doi.org/10.15454/P3TGLP,RE13084,VIRTUAL_TRIAL,,,,,,,,2015,,,,,,,,,,,,,,4,,,,,,,,,
RE13084itknt,2972672,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,49120,https://doi.org/10.15454/P3TGLP,RE13084,VIRTUAL_TRIAL,,,,,,,,2015,101,,non traite fongicides,2.5,,135,,,,81.1,,104.6,,2.5,,95.4,,1,,3,,2.5,
RE13084itkfi,2972671,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,49120,https://doi.org/10.15454/P3TGLP,RE13084,VIRTUAL_TRIAL,,,,,,,,2015,102,,faible intrant,1,,134,,11.2,,80.8,,117.4,,4,,98.8,,1,,3,,1,
RE13084itkt,2972673,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,49120,https://doi.org/10.15454/P3TGLP,RE13084,VIRTUAL_TRIAL,,,,,,,,2015,100,,traite,,,135,,10.9,,83.1,,107.2,,,,124.1,,,,,,1,
RE13086itk15,2972682,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,49433,https://doi.org/10.15454/XA7QW4,RE13086,VIRTUAL_TRIAL,,,,,,,,2015,,,,,,,,,,,,,,4,,,,,,,,,
RE13086itkfi,2972683,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,49433,https://doi.org/10.15454/XA7QW4,RE13086,VIRTUAL_TRIAL,,,,,,,,2015,108,,faible intrant,1,,134,,10.9,,82.1,,122.4,,4,,103,,1,,2.5,,1,
RE13086itkt,2972685,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,49433,https://doi.org/10.15454/XA7QW4,RE13086,VIRTUAL_TRIAL,,,,,,,,2015,110,,traite,,,135,,11.6,,82.8,,99.2,,,,114.8,,,,,,1,
RE13086itknt,2972684,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,49433,https://doi.org/10.15454/XA7QW4,RE13086,VIRTUAL_TRIAL,,,,,,,,2015,106,,non traite fongicides,4,,135,,,,82.2,,112.4,,2.5,,102.5,,1,,2,,2,
RE13106itk15,2972714,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,49524,https://doi.org/10.15454/FSEIOR,RE13106,VIRTUAL_TRIAL,,,,,,,,2015,,,,,,,,,,,,,,3,,,,,,,,,
RE13106itknt,2972716,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,49524,https://doi.org/10.15454/FSEIOR,RE13106,VIRTUAL_TRIAL,,,,,,,,2015,98,,non traite fongicides,1,,132,,,,78.3,,102.3,,1,,93.3,,1,,2.5,,8,
RE13106itkfi,2972715,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,49524,https://doi.org/10.15454/FSEIOR,RE13106,VIRTUAL_TRIAL,,,,,,,,2015,102,,faible intrant,1,,132,,9.9,,80.3,,122.2,,2,,102.8,,2,,3,,3.5,
RE13106itkt,2972717,BTH_Rennes_2015_SetA2,BTH_Rennes_2015_SetA2,49524,https://doi.org/10.15454/FSEIOR,RE13106,VIRTUAL_TRIAL,,,,,,,,2015,102,,traite,,,133,,10.2,,80.5,,91.5,,,,106,,,,,,8,
