observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
LM03017itkfi,2800767,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,48364,gnpis_pui:holding-921_taxon-4898_accession-48364,LM03017,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"9,78",,"97,6",,"86,8",
CF03287itkt,2800814,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,49533,https://doi.org/10.15454/QOR8WX,CF03287,VIRTUAL_TRIAL,,,,,,,,treated,2004,"10,64",,110,,"99,5",
EM03087itkt,2800782,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,49485,gnpis_pui:holding-921_taxon-4898_accession-49485,EM03087,VIRTUAL_TRIAL,,,,,,,,treated,2004,"9,98",,"99,8",,"90,2",
EM03087itkfi,2800781,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,49485,gnpis_pui:holding-921_taxon-4898_accession-49485,EM03087,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"10,54",,"97,9",,"87,1",
CF03287itkfi,2800813,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,49533,https://doi.org/10.15454/QOR8WX,CF03287,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"10,8",,"105,2",,"93,6",
EM03123itkfi,2800785,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,48784,gnpis_pui:holding-921_taxon-4898_accession-48784,EM03123,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"9,74",,"104,1",,"92,6",
EM03111itkt,2800812,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,49233,https://doi.org/10.15454/ORFNS6,EM03111,VIRTUAL_TRIAL,,,,,,,,treated,2004,"10,27",,101,,"91,3",
Oratorioitkt,2800766,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,25545,https://doi.org/10.15454/J5APM1,ORATORIO,VIRTUAL_TRIAL,,,,,,,,treated,2004,"10,84",,"98,6",,"89,2",
RE01076itkt,2800752,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,48992,https://doi.org/10.15454/113VGV,RE01076,VIRTUAL_TRIAL,,,,,,,,treated,2004,"10,3",,"103,8",,"93,9",
RE03015itkt,2800832,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,48680,https://doi.org/10.15454/OR6SZQ,RE03015,VIRTUAL_TRIAL,,,,,,,,treated,2004,11,,"102,5",,"92,7",
EM03104itkfi,2800763,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,48957,gnpis_pui:holding-921_taxon-4898_accession-48957,EM03104,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"9,93",,"104,6",,93,
EM03104itkt,2800764,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,48957,gnpis_pui:holding-921_taxon-4898_accession-48957,EM03104,VIRTUAL_TRIAL,,,,,,,,treated,2004,"10,23",,"103,5",,"93,6",
EM03111itkfi,2800811,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,49233,https://doi.org/10.15454/ORFNS6,EM03111,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"10,06",,"109,2",,"97,1",
CF03118itkt,2800762,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,48788,gnpis_pui:holding-921_taxon-4898_accession-48788,CF03118,VIRTUAL_TRIAL,,,,,,,,treated,2004,"9,3",,"102,6",,"92,8",
CF03073itkt,2800772,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,49712,gnpis_pui:holding-921_taxon-4898_accession-49712,CF03073,VIRTUAL_TRIAL,,,,,,,,treated,2004,"9,68",,"97,4",,"88,1",
CF03069itkfi,2800817,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,49362,gnpis_pui:holding-921_taxon-4898_accession-49362,CF03069,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"9,41",,"99,8",,"88,7",
RE03146itkfi,2800769,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,49258,gnpis_pui:holding-921_taxon-4898_accession-49258,RE03146,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"10,2",,"97,6",,"86,8",
RE03015itkfi,2800831,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,48680,https://doi.org/10.15454/OR6SZQ,RE03015,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"11,07",,"104,8",,"93,2",
RE03146itkt,2800770,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,49258,gnpis_pui:holding-921_taxon-4898_accession-49258,RE03146,VIRTUAL_TRIAL,,,,,,,,treated,2004,"10,18",,"99,6",,"90,1",
CF03118itkfi,2800761,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,48788,gnpis_pui:holding-921_taxon-4898_accession-48788,CF03118,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"9,22",,"101,2",,90,
LM03018itkt,2800750,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,48793,gnpis_pui:holding-921_taxon-4898_accession-48793,LM03018,VIRTUAL_TRIAL,,,,,,,,treated,2004,"10,44",,97,,"87,7",
LM03018itkfi,2800749,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,48793,gnpis_pui:holding-921_taxon-4898_accession-48793,LM03018,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"10,5",,88,,"78,2",
RE03014itkt,2800830,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,26396,https://doi.org/10.15454/DY3IJJ,RE03014,VIRTUAL_TRIAL,,,,,,,,treated,2004,"10,04",,"103,4",,"93,5",
CF03349itkfi,2800773,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,49159,gnpis_pui:holding-921_taxon-4898_accession-49159,CF03349,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"9,67",,"105,5",,"93,8",
RE03014itkfi,2800829,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,26396,https://doi.org/10.15454/DY3IJJ,RE03014,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"10,43",,"108,2",,"96,2",
CF03358itkt,2800754,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,48885,gnpis_pui:holding-921_taxon-4898_accession-48885,CF03358,VIRTUAL_TRIAL,,,,,,,,treated,2004,"11,15",,"103,1",,"93,3",
CF03100itkfi,2800799,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,48929,gnpis_pui:holding-921_taxon-4898_accession-48929,CF03100,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"10,02",,"103,1",,"91,7",
CF03358itkfi,2800753,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,48885,gnpis_pui:holding-921_taxon-4898_accession-48885,CF03358,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"9,75",,"102,9",,"91,5",
RE03070itkfi,2800821,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,48710,https://doi.org/10.15454/UW0CIP,RE03070,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"10,11",,"104,6",,93,
EM03119itkfi,2800823,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,49696,gnpis_pui:holding-921_taxon-4898_accession-49696,EM03119,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"9,16",,"101,3",,"90,1",
CF03100itkt,2800800,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,48929,gnpis_pui:holding-921_taxon-4898_accession-48929,CF03100,VIRTUAL_TRIAL,,,,,,,,treated,2004,"10,38",,"108,5",,"98,1",
RE03073itkt,2800820,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,48399,gnpis_pui:holding-921_taxon-4898_accession-48399,RE03073,VIRTUAL_TRIAL,,,,,,,,treated,2004,10,,"99,4",,"89,9",
RE03073itkfi,2800819,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,48399,gnpis_pui:holding-921_taxon-4898_accession-48399,RE03073,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"10,22",,"96,7",,86,
CF03234itkt,2800756,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,49129,gnpis_pui:holding-921_taxon-4898_accession-49129,CF03234,VIRTUAL_TRIAL,,,,,,,,treated,2004,"10,99",,"100,1",,"90,5",
CF03234itkfi,2800755,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,49129,gnpis_pui:holding-921_taxon-4898_accession-49129,CF03234,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"9,76",,"98,2",,"87,3",
RE03070itkt,2800822,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,48710,https://doi.org/10.15454/UW0CIP,RE03070,VIRTUAL_TRIAL,,,,,,,,treated,2004,"10,5",,"101,9",,"92,1",
Farandoleitkt,2800804,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,VIRTUAL_TRIAL,,,,,,,,treated,2004,"10,79",,"106,2",,96,
CF03163itkfi,2800815,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,26796,https://doi.org/10.15454/FR99SD,CF03163,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"8,89",,"106,1",,"94,4",
LM03016itkfi,2800797,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,48724,gnpis_pui:holding-921_taxon-4898_accession-48724,LM03016,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"8,97",,"96,7",,86,
CF03163itkt,2800816,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,26796,https://doi.org/10.15454/FR99SD,CF03163,VIRTUAL_TRIAL,,,,,,,,treated,2004,"8,87",,"104,7",,"94,7",
CF03345itkt,2800794,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,49168,gnpis_pui:holding-921_taxon-4898_accession-49168,CF03345,VIRTUAL_TRIAL,,,,,,,,treated,2004,"10,32",,"105,5",,"95,4",
EM03149itkfi,2800839,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,26894,https://doi.org/10.15454/HOEWQF,EM03149,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"9,3",,"105,9",,"94,2",
CF03073itkfi,2800771,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,49712,gnpis_pui:holding-921_taxon-4898_accession-49712,CF03073,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,9,,"98,3",,"87,4",
CF03345itkfi,2800793,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,49168,gnpis_pui:holding-921_taxon-4898_accession-49168,CF03345,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"9,82",,"102,1",,"90,8",
LM03016itkt,2800798,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,48724,gnpis_pui:holding-921_taxon-4898_accession-48724,LM03016,VIRTUAL_TRIAL,,,,,,,,treated,2004,"9,83",,"99,1",,"89,6",
DI04015itkt,2800808,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,26801,https://doi.org/10.15454/5TSZZX,DI04015,VIRTUAL_TRIAL,,,,,,,,treated,2004,"9,8",,"106,4",,"96,2",
DI04016itkfi,2800777,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,49000,gnpis_pui:holding-921_taxon-4898_accession-49000,DI04016,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"10,48",,"104,5",,"92,9",
DI04020itkt,2800836,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,48564,gnpis_pui:holding-921_taxon-4898_accession-48564,DI04020,VIRTUAL_TRIAL,,,,,,,,treated,2004,"10,72",,"99,1",,"89,6",
DI04020itkfi,2800835,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,48564,gnpis_pui:holding-921_taxon-4898_accession-48564,DI04020,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"11,02",,"104,3",,"92,8",
DI04021itkt,2800838,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,48833,gnpis_pui:holding-921_taxon-4898_accession-48833,DI04021,VIRTUAL_TRIAL,,,,,,,,treated,2004,"10,53",,"100,8",,"91,2",
DI04015itkfi,2800807,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,26801,https://doi.org/10.15454/5TSZZX,DI04015,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"10,14",,"104,7",,"93,1",
EM03149itkt,2800840,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,26894,https://doi.org/10.15454/HOEWQF,EM03149,VIRTUAL_TRIAL,,,,,,,,treated,2004,"9,56",,"105,5",,"95,4",
Apacheitkt,2800796,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2004,"10,09",,"102,6",,"92,8",
Apacheitkfi,2800795,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"9,7",,"102,3",,91,
CF03342itkt,2800810,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,49674,https://doi.org/10.15454/WDI3KM,CF03342,VIRTUAL_TRIAL,,,,,,,,treated,2004,"10,23",,110,,"99,5",
CF03342itkfi,2800809,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,49674,https://doi.org/10.15454/WDI3KM,CF03342,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"9,88",,"102,2",,"90,9",
EM03159itkt,2800834,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,49651,gnpis_pui:holding-921_taxon-4898_accession-49651,EM03159,VIRTUAL_TRIAL,,,,,,,,treated,2004,"9,62",,"101,2",,"91,6",
EM03159itkfi,2800833,BTH_Estrées-Mons_2004_SetB3,BTH_Estrées-Mons_2004_SetB3,49651,gnpis_pui:holding-921_taxon-4898_accession-49651,EM03159,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"9,13",,"98,7",,"87,8",
