observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
RE00113itkt,2779411,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,49700,gnpis_pui:holding-921_taxon-4898_accession-49700,RE00113,VIRTUAL_TRIAL,,,,,,,,treated,2002,"10,06",,"90,1",,"107,9",
Koreliitkfi,2779346,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,,,"102,5",,"87,6",
Koreliitkt,2779348,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,treated,2002,"10,2",,"89,2",,"106,8",
Koreliitknt,2779347,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,,,"113,4",,"99,6",
RE01004itkfi,2779349,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,26094,https://doi.org/10.15454/KQXNER,RE01004,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,,,"106,8",,"91,3",
RE01004itknt,2779350,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,26094,https://doi.org/10.15454/KQXNER,RE01004,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,,,"100,4",,"88,2",
RE01004itkt,2779351,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,26094,https://doi.org/10.15454/KQXNER,RE01004,VIRTUAL_TRIAL,,,,,,,,treated,2002,"11,36",,81,,97,
RE00108itkt,2779366,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,26004,https://doi.org/10.15454/6Q72BN,RE00108,VIRTUAL_TRIAL,,,,,,,,treated,2002,"10,08",,"90,4",,"108,3",
RE00108itknt,2779365,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,26004,https://doi.org/10.15454/6Q72BN,RE00108,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,,,"108,3",,"95,1",
RE00108itkfi,2779364,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,26004,https://doi.org/10.15454/6Q72BN,RE00108,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,,,"105,2",,90,
RE00149itkt,2779354,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,48470,gnpis_pui:holding-921_taxon-4898_accession-48470,RE00149,VIRTUAL_TRIAL,,,,,,,,treated,2002,"13,24",,"71,7",,"85,8",
RE00149itkfi,2779352,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,48470,gnpis_pui:holding-921_taxon-4898_accession-48470,RE00149,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,,,"90,3",,"77,2",
RE00149itknt,2779353,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,48470,gnpis_pui:holding-921_taxon-4898_accession-48470,RE00149,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,,,"92,1",,"80,9",
RE00144itkt,2779414,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,48402,gnpis_pui:holding-921_taxon-4898_accession-48402,RE00144,VIRTUAL_TRIAL,,,,,,,,treated,2002,"10,54",,"87,5",,"104,8",
RE00144itkfi,2779412,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,48402,gnpis_pui:holding-921_taxon-4898_accession-48402,RE00144,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,,,"99,5",,"85,1",
RE00144itknt,2779413,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,48402,gnpis_pui:holding-921_taxon-4898_accession-48402,RE00144,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,,,"93,3",,82,
RE00143itkt,2779381,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,49057,gnpis_pui:holding-921_taxon-4898_accession-49057,RE00143,VIRTUAL_TRIAL,,,,,,,,treated,2002,"9,76",,"94,5",,"113,2",
RE00143itknt,2779380,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,49057,gnpis_pui:holding-921_taxon-4898_accession-49057,RE00143,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,,,"104,5",,"91,8",
RE00143itkfi,2779379,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,49057,gnpis_pui:holding-921_taxon-4898_accession-49057,RE00143,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,,,"99,8",,"85,4",
DI01022itkfi,2779361,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,49284,gnpis_pui:holding-921_taxon-4898_accession-49284,DI01022,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,,,"118,9",,"101,7",
DI01022itkt,2779363,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,49284,gnpis_pui:holding-921_taxon-4898_accession-49284,DI01022,VIRTUAL_TRIAL,,,,,,,,treated,2002,"9,88",,"95,2",,"114,1",
DI01022itknt,2779362,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,49284,gnpis_pui:holding-921_taxon-4898_accession-49284,DI01022,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,,,"121,8",,107,
RE00165itknt,2779335,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,49290,gnpis_pui:holding-921_taxon-4898_accession-49290,RE00165,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,,,"109,6",,"96,3",
RE00165itkfi,2779334,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,49290,gnpis_pui:holding-921_taxon-4898_accession-49290,RE00165,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,,,"101,7",,87,
RE00165itkt,2779336,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,49290,gnpis_pui:holding-921_taxon-4898_accession-49290,RE00165,VIRTUAL_TRIAL,,,,,,,,treated,2002,"11,87",,"90,5",,"108,4",
EM00264itkt,2779399,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,48806,gnpis_pui:holding-921_taxon-4898_accession-48806,EM00264,VIRTUAL_TRIAL,,,,,,,,treated,2002,"9,1",,"101,7",,"121,8",
EM00264itknt,2779398,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,48806,gnpis_pui:holding-921_taxon-4898_accession-48806,EM00264,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,,,"110,1",,"96,7",
EM00264itkfi,2779397,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,48806,gnpis_pui:holding-921_taxon-4898_accession-48806,EM00264,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,,,"116,7",,"99,9",
DI01007itkt,2779321,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,48550,gnpis_pui:holding-921_taxon-4898_accession-48550,DI01007,VIRTUAL_TRIAL,,,,,,,,treated,2002,"9,01",,"97,2",,"116,5",
DI01007itknt,2779320,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,48550,gnpis_pui:holding-921_taxon-4898_accession-48550,DI01007,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,,,"101,9",,"89,5",
DI01007itkfi,2779319,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,48550,gnpis_pui:holding-921_taxon-4898_accession-48550,DI01007,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,,,"106,9",,"91,4",
Apacheitkt,2779360,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2002,"10,39",,"99,6",,"119,3",
Apacheitknt,2779359,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,,,"97,6",,"85,7",
Apacheitkfi,2779358,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,,,"100,2",,"85,7",
RE00163itkt,2779345,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,48918,gnpis_pui:holding-921_taxon-4898_accession-48918,RE00163,VIRTUAL_TRIAL,,,,,,,,treated,2002,"10,81",,"87,8",,"105,1",
RE00163itknt,2779344,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,48918,gnpis_pui:holding-921_taxon-4898_accession-48918,RE00163,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,,,"108,8",,"95,6",
RE00163itkfi,2779343,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,48918,gnpis_pui:holding-921_taxon-4898_accession-48918,RE00163,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,,,"100,6",,"86,1",
Skerzzoitkt,2779405,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,59735,https://doi.org/10.15454/SGAN4B,SKERZZO,VIRTUAL_TRIAL,,,,,,,,treated,2002,"11,28",,"90,5",,"108,4",
Skerzzoitknt,2779404,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,59735,https://doi.org/10.15454/SGAN4B,SKERZZO,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,,,"108,7",,"95,5",
Skerzzoitkfi,2779403,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,59735,https://doi.org/10.15454/SGAN4B,SKERZZO,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,,,"110,3",,"94,4",
CF99077itkfi,2779322,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,26047,https://doi.org/10.15454/XORVCY,CF99077,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,,,"101,3",,"86,6",
CF99077itkt,2779324,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,26047,https://doi.org/10.15454/XORVCY,CF99077,VIRTUAL_TRIAL,,,,,,,,treated,2002,"10,66",,"82,8",,"99,2",
CF99077itknt,2779323,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,26047,https://doi.org/10.15454/XORVCY,CF99077,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,,,"96,1",,"84,5",
Chargeritknt,2779377,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,,,"107,5",,"94,4",
Chargeritkt,2779378,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,treated,2002,"9,56",,"101,3",,"121,4",
Chargeritkfi,2779376,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,,,"105,3",,"90,1",
CF99351itkt,2779357,BTH_Rennes_2002_SetA2,BTH_Rennes_2002_SetA2,25899,https://doi.org/10.15454/QG5OJU,CF99351,VIRTUAL_TRIAL,,,,,,,,treated,2002,"12,63",,80,,"95,8",
