observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
1,2819896,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"12,91",,"79,4",,,,"76,64",
2,2819897,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"12,89",,"79,6",,,,"74,92",
2,2819895,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"12,67",,"70,1",,2,,"57,8",
2,2819935,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,27043,https://doi.org/10.15454/QCLAYU,RE05091,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,6",,"68,9",,"5,5",,"56,25",
1,2819934,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,27043,https://doi.org/10.15454/QCLAYU,RE05091,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,68",,67,,"4,2",,"52,62",
2,2819937,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,27043,https://doi.org/10.15454/QCLAYU,RE05091,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"11,16",,"75,3",,,,"83,92",
1,2819936,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,27043,https://doi.org/10.15454/QCLAYU,RE05091,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"11,18",,"75,8",,,,"87,58",
2,2819943,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,87",,"71,7",,7,,"54,13",
1,2819944,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"12,04",,"78,6",,,,"91,85",
1,2819942,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"12,86",,"69,9",,"4,2",,"54,67",
2,2819945,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"11,76",,"76,5",,,,"92,65",
1,2819956,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"13,15",,"72,9",,,,"75,2",
2,2819955,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"14,29",,"67,8",,"5,5",,"41,96",
2,2819957,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"13,45",,"66,9",,,,"79,22",
1,2819954,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"14,64",,64,,"4,5",,"45,01",
2,2819903,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,96",,"73,3",,1,,"75,3",
2,2819905,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"11,28",,"74,6",,,,"85,78",
1,2819904,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"10,76",,"75,5",,,,"86,47",
1,2819902,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,81",,"65,7",,1,,"68,62",
2,2819977,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"11,26",,"74,3",,,,"90,7",
1,2819974,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,81",,"69,9",,3,,"64,21",
2,2819975,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,36",,"69,3",,"4,5",,"66,49",
1,2819976,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"10,55",,"74,1",,,,"87,32",
1,2819910,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,48941,https://doi.org/10.15454/YPYOQJ,AO05004,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"13,47",,"72,4",,2,,"52,48",
2,2819913,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,48941,https://doi.org/10.15454/YPYOQJ,AO05004,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"12,32",,"75,6",,,,"82,19",
1,2819912,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,48941,https://doi.org/10.15454/YPYOQJ,AO05004,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"12,8",,"76,7",,,,"84,2",
2,2819911,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,48941,https://doi.org/10.15454/YPYOQJ,AO05004,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"12,36",,"71,1",,"3,2",,"56,64",
2,2819981,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"12,04",,"73,8",,,,"81,14",
1,2819978,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"12,85",,"68,5",,"3,2",,"47,21",
2,2819979,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"12,01",,"70,3",,"4,2",,"45,05",
1,2819980,BTH_Lusignan_2007_SetA1,BTH_Lusignan_2007_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"12,27",,"77,4",,,,80,
