observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,vr(CO_321:1000099),vr(CO_321:1000099).date
1,2819442,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,26835,https://doi.org/10.15454/FXNO6G,RE05108,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,"11,64",,"73,2",,"63,45",,4,
1,2819440,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,26835,https://doi.org/10.15454/FXNO6G,RE05108,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,99",,"71,3",,"66,39",,"3,5",
1,2819444,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,26835,https://doi.org/10.15454/FXNO6G,RE05108,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"13,19",,"69,8",,"71,09",,"5,5",
2,2819441,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,26835,https://doi.org/10.15454/FXNO6G,RE05108,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,39",,"72,4",,"73,4",,7,
2,2819445,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,26835,https://doi.org/10.15454/FXNO6G,RE05108,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"11,82",,"72,7",,"74,8",,8,
2,2819443,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,26835,https://doi.org/10.15454/FXNO6G,RE05108,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,"10,56",,"74,1",,"67,99",,"7,5",
1,2819450,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,26399,https://doi.org/10.15454/XCMLGZ,RE03111,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"11,96",,"63,6",,"72,56",,"1,5",
1,2819448,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,26399,https://doi.org/10.15454/XCMLGZ,RE03111,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,"12,3",,"66,1",,"49,96",,1,
1,2819446,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,26399,https://doi.org/10.15454/XCMLGZ,RE03111,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"13,24",,"61,2",,"46,96",,1,
2,2819451,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,26399,https://doi.org/10.15454/XCMLGZ,RE03111,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"12,1",,"73,5",,"74,76",,5,
2,2819449,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,26399,https://doi.org/10.15454/XCMLGZ,RE03111,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,"12,11",,"66,6",,"52,46",,3,
2,2819447,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,26399,https://doi.org/10.15454/XCMLGZ,RE03111,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"13,64",,"59,4",,"48,92",,4,
1,2819472,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,"10,7",,"72,8",,"52,99",,3,
2,2819471,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,07",,"70,1",,"52,01",,4,
2,2819473,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,"10,87",,"71,8",,"54,67",,"5,5",
1,2819470,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,94",,"70,8",,"60,39",,"2,5",
1,2819474,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"11,22",,"71,9",,"73,49",,3,
2,2819475,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"11,44",,"72,8",,"74,26",,"5,5",
2,2819363,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"12,16",,65,,"62,79",,3,
1,2819366,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"12,4",,"68,6",,"81,21",,1,
1,2819364,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,"11,67",,"68,7",,"52,73",,1,
2,2819403,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,48490,https://doi.org/10.15454/FGXHZP,DI05020-2,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"11,86",,"71,5",,"74,8",,"7,5",
2,2819365,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,"12,45",,68,,"48,18",,2,
2,2819367,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"11,98",,"70,8",,"78,89",,"1,5",
2,2819371,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27036,https://doi.org/10.15454/PULIUX,DI04017,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,"12,15",,"72,8",,"62,06",,7,
2,2819373,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27036,https://doi.org/10.15454/PULIUX,DI04017,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"12,56",,"68,8",,"69,04",,"8,5",
1,2819368,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27036,https://doi.org/10.15454/PULIUX,DI04017,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"12,25",,"61,9",,"46,93",,1,
1,2819372,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27036,https://doi.org/10.15454/PULIUX,DI04017,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"12,4",,"67,5",,"69,78",,1,
1,2819370,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27036,https://doi.org/10.15454/PULIUX,DI04017,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,"11,68",,"72,6",,"60,65",,1,
2,2819369,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27036,https://doi.org/10.15454/PULIUX,DI04017,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"12,42",,"68,9",,"57,59",,7,
1,2819456,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27037,https://doi.org/10.15454/TWWI1V,DI04024,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"11,65",,"70,5",,"73,81",,1,
2,2819455,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27037,https://doi.org/10.15454/TWWI1V,DI04024,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,"11,24",,"71,6",,"62,47",,"2,5",
1,2819454,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27037,https://doi.org/10.15454/TWWI1V,DI04024,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,"11,3",,"70,3",,"61,91",,1,
2,2819457,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27037,https://doi.org/10.15454/TWWI1V,DI04024,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"12,54",,"67,7",,"59,26",,"4,5",
2,2819453,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27037,https://doi.org/10.15454/TWWI1V,DI04024,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"12,27",,"65,7",,"60,52",,3,
1,2819452,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27037,https://doi.org/10.15454/TWWI1V,DI04024,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"12,28",,"68,8",,"58,22",,1,
2,2819351,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27038,https://doi.org/10.15454/DPT3VI,EM03193,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,99",,"70,3",,NA,,5,
2,2819355,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27038,https://doi.org/10.15454/DPT3VI,EM03193,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"11,19",,"74,4",,"79,05",,6,
1,2819354,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27038,https://doi.org/10.15454/DPT3VI,EM03193,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"12,89",,"69,2",,"66,84",,1,
2,2819353,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27038,https://doi.org/10.15454/DPT3VI,EM03193,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,"11,91",,"74,5",,"63,7",,5,
1,2819352,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27038,https://doi.org/10.15454/DPT3VI,EM03193,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,"12,16",,"75,8",,"62,84",,1,
1,2819350,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27038,https://doi.org/10.15454/DPT3VI,EM03193,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"12,07",,"66,2",,"57,95",,1,
2,2819295,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27039,https://doi.org/10.15454/YH3ACK,CF04076,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"11,91",,"70,9",,"69,52",,"5,5",
1,2819294,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27039,https://doi.org/10.15454/YH3ACK,CF04076,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"12,03",,"68,1",,"67,78",,1,
1,2819292,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27039,https://doi.org/10.15454/YH3ACK,CF04076,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,"10,86",,"71,2",,"52,8",,1,
2,2819291,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27039,https://doi.org/10.15454/YH3ACK,CF04076,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"13,26",,"67,8",,"42,07",,"4,5",
2,2819293,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27039,https://doi.org/10.15454/YH3ACK,CF04076,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,"10,93",,"70,1",,"51,87",,4,
1,2819290,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27039,https://doi.org/10.15454/YH3ACK,CF04076,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,93",,"65,7",,"52,06",,1,
2,2819439,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27040,https://doi.org/10.15454/AB7Z4M,EM04241,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"11,71",,76,,"79,42",,7,
2,2819435,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27040,https://doi.org/10.15454/AB7Z4M,EM04241,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,5",,"70,9",,"62,37",,5,
1,2819434,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27040,https://doi.org/10.15454/AB7Z4M,EM04241,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"12,03",,"70,7",,"59,25",,"1,5",
1,2819438,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27040,https://doi.org/10.15454/AB7Z4M,EM04241,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"12,04",,"72,8",,"78,53",,1,
2,2819437,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27040,https://doi.org/10.15454/AB7Z4M,EM04241,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,"11,42",,"74,4",,"66,39",,5,
1,2819436,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27040,https://doi.org/10.15454/AB7Z4M,EM04241,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,"10,92",,"76,6",,"64,07",,2,
1,2819316,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,48798,https://doi.org/10.15454/YUL8X7,AO05001,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,"12,18",,"66,7",,"51,12",,"4,5",
2,2819315,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,48798,https://doi.org/10.15454/YUL8X7,AO05001,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"13,32",,"63,6",,"46,96",,"4,5",
1,2819314,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,48798,https://doi.org/10.15454/YUL8X7,AO05001,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"12,23",,"65,6",,"52,1",,4,
2,2819317,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,48798,https://doi.org/10.15454/YUL8X7,AO05001,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,"12,12",,"68,7",,"53,65",,"6,5",
2,2819319,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,48798,https://doi.org/10.15454/YUL8X7,AO05001,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"13,33",,"68,6",,"75,32",,7,
1,2819318,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,48798,https://doi.org/10.15454/YUL8X7,AO05001,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"12,8",,"66,7",,"62,22",,5,
2,2819431,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27826,https://doi.org/10.15454/UVZHWO,RE05074,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,"11,23",,"72,4",,"76,58",,5,
1,2819432,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27826,https://doi.org/10.15454/UVZHWO,RE05074,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"12,33",,"67,3",,"88,93",,2,
1,2819430,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27826,https://doi.org/10.15454/UVZHWO,RE05074,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,"10,75",,"74,8",,"76,27",,3,
2,2819429,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27826,https://doi.org/10.15454/UVZHWO,RE05074,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"12,79",,"70,4",,"74,47",,7,
1,2819428,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27826,https://doi.org/10.15454/UVZHWO,RE05074,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"12,14",,"71,6",,"77,86",,4,
2,2819433,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27826,https://doi.org/10.15454/UVZHWO,RE05074,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"12,04",,71,,"91,55",,7,
1,2819340,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27041,https://doi.org/10.15454/VQLTLY,EM04145,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,"11,47",,"74,5",,"62,34",,1,
1,2819342,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27041,https://doi.org/10.15454/VQLTLY,EM04145,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"11,61",,"73,4",,"84,07",,1,
2,2819339,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27041,https://doi.org/10.15454/VQLTLY,EM04145,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,96",,"68,6",,"60,18",,3,
2,2819343,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27041,https://doi.org/10.15454/VQLTLY,EM04145,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"11,51",,"73,5",,"86,52",,"3,5",
2,2819341,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27041,https://doi.org/10.15454/VQLTLY,EM04145,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,"11,53",,74,,"65,62",,"2,5",
1,2819338,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,27041,https://doi.org/10.15454/VQLTLY,EM04145,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,3",,"68,3",,"65,31",,1,
1,2819402,BTH_Estrées-Mons_2007_SetA1,BTH_Estrées-Mons_2007_SetA1,48490,https://doi.org/10.15454/FGXHZP,DI05020-2,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"12,54",,"66,1",,"69,07",,1,
