observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fr(CO_321:1000271),fr(CO_321:1000271).date
DI08011,2832852,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,27807,https://doi.org/10.15454/E8FP9Y,DI08011,VIRTUAL_TRIAL,,,,,,,,2008,2,
Koreli,2832862,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,2008,1,
RE07083,2832882,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,27836,https://doi.org/10.15454/RTDUJV,RE07083,VIRTUAL_TRIAL,,,,,,,,2008,6,
CF07097,2832861,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,27791,https://doi.org/10.15454/VCEDFU,CF07097,VIRTUAL_TRIAL,,,,,,,,2008,"6,5",
RE07040,2832856,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,27306,https://doi.org/10.15454/LF7SKR,RE07040,VIRTUAL_TRIAL,,,,,,,,2008,"1,5",
Premio,2832848,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,2008,3,
RE07028,2832871,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,48952,gnpis_pui:holding-921_taxon-4898_accession-48952,RE07028,VIRTUAL_TRIAL,,,,,,,,2008,6,
RE07036,2832859,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,48462,gnpis_pui:holding-921_taxon-4898_accession-48462,RE07036,VIRTUAL_TRIAL,,,,,,,,2008,"7,5",
CF07138,2832867,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,49475,gnpis_pui:holding-921_taxon-4898_accession-49475,CF07138,VIRTUAL_TRIAL,,,,,,,,2008,"7,5",
RE07087,2832884,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,49201,gnpis_pui:holding-921_taxon-4898_accession-49201,RE07087,VIRTUAL_TRIAL,,,,,,,,2008,"6,5",
AO08514,2832885,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,49416,gnpis_pui:holding-921_taxon-4898_accession-49416,AO08514,VIRTUAL_TRIAL,,,,,,,,2008,"7,5",
RE07038,2832879,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,48821,gnpis_pui:holding-921_taxon-4898_accession-48821,RE07038,VIRTUAL_TRIAL,,,,,,,,2008,1,
EM07219,2832866,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,49294,gnpis_pui:holding-921_taxon-4898_accession-49294,EM07219,VIRTUAL_TRIAL,,,,,,,,2008,7,
DI08014,2832854,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,49513,gnpis_pui:holding-921_taxon-4898_accession-49513,DI08014,VIRTUAL_TRIAL,,,,,,,,2008,"1,5",
RE07075,2832881,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,49516,gnpis_pui:holding-921_taxon-4898_accession-49516,RE07075,VIRTUAL_TRIAL,,,,,,,,2008,2,
DI08009,2832873,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,48494,gnpis_pui:holding-921_taxon-4898_accession-48494,DI08009,VIRTUAL_TRIAL,,,,,,,,2008,"5,5",
EM07246,2832849,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,48496,gnpis_pui:holding-921_taxon-4898_accession-48496,EM07246,VIRTUAL_TRIAL,,,,,,,,2008,7,
AO08511,2832870,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,48515,gnpis_pui:holding-921_taxon-4898_accession-48515,AO08511,VIRTUAL_TRIAL,,,,,,,,2008,"5,5",
EM07213,2832863,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,48541,gnpis_pui:holding-921_taxon-4898_accession-48541,EM07213,VIRTUAL_TRIAL,,,,,,,,2008,"6,5",
RE07027,2832874,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,49172,gnpis_pui:holding-921_taxon-4898_accession-49172,RE07027,VIRTUAL_TRIAL,,,,,,,,2008,"7,5",
DI08008,2832872,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,49441,gnpis_pui:holding-921_taxon-4898_accession-49441,DI08008,VIRTUAL_TRIAL,,,,,,,,2008,"3,5",
CF07098,2832858,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,49624,gnpis_pui:holding-921_taxon-4898_accession-49624,CF07098,VIRTUAL_TRIAL,,,,,,,,2008,4,
Apache,2832864,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2008,"6,5",
AO08337,2832855,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,49535,gnpis_pui:holding-921_taxon-4898_accession-49535,AO08337,VIRTUAL_TRIAL,,,,,,,,2008,4,
Sankara,2832868,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,VIRTUAL_TRIAL,,,,,,,,2008,5,
Musik,2832857,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,27738,https://doi.org/10.15454/JP9LCI,MUSIK,VIRTUAL_TRIAL,,,,,,,,2008,"1,5",
Caphorn,2832869,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,2008,5,
CF07143,2832875,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,27792,https://doi.org/10.15454/NZODZY,CF07143,VIRTUAL_TRIAL,,,,,,,,2008,"2,5",
RE07045,2832878,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,48757,gnpis_pui:holding-921_taxon-4898_accession-48757,RE07045,VIRTUAL_TRIAL,,,,,,,,2008,7,
Mendel,2832865,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,26120,https://doi.org/10.15454/TNI3IW,MENDEL,VIRTUAL_TRIAL,,,,,,,,2008,2,
RE07082,2832883,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,48501,gnpis_pui:holding-921_taxon-4898_accession-48501,RE07082,VIRTUAL_TRIAL,,,,,,,,2008,"6,5",
CF07080,2832880,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,48671,gnpis_pui:holding-921_taxon-4898_accession-48671,CF07080,VIRTUAL_TRIAL,,,,,,,,2008,"7,5",
DI08010,2832853,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,48734,gnpis_pui:holding-921_taxon-4898_accession-48734,DI08010,VIRTUAL_TRIAL,,,,,,,,2008,"5,5",
CF07193,2832860,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,27793,https://doi.org/10.15454/0F480I,CF07193,VIRTUAL_TRIAL,,,,,,,,2008,"6,5",
RE07047,2832877,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,49013,gnpis_pui:holding-921_taxon-4898_accession-49013,RE07047,VIRTUAL_TRIAL,,,,,,,,2008,2,
CF07141,2832876,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,27903,https://doi.org/10.15454/EWNN9Q,CF07141,VIRTUAL_TRIAL,,,,,,,,2008,"3,5",
RE07071,2832850,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,49005,gnpis_pui:holding-921_taxon-4898_accession-49005,RE07071,VIRTUAL_TRIAL,,,,,,,,2008,2,
DI08012,2832851,BTH_Chaux_des_Prés_2008_SetB2,BTH_Chaux_des_Prés_2008_SetB2,49381,gnpis_pui:holding-921_taxon-4898_accession-49381,DI08012,VIRTUAL_TRIAL,,,,,,,,2008,4,
