observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
Soissonsitkt,2765273,BTH_Dijon_2000_SetB2,BTH_Dijon_2000_SetB2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2000,"78,2",,"54,8",
DI00016itkt,2765270,BTH_Dijon_2000_SetB2,BTH_Dijon_2000_SetB2,26859,https://doi.org/10.15454/KODDU6,DI00016,VIRTUAL_TRIAL,,,,,,,,treated,2000,"106,5",,"74,6",
CF99105itkt,2765269,BTH_Dijon_2000_SetB2,BTH_Dijon_2000_SetB2,25897,https://doi.org/10.15454/J6YB10,CF99105,VIRTUAL_TRIAL,,,,,,,,treated,2000,"89,4",,"62,6",
CF00191itkt,2765274,BTH_Dijon_2000_SetB2,BTH_Dijon_2000_SetB2,25999,https://doi.org/10.15454/VRBLKL,CF00191,VIRTUAL_TRIAL,,,,,,,,treated,2000,"97,8",,"68,5",
EM00014itkt,2765257,BTH_Dijon_2000_SetB2,BTH_Dijon_2000_SetB2,49530,gnpis_pui:holding-921_taxon-4898_accession-49530,EM00014,VIRTUAL_TRIAL,,,,,,,,treated,2000,"78,3",,"54,9",
DI00017itkt,2765239,BTH_Dijon_2000_SetB2,BTH_Dijon_2000_SetB2,48960,gnpis_pui:holding-921_taxon-4898_accession-48960,DI00017,VIRTUAL_TRIAL,,,,,,,,treated,2000,"91,7",,"64,3",
CF00190itkt,2765245,BTH_Dijon_2000_SetB2,BTH_Dijon_2000_SetB2,49106,gnpis_pui:holding-921_taxon-4898_accession-49106,CF00190,VIRTUAL_TRIAL,,,,,,,,treated,2000,"109,5",,"76,7",
EM00008itkt,2765243,BTH_Dijon_2000_SetB2,BTH_Dijon_2000_SetB2,49203,gnpis_pui:holding-921_taxon-4898_accession-49203,EM00008,VIRTUAL_TRIAL,,,,,,,,treated,2000,"99,7",,"69,9",
DI00012itkt,2765266,BTH_Dijon_2000_SetB2,BTH_Dijon_2000_SetB2,48428,gnpis_pui:holding-921_taxon-4898_accession-48428,DI00012,VIRTUAL_TRIAL,,,,,,,,treated,2000,95,,"66,6",
CF99127itkt,2765265,BTH_Dijon_2000_SetB2,BTH_Dijon_2000_SetB2,49184,gnpis_pui:holding-921_taxon-4898_accession-49184,CF99127,VIRTUAL_TRIAL,,,,,,,,treated,2000,"84,7",,"59,4",
