observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
1,2825836,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27806,https://doi.org/10.15454/HIUKXE,DI07021,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,73",,"72,6",,"80,56",
1,2825838,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27806,https://doi.org/10.15454/HIUKXE,DI07021,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,63",,"70,6",,"103,2",
2,2825941,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27762,https://doi.org/10.15454/XHRZAO,AO07438,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"8,84",,"71,6",,"83,57",
1,2825940,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27762,https://doi.org/10.15454/XHRZAO,AO07438,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"8,68",,"68,2",,"77,41",
2,2825943,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27762,https://doi.org/10.15454/XHRZAO,AO07438,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"9,9",,71,,"110,18",
1,2825942,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27762,https://doi.org/10.15454/XHRZAO,AO07438,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,07",,NA,,NA,
1,2825832,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27761,https://doi.org/10.15454/KYXZFC,AO07403,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,9",,"72,4",,"76,43",
2,2825833,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27761,https://doi.org/10.15454/KYXZFC,AO07403,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,51",,"75,7",,"85,58",
2,2825835,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27761,https://doi.org/10.15454/KYXZFC,AO07403,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"9,61",,"71,6",,"100,87",
1,2825834,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27761,https://doi.org/10.15454/KYXZFC,AO07403,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,5",,72,,"112,26",
2,2825845,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27268,https://doi.org/10.15454/K6RWJK,RE06134,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,95",,"74,4",,"89,58",
1,2825844,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27268,https://doi.org/10.15454/K6RWJK,RE06134,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,11",,74,,"89,15",
2,2825847,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27268,https://doi.org/10.15454/K6RWJK,RE06134,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,69",,73,,"100,03",
1,2825846,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27268,https://doi.org/10.15454/K6RWJK,RE06134,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,84",,"69,3",,"104,11",
1,2825950,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27267,https://doi.org/10.15454/TBKWQN,RE06127,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,57",,"71,4",,"101,56",
1,2825948,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27267,https://doi.org/10.15454/TBKWQN,RE06127,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,59",,70,,"85,12",
2,2825951,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27267,https://doi.org/10.15454/TBKWQN,RE06127,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,5",,"73,3",,"102,66",
2,2825949,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27267,https://doi.org/10.15454/TBKWQN,RE06127,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,18",,76,,"88,78",
1,2825938,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49314,gnpis_pui:holding-921_taxon-4898_accession-49314,RE06109,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,16",,"69,1",,"98,44",
2,2825939,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49314,gnpis_pui:holding-921_taxon-4898_accession-49314,RE06109,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,07",,"71,7",,"96,84",
2,2825937,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49314,gnpis_pui:holding-921_taxon-4898_accession-49314,RE06109,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,4",,"75,2",,"80,79",
1,2825936,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49314,gnpis_pui:holding-921_taxon-4898_accession-49314,RE06109,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,82",,"70,5",,"83,86",
2,2825955,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48374,gnpis_pui:holding-921_taxon-4898_accession-48374,RE06125,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,39",,"69,4",,"108,42",
1,2825954,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48374,gnpis_pui:holding-921_taxon-4898_accession-48374,RE06125,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,57",,"73,1",,"103,4",
2,2825953,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48374,gnpis_pui:holding-921_taxon-4898_accession-48374,RE06125,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,6",,"70,8",,"87,71",
1,2825952,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48374,gnpis_pui:holding-921_taxon-4898_accession-48374,RE06125,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,79",,68,,"82,26",
2,2825861,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49569,gnpis_pui:holding-921_taxon-4898_accession-49569,CF06269,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"8,88",,"77,4",,"84,97",
1,2825862,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49569,gnpis_pui:holding-921_taxon-4898_accession-49569,CF06269,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"9,42",,"73,2",,"111,78",
2,2825863,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49569,gnpis_pui:holding-921_taxon-4898_accession-49569,CF06269,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"9,69",,74,,"105,24",
1,2825860,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49569,gnpis_pui:holding-921_taxon-4898_accession-49569,CF06269,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"8,78",,"73,6",,"81,52",
1,2825978,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48530,gnpis_pui:holding-921_taxon-4898_accession-48530,CF06296,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,95",,"75,4",,"97,09",
2,2825977,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48530,gnpis_pui:holding-921_taxon-4898_accession-48530,CF06296,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,99",,"72,9",,"69,7",
2,2825979,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48530,gnpis_pui:holding-921_taxon-4898_accession-48530,CF06296,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,68",,"74,2",,"97,87",
1,2825976,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48530,gnpis_pui:holding-921_taxon-4898_accession-48530,CF06296,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,79",,"74,3",,"76,74",
2,2825995,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49135,gnpis_pui:holding-921_taxon-4898_accession-49135,CF06273,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,7",,"71,4",,"93,07",
1,2825994,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49135,gnpis_pui:holding-921_taxon-4898_accession-49135,CF06273,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,06",,"70,1",,"92,31",
1,2825992,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49135,gnpis_pui:holding-921_taxon-4898_accession-49135,CF06273,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,86",,"72,4",,"75,46",
2,2825993,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49135,gnpis_pui:holding-921_taxon-4898_accession-49135,CF06273,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,5",,70,,"72,05",
1,2825986,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49598,gnpis_pui:holding-921_taxon-4898_accession-49598,CF06235,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,9",,"75,8",,"99,85",
1,2825984,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49598,gnpis_pui:holding-921_taxon-4898_accession-49598,CF06235,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"8,82",,"75,9",,"80,28",
2,2825987,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49598,gnpis_pui:holding-921_taxon-4898_accession-49598,CF06235,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"9,65",,"75,6",,"96,4",
2,2825985,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49598,gnpis_pui:holding-921_taxon-4898_accession-49598,CF06235,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,4",,"72,8",,"72,67",
2,2825887,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"9,06",,"73,8",,"95,41",
1,2825886,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,66",,"74,1",,"105,92",
1,2825884,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"8,91",,"70,6",,"75,31",
2,2825885,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"8,93",,"73,5",,"72,32",
2,2825849,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48387,gnpis_pui:holding-921_taxon-4898_accession-48387,EM06303,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,34",,72,,"74,69",
1,2825848,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48387,gnpis_pui:holding-921_taxon-4898_accession-48387,EM06303,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,73",,"82,3",,"79,24",
1,2825850,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48387,gnpis_pui:holding-921_taxon-4898_accession-48387,EM06303,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,11",,"73,3",,"92,93",
2,2825851,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48387,gnpis_pui:holding-921_taxon-4898_accession-48387,EM06303,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,59",,"73,3",,"101,33",
2,2825907,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,24",,"71,4",,"99,46",
1,2825904,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,1",,"80,8",,"75,69",
2,2825905,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,38",,72,,"63,23",
1,2825906,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,13",,"73,7",,"100,16",
2,2825915,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,38",,"70,9",,"101,47",
2,2825913,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,97",,"75,1",,"85,07",
1,2825914,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,24",,"72,4",,"99,59",
1,2825912,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,3",,"67,9",,"79,94",
2,2825969,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27838,https://doi.org/10.15454/0CP8RW,EM06307,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,44",,"75,6",,"81,37",
1,2825968,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27838,https://doi.org/10.15454/0CP8RW,EM06307,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,06",,"75,5",,"76,52",
1,2825970,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27838,https://doi.org/10.15454/0CP8RW,EM06307,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,96",,"73,4",,"97,69",
2,2825971,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27838,https://doi.org/10.15454/0CP8RW,EM06307,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,55",,"70,5",,"102,22",
2,2825909,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27842,https://doi.org/10.15454/CW6MPE,DI07015,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,88",,"69,6",,"84,11",
2,2825911,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27842,https://doi.org/10.15454/CW6MPE,DI07015,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,09",,"73,2",,"97,53",
1,2825910,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27842,https://doi.org/10.15454/CW6MPE,DI07015,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,83",,"75,1",,"98,53",
1,2825908,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27842,https://doi.org/10.15454/CW6MPE,DI07015,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,17",,"77,9",,"83,19",
