observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fr(CO_321:1000271),fr(CO_321:1000271).date
DI00005,2764063,BTH_Chaux_des_Prés_2000_SetB1,BTH_Chaux_des_Prés_2000_SetB1,26857,https://doi.org/10.15454/HTU2TO,DI00005,VIRTUAL_TRIAL,,,,,,,,2000,2,
CF00189,2764074,BTH_Chaux_des_Prés_2000_SetB1,BTH_Chaux_des_Prés_2000_SetB1,25896,https://doi.org/10.15454/RWJVRH,CF00189,VIRTUAL_TRIAL,,,,,,,,2000,3,
CF99056,2764098,BTH_Chaux_des_Prés_2000_SetB1,BTH_Chaux_des_Prés_2000_SetB1,48578,gnpis_pui:holding-921_taxon-4898_accession-48578,CF99056,VIRTUAL_TRIAL,,,,,,,,2000,"3,5",
CF00188,2764075,BTH_Chaux_des_Prés_2000_SetB1,BTH_Chaux_des_Prés_2000_SetB1,48390,gnpis_pui:holding-921_taxon-4898_accession-48390,CF00188,VIRTUAL_TRIAL,,,,,,,,2000,"3,5",
DI00007,2764084,BTH_Chaux_des_Prés_2000_SetB1,BTH_Chaux_des_Prés_2000_SetB1,49259,gnpis_pui:holding-921_taxon-4898_accession-49259,DI00007,VIRTUAL_TRIAL,,,,,,,,2000,"3,5",
DI00001,2764078,BTH_Chaux_des_Prés_2000_SetB1,BTH_Chaux_des_Prés_2000_SetB1,48487,gnpis_pui:holding-921_taxon-4898_accession-48487,DI00001,VIRTUAL_TRIAL,,,,,,,,2000,"2,5",
CF99059,2764076,BTH_Chaux_des_Prés_2000_SetB1,BTH_Chaux_des_Prés_2000_SetB1,48803,gnpis_pui:holding-921_taxon-4898_accession-48803,CF99059,VIRTUAL_TRIAL,,,,,,,,2000,5,
CF99074,2764082,BTH_Chaux_des_Prés_2000_SetB1,BTH_Chaux_des_Prés_2000_SetB1,48813,gnpis_pui:holding-921_taxon-4898_accession-48813,CF99074,VIRTUAL_TRIAL,,,,,,,,2000,"7,5",
EM00001,2764064,BTH_Chaux_des_Prés_2000_SetB1,BTH_Chaux_des_Prés_2000_SetB1,49116,gnpis_pui:holding-921_taxon-4898_accession-49116,EM00001,VIRTUAL_TRIAL,,,,,,,,2000,8,
DI00002,2764079,BTH_Chaux_des_Prés_2000_SetB1,BTH_Chaux_des_Prés_2000_SetB1,49468,gnpis_pui:holding-921_taxon-4898_accession-49468,DI00002,VIRTUAL_TRIAL,,,,,,,,2000,"3,5",
DI00009,2764073,BTH_Chaux_des_Prés_2000_SetB1,BTH_Chaux_des_Prés_2000_SetB1,49593,gnpis_pui:holding-921_taxon-4898_accession-49593,DI00009,VIRTUAL_TRIAL,,,,,,,,2000,2,
Apache,2764085,BTH_Chaux_des_Prés_2000_SetB1,BTH_Chaux_des_Prés_2000_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2000,NA,
RE00004,2764086,BTH_Chaux_des_Prés_2000_SetB1,BTH_Chaux_des_Prés_2000_SetB1,49474,gnpis_pui:holding-921_taxon-4898_accession-49474,RE00004,VIRTUAL_TRIAL,,,,,,,,2000,6,
RE00005,2764087,BTH_Chaux_des_Prés_2000_SetB1,BTH_Chaux_des_Prés_2000_SetB1,48972,gnpis_pui:holding-921_taxon-4898_accession-48972,RE00005,VIRTUAL_TRIAL,,,,,,,,2000,"3,5",
RE99104,2764095,BTH_Chaux_des_Prés_2000_SetB1,BTH_Chaux_des_Prés_2000_SetB1,48867,gnpis_pui:holding-921_taxon-4898_accession-48867,RE99104,VIRTUAL_TRIAL,,,,,,,,2000,4,
