observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
CF13158itkt,2971089,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,61152,https://doi.org/10.15454/BOXBBY,CF13158,VIRTUAL_TRIAL,,,,,,,,traite,2015,92,,132,,10.5,,79.8,,100.1,,,,103.6,,,,,,1,
RE13116itkfi,2971106,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,61763,https://doi.org/10.15454/N7NCR1,RE13116,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,95,,131,,,,80.2,,103.5,,2,,87.7,,1,,3,,,
RE13116itkt,2971107,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,61763,https://doi.org/10.15454/N7NCR1,RE13116,VIRTUAL_TRIAL,,,,,,,,traite,2015,100,,132,,10.9,,81.6,,97.7,,,,101.1,,,,,,6.5,
EM12040itkt,2971111,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,61883,https://doi.org/10.15454/ZJTOW0,EM12040,VIRTUAL_TRIAL,,,,,,,,traite,2015,93,,131,,12.4,,82.5,,90.4,,,,93.5,,,,,,1.5,
EM12040itkfi,2971110,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,61883,https://doi.org/10.15454/ZJTOW0,EM12040,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,85,,130,,,,82.6,,93.3,,5.5,,79.1,,1,,3,,,
CF13057itkfi,2971096,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,61065,https://doi.org/10.15454/IEJHD9,CF13057,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,86,,132,,,,78.9,,111.4,,3.5,,94.4,,1.5,,2,,,
AO14041itkfi,2971130,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,60915,https://doi.org/10.15454/BHRDHY,AO14041,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,74,,132,,,,77.4,,102.8,,1.5,,87.1,,1,,2.5,,,
CF13080itkfi,2971124,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,61079,https://doi.org/10.15454/SAGJTL,CF13080,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,82,,126,,,,78.9,,102.1,,2,,86.5,,1,,3.5,,,
CF13080itkt,2971125,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,61079,https://doi.org/10.15454/SAGJTL,CF13080,VIRTUAL_TRIAL,,,,,,,,traite,2015,87,,132,,11.2,,80.8,,103.8,,,,107.4,,,,,,1,
RE13003itkt,2971159,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,61467,https://doi.org/10.15454/J5JFPN,RE13003,VIRTUAL_TRIAL,,,,,,,,traite,2015,121,,133,,11.1,,81.3,,104,,,,107.5,,,,,,2,
RE13003itkfi,2971158,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,61467,https://doi.org/10.15454/J5JFPN,RE13003,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,113,,132,,,,81,,118.1,,1.5,,100.1,,1.5,,3,,,
AO14008itkt,2971119,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,61924,https://doi.org/10.15454/7FN5V4,AO14008,VIRTUAL_TRIAL,,,,,,,,traite,2015,98,,134,,10.7,,83.5,,100.5,,,,104,,,,,,3,
AO14008itkfi,2971118,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,61924,https://doi.org/10.15454/7FN5V4,AO14008,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,88,,134,,,,82.5,,98.4,,4,,83.3,,1,,2.5,,,
AO14028itkt,2971133,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,62039,https://doi.org/10.15454/FMXV4A,AO14028,VIRTUAL_TRIAL,,,,,,,,traite,2015,98,,135,,10.5,,80.8,,99.1,,,,102.5,,,,,,2,
AO14028itkfi,2971132,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,62039,https://doi.org/10.15454/FMXV4A,AO14028,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,90,,134,,,,79,,96.8,,5,,82,,1,,2.5,,,
RE13014itkt,2971109,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,48609,https://doi.org/10.15454/QLBPQK,RE13014,VIRTUAL_TRIAL,,,,,,,,traite,2015,117,,133,,11.4,,83.2,,98.6,,,,102,,,,,,2.5,
RE13014itkfi,2971108,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,48609,https://doi.org/10.15454/QLBPQK,RE13014,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,106,,133,,,,80.5,,95.6,,3.5,,81,,2,,2.5,,,
RE13084itkt,2971117,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,49120,https://doi.org/10.15454/P3TGLP,RE13084,VIRTUAL_TRIAL,,,,,,,,traite,2015,94,,133,,11.1,,80.8,,90.9,,,,94,,,,,,1,
RE13084itkfi,2971116,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,49120,https://doi.org/10.15454/P3TGLP,RE13084,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,84,,132,,,,80.6,,103,,4,,87.3,,1,,2,,,
RE13086itkfi,2971122,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,49433,https://doi.org/10.15454/XA7QW4,RE13086,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,92,,132,,,,81.9,,101.3,,2.5,,85.8,,1,,2,,,
RE13086itkt,2971123,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,49433,https://doi.org/10.15454/XA7QW4,RE13086,VIRTUAL_TRIAL,,,,,,,,traite,2015,97,,132,,11.4,,81.3,,94,,,,97.2,,,,,,1,
RE13106itkfi,2971138,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,49524,https://doi.org/10.15454/FSEIOR,RE13106,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,90,,132,,,,80.4,,114.8,,2,,97.3,,1,,2,,,
RE13106itkt,2971139,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,49524,https://doi.org/10.15454/FSEIOR,RE13106,VIRTUAL_TRIAL,,,,,,,,traite,2015,100,,132,,10.7,,80.3,,103.1,,,,106.6,,,,,,7,
RE13005itkt,2971155,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,48484,https://doi.org/10.15454/L7ZWCU,RE13005,VIRTUAL_TRIAL,,,,,,,,traite,2015,96,,134,,10.9,,80.9,,97.1,,,,100.4,,,,,,3.5,
RE13005itkfi,2971154,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,48484,https://doi.org/10.15454/L7ZWCU,RE13005,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,90,,132,,,,79.8,,109.8,,1.5,,93,,1.5,,2.5,,,
RE13004itkt,2971153,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,49568,https://doi.org/10.15454/LO7ZR2,RE13004,VIRTUAL_TRIAL,,,,,,,,traite,2015,118,,134,,12.1,,82.1,,98.9,,,,102.3,,,,,,5,
RE13004itkfi,2971152,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,49568,https://doi.org/10.15454/LO7ZR2,RE13004,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,106,,134,,,,81.4,,113.4,,2,,96,,1.5,,3,,,
Bermudeitkfi,2971090,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,75270,https://doi.org/10.15454/AIOH4U,Bermude,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,82,,134,,,,78.9,,101.6,,3,,86.1,,1,,4.5,,,
Bermudeitkt,2971091,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,75270,https://doi.org/10.15454/AIOH4U,Bermude,VIRTUAL_TRIAL,,,,,,,,traite,2015,88,,135,,10.7,,74.2,,99.2,,,,102.6,,,,,,1,
ATTLASSitkt,2971129,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,traite,2015,94,,134,,11.5,,80.8,,108.1,,,,111.8,,,,,,1,
ATTLASSitkfi,2971128,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,88,,133,,,,80.1,,105.8,,1.5,,89.7,,1,,2.5,,,
CELLULEitkt,2971121,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,27736,https://doi.org/10.15454/5V5PUX,CELLULE,VIRTUAL_TRIAL,,,,,,,,traite,2015,94,,132,,11.6,,83.4,,103,,,,106.5,,,,,,1,
CELLULEitkfi,2971120,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,27736,https://doi.org/10.15454/5V5PUX,CELLULE,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,88,,131,,,,82.9,,98.5,,4,,83.5,,2.5,,2,,,
Lyrikitkt,2971157,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,traite,2015,96,,134,,10.5,,77.4,,104.6,,,,108.2,,,,,,1,
Lyrikitkfi,2971156,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,86,,134,,,,78.5,,105.9,,3.5,,89.8,,3,,3.5,,,
Granamaxitkfi,2971112,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,59657,https://doi.org/10.15454/R2A6FC,GRANAMAX,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,84,,132,,,,78,,101,,3,,85.5,,1.5,,2.5,,,
Granamaxitkt,2971113,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,59657,https://doi.org/10.15454/R2A6FC,GRANAMAX,VIRTUAL_TRIAL,,,,,,,,traite,2015,94,,132,,10.6,,78.4,,113,,,,116.8,,,,,,1,
RUBISKOitkt,2971145,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,27744,https://doi.org/10.15454/XSC5N7,RUBISKO,VIRTUAL_TRIAL,,,,,,,,traite,2015,87,,133,,11.5,,81.9,,104.4,,,,108,,,,,,1,
RUBISKOitkfi,2971144,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,27744,https://doi.org/10.15454/XSC5N7,RUBISKO,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,80,,133,,,,80.6,,104.3,,1,,88.3,,3,,4.5,,,
AO14035itkfi,2971102,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,60801,https://doi.org/10.15454/XJIDYV,AO14035,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,95,,132,,,,79.7,,109.5,,3,,92.8,,2,,3,,,
AO14035itkt,2971103,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,60801,https://doi.org/10.15454/XJIDYV,AO14035,VIRTUAL_TRIAL,,,,,,,,traite,2015,104,,133,,10.6,,80,,104.7,,,,108.3,,,,,,3.5,
AO14022itkt,2971083,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,61039,https://doi.org/10.15454/T1DLTW,AO14022,VIRTUAL_TRIAL,,,,,,,,traite,2015,97,,138,,10.4,,79.9,,106.1,,,,109.7,,,,,,1.5,
AO14022itkfi,2971082,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,61039,https://doi.org/10.15454/T1DLTW,AO14022,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,90,,136,,,,79.8,,114.4,,1,,96.9,,1,,2,,,
AREZZOitkfi,2971160,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,27030,https://doi.org/10.15454/SFNXCW,AREZZO,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,83,,132,,,,82.1,,95.6,,6.5,,81,,1,,2.5,,,
AREZZOitkt,2971161,BTH_Dijon_2015_SetA2,BTH_Dijon_2015_SetA2,27030,https://doi.org/10.15454/SFNXCW,AREZZO,VIRTUAL_TRIAL,,,,,,,,traite,2015,89,,132,,11.8,,84.1,,93.4,,,,96.6,,,,,,1,
