observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
CF11079itkt,2867073,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,61349,https://doi.org/10.15454/78QONX,CF11079,VIRTUAL_TRIAL,,,,,,,,treated,2012,94,,143,,"77,1",,"99,6",,"91,9",
CF11041itkt,2867102,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,61302,https://doi.org/10.15454/YCKCWW,CF11041,VIRTUAL_TRIAL,,,,,,,,treated,2012,96,,140,,"79,3",,"107,9",,"99,6",
RE11029itkt,2867108,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,60949,https://doi.org/10.15454/2CCYP2,RE11029,VIRTUAL_TRIAL,,,,,,,,treated,2012,91,,146,,"79,5",,"87,8",,"81,1",
AO12009itkt,2867100,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,60749,https://doi.org/10.15454/K6ABP7,AO12009,VIRTUAL_TRIAL,,,,,,,,treated,2012,96,,142,,"78,3",,"88,2",,"81,5",
EM11149itkt,2867077,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,62095,https://doi.org/10.15454/BHSE0Q,EM11149,VIRTUAL_TRIAL,,,,,,,,treated,2012,93,,142,,"79,2",,"85,4",,"78,9",
DI12005itkt,2867089,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,48497,https://doi.org/10.15454/KIPU5T,DI12005,VIRTUAL_TRIAL,,,,,,,,treated,2012,95,,143,,"78,1",,109,,"100,7",
CF11075itkt,2867078,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,61332,https://doi.org/10.15454/BH8LXP,CF11075,VIRTUAL_TRIAL,,,,,,,,treated,2012,85,,143,,"78,4",,"92,3",,"85,2",
AO12012itkt,2867109,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,60799,https://doi.org/10.15454/H3MSSG,AO12012,VIRTUAL_TRIAL,,,,,,,,treated,2012,94,,143,,"76,3",,"95,7",,"88,3",
EM11359itkt,2867097,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,62111,https://doi.org/10.15454/CSGOVX,EM11359,VIRTUAL_TRIAL,,,,,,,,treated,2012,106,,142,,"78,8",,"103,3",,"95,4",
AO12001itkt,2867110,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,61241,https://doi.org/10.15454/TKI8XQ,AO12001,VIRTUAL_TRIAL,,,,,,,,treated,2012,94,,139,,79,,"104,1",,"96,1",
DI12007itkt,2867087,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,61832,https://doi.org/10.15454/HYWSTF,DI12007,VIRTUAL_TRIAL,,,,,,,,treated,2012,95,,142,,"77,5",,"105,3",,"97,2",
CF11003itkt,2867107,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,61253,https://doi.org/10.15454/0HUC0X,CF11003,VIRTUAL_TRIAL,,,,,,,,treated,2012,98,,139,,"78,5",,77,,"71,1",
EM11400itkt,2867103,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,48403,https://doi.org/10.15454/U4Y1OC,EM11400,VIRTUAL_TRIAL,,,,,,,,treated,2012,85,,140,,"75,2",,"97,5",,"90,1",
EM11366itkt,2867104,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,49409,https://doi.org/10.15454/9ZJTGU,EM11366,VIRTUAL_TRIAL,,,,,,,,treated,2012,100,,141,,"78,9",,"93,8",,"86,6",
EM11389itkt,2867074,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,48373,https://doi.org/10.15454/QK5GLN,EM11389,VIRTUAL_TRIAL,,,,,,,,treated,2012,90,,142,,"77,8",,97,,"89,6",
CF11032itkt,2867112,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,61285,https://doi.org/10.15454/MAOLEE,CF11032,VIRTUAL_TRIAL,,,,,,,,treated,2012,96,,138,,"77,8",,"98,4",,"90,9",
DI12006itkt,2867088,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,61817,https://doi.org/10.15454/3PVIBR,DI12006,VIRTUAL_TRIAL,,,,,,,,treated,2012,86,,142,,"75,6",,"97,6",,"90,1",
CF11103itkt,2867099,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,61385,https://doi.org/10.15454/99NTYT,CF11103,VIRTUAL_TRIAL,,,,,,,,treated,2012,92,,142,,"77,8",,"100,7",,"92,9",
RE11010itkt,2867086,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,60870,https://doi.org/10.15454/RYT1LE,RE11010,VIRTUAL_TRIAL,,,,,,,,treated,2012,103,,143,,"79,7",,"97,3",,"89,8",
CF11094itkt,2867081,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,61366,https://doi.org/10.15454/WFSIHH,CF11094,VIRTUAL_TRIAL,,,,,,,,treated,2012,97,,138,,77,,"85,1",,"78,5",
Bermudeitkt,2867080,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,treated,2012,87,,143,,"77,7",,"94,4",,"87,2",
EM11441itkt,2867094,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,49367,https://doi.org/10.15454/28ALS0,EM11441,VIRTUAL_TRIAL,,,,,,,,treated,2012,89,,141,,76,,"101,7",,"93,9",
AO12002itkt,2867111,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,61415,https://doi.org/10.15454/J8DODQ,AO12002,VIRTUAL_TRIAL,,,,,,,,treated,2012,94,,140,,77,,101,,"93,2",
Premioitkt,2867076,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,treated,2012,90,,140,,77,,"102,3",,"94,5",
Apacheitkt,2867098,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2012,92,,140,,"79,3",,"104,1",,"96,1",
RE11007itkt,2867106,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,49642,https://doi.org/10.15454/TAMDIS,RE11007,VIRTUAL_TRIAL,,,,,,,,treated,2012,104,,143,,"81,8",,"82,2",,"75,9",
RE11015itkt,2867084,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,60917,https://doi.org/10.15454/2YDIBV,RE11015,VIRTUAL_TRIAL,,,,,,,,treated,2012,107,,145,,"79,4",,"103,7",,"95,7",
AO12003itkt,2867075,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,61590,https://doi.org/10.15454/1HGYCF,AO12003,VIRTUAL_TRIAL,,,,,,,,treated,2012,92,,139,,"76,6",,"92,1",,85,
Attlassitkt,2867105,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,treated,2012,97,,142,,"79,2",,"98,7",,"91,1",
DI12001itkt,2867093,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,61742,https://doi.org/10.15454/38GFUU,DI12001,VIRTUAL_TRIAL,,,,,,,,treated,2012,90,,142,,"77,1",,"101,8",,94,
Altigoitkt,2867101,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,treated,2012,94,,137,,"77,8",,"99,2",,"91,5",
DI12002itkt,2867092,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,61758,https://doi.org/10.15454/OKI00H,DI12002,VIRTUAL_TRIAL,,,,,,,,treated,2012,94,,142,,"77,4",,"106,1",,98,
RE11013itkt,2867085,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,60900,https://doi.org/10.15454/CKLKVS,RE11013,VIRTUAL_TRIAL,,,,,,,,treated,2012,112,,146,,"78,4",,"108,9",,"100,5",
DI12004itkt,2867090,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,49069,https://doi.org/10.15454/EHYGRO,DI12004,VIRTUAL_TRIAL,,,,,,,,treated,2012,89,,144,,"78,1",,"98,9",,"91,3",
DI12003itkt,2867091,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,61774,https://doi.org/10.15454/PDTNHE,DI12003,VIRTUAL_TRIAL,,,,,,,,treated,2012,89,,142,,"72,9",,"97,2",,"89,8",
CF11029itkt,2867095,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,48631,https://doi.org/10.15454/LPOUIM,CF11029,VIRTUAL_TRIAL,,,,,,,,treated,2012,100,,143,,"77,4",,"109,9",,"101,5",
AO12008itkt,2867082,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,60732,https://doi.org/10.15454/JKQ6L6,AO12008,VIRTUAL_TRIAL,,,,,,,,treated,2012,94,,142,,"80,2",,"96,4",,89,
CF11051itkt,2867079,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,49515,https://doi.org/10.15454/XTUZ9D,CF11051,VIRTUAL_TRIAL,,,,,,,,treated,2012,102,,142,,"80,5",,105,,97,
RE10091itkt,2867096,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,62038,https://doi.org/10.15454/4GF0WY,RE10091,VIRTUAL_TRIAL,,,,,,,,treated,2012,98,,139,,"77,7",,"98,5",,91,
RE11016itkt,2867083,BTH_Dijon_2012_SetB1,BTH_Dijon_2012_SetB1,60933,https://doi.org/10.15454/7NVDSE,RE11016,VIRTUAL_TRIAL,,,,,,,,treated,2012,109,,143,,"80,2",,"98,2",,"90,7",
