observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
2,2816351,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,49144,gnpis_pui:holding-921_taxon-4898_accession-49144,RE05031,REPLICATION,2,,,,,,REPLICATION:2,treated,2006,"11,35",,"100,92",
1,2816272,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,49422,https://doi.org/10.15454/9VMAGV,RE05008,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2006,"10,28",,"88,92",
1,2816374,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,REPLICATION,1,,,,,,REPLICATION:1,treated,2006,"11,66",,"108,25",
2,2816373,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2006,"9,72",,"77,5",
1,2816372,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2006,"9,55",,"85,64",
2,2816355,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,2,,,,,,REPLICATION:2,treated,2006,"10,94",,"103,97",
1,2816354,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,1,,,,,,REPLICATION:1,treated,2006,"12,25",,"111,63",
1,2816352,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2006,"10,76",,"94,13",
2,2816353,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2006,"10,24",,"82,3",
2,2816387,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,48975,https://doi.org/10.15454/JTGRMP,RE05079,REPLICATION,2,,,,,,REPLICATION:2,treated,2006,"12,63",,"106,44",
2,2816385,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,48975,https://doi.org/10.15454/JTGRMP,RE05079,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2006,"10,35",,91,
1,2816384,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,48975,https://doi.org/10.15454/JTGRMP,RE05079,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2006,"11,72",,"88,43",
1,2816386,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,48975,https://doi.org/10.15454/JTGRMP,RE05079,REPLICATION,1,,,,,,REPLICATION:1,treated,2006,"12,63",,"104,48",
2,2816279,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,26898,https://doi.org/10.15454/JQW74U,RE05005,REPLICATION,2,,,,,,REPLICATION:2,treated,2006,"11,76",,"107,83",
1,2816276,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,26898,https://doi.org/10.15454/JQW74U,RE05005,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2006,"10,23",,"92,84",
1,2816278,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,26898,https://doi.org/10.15454/JQW74U,RE05005,REPLICATION,1,,,,,,REPLICATION:1,treated,2006,"12,45",,"110,33",
2,2816277,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,26898,https://doi.org/10.15454/JQW74U,RE05005,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2006,"11,2",,"92,74",
2,2816371,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,26902,https://doi.org/10.15454/JZRTIK,RE05038,REPLICATION,2,,,,,,REPLICATION:2,treated,2006,"11,27",,"105,99",
1,2816370,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,26902,https://doi.org/10.15454/JZRTIK,RE05038,REPLICATION,1,,,,,,REPLICATION:1,treated,2006,"10,19",,"100,83",
2,2816369,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,26902,https://doi.org/10.15454/JZRTIK,RE05038,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2006,"9,72",,"87,11",
1,2816368,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,26902,https://doi.org/10.15454/JZRTIK,RE05038,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2006,"10,02",,"91,1",
2,2816367,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,26901,https://doi.org/10.15454/WC63BJ,RE05037,REPLICATION,2,,,,,,REPLICATION:2,treated,2006,"10,72",,"110,23",
1,2816366,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,26901,https://doi.org/10.15454/WC63BJ,RE05037,REPLICATION,1,,,,,,REPLICATION:1,treated,2006,"10,44",,"115,13",
1,2816364,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,26901,https://doi.org/10.15454/WC63BJ,RE05037,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2006,9,,"88,57",
2,2816365,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,26901,https://doi.org/10.15454/WC63BJ,RE05037,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2006,"9,39",,"89,47",
2,2816377,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,26899,https://doi.org/10.15454/3NYQAY,RE05011,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2006,"10,93",,"90,4",
2,2816379,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,26899,https://doi.org/10.15454/3NYQAY,RE05011,REPLICATION,2,,,,,,REPLICATION:2,treated,2006,"11,56",,"104,99",
1,2816378,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,26899,https://doi.org/10.15454/3NYQAY,RE05011,REPLICATION,1,,,,,,REPLICATION:1,treated,2006,"11,5",,"110,12",
1,2816376,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,26899,https://doi.org/10.15454/3NYQAY,RE05011,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2006,10,,"88,43",
2,2816383,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,26900,https://doi.org/10.15454/YMFJQC,RE05016,REPLICATION,2,,,,,,REPLICATION:2,treated,2006,"12,21",,"104,74",
2,2816381,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,26900,https://doi.org/10.15454/YMFJQC,RE05016,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2006,"10,39",,"89,6",
1,2816380,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,26900,https://doi.org/10.15454/YMFJQC,RE05016,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2006,"10,39",,"95,05",
1,2816382,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,26900,https://doi.org/10.15454/YMFJQC,RE05016,REPLICATION,1,,,,,,REPLICATION:1,treated,2006,"11,65",,"102,73",
2,2816363,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,26904,https://doi.org/10.15454/8AMC4Z,RE05050,REPLICATION,2,,,,,,REPLICATION:2,treated,2006,"12,36",,"103,92",
1,2816362,BTH_Le_Moulon_2006_SetB2,BTH_Le_Moulon_2006_SetB2,26904,https://doi.org/10.15454/8AMC4Z,RE05050,REPLICATION,1,,,,,,REPLICATION:1,treated,2006,"13,07",,"106,86",
