observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
CF99105itkt,2766029,BTH_Rennes_2000_SetB2,BTH_Rennes_2000_SetB2,25897,https://doi.org/10.15454/J6YB10,CF99105,VIRTUAL_TRIAL,,,,,,,,treated,2000,"98,2",,"115,5",
EM00012itkt,2766018,BTH_Rennes_2000_SetB2,BTH_Rennes_2000_SetB2,49139,gnpis_pui:holding-921_taxon-4898_accession-49139,EM00012,VIRTUAL_TRIAL,,,,,,,,treated,2000,"94,2",,"110,8",
CF00191itkt,2766034,BTH_Rennes_2000_SetB2,BTH_Rennes_2000_SetB2,25999,https://doi.org/10.15454/VRBLKL,CF00191,VIRTUAL_TRIAL,,,,,,,,treated,2000,"101,9",,"119,8",
RE99107itkt,2766035,BTH_Rennes_2000_SetB2,BTH_Rennes_2000_SetB2,48500,gnpis_pui:holding-921_taxon-4898_accession-48500,RE99107,VIRTUAL_TRIAL,,,,,,,,treated,2000,"91,2",,"107,4",
RE99111itkt,2766008,BTH_Rennes_2000_SetB2,BTH_Rennes_2000_SetB2,49369,gnpis_pui:holding-921_taxon-4898_accession-49369,RE99111,VIRTUAL_TRIAL,,,,,,,,treated,2000,"86,3",,"101,6",
Chargeritkt,2766014,BTH_Rennes_2000_SetB2,BTH_Rennes_2000_SetB2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,treated,2000,"96,8",,114,
EM00014itkt,2766017,BTH_Rennes_2000_SetB2,BTH_Rennes_2000_SetB2,49530,gnpis_pui:holding-921_taxon-4898_accession-49530,EM00014,VIRTUAL_TRIAL,,,,,,,,treated,2000,"93,1",,"109,6",
DI00017itkt,2765999,BTH_Rennes_2000_SetB2,BTH_Rennes_2000_SetB2,48960,gnpis_pui:holding-921_taxon-4898_accession-48960,DI00017,VIRTUAL_TRIAL,,,,,,,,treated,2000,"97,6",,"114,8",
Soissonsitkt,2766033,BTH_Rennes_2000_SetB2,BTH_Rennes_2000_SetB2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2000,"98,9",,"116,4",
Tremieitkt,2766016,BTH_Rennes_2000_SetB2,BTH_Rennes_2000_SetB2,24505,https://doi.org/10.15454/9YBOHR,TREMIE,VIRTUAL_TRIAL,,,,,,,,treated,2000,"105,9",,"124,6",
DI00015itkt,2766031,BTH_Rennes_2000_SetB2,BTH_Rennes_2000_SetB2,48998,gnpis_pui:holding-921_taxon-4898_accession-48998,DI00015,VIRTUAL_TRIAL,,,,,,,,treated,2000,"85,6",,"100,8",
CF00190itkt,2766005,BTH_Rennes_2000_SetB2,BTH_Rennes_2000_SetB2,49106,gnpis_pui:holding-921_taxon-4898_accession-49106,CF00190,VIRTUAL_TRIAL,,,,,,,,treated,2000,"89,8",,"105,6",
CF99087itkt,2766036,BTH_Rennes_2000_SetB2,BTH_Rennes_2000_SetB2,49070,gnpis_pui:holding-921_taxon-4898_accession-49070,CF99087,VIRTUAL_TRIAL,,,,,,,,treated,2000,"84,4",,"99,4",
Isengrainitkt,2766024,BTH_Rennes_2000_SetB2,BTH_Rennes_2000_SetB2,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,VIRTUAL_TRIAL,,,,,,,,treated,2000,"98,4",,"115,8",
