observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
RE01004itkt,2773599,BTH_Rennes_2001_SetB2,BTH_Rennes_2001_SetB2,26094,https://doi.org/10.15454/KQXNER,RE01004,VIRTUAL_TRIAL,,,,,,,,treated,2001,"87,5",,"95,1",
EM00258itkt,2773586,BTH_Rennes_2001_SetB2,BTH_Rennes_2001_SetB2,49338,gnpis_pui:holding-921_taxon-4898_accession-49338,EM00258,VIRTUAL_TRIAL,,,,,,,,treated,2001,"91,6",,"99,6",
Isengrainitkt,2773617,BTH_Rennes_2001_SetB2,BTH_Rennes_2001_SetB2,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,VIRTUAL_TRIAL,,,,,,,,treated,2001,"112,5",,"122,2",
RE00163itkt,2773597,BTH_Rennes_2001_SetB2,BTH_Rennes_2001_SetB2,48918,gnpis_pui:holding-921_taxon-4898_accession-48918,RE00163,VIRTUAL_TRIAL,,,,,,,,treated,2001,"91,3",,"99,2",
RE00153itkt,2773623,BTH_Rennes_2001_SetB2,BTH_Rennes_2001_SetB2,49355,gnpis_pui:holding-921_taxon-4898_accession-49355,RE00153,VIRTUAL_TRIAL,,,,,,,,treated,2001,"86,8",,"94,3",
RE01007itkt,2773613,BTH_Rennes_2001_SetB2,BTH_Rennes_2001_SetB2,49340,gnpis_pui:holding-921_taxon-4898_accession-49340,RE01007,VIRTUAL_TRIAL,,,,,,,,treated,2001,93,,101,
CF00108itkt,2773583,BTH_Rennes_2001_SetB2,BTH_Rennes_2001_SetB2,26103,https://doi.org/10.15454/VUCZZU,CF00108,VIRTUAL_TRIAL,,,,,,,,treated,2001,"99,1",,"107,7",
RE00161itkt,2773595,BTH_Rennes_2001_SetB2,BTH_Rennes_2001_SetB2,48948,gnpis_pui:holding-921_taxon-4898_accession-48948,RE00161,VIRTUAL_TRIAL,,,,,,,,treated,2001,"86,4",,"93,9",
RE00137itkt,2773621,BTH_Rennes_2001_SetB2,BTH_Rennes_2001_SetB2,49686,gnpis_pui:holding-921_taxon-4898_accession-49686,RE00137,VIRTUAL_TRIAL,,,,,,,,treated,2001,"95,7",,104,
EM00107itkt,2773592,BTH_Rennes_2001_SetB2,BTH_Rennes_2001_SetB2,49059,gnpis_pui:holding-921_taxon-4898_accession-49059,EM00107,VIRTUAL_TRIAL,,,,,,,,treated,2001,"98,8",,"107,3",
RE01003itkt,2773619,BTH_Rennes_2001_SetB2,BTH_Rennes_2001_SetB2,49335,gnpis_pui:holding-921_taxon-4898_accession-49335,RE01003,VIRTUAL_TRIAL,,,,,,,,treated,2001,"98,2",,"106,7",
LM01002itkt,2773615,BTH_Rennes_2001_SetB2,BTH_Rennes_2001_SetB2,48949,gnpis_pui:holding-921_taxon-4898_accession-48949,LM01002,VIRTUAL_TRIAL,,,,,,,,treated,2001,"84,1",,"91,4",
RE00152itkt,2773622,BTH_Rennes_2001_SetB2,BTH_Rennes_2001_SetB2,48513,gnpis_pui:holding-921_taxon-4898_accession-48513,RE00152,VIRTUAL_TRIAL,,,,,,,,treated,2001,"92,4",,"100,4",
RE00142itkt,2773602,BTH_Rennes_2001_SetB2,BTH_Rennes_2001_SetB2,48945,gnpis_pui:holding-921_taxon-4898_accession-48945,RE00142,VIRTUAL_TRIAL,,,,,,,,treated,2001,"87,9",,"95,5",
Chargeritkt,2773606,BTH_Rennes_2001_SetB2,BTH_Rennes_2001_SetB2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,treated,2001,"98,9",,"107,4",
RE00160itkt,2773596,BTH_Rennes_2001_SetB2,BTH_Rennes_2001_SetB2,26871,https://doi.org/10.15454/5JJD7K,RE00160,VIRTUAL_TRIAL,,,,,,,,treated,2001,"95,9",,"104,2",
EM00191itkt,2773600,BTH_Rennes_2001_SetB2,BTH_Rennes_2001_SetB2,48953,gnpis_pui:holding-921_taxon-4898_accession-48953,EM00191,VIRTUAL_TRIAL,,,,,,,,treated,2001,"88,9",,"96,6",
EM00264itkt,2773612,BTH_Rennes_2001_SetB2,BTH_Rennes_2001_SetB2,48806,gnpis_pui:holding-921_taxon-4898_accession-48806,EM00264,VIRTUAL_TRIAL,,,,,,,,treated,2001,100,,"108,7",
