observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fr(CO_321:1000271),fr(CO_321:1000271).date
DI02008,2793208,BTH_Chaux_des_Prés_2004_SetA1,BTH_Chaux_des_Prés_2004_SetA1,26800,https://doi.org/10.15454/VY4RPB,DI02008,VIRTUAL_TRIAL,,,,,,,,2004,4,
Koreli,2793195,BTH_Chaux_des_Prés_2004_SetA1,BTH_Chaux_des_Prés_2004_SetA1,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,2004,5,
RE01047,2793209,BTH_Chaux_des_Prés_2004_SetA1,BTH_Chaux_des_Prés_2004_SetA1,26097,https://doi.org/10.15454/3W80FR,RE01047,VIRTUAL_TRIAL,,,,,,,,2004,5,
RE02080,2793192,BTH_Chaux_des_Prés_2004_SetA1,BTH_Chaux_des_Prés_2004_SetA1,26100,https://doi.org/10.15454/AM3GAN,RE02080,VIRTUAL_TRIAL,,,,,,,,2004,"6,5",
CF00193,2793218,BTH_Chaux_des_Prés_2004_SetA1,BTH_Chaux_des_Prés_2004_SetA1,25895,https://doi.org/10.15454/WTZMDS,CF00193,VIRTUAL_TRIAL,,,,,,,,2004,"4,5",
RE01015,2793189,BTH_Chaux_des_Prés_2004_SetA1,BTH_Chaux_des_Prés_2004_SetA1,26095,https://doi.org/10.15454/RSFKAG,RE01015,VIRTUAL_TRIAL,,,,,,,,2004,5,
Stru991490.1,2793196,BTH_Chaux_des_Prés_2004_SetA1,BTH_Chaux_des_Prés_2004_SetA1,49470,gnpis_pui:holding-921_taxon-4898_accession-49470,Stru991490.1,VIRTUAL_TRIAL,,,,,,,,2004,5,
DI02006,2793191,BTH_Chaux_des_Prés_2004_SetA1,BTH_Chaux_des_Prés_2004_SetA1,49032,gnpis_pui:holding-921_taxon-4898_accession-49032,DI02006,VIRTUAL_TRIAL,,,,,,,,2004,5,
DI01022,2793200,BTH_Chaux_des_Prés_2004_SetA1,BTH_Chaux_des_Prés_2004_SetA1,49284,gnpis_pui:holding-921_taxon-4898_accession-49284,DI01022,VIRTUAL_TRIAL,,,,,,,,2004,"2,5",
EM00264,2793214,BTH_Chaux_des_Prés_2004_SetA1,BTH_Chaux_des_Prés_2004_SetA1,48806,gnpis_pui:holding-921_taxon-4898_accession-48806,EM00264,VIRTUAL_TRIAL,,,,,,,,2004,4,
Apache,2793198,BTH_Chaux_des_Prés_2004_SetA1,BTH_Chaux_des_Prés_2004_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2004,NA,
EM01214,2793203,BTH_Chaux_des_Prés_2004_SetA1,BTH_Chaux_des_Prés_2004_SetA1,26408,https://doi.org/10.15454/41FB67,EM01214,VIRTUAL_TRIAL,,,,,,,,2004,6,
EM01271,2793197,BTH_Chaux_des_Prés_2004_SetA1,BTH_Chaux_des_Prés_2004_SetA1,26409,https://doi.org/10.15454/LLKGUD,EM01271,VIRTUAL_TRIAL,,,,,,,,2004,"5,5",
Skerzzo,2793217,BTH_Chaux_des_Prés_2004_SetA1,BTH_Chaux_des_Prés_2004_SetA1,59735,https://doi.org/10.15454/SGAN4B,SKERZZO,VIRTUAL_TRIAL,,,,,,,,2004,"6,5",
Charger,2793207,BTH_Chaux_des_Prés_2004_SetA1,BTH_Chaux_des_Prés_2004_SetA1,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,2004,NA,
Crousty,2793211,BTH_Chaux_des_Prés_2004_SetA1,BTH_Chaux_des_Prés_2004_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,VIRTUAL_TRIAL,,,,,,,,2004,NA,
Tamaro,2793199,BTH_Chaux_des_Prés_2004_SetA1,BTH_Chaux_des_Prés_2004_SetA1,25902,https://doi.org/10.15454/KRPWXN,TAMARO,VIRTUAL_TRIAL,,,,,,,,2004,NA,
Caphorn,2793204,BTH_Chaux_des_Prés_2004_SetA1,BTH_Chaux_des_Prés_2004_SetA1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,2004,NA,
EM01023,2793210,BTH_Chaux_des_Prés_2004_SetA1,BTH_Chaux_des_Prés_2004_SetA1,26407,https://doi.org/10.15454/3VKOE9,EM01023,VIRTUAL_TRIAL,,,,,,,,2004,4,
Rytmic,2793202,BTH_Chaux_des_Prés_2004_SetA1,BTH_Chaux_des_Prés_2004_SetA1,26892,https://doi.org/10.15454/AVKVIW,RYTMIC,VIRTUAL_TRIAL,,,,,,,,2004,"5,5",
CF01085,2793206,BTH_Chaux_des_Prés_2004_SetA1,BTH_Chaux_des_Prés_2004_SetA1,48643,https://doi.org/10.15454/2AB2GR,CF01085,VIRTUAL_TRIAL,,,,,,,,2004,5,
EM99017,2793222,BTH_Chaux_des_Prés_2004_SetA1,BTH_Chaux_des_Prés_2004_SetA1,28764,https://doi.org/10.15454/QT2EUR,EM99017,VIRTUAL_TRIAL,,,,,,,,2004,6,
DI02001,2793190,BTH_Chaux_des_Prés_2004_SetA1,BTH_Chaux_des_Prés_2004_SetA1,26984,https://doi.org/10.15454/GR0LP3,DI02001,VIRTUAL_TRIAL,,,,,,,,2004,"5,5",
Soissons,2793220,BTH_Chaux_des_Prés_2004_SetA1,BTH_Chaux_des_Prés_2004_SetA1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,2004,NA,
Isengrain,2793216,BTH_Chaux_des_Prés_2004_SetA1,BTH_Chaux_des_Prés_2004_SetA1,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,VIRTUAL_TRIAL,,,,,,,,2004,NA,
Orvantis,2793215,BTH_Chaux_des_Prés_2004_SetA1,BTH_Chaux_des_Prés_2004_SetA1,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,VIRTUAL_TRIAL,,,,,,,,2004,NA,
