observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,rdt(CO_321:1000074),rdt(CO_321:1000074).date
2,2765964,BTH_Rennes_2000_SetB2,BTH_Rennes_2000_SetB2,48376,gnpis_pui:holding-921_taxon-4898_accession-48376,EM00013,REPLICATION,2,,,,,,REPLICATION:2,treated,2000,"108,9",
2,2765986,BTH_Rennes_2000_SetB2,BTH_Rennes_2000_SetB2,26859,https://doi.org/10.15454/KODDU6,DI00016,REPLICATION,2,,,,,,REPLICATION:2,treated,2000,115,
1,2765985,BTH_Rennes_2000_SetB2,BTH_Rennes_2000_SetB2,26859,https://doi.org/10.15454/KODDU6,DI00016,REPLICATION,1,,,,,,REPLICATION:1,treated,2000,"117,3",
2,2765984,BTH_Rennes_2000_SetB2,BTH_Rennes_2000_SetB2,25897,https://doi.org/10.15454/J6YB10,CF99105,REPLICATION,2,,,,,,REPLICATION:2,treated,2000,"112,8",
1,2765983,BTH_Rennes_2000_SetB2,BTH_Rennes_2000_SetB2,25897,https://doi.org/10.15454/J6YB10,CF99105,REPLICATION,1,,,,,,REPLICATION:1,treated,2000,"118,2",
1,2765943,BTH_Rennes_2000_SetB2,BTH_Rennes_2000_SetB2,25609,https://doi.org/10.15454/ZUZBM9,ORNICAR,REPLICATION,1,,,,,,REPLICATION:1,treated,2000,"116,6",
1,2765981,BTH_Rennes_2000_SetB2,BTH_Rennes_2000_SetB2,26106,https://doi.org/10.15454/MAUZZM,DI00010,REPLICATION,1,,,,,,REPLICATION:1,treated,2000,124,
2,2765982,BTH_Rennes_2000_SetB2,BTH_Rennes_2000_SetB2,26106,https://doi.org/10.15454/MAUZZM,DI00010,REPLICATION,2,,,,,,REPLICATION:2,treated,2000,"117,4",
2,2765970,BTH_Rennes_2000_SetB2,BTH_Rennes_2000_SetB2,26875,https://doi.org/10.15454/WJONCW,RE99123,REPLICATION,2,,,,,,REPLICATION:2,treated,2000,111,
1,2765969,BTH_Rennes_2000_SetB2,BTH_Rennes_2000_SetB2,26875,https://doi.org/10.15454/WJONCW,RE99123,REPLICATION,1,,,,,,REPLICATION:1,treated,2000,"114,4",
