observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
Caphornitkt,2788748,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,treated,2003,"12,6",,100,,"81,6",
DI03003itkt,2788762,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,26426,https://doi.org/10.15454/PIXJ6I,DI03003,VIRTUAL_TRIAL,,,,,,,,treated,2003,"11,9",,"110,5",,"90,2",
EM02281itkt,2788720,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,49177,gnpis_pui:holding-921_taxon-4898_accession-49177,EM02281,VIRTUAL_TRIAL,,,,,,,,treated,2003,"12,6",,"97,9",,"79,9",
EM02281itkfi,2788719,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,49177,gnpis_pui:holding-921_taxon-4898_accession-49177,EM02281,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"11,6",,,,,
RE02161itkt,2788780,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,48986,gnpis_pui:holding-921_taxon-4898_accession-48986,RE02161,VIRTUAL_TRIAL,,,,,,,,treated,2003,"13,4",,"104,1",,85,
RE02161itkfi,2788779,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,48986,gnpis_pui:holding-921_taxon-4898_accession-48986,RE02161,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"12,6",,,,,
CF02145itkt,2788788,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,48913,gnpis_pui:holding-921_taxon-4898_accession-48913,CF02145,VIRTUAL_TRIAL,,,,,,,,treated,2003,"13,2",,"101,9",,"83,2",
CF02145itkfi,2788787,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,48913,gnpis_pui:holding-921_taxon-4898_accession-48913,CF02145,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,12,,,,,
EM02292itkt,2788740,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,48744,gnpis_pui:holding-921_taxon-4898_accession-48744,EM02292,VIRTUAL_TRIAL,,,,,,,,treated,2003,"12,6",,"108,6",,"88,7",
EM02292itkfi,2788739,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,48744,gnpis_pui:holding-921_taxon-4898_accession-48744,EM02292,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"12,2",,,,,
RE02134itkfi,2788721,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,49411,gnpis_pui:holding-921_taxon-4898_accession-49411,RE02134,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"12,9",,,,,
RE02134itkt,2788722,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,49411,gnpis_pui:holding-921_taxon-4898_accession-49411,RE02134,VIRTUAL_TRIAL,,,,,,,,treated,2003,14,,92,,"75,1",
RE02095itkt,2788770,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,48677,gnpis_pui:holding-921_taxon-4898_accession-48677,RE02095,VIRTUAL_TRIAL,,,,,,,,treated,2003,"13,9",,"103,1",,"84,1",
RE02095itkfi,2788769,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,48677,gnpis_pui:holding-921_taxon-4898_accession-48677,RE02095,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"12,7",,,,,
DI03001itkfi,2788759,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,49278,gnpis_pui:holding-921_taxon-4898_accession-49278,DI03001,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"11,9",,,,,
DI03001itkt,2788760,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,49278,gnpis_pui:holding-921_taxon-4898_accession-49278,DI03001,VIRTUAL_TRIAL,,,,,,,,treated,2003,13,,"115,5",,"94,3",
CF02144itkt,2788790,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,49253,gnpis_pui:holding-921_taxon-4898_accession-49253,CF02144,VIRTUAL_TRIAL,,,,,,,,treated,2003,"13,2",,"104,5",,"85,3",
CF02144itkfi,2788789,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,49253,gnpis_pui:holding-921_taxon-4898_accession-49253,CF02144,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"11,8",,,,,
RE02081itkt,2788728,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,48430,gnpis_pui:holding-921_taxon-4898_accession-48430,RE02081,VIRTUAL_TRIAL,,,,,,,,treated,2003,"12,1",,"104,1",,85,
RE02081itkfi,2788727,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,48430,gnpis_pui:holding-921_taxon-4898_accession-48430,RE02081,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"11,9",,,,,
DI03006itkfi,2788757,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,48525,gnpis_pui:holding-921_taxon-4898_accession-48525,DI03006,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,11,,,,,
DI03006itkt,2788758,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,48525,gnpis_pui:holding-921_taxon-4898_accession-48525,DI03006,VIRTUAL_TRIAL,,,,,,,,treated,2003,"12,5",,"106,2",,"86,7",
DI03004itkt,2788742,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,48815,gnpis_pui:holding-921_taxon-4898_accession-48815,DI03004,VIRTUAL_TRIAL,,,,,,,,treated,2003,"12,5",,"102,2",,"83,4",
DI03004itkfi,2788741,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,48815,gnpis_pui:holding-921_taxon-4898_accession-48815,DI03004,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,12,,,,,
DI03007itkt,2788756,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,48823,gnpis_pui:holding-921_taxon-4898_accession-48823,DI03007,VIRTUAL_TRIAL,,,,,,,,treated,2003,"13,2",,"99,8",,"81,5",
DI03007itkfi,2788755,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,48823,gnpis_pui:holding-921_taxon-4898_accession-48823,DI03007,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"12,4",,,,,
CF02003itkt,2788786,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,49113,gnpis_pui:holding-921_taxon-4898_accession-49113,CF02003,VIRTUAL_TRIAL,,,,,,,,treated,2003,"14,2",,"87,6",,"71,5",
CF02003itkfi,2788785,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,49113,gnpis_pui:holding-921_taxon-4898_accession-49113,CF02003,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"13,3",,,,,
EM02272itkt,2788732,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,49167,gnpis_pui:holding-921_taxon-4898_accession-49167,EM02272,VIRTUAL_TRIAL,,,,,,,,treated,2003,"12,8",,"107,3",,"87,6",
EM02272itkfi,2788731,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,49167,gnpis_pui:holding-921_taxon-4898_accession-49167,EM02272,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"11,9",,,,,
DI03002itkfi,2788763,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,49320,gnpis_pui:holding-921_taxon-4898_accession-49320,DI03002,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"11,6",,,,,
DI03002itkt,2788764,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,49320,gnpis_pui:holding-921_taxon-4898_accession-49320,DI03002,VIRTUAL_TRIAL,,,,,,,,treated,2003,"12,4",,"100,2",,"81,8",
Apacheitkt,2788744,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2003,"12,5",,"104,6",,"85,4",
Apacheitkfi,2788743,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"11,4",,,,,
CF02094itkt,2788774,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,49518,gnpis_pui:holding-921_taxon-4898_accession-49518,CF02094,VIRTUAL_TRIAL,,,,,,,,treated,2003,"13,2",,110,,"89,8",
CF02094itkfi,2788773,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,49518,gnpis_pui:holding-921_taxon-4898_accession-49518,CF02094,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"12,3",,,,,
EM02234itkt,2788738,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,48895,gnpis_pui:holding-921_taxon-4898_accession-48895,EM02234,VIRTUAL_TRIAL,,,,,,,,treated,2003,"11,9",,"105,3",,"85,9",
EM02234itkfi,2788737,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,48895,gnpis_pui:holding-921_taxon-4898_accession-48895,EM02234,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"10,8",,,,,
CF03426itkfi,2788729,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,48618,https://doi.org/10.15454/XWEHGT,CF03426,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"11,1",,,,,
CF03426itkt,2788730,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,48618,https://doi.org/10.15454/XWEHGT,CF03426,VIRTUAL_TRIAL,,,,,,,,treated,2003,"12,7",,"94,2",,"76,9",
Chargeritkt,2788754,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,treated,2003,"11,8",,105,,"85,7",
Chargeritkfi,2788753,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"11,4",,,,,
DI03003itkfi,2788761,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,26426,https://doi.org/10.15454/PIXJ6I,DI03003,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"10,7",,,,,
Caphornitkfi,2788747,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"11,4",,,,,
RE02185itkt,2788776,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,49498,gnpis_pui:holding-921_taxon-4898_accession-49498,RE02185,VIRTUAL_TRIAL,,,,,,,,treated,2003,"12,1",,96,,"78,4",
RE02185itkfi,2788775,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,49498,gnpis_pui:holding-921_taxon-4898_accession-49498,RE02185,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"11,3",,,,,
DI03008itkt,2788750,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,26427,https://doi.org/10.15454/KWRP2T,DI03008,VIRTUAL_TRIAL,,,,,,,,treated,2003,"12,8",,"101,5",,"82,8",
DI03008itkfi,2788749,BTH_Estrées-Mons_2003_SetB1,BTH_Estrées-Mons_2003_SetB1,26427,https://doi.org/10.15454/KWRP2T,DI03008,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"11,9",,,,,
