observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
RE01004itkt,2772171,BTH_Clermont-Ferrand_2001_SetB2,BTH_Clermont-Ferrand_2001_SetB2,26094,https://doi.org/10.15454/KQXNER,RE01004,VIRTUAL_TRIAL,,,,,,,,treated,2001,"91,8",,"85,4",
RE01002itkt,2772182,BTH_Clermont-Ferrand_2001_SetB2,BTH_Clermont-Ferrand_2001_SetB2,26110,https://doi.org/10.15454/PY1VVU,RE01002,VIRTUAL_TRIAL,,,,,,,,treated,2001,"93,1",,"86,5",
EM00258itkt,2772158,BTH_Clermont-Ferrand_2001_SetB2,BTH_Clermont-Ferrand_2001_SetB2,49338,gnpis_pui:holding-921_taxon-4898_accession-49338,EM00258,VIRTUAL_TRIAL,,,,,,,,treated,2001,"86,5",,"80,4",
RE00165itkt,2772165,BTH_Clermont-Ferrand_2001_SetB2,BTH_Clermont-Ferrand_2001_SetB2,49290,gnpis_pui:holding-921_taxon-4898_accession-49290,RE00165,VIRTUAL_TRIAL,,,,,,,,treated,2001,"85,5",,"79,5",
RE00160itkt,2772168,BTH_Clermont-Ferrand_2001_SetB2,BTH_Clermont-Ferrand_2001_SetB2,26871,https://doi.org/10.15454/5JJD7K,RE00160,VIRTUAL_TRIAL,,,,,,,,treated,2001,"87,3",,"81,1",
RE00153itkt,2772195,BTH_Clermont-Ferrand_2001_SetB2,BTH_Clermont-Ferrand_2001_SetB2,49355,gnpis_pui:holding-921_taxon-4898_accession-49355,RE00153,VIRTUAL_TRIAL,,,,,,,,treated,2001,86,,80,
RE00163itkt,2772169,BTH_Clermont-Ferrand_2001_SetB2,BTH_Clermont-Ferrand_2001_SetB2,48918,gnpis_pui:holding-921_taxon-4898_accession-48918,RE00163,VIRTUAL_TRIAL,,,,,,,,treated,2001,"77,8",,"72,3",
RE01007itkt,2772185,BTH_Clermont-Ferrand_2001_SetB2,BTH_Clermont-Ferrand_2001_SetB2,49340,gnpis_pui:holding-921_taxon-4898_accession-49340,RE01007,VIRTUAL_TRIAL,,,,,,,,treated,2001,"86,5",,"80,4",
RE00161itkt,2772167,BTH_Clermont-Ferrand_2001_SetB2,BTH_Clermont-Ferrand_2001_SetB2,48948,gnpis_pui:holding-921_taxon-4898_accession-48948,RE00161,VIRTUAL_TRIAL,,,,,,,,treated,2001,"87,3",,"81,1",
CF00108itkt,2772155,BTH_Clermont-Ferrand_2001_SetB2,BTH_Clermont-Ferrand_2001_SetB2,26103,https://doi.org/10.15454/VUCZZU,CF00108,VIRTUAL_TRIAL,,,,,,,,treated,2001,"94,3",,"87,7",
RE01003itkt,2772191,BTH_Clermont-Ferrand_2001_SetB2,BTH_Clermont-Ferrand_2001_SetB2,49335,gnpis_pui:holding-921_taxon-4898_accession-49335,RE01003,VIRTUAL_TRIAL,,,,,,,,treated,2001,"89,7",,"83,3",
RE00137itkt,2772193,BTH_Clermont-Ferrand_2001_SetB2,BTH_Clermont-Ferrand_2001_SetB2,49686,gnpis_pui:holding-921_taxon-4898_accession-49686,RE00137,VIRTUAL_TRIAL,,,,,,,,treated,2001,"75,3",,70,
LM01002itkt,2772187,BTH_Clermont-Ferrand_2001_SetB2,BTH_Clermont-Ferrand_2001_SetB2,48949,gnpis_pui:holding-921_taxon-4898_accession-48949,LM01002,VIRTUAL_TRIAL,,,,,,,,treated,2001,"69,8",,"64,9",
RE00152itkt,2772194,BTH_Clermont-Ferrand_2001_SetB2,BTH_Clermont-Ferrand_2001_SetB2,48513,gnpis_pui:holding-921_taxon-4898_accession-48513,RE00152,VIRTUAL_TRIAL,,,,,,,,treated,2001,"89,8",,"83,5",
RE00142itkt,2772174,BTH_Clermont-Ferrand_2001_SetB2,BTH_Clermont-Ferrand_2001_SetB2,48945,gnpis_pui:holding-921_taxon-4898_accession-48945,RE00142,VIRTUAL_TRIAL,,,,,,,,treated,2001,"84,7",,"78,7",
RE00164itkt,2772166,BTH_Clermont-Ferrand_2001_SetB2,BTH_Clermont-Ferrand_2001_SetB2,48472,gnpis_pui:holding-921_taxon-4898_accession-48472,RE00164,VIRTUAL_TRIAL,,,,,,,,treated,2001,"77,5",,72,
Chargeritkt,2772178,BTH_Clermont-Ferrand_2001_SetB2,BTH_Clermont-Ferrand_2001_SetB2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,treated,2001,"98,7",,"91,8",
EM00264itkt,2772184,BTH_Clermont-Ferrand_2001_SetB2,BTH_Clermont-Ferrand_2001_SetB2,48806,gnpis_pui:holding-921_taxon-4898_accession-48806,EM00264,VIRTUAL_TRIAL,,,,,,,,treated,2001,"91,3",,"84,8",
Tremieitkt,2772157,BTH_Clermont-Ferrand_2001_SetB2,BTH_Clermont-Ferrand_2001_SetB2,24505,https://doi.org/10.15454/9YBOHR,TREMIE,VIRTUAL_TRIAL,,,,,,,,treated,2001,100,,93,
EM00191itkt,2772172,BTH_Clermont-Ferrand_2001_SetB2,BTH_Clermont-Ferrand_2001_SetB2,48953,gnpis_pui:holding-921_taxon-4898_accession-48953,EM00191,VIRTUAL_TRIAL,,,,,,,,treated,2001,"92,8",,"86,3",
RE01001itkt,2772159,BTH_Clermont-Ferrand_2001_SetB2,BTH_Clermont-Ferrand_2001_SetB2,49179,gnpis_pui:holding-921_taxon-4898_accession-49179,RE01001,VIRTUAL_TRIAL,,,,,,,,treated,2001,"81,2",,"75,5",
EM00103itkt,2772161,BTH_Clermont-Ferrand_2001_SetB2,BTH_Clermont-Ferrand_2001_SetB2,49383,gnpis_pui:holding-921_taxon-4898_accession-49383,EM00103,VIRTUAL_TRIAL,,,,,,,,treated,2001,82,,"76,2",
EM00105itkt,2772162,BTH_Clermont-Ferrand_2001_SetB2,BTH_Clermont-Ferrand_2001_SetB2,49073,gnpis_pui:holding-921_taxon-4898_accession-49073,EM00105,VIRTUAL_TRIAL,,,,,,,,treated,2001,"85,3",,"79,3",
EM00107itkt,2772164,BTH_Clermont-Ferrand_2001_SetB2,BTH_Clermont-Ferrand_2001_SetB2,49059,gnpis_pui:holding-921_taxon-4898_accession-49059,EM00107,VIRTUAL_TRIAL,,,,,,,,treated,2001,"91,2",,"84,8",
RE00149itkt,2772170,BTH_Clermont-Ferrand_2001_SetB2,BTH_Clermont-Ferrand_2001_SetB2,48470,gnpis_pui:holding-921_taxon-4898_accession-48470,RE00149,VIRTUAL_TRIAL,,,,,,,,treated,2001,"91,8",,"85,3",
EM00188itkt,2772192,BTH_Clermont-Ferrand_2001_SetB2,BTH_Clermont-Ferrand_2001_SetB2,49170,gnpis_pui:holding-921_taxon-4898_accession-49170,EM00188,VIRTUAL_TRIAL,,,,,,,,treated,2001,"97,4",,"90,5",
EM00101itkt,2772160,BTH_Clermont-Ferrand_2001_SetB2,BTH_Clermont-Ferrand_2001_SetB2,48394,gnpis_pui:holding-921_taxon-4898_accession-48394,EM00101,VIRTUAL_TRIAL,,,,,,,,treated,2001,81,,"75,3",
RE00130itkt,2772196,BTH_Clermont-Ferrand_2001_SetB2,BTH_Clermont-Ferrand_2001_SetB2,49459,gnpis_pui:holding-921_taxon-4898_accession-49459,RE00130,VIRTUAL_TRIAL,,,,,,,,treated,2001,"86,5",,"80,4",
CF01004itkt,2772179,BTH_Clermont-Ferrand_2001_SetB2,BTH_Clermont-Ferrand_2001_SetB2,48868,gnpis_pui:holding-921_taxon-4898_accession-48868,CF01004,VIRTUAL_TRIAL,,,,,,,,treated,2001,"97,7",,"90,8",
