observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fr(CO_321:1000271),fr(CO_321:1000271).date
DI02015,2781351,BTH_Chaux_des_Prés_2002_SetB2,BTH_Chaux_des_Prés_2002_SetB2,48985,gnpis_pui:holding-921_taxon-4898_accession-48985,DI02015,VIRTUAL_TRIAL,,,,,,,,2002,6,
DI02022,2781386,BTH_Chaux_des_Prés_2002_SetB2,BTH_Chaux_des_Prés_2002_SetB2,49030,gnpis_pui:holding-921_taxon-4898_accession-49030,DI02022,VIRTUAL_TRIAL,,,,,,,,2002,"3,5",
DI02020,2781384,BTH_Chaux_des_Prés_2002_SetB2,BTH_Chaux_des_Prés_2002_SetB2,49478,gnpis_pui:holding-921_taxon-4898_accession-49478,DI02020,VIRTUAL_TRIAL,,,,,,,,2002,5,
RE01025,2781382,BTH_Chaux_des_Prés_2002_SetB2,BTH_Chaux_des_Prés_2002_SetB2,49682,gnpis_pui:holding-921_taxon-4898_accession-49682,RE01025,VIRTUAL_TRIAL,,,,,,,,2002,"2,5",
EM01216,2781376,BTH_Chaux_des_Prés_2002_SetB2,BTH_Chaux_des_Prés_2002_SetB2,49019,gnpis_pui:holding-921_taxon-4898_accession-49019,EM01216,VIRTUAL_TRIAL,,,,,,,,2002,"3,5",
EM01138,2781394,BTH_Chaux_des_Prés_2002_SetB2,BTH_Chaux_des_Prés_2002_SetB2,49418,gnpis_pui:holding-921_taxon-4898_accession-49418,EM01138,VIRTUAL_TRIAL,,,,,,,,2002,3,
EM01150,2781389,BTH_Chaux_des_Prés_2002_SetB2,BTH_Chaux_des_Prés_2002_SetB2,49276,gnpis_pui:holding-921_taxon-4898_accession-49276,EM01150,VIRTUAL_TRIAL,,,,,,,,2002,3,
EM01288,2781392,BTH_Chaux_des_Prés_2002_SetB2,BTH_Chaux_des_Prés_2002_SetB2,49281,gnpis_pui:holding-921_taxon-4898_accession-49281,EM01288,VIRTUAL_TRIAL,,,,,,,,2002,6,
EM01206,2781366,BTH_Chaux_des_Prés_2002_SetB2,BTH_Chaux_des_Prés_2002_SetB2,48429,gnpis_pui:holding-921_taxon-4898_accession-48429,EM01206,VIRTUAL_TRIAL,,,,,,,,2002,"2,5",
CF01184,2781387,BTH_Chaux_des_Prés_2002_SetB2,BTH_Chaux_des_Prés_2002_SetB2,49268,gnpis_pui:holding-921_taxon-4898_accession-49268,CF01184,VIRTUAL_TRIAL,,,,,,,,2002,"3,5",
RE01027,2781360,BTH_Chaux_des_Prés_2002_SetB2,BTH_Chaux_des_Prés_2002_SetB2,48707,gnpis_pui:holding-921_taxon-4898_accession-48707,RE01027,VIRTUAL_TRIAL,,,,,,,,2002,2,
EM01152,2781391,BTH_Chaux_des_Prés_2002_SetB2,BTH_Chaux_des_Prés_2002_SetB2,48802,gnpis_pui:holding-921_taxon-4898_accession-48802,EM01152,VIRTUAL_TRIAL,,,,,,,,2002,"3,5",
DI02017,2781353,BTH_Chaux_des_Prés_2002_SetB2,BTH_Chaux_des_Prés_2002_SetB2,48804,gnpis_pui:holding-921_taxon-4898_accession-48804,DI02017,VIRTUAL_TRIAL,,,,,,,,2002,8,
RE01032,2781367,BTH_Chaux_des_Prés_2002_SetB2,BTH_Chaux_des_Prés_2002_SetB2,48816,gnpis_pui:holding-921_taxon-4898_accession-48816,RE01032,VIRTUAL_TRIAL,,,,,,,,2002,2,
RE01038,2781363,BTH_Chaux_des_Prés_2002_SetB2,BTH_Chaux_des_Prés_2002_SetB2,48817,gnpis_pui:holding-921_taxon-4898_accession-48817,RE01038,VIRTUAL_TRIAL,,,,,,,,2002,"3,5",
RE01078,2781357,BTH_Chaux_des_Prés_2002_SetB2,BTH_Chaux_des_Prés_2002_SetB2,48557,gnpis_pui:holding-921_taxon-4898_accession-48557,RE01078,VIRTUAL_TRIAL,,,,,,,,2002,4,
RE01073,2781362,BTH_Chaux_des_Prés_2002_SetB2,BTH_Chaux_des_Prés_2002_SetB2,48594,gnpis_pui:holding-921_taxon-4898_accession-48594,RE01073,VIRTUAL_TRIAL,,,,,,,,2002,"3,5",
DI02019,2781358,BTH_Chaux_des_Prés_2002_SetB2,BTH_Chaux_des_Prés_2002_SetB2,48627,gnpis_pui:holding-921_taxon-4898_accession-48627,DI02019,VIRTUAL_TRIAL,,,,,,,,2002,4,
Apache,2781373,BTH_Chaux_des_Prés_2002_SetB2,BTH_Chaux_des_Prés_2002_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2002,NA,
