observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,rdt(CO_321:1000074),rdt(CO_321:1000074).date,vr(CO_321:1000099),vr(CO_321:1000099).date
1,2866833,BTH_Clermont-Ferrand_2012_SetB1,BTH_Clermont-Ferrand_2012_SetB1,61742,https://doi.org/10.15454/38GFUU,DI12001,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"107,1",,2,
1,2866793,BTH_Clermont-Ferrand_2012_SetB1,BTH_Clermont-Ferrand_2012_SetB1,61349,https://doi.org/10.15454/78QONX,CF11079,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"98,44",,5,
2,2866852,BTH_Clermont-Ferrand_2012_SetB1,BTH_Clermont-Ferrand_2012_SetB1,61302,https://doi.org/10.15454/YCKCWW,CF11041,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"100,37",,1,
1,2866851,BTH_Clermont-Ferrand_2012_SetB1,BTH_Clermont-Ferrand_2012_SetB1,61302,https://doi.org/10.15454/YCKCWW,CF11041,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"96,9",,3,
1,2866803,BTH_Clermont-Ferrand_2012_SetB1,BTH_Clermont-Ferrand_2012_SetB1,61332,https://doi.org/10.15454/BH8LXP,CF11075,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"92,72",,1,
2,2866804,BTH_Clermont-Ferrand_2012_SetB1,BTH_Clermont-Ferrand_2012_SetB1,61332,https://doi.org/10.15454/BH8LXP,CF11075,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"94,08",,1,
2,2866868,BTH_Clermont-Ferrand_2012_SetB1,BTH_Clermont-Ferrand_2012_SetB1,61241,https://doi.org/10.15454/TKI8XQ,AO12001,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"96,99",,1,
1,2866867,BTH_Clermont-Ferrand_2012_SetB1,BTH_Clermont-Ferrand_2012_SetB1,61241,https://doi.org/10.15454/TKI8XQ,AO12001,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"97,83",,2,
2,2866862,BTH_Clermont-Ferrand_2012_SetB1,BTH_Clermont-Ferrand_2012_SetB1,61253,https://doi.org/10.15454/0HUC0X,CF11003,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"88,64",,1,
1,2866861,BTH_Clermont-Ferrand_2012_SetB1,BTH_Clermont-Ferrand_2012_SetB1,61253,https://doi.org/10.15454/0HUC0X,CF11003,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"85,76",,1,
