observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
DI02015itknt,2781307,BTH_Colmar_2002_SetB2,BTH_Colmar_2002_SetB2,48985,gnpis_pui:holding-921_taxon-4898_accession-48985,DI02015,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,"92,9",,"94,6",
DI02021itknt,2781341,BTH_Colmar_2002_SetB2,BTH_Colmar_2002_SetB2,49148,gnpis_pui:holding-921_taxon-4898_accession-49148,DI02021,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,"100,9",,"102,8",
DI02022itknt,2781342,BTH_Colmar_2002_SetB2,BTH_Colmar_2002_SetB2,49030,gnpis_pui:holding-921_taxon-4898_accession-49030,DI02022,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,"83,7",,"85,3",
RE01078itknt,2781313,BTH_Colmar_2002_SetB2,BTH_Colmar_2002_SetB2,48557,gnpis_pui:holding-921_taxon-4898_accession-48557,RE01078,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,"85,3",,"86,9",
RE01029itknt,2781339,BTH_Colmar_2002_SetB2,BTH_Colmar_2002_SetB2,48749,gnpis_pui:holding-921_taxon-4898_accession-48749,RE01029,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,"97,7",,"99,6",
DI02020itknt,2781340,BTH_Colmar_2002_SetB2,BTH_Colmar_2002_SetB2,49478,gnpis_pui:holding-921_taxon-4898_accession-49478,DI02020,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,"103,6",,"105,5",
RE01073itknt,2781318,BTH_Colmar_2002_SetB2,BTH_Colmar_2002_SetB2,48594,gnpis_pui:holding-921_taxon-4898_accession-48594,RE01073,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,"78,9",,"80,4",
DI02013itknt,2781311,BTH_Colmar_2002_SetB2,BTH_Colmar_2002_SetB2,48397,gnpis_pui:holding-921_taxon-4898_accession-48397,DI02013,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,"78,6",,"80,1",
RE01025itknt,2781338,BTH_Colmar_2002_SetB2,BTH_Colmar_2002_SetB2,49682,gnpis_pui:holding-921_taxon-4898_accession-49682,RE01025,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,"87,6",,"89,2",
Chargeritknt,2781336,BTH_Colmar_2002_SetB2,BTH_Colmar_2002_SetB2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,"92,8",,"94,5",
EM01156itknt,2781349,BTH_Colmar_2002_SetB2,BTH_Colmar_2002_SetB2,49085,gnpis_pui:holding-921_taxon-4898_accession-49085,EM01156,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,"93,4",,"95,1",
EM01216itknt,2781332,BTH_Colmar_2002_SetB2,BTH_Colmar_2002_SetB2,49019,gnpis_pui:holding-921_taxon-4898_accession-49019,EM01216,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,"102,7",,"104,6",
DI02019itknt,2781314,BTH_Colmar_2002_SetB2,BTH_Colmar_2002_SetB2,48627,gnpis_pui:holding-921_taxon-4898_accession-48627,DI02019,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,"94,6",,"96,4",
PR22R28itknt,2781326,BTH_Colmar_2002_SetB2,BTH_Colmar_2002_SetB2,48973,https://doi.org/10.15454/PFCMDV,PR22R28,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,"118,7",,"120,9",
EM01138itknt,2781350,BTH_Colmar_2002_SetB2,BTH_Colmar_2002_SetB2,49418,gnpis_pui:holding-921_taxon-4898_accession-49418,EM01138,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,87,,"88,6",
Apacheitknt,2781329,BTH_Colmar_2002_SetB2,BTH_Colmar_2002_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,109,,111,
DI02016itknt,2781310,BTH_Colmar_2002_SetB2,BTH_Colmar_2002_SetB2,48370,gnpis_pui:holding-921_taxon-4898_accession-48370,DI02016,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,"84,7",,"86,2",
Soissonsitknt,2781346,BTH_Colmar_2002_SetB2,BTH_Colmar_2002_SetB2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,"98,5",,"100,4",
EM01150itknt,2781345,BTH_Colmar_2002_SetB2,BTH_Colmar_2002_SetB2,49276,gnpis_pui:holding-921_taxon-4898_accession-49276,EM01150,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,"83,8",,"85,3",
