"doc_id","relation_id","relation_type","left_role","left_id","right_role","right_id"
"18705853","9614ACC920D208E345BE83E42ED60D9639793D69","variety_has_phenotype","variety","27427F0CB422024FD03B46879C2700CC9A3E131E","phenotype","CBDA00BE2A04FF0AAD1B60566B47B3A81BD834EA"
"24202585","A342933DA23D71D451279B8709587FDECD3D3935","variety_has_phenotype","variety","2CC74DED310D983EB79120242F41C7715C85665D","phenotype","62A3D1ABDEA28CFDA9CAD2E92A01A3E43B9AE2C3"
"12671743","22FB1CA0B631BB94EAF5907500F1AB0FDBE64BF6","variety_has_phenotype","variety","27AD4E8792848F2ECFE76E87720A421D550853A4","phenotype","7E0FF0E2A7821D68BA0A53FFECF33197D69655FF"
"12671743","198A6AB37A001623E95DDFD40A9F08BB339C5F82","variety_has_phenotype","variety","27AD4E8792848F2ECFE76E87720A421D550853A4","phenotype","110F228596BA4E736B75F98D2AE9903701A00FF1"
"12671743","1CF657081911A439BAC7AC61EF30A5B6CD874379","variety_has_phenotype","variety","27AD4E8792848F2ECFE76E87720A421D550853A4","phenotype","B694F9BC2C01465D8932451D4DBD7CD4A8556E52"
"12671743","1AF62F9D29146A5D70329A6517F5E7C41EC55EB6","variety_has_phenotype","variety","27AD4E8792848F2ECFE76E87720A421D550853A4","phenotype","32B0166E0949C382030CA50DEC7A3050CFB8C9C1"
"15841362","531EAFF0AC20E30F3F8332E6C3706E69708C06BB","variety_has_phenotype","variety","8E313520337BEA82D321B7EB09480DF50F422F32","phenotype","77C7686E1FDF2EC9774259E4611BE1C2DDAC1B2E"
"15841362","A362CF099D577DD85BD164CE99866EEFA9205A87","variety_has_phenotype","variety","8E313520337BEA82D321B7EB09480DF50F422F32","phenotype","B11F2B6C03DB9A54899F94D80DD333C761D51751"
"15841362","7831484F686A1F8A4641C0CAFB842F6DB317BFF9","variety_has_phenotype","variety","8E313520337BEA82D321B7EB09480DF50F422F32","phenotype","5BF4E1DA6D089253FC1849CE66ED74EBCB835AD3"
"30554374","52AB5CE0D0046D9DD16D3527FF66BE824A301DB9","variety_has_phenotype","variety","AAC0B8E19C53AB3238971212BFFC99702EA98AD7","phenotype","6346A5E080BEDB0FDCEA09D137DB88F0EE982320"
"30554374","EEB7C0A97BF599EA198E970F46D5E229673BF656","variety_has_phenotype","variety","AAC0B8E19C53AB3238971212BFFC99702EA98AD7","phenotype","53AD413765896AF250258AB4A03FE62ECD9F9F07"
"27091460","1E9373A6D600F1361B2805D2ECEB760ECBDC708E","variety_has_phenotype","variety","64533EEBBA046F71B8366BFF9AA77C36D346DE1B","phenotype","779F79B46C9F90DBB36CC763E1DE3800F404834D"
"27091460","98E955A67D33D5E4BB1D57930F9F0315B8587E34","variety_has_phenotype","variety","64533EEBBA046F71B8366BFF9AA77C36D346DE1B","phenotype","89FB87AA979C8E38058108686F89151885692871"
"27091460","D2DB1FA065879339DF2B68F8B4094DE8633CD548","variety_has_phenotype","variety","64533EEBBA046F71B8366BFF9AA77C36D346DE1B","phenotype","E0A4B15127D82BC63CF35207C5F2CCED2E326B3F"
"27091460","25293BAD14477CBF64A740C55D4D60EE821EF01A","variety_has_phenotype","variety","64533EEBBA046F71B8366BFF9AA77C36D346DE1B","phenotype","F19BA9FB5F0B68F985E9D3380AA22C775359E526"
"27091460","C4E0500F745EBBEB0E999CD6233481B0ED9DC6FC","variety_has_phenotype","variety","64533EEBBA046F71B8366BFF9AA77C36D346DE1B","phenotype","E3D9A54CE387D7236CAE3E5619DB9BC6B461CD1F"
"27091460","2B3A0FC8359B4A7811CEB5604C8C3BDCF5D52156","variety_has_phenotype","variety","64533EEBBA046F71B8366BFF9AA77C36D346DE1B","phenotype","050C9E9DFCF8E927CAAF0D881E5EB88E582455B2"
"27108336","8EA80FA5378CECCA54886180140F773DFF4FF7B8","variety_has_phenotype","variety","E9381BDC5FD477B5EB7B551012AB6B2A29045B5C","phenotype","2283C5323EA66D568E8793BC6CE1D26E59DF75B8"
"27108336","4791A4263003486AC97AED46DB8546D1319277B7","variety_has_phenotype","variety","E642B82B7BA3322EA0A1A7F0537AAEC30998734A","phenotype","2283C5323EA66D568E8793BC6CE1D26E59DF75B8"
