"doc_id","relation_id","relation_type","left_role","left_id","right_role","right_id"
"12099532","0BD32E10E4005411D1A3BA0A88BC4E8D190086B5","variety_has_phenotype","variety","BB092EA743E1F03B6366C5FC9DE8EF02ECD06F10","phenotype","4345B663316BC3688773EAF553898A9A70C2D14A"
"12099532","45B20F3F713136BD5E22BB722DDAB923AFBAD396","variety_has_phenotype","variety","BB092EA743E1F03B6366C5FC9DE8EF02ECD06F10","phenotype","8A70F7AA77137C1E283593D16F0332AA47B38317"
"31741784","AEFFD2151BF5CF7E6FA76CE57E62AE74E7699668","variety_has_phenotype","variety","B61C48E2F5B4976AD790C840D7054233F1713DB1","phenotype","50BF4213AEC1DB54A0BD4B9A3BAC24004066EA88"
"30484619","4850E9B1E1D050424110720CA5FB787156C15423","variety_has_phenotype","variety","F259C96CA808DA7B802FEB24BB736EA235FDB50A","phenotype","6CBFDEBBC49D09FF1F8617A868BE891AF4D2ED3B"
"30484619","4629DBE0B09C40ECD40DA228CD97FA8830100407","variety_has_phenotype","variety","F259C96CA808DA7B802FEB24BB736EA235FDB50A","phenotype","51C67B497441663359D2B52E21D9CEF71BE88160"
"30484619","9F72574A4FF47BC89D2DEA64C68AD993B049E368","variety_has_phenotype","variety","F259C96CA808DA7B802FEB24BB736EA235FDB50A","phenotype","7C3DA7826D7C5C13444CA3D640202EF35F8E6BF7"
"21655994","C2A319A6FF822159C42551F49C49E12E4B4BB19F","variety_has_phenotype","variety","75719896DA8FBE647A11BEB49BD67AD930DC4543","phenotype","76AF20FEAAFBDCFB4108D17BCA03BBDA02AB9B24"
"21655994","7E87AB46B94E15EF6F375C5CC474F8162E73F714","variety_has_phenotype","variety","ECD4BF9225C889648236529169AAC9930012DC03","phenotype","871AE162087AE9BEE8082F172CC082191CB13BC1"
"21655994","08BA4FA83F7131A73D3DE67F7E7F9222B571E71E","variety_has_phenotype","variety","F5BD71EDDC2B36FC802916EF592F990D74330B65","phenotype","871AE162087AE9BEE8082F172CC082191CB13BC1"
"21655994","8B87AA4E9B3C95C66240BF049030F3FCA8A4F465","variety_has_phenotype","variety","B194DB9D5B903AB72ED90DDDA4A3B2081AD014BA","phenotype","871AE162087AE9BEE8082F172CC082191CB13BC1"
