observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,rdt(CO_321:1000074),rdt(CO_321:1000074).date
2,2833997,BTH_Clermont-Ferrand_2008_SetB3,BTH_Clermont-Ferrand_2008_SetB3,48483,gnpis_pui:holding-921_taxon-4898_accession-48483,RE07096,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"73,3",
1,2833976,BTH_Clermont-Ferrand_2008_SetB3,BTH_Clermont-Ferrand_2008_SetB3,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"91,44",
2,2834005,BTH_Clermont-Ferrand_2008_SetB3,BTH_Clermont-Ferrand_2008_SetB3,48761,gnpis_pui:holding-921_taxon-4898_accession-48761,CF06199,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"74,18",
1,2834004,BTH_Clermont-Ferrand_2008_SetB3,BTH_Clermont-Ferrand_2008_SetB3,48761,gnpis_pui:holding-921_taxon-4898_accession-48761,CF06199,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"80,36",
2,2834021,BTH_Clermont-Ferrand_2008_SetB3,BTH_Clermont-Ferrand_2008_SetB3,48646,https://doi.org/10.15454/TXCHAY,RE07089,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"77,88",
1,2834020,BTH_Clermont-Ferrand_2008_SetB3,BTH_Clermont-Ferrand_2008_SetB3,48646,https://doi.org/10.15454/TXCHAY,RE07089,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"79,43",
1,2833986,BTH_Clermont-Ferrand_2008_SetB3,BTH_Clermont-Ferrand_2008_SetB3,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"82,09",
2,2833987,BTH_Clermont-Ferrand_2008_SetB3,BTH_Clermont-Ferrand_2008_SetB3,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"80,75",
2,2833983,BTH_Clermont-Ferrand_2008_SetB3,BTH_Clermont-Ferrand_2008_SetB3,48398,gnpis_pui:holding-921_taxon-4898_accession-48398,CF07259,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"87,41",
1,2833982,BTH_Clermont-Ferrand_2008_SetB3,BTH_Clermont-Ferrand_2008_SetB3,48398,gnpis_pui:holding-921_taxon-4898_accession-48398,CF07259,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"87,51",
1,2834002,BTH_Clermont-Ferrand_2008_SetB3,BTH_Clermont-Ferrand_2008_SetB3,48597,gnpis_pui:holding-921_taxon-4898_accession-48597,AO08817,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"95,02",
2,2834003,BTH_Clermont-Ferrand_2008_SetB3,BTH_Clermont-Ferrand_2008_SetB3,48597,gnpis_pui:holding-921_taxon-4898_accession-48597,AO08817,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"91,33",
1,2833980,BTH_Clermont-Ferrand_2008_SetB3,BTH_Clermont-Ferrand_2008_SetB3,48777,gnpis_pui:holding-921_taxon-4898_accession-48777,AO08813,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"87,96",
2,2833981,BTH_Clermont-Ferrand_2008_SetB3,BTH_Clermont-Ferrand_2008_SetB3,48777,gnpis_pui:holding-921_taxon-4898_accession-48777,AO08813,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"88,36",
1,2834024,BTH_Clermont-Ferrand_2008_SetB3,BTH_Clermont-Ferrand_2008_SetB3,48410,gnpis_pui:holding-921_taxon-4898_accession-48410,DI08016,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"77,11",
2,2834025,BTH_Clermont-Ferrand_2008_SetB3,BTH_Clermont-Ferrand_2008_SetB3,48410,gnpis_pui:holding-921_taxon-4898_accession-48410,DI08016,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"79,24",
1,2834018,BTH_Clermont-Ferrand_2008_SetB3,BTH_Clermont-Ferrand_2008_SetB3,27794,https://doi.org/10.15454/LNBBQV,CF07267,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"88,98",
2,2834019,BTH_Clermont-Ferrand_2008_SetB3,BTH_Clermont-Ferrand_2008_SetB3,27794,https://doi.org/10.15454/LNBBQV,CF07267,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"93,54",
2,2834017,BTH_Clermont-Ferrand_2008_SetB3,BTH_Clermont-Ferrand_2008_SetB3,49017,gnpis_pui:holding-921_taxon-4898_accession-49017,CF07208,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"89,62",
1,2834016,BTH_Clermont-Ferrand_2008_SetB3,BTH_Clermont-Ferrand_2008_SetB3,49017,gnpis_pui:holding-921_taxon-4898_accession-49017,CF07208,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"89,9",
1,2834006,BTH_Clermont-Ferrand_2008_SetB3,BTH_Clermont-Ferrand_2008_SetB3,49223,gnpis_pui:holding-921_taxon-4898_accession-49223,DI08022,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"83,57",
2,2834007,BTH_Clermont-Ferrand_2008_SetB3,BTH_Clermont-Ferrand_2008_SetB3,49223,gnpis_pui:holding-921_taxon-4898_accession-49223,DI08022,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"77,08",
2,2833975,BTH_Clermont-Ferrand_2008_SetB3,BTH_Clermont-Ferrand_2008_SetB3,48659,gnpis_pui:holding-921_taxon-4898_accession-48659,CF07315,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"86,21",
1,2833974,BTH_Clermont-Ferrand_2008_SetB3,BTH_Clermont-Ferrand_2008_SetB3,48659,gnpis_pui:holding-921_taxon-4898_accession-48659,CF07315,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,86,
1,2833970,BTH_Clermont-Ferrand_2008_SetB3,BTH_Clermont-Ferrand_2008_SetB3,48963,gnpis_pui:holding-921_taxon-4898_accession-48963,RE07113,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"80,29",
2,2833971,BTH_Clermont-Ferrand_2008_SetB3,BTH_Clermont-Ferrand_2008_SetB3,48963,gnpis_pui:holding-921_taxon-4898_accession-48963,RE07113,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"73,33",
2,2834009,BTH_Clermont-Ferrand_2008_SetB3,BTH_Clermont-Ferrand_2008_SetB3,49693,gnpis_pui:holding-921_taxon-4898_accession-49693,DI08023,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"87,77",
