observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
AO05002itkt,2817580,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,49364,https://doi.org/10.15454/DWZO1B,AO05002,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,78",,"106,8",,"87,7",
CF05092itkt,2817570,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,48951,gnpis_pui:holding-921_taxon-4898_accession-48951,CF05092,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,3",,"101,8",,"83,6",
CF05092itkfi,2817569,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,48951,gnpis_pui:holding-921_taxon-4898_accession-48951,CF05092,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,69",,"111,5",,"66,8",
AO05002itkfi,2817579,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,49364,https://doi.org/10.15454/DWZO1B,AO05002,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,52",,"138,2",,"82,8",
CF05083itkt,2817572,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,48769,gnpis_pui:holding-921_taxon-4898_accession-48769,CF05083,VIRTUAL_TRIAL,,,,,,,,treated,2006,"14,66",,"109,5",,90,
DI06020itkfi,2817625,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,48984,gnpis_pui:holding-921_taxon-4898_accession-48984,DI06020,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"14,9",,"77,6",,"46,5",
Orvantisitkfi,2817617,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"11,76",,"98,6",,"59,1",
DI06019itkt,2817604,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,49334,https://doi.org/10.15454/YSUZEH,DI06019,VIRTUAL_TRIAL,,,,,,,,treated,2006,"14,21",,"109,2",,"89,8",
RE05075itkt,2817612,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,48989,gnpis_pui:holding-921_taxon-4898_accession-48989,RE05075,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,24",,111,,"91,2",
DI06020itkt,2817626,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,48984,gnpis_pui:holding-921_taxon-4898_accession-48984,DI06020,VIRTUAL_TRIAL,,,,,,,,treated,2006,"15,15",,"83,5",,"68,6",
DI06019itkfi,2817603,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,49334,https://doi.org/10.15454/YSUZEH,DI06019,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"13,26",,"127,7",,"76,5",
DI06017itkt,2817586,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,49500,gnpis_pui:holding-921_taxon-4898_accession-49500,DI06017,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,96",,"92,6",,"76,1",
EM05312itkt,2817560,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,48450,https://doi.org/10.15454/XWZ3V6,EM05312,VIRTUAL_TRIAL,,,,,,,,treated,2006,"14,22",,"113,4",,"93,2",
Orvantisitkt,2817618,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,18",,108,,"88,7",
EM05312itkfi,2817559,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,48450,https://doi.org/10.15454/XWZ3V6,EM05312,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,72",,"125,2",,75,
DI06017itkfi,2817585,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,49500,gnpis_pui:holding-921_taxon-4898_accession-49500,DI06017,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,52",,"108,9",,"65,3",
RE05036itkfi,2817595,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,49717,gnpis_pui:holding-921_taxon-4898_accession-49717,RE05036,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"11,68",,"134,4",,"80,5",
RE05106itkt,2817606,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,48516,gnpis_pui:holding-921_taxon-4898_accession-48516,RE05106,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,79",,103,,"84,6",
RE05006itkt,2817558,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,48730,https://doi.org/10.15454/5F0PDE,RE05006,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,82",,"109,6",,"90,1",
CF05146itkt,2817578,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,49001,gnpis_pui:holding-921_taxon-4898_accession-49001,CF05146,VIRTUAL_TRIAL,,,,,,,,treated,2006,"14,52",,"108,2",,"88,9",
Chargeritkt,2817598,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,treated,2006,"14,6",,"85,7",,"70,4",
RE05006itkfi,2817557,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,48730,https://doi.org/10.15454/5F0PDE,RE05006,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,8",,"133,5",,80,
RE05106itkfi,2817605,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,48516,gnpis_pui:holding-921_taxon-4898_accession-48516,RE05106,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,3",,120,,"71,9",
DI06021itkfi,2817627,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,48840,gnpis_pui:holding-921_taxon-4898_accession-48840,DI06021,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,52",,"99,4",,"59,5",
Chargeritkfi,2817597,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"13,36",,"90,7",,"54,4",
RE05026itkt,2817556,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,48440,gnpis_pui:holding-921_taxon-4898_accession-48440,RE05026,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,24",,101,,83,
CF05146itkfi,2817577,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,49001,gnpis_pui:holding-921_taxon-4898_accession-49001,CF05146,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"13,32",,"129,6",,"77,7",
RE05026itkfi,2817555,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,48440,gnpis_pui:holding-921_taxon-4898_accession-48440,RE05026,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,43",,"114,4",,"68,5",
DI06021itkt,2817628,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,48840,gnpis_pui:holding-921_taxon-4898_accession-48840,DI06021,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,9",,"99,1",,"81,4",
RE05067itkt,2817564,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,48796,gnpis_pui:holding-921_taxon-4898_accession-48796,RE05067,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,74",,"100,8",,"82,8",
Farandoleitkt,2817594,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,84",,"109,4",,"89,9",
RE05067itkfi,2817563,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,48796,gnpis_pui:holding-921_taxon-4898_accession-48796,RE05067,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,8",,"112,8",,"67,6",
CF04046itkfi,2817599,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,26983,https://doi.org/10.15454/Z7JXFB,CF04046,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"10,89",,"122,4",,"73,3",
DI06018itkt,2817590,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,48473,gnpis_pui:holding-921_taxon-4898_accession-48473,DI06018,VIRTUAL_TRIAL,,,,,,,,treated,2006,"15,23",,71,,"58,3",
Caphornitkt,2817592,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,03",,"105,9",,87,
Caphornitkfi,2817591,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"11,88",,"107,9",,"64,7",
DI06018itkfi,2817589,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,48473,gnpis_pui:holding-921_taxon-4898_accession-48473,DI06018,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"14,06",,"66,5",,"39,8",
CF04046itkt,2817600,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,26983,https://doi.org/10.15454/Z7JXFB,CF04046,VIRTUAL_TRIAL,,,,,,,,treated,2006,"12,58",,"117,7",,"96,7",
DI06025itkt,2817624,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,48801,gnpis_pui:holding-921_taxon-4898_accession-48801,DI06025,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,92",,"103,1",,"84,7",
DI06025itkfi,2817623,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,48801,gnpis_pui:holding-921_taxon-4898_accession-48801,DI06025,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,68",,"106,2",,"63,7",
CF04214itkt,2817608,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,49393,https://doi.org/10.15454/RBB8O2,CF04214,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,32",,"117,9",,"96,9",
RE05082itkt,2817566,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,49436,gnpis_pui:holding-921_taxon-4898_accession-49436,RE05082,VIRTUAL_TRIAL,,,,,,,,treated,2006,"15,2",,"93,2",,"76,6",
Farandoleitkfi,2817593,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,53",,"125,7",,"75,3",
RE05082itkfi,2817565,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,49436,gnpis_pui:holding-921_taxon-4898_accession-49436,RE05082,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"13,72",,"116,7",,"69,9",
RE05042itkfi,2817573,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,48619,gnpis_pui:holding-921_taxon-4898_accession-48619,RE05042,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"11,96",,"140,2",,84,
CF04214itkfi,2817607,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,49393,https://doi.org/10.15454/RBB8O2,CF04214,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"11,9",,"135,8",,"81,4",
CF05070itkfi,2817619,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,49098,https://doi.org/10.15454/YQH6B1,CF05070,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"13,8",,"124,4",,"74,5",
DI06023itkt,2817632,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,48871,gnpis_pui:holding-921_taxon-4898_accession-48871,DI06023,VIRTUAL_TRIAL,,,,,,,,treated,2006,"14,65",,"100,8",,"82,8",
CF05070itkt,2817620,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,49098,https://doi.org/10.15454/YQH6B1,CF05070,VIRTUAL_TRIAL,,,,,,,,treated,2006,"14,96",,"103,2",,"84,8",
EM05347itkfi,2817583,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,48655,gnpis_pui:holding-921_taxon-4898_accession-48655,EM05347,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,23",,130,,"77,9",
DI06023itkfi,2817631,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,48871,gnpis_pui:holding-921_taxon-4898_accession-48871,DI06023,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,48",,"100,1",,60,
RE05042itkt,2817574,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,48619,gnpis_pui:holding-921_taxon-4898_accession-48619,RE05042,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,12",,"110,9",,"91,1",
DI06024itkt,2817622,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,49274,https://doi.org/10.15454/WL2TYG,DI06024,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,74",,"111,9",,92,
Apacheitkt,2817588,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,42",,"100,4",,"82,5",
CF05001itkfi,2817575,BTH_Estrées-Mons_2006_SetB3,BTH_Estrées-Mons_2006_SetB3,48455,gnpis_pui:holding-921_taxon-4898_accession-48455,CF05001,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,42",,"122,2",,"73,2",
