observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
2,2877649,BTH_Le_Moulon_2013_SetB2,BTH_Le_Moulon_2013_SetB2,60913,https://doi.org/10.15454/GQZLI1,AO13019,REPLICATION,2,,,,,,REPLICATION:2,treated,2013,"11,6",,"103,72",
1,2877532,BTH_Le_Moulon_2013_SetB2,BTH_Le_Moulon_2013_SetB2,61601,https://doi.org/10.15454/RDBYFX,CF12265,REPLICATION,1,,,,,,REPLICATION:1,treated,2013,"11,1",,"102,2",
1,2877546,BTH_Le_Moulon_2013_SetB2,BTH_Le_Moulon_2013_SetB2,61020,https://doi.org/10.15454/NT4S5Q,AO13026,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2013,11,,"79,16",
2,2877647,BTH_Le_Moulon_2013_SetB2,BTH_Le_Moulon_2013_SetB2,60913,https://doi.org/10.15454/GQZLI1,AO13019,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2013,"11,7",,"79,82",
2,2877543,BTH_Le_Moulon_2013_SetB2,BTH_Le_Moulon_2013_SetB2,60990,https://doi.org/10.15454/SCWN6J,AO13024,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2013,"10,6",,"90,66",
2,2877545,BTH_Le_Moulon_2013_SetB2,BTH_Le_Moulon_2013_SetB2,60990,https://doi.org/10.15454/SCWN6J,AO13024,REPLICATION,2,,,,,,REPLICATION:2,treated,2013,"11,1",,"103,29",
1,2877622,BTH_Le_Moulon_2013_SetB2,BTH_Le_Moulon_2013_SetB2,61483,https://doi.org/10.15454/9QIAHU,RE12057,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2013,"10,2",,"85,72",
2,2877531,BTH_Le_Moulon_2013_SetB2,BTH_Le_Moulon_2013_SetB2,61601,https://doi.org/10.15454/RDBYFX,CF12265,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2013,"10,1",,"74,1",
1,2877542,BTH_Le_Moulon_2013_SetB2,BTH_Le_Moulon_2013_SetB2,60990,https://doi.org/10.15454/SCWN6J,AO13024,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2013,"10,7",,"89,94",
1,2877544,BTH_Le_Moulon_2013_SetB2,BTH_Le_Moulon_2013_SetB2,60990,https://doi.org/10.15454/SCWN6J,AO13024,REPLICATION,1,,,,,,REPLICATION:1,treated,2013,"11,2",,"104,57",
1,2877562,BTH_Le_Moulon_2013_SetB2,BTH_Le_Moulon_2013_SetB2,60962,https://doi.org/10.15454/57FECX,AO13022,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2013,11,,"87,05",
2,2877563,BTH_Le_Moulon_2013_SetB2,BTH_Le_Moulon_2013_SetB2,60962,https://doi.org/10.15454/57FECX,AO13022,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2013,"10,3",,"89,33",
1,2877564,BTH_Le_Moulon_2013_SetB2,BTH_Le_Moulon_2013_SetB2,60962,https://doi.org/10.15454/57FECX,AO13022,REPLICATION,1,,,,,,REPLICATION:1,treated,2013,"10,9",,"115,9",
2,2877565,BTH_Le_Moulon_2013_SetB2,BTH_Le_Moulon_2013_SetB2,60962,https://doi.org/10.15454/57FECX,AO13022,REPLICATION,2,,,,,,REPLICATION:2,treated,2013,"10,7",,"115,46",
1,2877630,BTH_Le_Moulon_2013_SetB2,BTH_Le_Moulon_2013_SetB2,61616,https://doi.org/10.15454/L4H0GP,CF12271,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2013,"10,6",,"90,1",
2,2877631,BTH_Le_Moulon_2013_SetB2,BTH_Le_Moulon_2013_SetB2,61616,https://doi.org/10.15454/L4H0GP,CF12271,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2013,10,,"83,14",
1,2877624,BTH_Le_Moulon_2013_SetB2,BTH_Le_Moulon_2013_SetB2,61483,https://doi.org/10.15454/9QIAHU,RE12057,REPLICATION,1,,,,,,REPLICATION:1,treated,2013,"11,5",,"97,03",
1,2877560,BTH_Le_Moulon_2013_SetB2,BTH_Le_Moulon_2013_SetB2,60976,https://doi.org/10.15454/MDP0B7,AO13023,REPLICATION,1,,,,,,REPLICATION:1,treated,2013,"11,8",,"98,46",
1,2877558,BTH_Le_Moulon_2013_SetB2,BTH_Le_Moulon_2013_SetB2,60976,https://doi.org/10.15454/MDP0B7,AO13023,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2013,"11,9",,"86,51",
