observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,rdt(CO_321:1000074),rdt(CO_321:1000074).date
1,2842749,BTH_Clermont-Ferrand_2009_SetB3,BTH_Clermont-Ferrand_2009_SetB3,61760,https://doi.org/10.15454/GC5XFU,DI09021,REPLICATION,1,,,,,,REPLICATION:1,treated,2009,"94,93",
2,2842776,BTH_Clermont-Ferrand_2009_SetB3,BTH_Clermont-Ferrand_2009_SetB3,61306,https://doi.org/10.15454/BEKLAJ,RE08071,REPLICATION,2,,,,,,REPLICATION:2,treated,2009,"79,16",
1,2842775,BTH_Clermont-Ferrand_2009_SetB3,BTH_Clermont-Ferrand_2009_SetB3,61306,https://doi.org/10.15454/BEKLAJ,RE08071,REPLICATION,1,,,,,,REPLICATION:1,treated,2009,"85,9",
1,2842789,BTH_Clermont-Ferrand_2009_SetB3,BTH_Clermont-Ferrand_2009_SetB3,61974,https://doi.org/10.15454/ENEA7S,EM08234,REPLICATION,1,,,,,,REPLICATION:1,treated,2009,"92,81",
2,2842790,BTH_Clermont-Ferrand_2009_SetB3,BTH_Clermont-Ferrand_2009_SetB3,61974,https://doi.org/10.15454/ENEA7S,EM08234,REPLICATION,2,,,,,,REPLICATION:2,treated,2009,"90,65",
2,2842794,BTH_Clermont-Ferrand_2009_SetB3,BTH_Clermont-Ferrand_2009_SetB3,60720,https://doi.org/10.15454/YRTV6F,RE08068,REPLICATION,2,,,,,,REPLICATION:2,treated,2009,"88,79",
1,2842793,BTH_Clermont-Ferrand_2009_SetB3,BTH_Clermont-Ferrand_2009_SetB3,60720,https://doi.org/10.15454/YRTV6F,RE08068,REPLICATION,1,,,,,,REPLICATION:1,treated,2009,"89,67",
2,2842786,BTH_Clermont-Ferrand_2009_SetB3,BTH_Clermont-Ferrand_2009_SetB3,27800,https://doi.org/10.15454/WQU9II,CF08127,REPLICATION,2,,,,,,REPLICATION:2,treated,2009,"96,29",
1,2842785,BTH_Clermont-Ferrand_2009_SetB3,BTH_Clermont-Ferrand_2009_SetB3,27800,https://doi.org/10.15454/WQU9II,CF08127,REPLICATION,1,,,,,,REPLICATION:1,treated,2009,"93,01",
2,2842760,BTH_Clermont-Ferrand_2009_SetB3,BTH_Clermont-Ferrand_2009_SetB3,27801,https://doi.org/10.15454/1DEONX,CF08139,REPLICATION,2,,,,,,REPLICATION:2,treated,2009,"112,67",
