observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
2,2784826,BTH_Dijon_2003_SetA1,BTH_Dijon_2003_SetA1,48378,gnpis_pui:holding-921_taxon-4898_accession-48378,AO03003,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2003,"11,67",,"45,83",
2,2784858,BTH_Dijon_2003_SetA1,BTH_Dijon_2003_SetA1,26106,https://doi.org/10.15454/MAUZZM,DI00010,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2003,"11,02",,"44,16",
1,2784857,BTH_Dijon_2003_SetA1,BTH_Dijon_2003_SetA1,26106,https://doi.org/10.15454/MAUZZM,DI00010,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2003,"11,09",,"49,82",
2,2784894,BTH_Dijon_2003_SetA1,BTH_Dijon_2003_SetA1,26105,https://doi.org/10.15454/XCQCZQ,CF00116,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2003,"10,22",,"41,49",
2,2784896,BTH_Dijon_2003_SetA1,BTH_Dijon_2003_SetA1,26105,https://doi.org/10.15454/XCQCZQ,CF00116,REPLICATION,2,,,,,,REPLICATION:2,treated,2003,"15,74",,"49,44",
1,2784895,BTH_Dijon_2003_SetA1,BTH_Dijon_2003_SetA1,26105,https://doi.org/10.15454/XCQCZQ,CF00116,REPLICATION,1,,,,,,REPLICATION:1,treated,2003,"14,44",,"64,64",
1,2784893,BTH_Dijon_2003_SetA1,BTH_Dijon_2003_SetA1,26105,https://doi.org/10.15454/XCQCZQ,CF00116,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2003,"10,62",,"49,04",
2,2784924,BTH_Dijon_2003_SetA1,BTH_Dijon_2003_SetA1,26102,https://doi.org/10.15454/WNKZ9X,EM00072,REPLICATION,2,,,,,,REPLICATION:2,treated,2003,"13,81",,"55,95",
1,2784923,BTH_Dijon_2003_SetA1,BTH_Dijon_2003_SetA1,26102,https://doi.org/10.15454/WNKZ9X,EM00072,REPLICATION,1,,,,,,REPLICATION:1,treated,2003,"14,21",,"55,04",
1,2784921,BTH_Dijon_2003_SetA1,BTH_Dijon_2003_SetA1,26102,https://doi.org/10.15454/WNKZ9X,EM00072,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2003,"12,52",,"37,19",
2,2784922,BTH_Dijon_2003_SetA1,BTH_Dijon_2003_SetA1,26102,https://doi.org/10.15454/WNKZ9X,EM00072,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2003,"12,76",,"34,12",
2,2784844,BTH_Dijon_2003_SetA1,BTH_Dijon_2003_SetA1,26108,https://doi.org/10.15454/MTMO4R,EM00002,REPLICATION,2,,,,,,REPLICATION:2,treated,2003,"12,99",,"65,05",
1,2784841,BTH_Dijon_2003_SetA1,BTH_Dijon_2003_SetA1,26108,https://doi.org/10.15454/MTMO4R,EM00002,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2003,"9,96",,"49,2",
1,2784843,BTH_Dijon_2003_SetA1,BTH_Dijon_2003_SetA1,26108,https://doi.org/10.15454/MTMO4R,EM00002,REPLICATION,1,,,,,,REPLICATION:1,treated,2003,"14,23",,"67,14",
2,2784842,BTH_Dijon_2003_SetA1,BTH_Dijon_2003_SetA1,26108,https://doi.org/10.15454/MTMO4R,EM00002,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2003,"10,21",,"56,49",
1,2784845,BTH_Dijon_2003_SetA1,BTH_Dijon_2003_SetA1,26107,https://doi.org/10.15454/IJHBYL,DI00024,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2003,"10,32",,"50,42",
1,2784847,BTH_Dijon_2003_SetA1,BTH_Dijon_2003_SetA1,26107,https://doi.org/10.15454/IJHBYL,DI00024,REPLICATION,1,,,,,,REPLICATION:1,treated,2003,"14,81",,"52,96",
2,2784846,BTH_Dijon_2003_SetA1,BTH_Dijon_2003_SetA1,26107,https://doi.org/10.15454/IJHBYL,DI00024,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2003,"10,52",,"42,28",
2,2784848,BTH_Dijon_2003_SetA1,BTH_Dijon_2003_SetA1,26107,https://doi.org/10.15454/IJHBYL,DI00024,REPLICATION,2,,,,,,REPLICATION:2,treated,2003,"12,97",,"72,29",
1,2784927,BTH_Dijon_2003_SetA1,BTH_Dijon_2003_SetA1,26110,https://doi.org/10.15454/PY1VVU,RE01002,REPLICATION,1,,,,,,REPLICATION:1,treated,2003,"14,32",,"53,37",
1,2784925,BTH_Dijon_2003_SetA1,BTH_Dijon_2003_SetA1,26110,https://doi.org/10.15454/PY1VVU,RE01002,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2003,"10,51",,"51,19",
2,2784926,BTH_Dijon_2003_SetA1,BTH_Dijon_2003_SetA1,26110,https://doi.org/10.15454/PY1VVU,RE01002,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2003,"11,25",,"52,19",
2,2784928,BTH_Dijon_2003_SetA1,BTH_Dijon_2003_SetA1,26110,https://doi.org/10.15454/PY1VVU,RE01002,REPLICATION,2,,,,,,REPLICATION:2,treated,2003,"13,37",,"60,19",
1,2784839,BTH_Dijon_2003_SetA1,BTH_Dijon_2003_SetA1,26103,https://doi.org/10.15454/VUCZZU,CF00108,REPLICATION,1,,,,,,REPLICATION:1,treated,2003,"14,35",,"65,66",
