observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fr(CO_321:1000271),fr(CO_321:1000271).date
CF11228,2869620,BTH_Chaux_des_Prés_2012_SetB3,BTH_Chaux_des_Prés_2012_SetB3,61645,https://doi.org/10.15454/IO4TVO,CF11228,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
CF11227,2869625,BTH_Chaux_des_Prés_2012_SetB3,BTH_Chaux_des_Prés_2012_SetB3,61631,https://doi.org/10.15454/XHXQYM,CF11227,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
CF11224,2869624,BTH_Chaux_des_Prés_2012_SetB3,BTH_Chaux_des_Prés_2012_SetB3,61615,https://doi.org/10.15454/RSLCQO,CF11224,VIRTUAL_TRIAL,,,,,,,,2012,"1,5",
CF11279,2869605,BTH_Chaux_des_Prés_2012_SetB3,BTH_Chaux_des_Prés_2012_SetB3,61660,https://doi.org/10.15454/I4EDVN,CF11279,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
CF11289,2869610,BTH_Chaux_des_Prés_2012_SetB3,BTH_Chaux_des_Prés_2012_SetB3,61675,https://doi.org/10.15454/2RSAHH,CF11289,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
DI12014,2869628,BTH_Chaux_des_Prés_2012_SetB3,BTH_Chaux_des_Prés_2012_SetB3,61954,https://doi.org/10.15454/YP2UOF,DI12014,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
DI12018,2869626,BTH_Chaux_des_Prés_2012_SetB3,BTH_Chaux_des_Prés_2012_SetB3,62018,https://doi.org/10.15454/LSENI4,DI12018,VIRTUAL_TRIAL,,,,,,,,2012,"2,5",
DI12019,2869627,BTH_Chaux_des_Prés_2012_SetB3,BTH_Chaux_des_Prés_2012_SetB3,62033,https://doi.org/10.15454/LXXI3T,DI12019,VIRTUAL_TRIAL,,,,,,,,2012,5,
DI12015,2869629,BTH_Chaux_des_Prés_2012_SetB3,BTH_Chaux_des_Prés_2012_SetB3,61970,https://doi.org/10.15454/G4JD19,DI12015,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
Barok,2869594,BTH_Chaux_des_Prés_2012_SetB3,BTH_Chaux_des_Prés_2012_SetB3,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,,,,2012,"3,5",
RE11091,2869611,BTH_Chaux_des_Prés_2012_SetB3,BTH_Chaux_des_Prés_2012_SetB3,49027,https://doi.org/10.15454/HZ1HSQ,RE11091,VIRTUAL_TRIAL,,,,,,,,2012,5,
RE11094,2869604,BTH_Chaux_des_Prés_2012_SetB3,BTH_Chaux_des_Prés_2012_SetB3,48366,https://doi.org/10.15454/ZSJORF,RE11094,VIRTUAL_TRIAL,,,,,,,,2012,"3,5",
RE11095,2869603,BTH_Chaux_des_Prés_2012_SetB3,BTH_Chaux_des_Prés_2012_SetB3,49685,https://doi.org/10.15454/NZBGQD,RE11095,VIRTUAL_TRIAL,,,,,,,,2012,"3,5",
RE11096,2869599,BTH_Chaux_des_Prés_2012_SetB3,BTH_Chaux_des_Prés_2012_SetB3,48664,https://doi.org/10.15454/ITWRUM,RE11096,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
RE11098,2869600,BTH_Chaux_des_Prés_2012_SetB3,BTH_Chaux_des_Prés_2012_SetB3,49149,https://doi.org/10.15454/AXKGHH,RE11098,VIRTUAL_TRIAL,,,,,,,,2012,"1,5",
Premio,2869598,BTH_Chaux_des_Prés_2012_SetB3,BTH_Chaux_des_Prés_2012_SetB3,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,2012,4,
Fr498/10,2869622,BTH_Chaux_des_Prés_2012_SetB3,BTH_Chaux_des_Prés_2012_SetB3,49729,gnpis_pui:holding-921_taxon-4898_accession-49729,Fr498/10,VIRTUAL_TRIAL,,,,,,,,2012,3,
CFQUE/013,2869612,BTH_Chaux_des_Prés_2012_SetB3,BTH_Chaux_des_Prés_2012_SetB3,48552,gnpis_pui:holding-921_taxon-4898_accession-48552,CFQUE/013,VIRTUAL_TRIAL,,,,,,,,2012,5,
Apache,2869613,BTH_Chaux_des_Prés_2012_SetB3,BTH_Chaux_des_Prés_2012_SetB3,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2012,"4,5",
EM11623,2869608,BTH_Chaux_des_Prés_2012_SetB3,BTH_Chaux_des_Prés_2012_SetB3,49528,gnpis_pui:holding-921_taxon-4898_accession-49528,EM11623,VIRTUAL_TRIAL,,,,,,,,2012,5,
Flamenko,2869621,BTH_Chaux_des_Prés_2012_SetB3,BTH_Chaux_des_Prés_2012_SetB3,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
CF11215,2869593,BTH_Chaux_des_Prés_2012_SetB3,BTH_Chaux_des_Prés_2012_SetB3,49188,https://doi.org/10.15454/5IXUYK,CF11215,VIRTUAL_TRIAL,,,,,,,,2012,4,
CF11291,2869632,BTH_Chaux_des_Prés_2012_SetB3,BTH_Chaux_des_Prés_2012_SetB3,48959,https://doi.org/10.15454/VMWB4Q,CF11291,VIRTUAL_TRIAL,,,,,,,,2012,4,
EM11604,2869614,BTH_Chaux_des_Prés_2012_SetB3,BTH_Chaux_des_Prés_2012_SetB3,49309,https://doi.org/10.15454/RKL8AU,EM11604,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",
RE11113,2869623,BTH_Chaux_des_Prés_2012_SetB3,BTH_Chaux_des_Prés_2012_SetB3,48537,https://doi.org/10.15454/OVF7NV,RE11113,VIRTUAL_TRIAL,,,,,,,,2012,4,
RE11116,2869607,BTH_Chaux_des_Prés_2012_SetB3,BTH_Chaux_des_Prés_2012_SetB3,48613,https://doi.org/10.15454/12BULQ,RE11116,VIRTUAL_TRIAL,,,,,,,,2012,5,
CF11216,2869596,BTH_Chaux_des_Prés_2012_SetB3,BTH_Chaux_des_Prés_2012_SetB3,61600,https://doi.org/10.15454/KE0AWJ,CF11216,VIRTUAL_TRIAL,,,,,,,,2012,"1,5",
