observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,rdt(CO_321:1000074),rdt(CO_321:1000074).date,sept(CO_321:1000109),sept(CO_321:1000109).date
1,2833470,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,49535,gnpis_pui:holding-921_taxon-4898_accession-49535,AO08337,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"34,97",,4,
1,2833496,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"47,96",,"3,5",
2,2833497,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"41,24",,4,
1,2833474,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,27738,https://doi.org/10.15454/JP9LCI,MUSIK,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"47,16",,4,
2,2833475,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,27738,https://doi.org/10.15454/JP9LCI,MUSIK,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"42,55",,6,
2,2833499,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"31,95",,"5,8",
1,2833498,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"34,89",,5,
2,2833511,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,27792,https://doi.org/10.15454/NZODZY,CF07143,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"58,71",,3,
1,2833510,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,27792,https://doi.org/10.15454/NZODZY,CF07143,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"60,99",,"2,5",
1,2833464,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,27807,https://doi.org/10.15454/E8FP9Y,DI08011,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"46,14",,"3,5",
2,2833517,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,48757,gnpis_pui:holding-921_taxon-4898_accession-48757,RE07045,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"38,63",,"5,8",
1,2833490,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"41,43",,4,
2,2833491,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"38,45",,5,
2,2833527,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,48501,gnpis_pui:holding-921_taxon-4898_accession-48501,RE07082,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"48,17",,4,
1,2833526,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,48501,gnpis_pui:holding-921_taxon-4898_accession-48501,RE07082,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"46,89",,3,
2,2833521,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,48671,gnpis_pui:holding-921_taxon-4898_accession-48671,CF07080,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"45,5",,"4,2",
1,2833520,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,48671,gnpis_pui:holding-921_taxon-4898_accession-48671,CF07080,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"46,04",,"3,5",
2,2833467,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,48734,gnpis_pui:holding-921_taxon-4898_accession-48734,DI08010,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"32,99",,"4,8",
1,2833466,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,48734,gnpis_pui:holding-921_taxon-4898_accession-48734,DI08010,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"38,81",,4,
2,2833481,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,27793,https://doi.org/10.15454/0F480I,CF07193,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"49,14",,4,
1,2833480,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,27793,https://doi.org/10.15454/0F480I,CF07193,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"47,27",,3,
2,2833515,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,49013,gnpis_pui:holding-921_taxon-4898_accession-49013,RE07047,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"40,42",,"4,5",
1,2833514,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,49013,gnpis_pui:holding-921_taxon-4898_accession-49013,RE07047,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"47,82",,"3,5",
2,2833513,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,27903,https://doi.org/10.15454/EWNN9Q,CF07141,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"40,75",,"4,8",
1,2833512,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,27903,https://doi.org/10.15454/EWNN9Q,CF07141,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"44,53",,"3,5",
1,2833460,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,49005,gnpis_pui:holding-921_taxon-4898_accession-49005,RE07071,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"40,38",,3,
2,2833461,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,49005,gnpis_pui:holding-921_taxon-4898_accession-49005,RE07071,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"42,59",,4,
2,2833463,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,49381,gnpis_pui:holding-921_taxon-4898_accession-49381,DI08012,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"42,01",,"6,2",
1,2833462,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,49381,gnpis_pui:holding-921_taxon-4898_accession-49381,DI08012,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"44,99",,"4,5",
2,2833465,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,27807,https://doi.org/10.15454/E8FP9Y,DI08011,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"45,66",,"5,2",
1,2833484,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"50,95",,3,
2,2833485,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"54,99",,"3,8",
1,2833524,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,27836,https://doi.org/10.15454/RTDUJV,RE07083,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"43,66",,4,
2,2833525,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,27836,https://doi.org/10.15454/RTDUJV,RE07083,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"41,63",,"5,8",
2,2833483,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,27791,https://doi.org/10.15454/VCEDFU,CF07097,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,53,,"4,2",
1,2833482,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,27791,https://doi.org/10.15454/VCEDFU,CF07097,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"50,11",,3,
1,2833472,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,27306,https://doi.org/10.15454/LF7SKR,RE07040,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"49,41",,3,
2,2833473,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,27306,https://doi.org/10.15454/LF7SKR,RE07040,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"48,24",,"4,2",
2,2833457,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,26914,https://doi.org/10.15454/5YB44K,PREMIO,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"40,99",,"6,8",
1,2833456,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,26914,https://doi.org/10.15454/5YB44K,PREMIO,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"39,72",,5,
2,2833503,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,48952,gnpis_pui:holding-921_taxon-4898_accession-48952,RE07028,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"34,49",,"7,5",
1,2833502,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,48952,gnpis_pui:holding-921_taxon-4898_accession-48952,RE07028,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"31,76",,"5,5",
1,2833478,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,48462,gnpis_pui:holding-921_taxon-4898_accession-48462,RE07036,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"38,18",,"3,5",
2,2833479,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,48462,gnpis_pui:holding-921_taxon-4898_accession-48462,RE07036,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"41,72",,5,
2,2833495,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,49475,gnpis_pui:holding-921_taxon-4898_accession-49475,CF07138,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"48,91",,"3,8",
1,2833494,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,49475,gnpis_pui:holding-921_taxon-4898_accession-49475,CF07138,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"50,65",,3,
2,2833529,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,49201,gnpis_pui:holding-921_taxon-4898_accession-49201,RE07087,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"51,25",,3,
1,2833528,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,49201,gnpis_pui:holding-921_taxon-4898_accession-49201,RE07087,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"48,29",,3,
2,2833531,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,49416,gnpis_pui:holding-921_taxon-4898_accession-49416,AO08514,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"35,82",,7,
1,2833530,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,49416,gnpis_pui:holding-921_taxon-4898_accession-49416,AO08514,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"32,99",,5,
1,2833518,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,48821,gnpis_pui:holding-921_taxon-4898_accession-48821,RE07038,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"45,18",,"3,5",
2,2833519,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,48821,gnpis_pui:holding-921_taxon-4898_accession-48821,RE07038,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"46,84",,5,
1,2833492,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,49294,gnpis_pui:holding-921_taxon-4898_accession-49294,EM07219,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"49,31",,4,
2,2833493,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,49294,gnpis_pui:holding-921_taxon-4898_accession-49294,EM07219,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"44,48",,"4,2",
1,2833468,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,49513,gnpis_pui:holding-921_taxon-4898_accession-49513,DI08014,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"35,37",,4,
2,2833469,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,49513,gnpis_pui:holding-921_taxon-4898_accession-49513,DI08014,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"37,08",,"5,8",
2,2833523,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,49516,gnpis_pui:holding-921_taxon-4898_accession-49516,RE07075,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"42,4",,"5,2",
1,2833522,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,49516,gnpis_pui:holding-921_taxon-4898_accession-49516,RE07075,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"38,86",,"3,5",
2,2833507,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,48494,gnpis_pui:holding-921_taxon-4898_accession-48494,DI08009,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,47,,"3,2",
1,2833506,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,48494,gnpis_pui:holding-921_taxon-4898_accession-48494,DI08009,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"49,14",,"2,5",
2,2833459,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,48496,gnpis_pui:holding-921_taxon-4898_accession-48496,EM07246,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"44,45",,"5,5",
1,2833458,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,48496,gnpis_pui:holding-921_taxon-4898_accession-48496,EM07246,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"43,51",,3,
2,2833501,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,48515,gnpis_pui:holding-921_taxon-4898_accession-48515,AO08511,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"27,85",,8,
1,2833500,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,48515,gnpis_pui:holding-921_taxon-4898_accession-48515,AO08511,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"26,14",,"6,5",
2,2833487,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,48541,gnpis_pui:holding-921_taxon-4898_accession-48541,EM07213,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2008,"48,07",,"4,2",
1,2833486,BTH_Lusignan_2008_SetB2,BTH_Lusignan_2008_SetB2,48541,gnpis_pui:holding-921_taxon-4898_accession-48541,EM07213,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2008,"47,38",,"3,5",
