observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fr(CO_321:1000271),fr(CO_321:1000271).date
DI08011,2838453,BTH_Chaux_des_Prés_2009_SetA2,BTH_Chaux_des_Prés_2009_SetA2,27807,https://doi.org/10.15454/E8FP9Y,DI08011,VIRTUAL_TRIAL,,,,,,,,2009,4,
RE07004,2838450,BTH_Chaux_des_Prés_2009_SetA2,BTH_Chaux_des_Prés_2009_SetA2,27843,https://doi.org/10.15454/KB5WU7,RE07004,VIRTUAL_TRIAL,,,,,,,,2009,1,
RE07083,2838459,BTH_Chaux_des_Prés_2009_SetA2,BTH_Chaux_des_Prés_2009_SetA2,27836,https://doi.org/10.15454/RTDUJV,RE07083,VIRTUAL_TRIAL,,,,,,,,2009,2,
RE07025,2838451,BTH_Chaux_des_Prés_2009_SetA2,BTH_Chaux_des_Prés_2009_SetA2,27835,https://doi.org/10.15454/GZMJBE,RE07025,VIRTUAL_TRIAL,,,,,,,,2009,6,
AO09009,2838422,BTH_Chaux_des_Prés_2009_SetA2,BTH_Chaux_des_Prés_2009_SetA2,27778,https://doi.org/10.15454/H1V79U,AO09009,VIRTUAL_TRIAL,,,,,,,,2009,"2,5",
CF07097,2838437,BTH_Chaux_des_Prés_2009_SetA2,BTH_Chaux_des_Prés_2009_SetA2,27791,https://doi.org/10.15454/VCEDFU,CF07097,VIRTUAL_TRIAL,,,,,,,,2009,2,
AO09011,2838448,BTH_Chaux_des_Prés_2009_SetA2,BTH_Chaux_des_Prés_2009_SetA2,27780,https://doi.org/10.15454/RVET6J,AO09011,VIRTUAL_TRIAL,,,,,,,,2009,"3,5",
AO09008,2838432,BTH_Chaux_des_Prés_2009_SetA2,BTH_Chaux_des_Prés_2009_SetA2,27777,https://doi.org/10.15454/KBQRVN,AO09008,VIRTUAL_TRIAL,,,,,,,,2009,"3,5",
AO09007,2838423,BTH_Chaux_des_Prés_2009_SetA2,BTH_Chaux_des_Prés_2009_SetA2,27776,https://doi.org/10.15454/4JXOGF,AO09007,VIRTUAL_TRIAL,,,,,,,,2009,"7,5",
CF07008,2838460,BTH_Chaux_des_Prés_2009_SetA2,BTH_Chaux_des_Prés_2009_SetA2,27787,https://doi.org/10.15454/SLLTW8,CF07008,VIRTUAL_TRIAL,,,,,,,,2009,"1,5",
AO09010,2838449,BTH_Chaux_des_Prés_2009_SetA2,BTH_Chaux_des_Prés_2009_SetA2,27779,https://doi.org/10.15454/NTANDH,AO09010,VIRTUAL_TRIAL,,,,,,,,2009,1,
AO09002,2838439,BTH_Chaux_des_Prés_2009_SetA2,BTH_Chaux_des_Prés_2009_SetA2,27771,https://doi.org/10.15454/DLZRR4,AO09002,VIRTUAL_TRIAL,,,,,,,,2009,"1,5",
CF07002,2838458,BTH_Chaux_des_Prés_2009_SetA2,BTH_Chaux_des_Prés_2009_SetA2,27786,https://doi.org/10.15454/I30U5V,CF07002,VIRTUAL_TRIAL,,,,,,,,2009,2,
AO09005,2838429,BTH_Chaux_des_Prés_2009_SetA2,BTH_Chaux_des_Prés_2009_SetA2,27774,https://doi.org/10.15454/SE9ESL,AO09005,VIRTUAL_TRIAL,,,,,,,,2009,4,
