observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
1,2805971,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2005,"10,78",,"87,16",
2,2805868,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,REPLICATION,2,,,,,,REPLICATION:2,treated,2005,"10,31",,"112,59",
1,2805867,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,REPLICATION,1,,,,,,REPLICATION:1,treated,2005,"11,17",,"111,14",
2,2805866,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2005,,,"93,27",
2,2805992,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26799,https://doi.org/10.15454/PNFUBY,CF03341,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2005,,,"77,49",
2,2805922,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26801,https://doi.org/10.15454/5TSZZX,DI04015,REPLICATION,2,,,,,,REPLICATION:2,treated,2005,"11,59",,"113,06",
1,2805917,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26801,https://doi.org/10.15454/5TSZZX,DI04015,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2005,"10,47",,"85,45",
1,2805921,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26801,https://doi.org/10.15454/5TSZZX,DI04015,REPLICATION,1,,,,,,REPLICATION:1,treated,2005,"11,13",,"104,57",
2,2805920,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26801,https://doi.org/10.15454/5TSZZX,DI04015,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2005,,,"77,92",
1,2805919,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26801,https://doi.org/10.15454/5TSZZX,DI04015,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2005,,,"84,73",
2,2805918,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26801,https://doi.org/10.15454/5TSZZX,DI04015,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2005,"10,96",,"81,68",
2,2806060,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26802,https://doi.org/10.15454/KBHSGY,DI04022,REPLICATION,2,,,,,,REPLICATION:2,treated,2005,"11,36",,"83,53",
1,2806059,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26802,https://doi.org/10.15454/KBHSGY,DI04022,REPLICATION,1,,,,,,REPLICATION:1,treated,2005,"11,21",,"78,24",
2,2806058,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26802,https://doi.org/10.15454/KBHSGY,DI04022,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2005,,,"70,82",
1,2806057,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26802,https://doi.org/10.15454/KBHSGY,DI04022,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2005,,,"73,96",
2,2806056,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26802,https://doi.org/10.15454/KBHSGY,DI04022,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2005,"11,37",,"77,65",
1,2806055,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26802,https://doi.org/10.15454/KBHSGY,DI04022,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2005,"12,49",,"81,27",
2,2806040,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2005,,,"71,48",
1,2806039,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2005,,,"65,9",
2,2806038,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2005,"10,74",,"72,85",
2,2806042,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,REPLICATION,2,,,,,,REPLICATION:2,treated,2005,"10,33",,"109,92",
1,2806041,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,REPLICATION,1,,,,,,REPLICATION:1,treated,2005,"11,07",,"110,5",
1,2806037,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2005,"10,49",,"72,54",
1,2805957,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26803,https://doi.org/10.15454/ADFR47,EM01068,REPLICATION,1,,,,,,REPLICATION:1,treated,2005,"11,19",,"94,7",
2,2805956,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26803,https://doi.org/10.15454/ADFR47,EM01068,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2005,,,"72,3",
2,2805954,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26803,https://doi.org/10.15454/ADFR47,EM01068,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2005,"10,57",,"78,22",
2,2805958,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26803,https://doi.org/10.15454/ADFR47,EM01068,REPLICATION,2,,,,,,REPLICATION:2,treated,2005,"10,58",,"97,4",
1,2805955,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26803,https://doi.org/10.15454/ADFR47,EM01068,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2005,,,"67,16",
1,2805953,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26803,https://doi.org/10.15454/ADFR47,EM01068,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2005,"11,02",,"77,68",
2,2805878,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26807,https://doi.org/10.15454/LDY7MN,EM03028,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2005,,,"86,37",
2,2805880,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26807,https://doi.org/10.15454/LDY7MN,EM03028,REPLICATION,2,,,,,,REPLICATION:2,treated,2005,"11,86",,"97,89",
1,2805877,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26807,https://doi.org/10.15454/LDY7MN,EM03028,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2005,,,"77,32",
2,2805876,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26807,https://doi.org/10.15454/LDY7MN,EM03028,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2005,"10,9",,"77,76",
1,2805879,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26807,https://doi.org/10.15454/LDY7MN,EM03028,REPLICATION,1,,,,,,REPLICATION:1,treated,2005,"11,73",,"94,22",
1,2805875,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26807,https://doi.org/10.15454/LDY7MN,EM03028,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2005,"10,77",,"78,48",
1,2805871,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26808,https://doi.org/10.15454/28ZHWX,EM03041,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2005,,,"77,73",
2,2805870,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26808,https://doi.org/10.15454/28ZHWX,EM03041,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2005,"10,65",,77,
2,2805874,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26808,https://doi.org/10.15454/28ZHWX,EM03041,REPLICATION,2,,,,,,REPLICATION:2,treated,2005,"10,91",,"106,2",
1,2805873,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26808,https://doi.org/10.15454/28ZHWX,EM03041,REPLICATION,1,,,,,,REPLICATION:1,treated,2005,"10,37",,"104,57",
1,2805869,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26808,https://doi.org/10.15454/28ZHWX,EM03041,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2005,"10,35",,"76,51",
2,2805872,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,26808,https://doi.org/10.15454/28ZHWX,EM03041,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2005,,,"70,1",
1,2806029,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,49288,https://doi.org/10.15454/BU8ZPF,LM03015,REPLICATION,1,,,,,,REPLICATION:1,treated,2005,"11,73",,"101,08",
2,2806028,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,49288,https://doi.org/10.15454/BU8ZPF,LM03015,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2005,,,"85,84",
1,2806027,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,49288,https://doi.org/10.15454/BU8ZPF,LM03015,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2005,,,"82,19",
2,2806026,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,49288,https://doi.org/10.15454/BU8ZPF,LM03015,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2005,"10,94",,"78,99",
1,2806025,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,49288,https://doi.org/10.15454/BU8ZPF,LM03015,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2005,"11,53",,"85,87",
2,2806030,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,49288,https://doi.org/10.15454/BU8ZPF,LM03015,REPLICATION,2,,,,,,REPLICATION:2,treated,2005,"11,49",,"97,78",
2,2806024,BTH_Rennes_2005_SetA2,BTH_Rennes_2005_SetA2,49463,https://doi.org/10.15454/8NQXWN,LM03014,REPLICATION,2,,,,,,REPLICATION:2,treated,2005,"11,15",,"104,09",
