observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,ht(CO_321:1000218),ht(CO_321:1000218).date,oid(CO_321:1000145),oid(CO_321:1000145).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
Koreliitkt,2874500,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,88,,,,161,,"11,4",,"83,1",,"102,9",,,,"105,4",,,,,,"4,5",
EM11579itkfi,2874558,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48950,https://doi.org/10.15454/YMQEBZ,EM11579,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"1,5",,80,,1,,158,,"11,6",,"79,2",,"111,5",,7,,"84,5",,"1,5",,4,,"3,5",
Koreliitkfi,2874498,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,90,,1,,161,,"12,1",,"82,8",,"112,2",,4,,85,,1,,"3,5",,"4,5",
CF11029itknt,2874505,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48631,https://doi.org/10.15454/LPOUIM,CF11029,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,1,,,,1,,,,,,,,"100,4",,1,,"80,1",,9,,"3,5",,3,
Koreliitknt,2874499,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,"1,5",,,,"2,5",,,,,,,,"112,8",,4,,90,,1,,"3,5",,6,
EM11579itknt,2874559,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48950,https://doi.org/10.15454/YMQEBZ,EM11579,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,2,,,,"1,5",,,,,,,,109,,7,,"86,9",,1,,"6,5",,"4,5",
Bermudeitkfi,2874465,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,4,,82,,1,,159,,"11,1",,"80,6",,"104,6",,2,,"79,2",,1,,7,,"2,5",
EM11400itkfi,2874522,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48403,https://doi.org/10.15454/U4Y1OC,EM11400,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"2,5",,81,,1,,157,,"12,4",,"79,5",,"101,1",,1,,"76,6",,1,,9,,2,
DI12004itknt,2874493,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49069,https://doi.org/10.15454/EHYGRO,DI12004,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,1,,,,"3,5",,,,,,,,"113,2",,1,,"90,3",,1,,6,,5,
Barokitkt,2874515,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,78,,,,158,,"11,5",,"81,5",,"103,1",,,,"105,6",,,,,,"4,5",
Barokitkfi,2874513,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,85,,1,,158,,"11,5",,"79,2",,"111,3",,"4,5",,"84,3",,"1,5",,"4,5",,5,
RE11113itkt,2874536,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48537,https://doi.org/10.15454/OVF7NV,RE11113,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,95,,,,162,,"11,7",,"78,4",,"104,6",,,,"107,1",,,,,,7,
CF11051itkt,2874458,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49515,https://doi.org/10.15454/XTUZ9D,CF11051,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,82,,,,160,,"11,4",,"82,3",,"102,3",,,,"104,7",,,,,,"2,5",
CF11051itknt,2874457,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49515,https://doi.org/10.15454/XTUZ9D,CF11051,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,1,,,,"1,5",,,,,,,,116,,"4,5",,"92,5",,1,,"5,5",,"4,5",
RE11113itkfi,2874534,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48537,https://doi.org/10.15454/OVF7NV,RE11113,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"2,5",,93,,1,,162,,"11,6",,"77,6",,"116,7",,1,,"88,4",,1,,"2,5",,7,
Barokitknt,2874514,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,1,,,,"1,5",,,,,,,,"112,3",,4,,"89,5",,"1,5",,5,,6,
Bermudeitkt,2874467,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,82,,,,160,,"10,9",,"80,4",,"104,3",,,,"106,8",,,,,,"1,5",
CF11051itkfi,2874456,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49515,https://doi.org/10.15454/XTUZ9D,CF11051,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"1,5",,92,,1,,161,,"11,2",,"81,7",,"109,1",,4,,"82,7",,1,,"4,5",,3,
RE11035itkt,2874488,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49509,https://doi.org/10.15454/GGHC1S,RE11035,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,76,,,,161,,"12,3",,82,,"105,1",,,,"107,6",,,,,,3,
AO13010itkfi,2874525,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,60751,https://doi.org/10.15454/JYOJ35,AO13010,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,84,,1,,159,,"12,1",,"83,2",,"108,6",,"4,5",,"82,3",,1,,4,,3,
EM11604itknt,2874511,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49309,https://doi.org/10.15454/RKL8AU,EM11604,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,3,,,,1,,,,,,,,"107,2",,"1,5",,"85,5",,"1,5",,6,,"2,5",
EM11604itkfi,2874510,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49309,https://doi.org/10.15454/RKL8AU,EM11604,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,4,,85,,1,,156,,"11,4",,"81,2",,"109,5",,1,,83,,"2,5",,5,,"3,5",
RE11035itkfi,2874486,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49509,https://doi.org/10.15454/GGHC1S,RE11035,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,2,,84,,1,,161,,"12,5",,"81,9",,"113,2",,"1,5",,"85,8",,1,,6,,"2,5",
CF11177itkfi,2874555,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48786,https://doi.org/10.15454/TMOAXC,CF11177,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,82,,1,,159,,11,,"80,8",,"105,7",,1,,"80,1",,"2,5",,"8,5",,2,
AO13010itkt,2874527,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,60751,https://doi.org/10.15454/JYOJ35,AO13010,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,80,,,,158,,"12,2",,"83,4",,"109,2",,,,"111,8",,,,,,"4,5",
CF11177itknt,2874556,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48786,https://doi.org/10.15454/TMOAXC,CF11177,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,1,,,,1,,,,,,,,"104,5",,1,,"83,3",,1,,9,,"2,5",
RE11035itknt,2874487,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49509,https://doi.org/10.15454/GGHC1S,RE11035,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,"1,5",,,,3,,,,,,,,"120,3",,1,,"95,9",,1,,7,,"2,5",
RE11059itkt,2874482,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48495,https://doi.org/10.15454/TIEAR7,RE11059,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,82,,,,158,,"12,4",,"83,4",,100,,,,"102,4",,,,,,"2,5",
RE11059itkfi,2874480,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48495,https://doi.org/10.15454/TIEAR7,RE11059,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,84,,1,,160,,"12,7",,"84,9",,"110,7",,"2,5",,"83,9",,1,,"4,5",,2,
CF11177itkt,2874557,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48786,https://doi.org/10.15454/TMOAXC,CF11177,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,82,,,,160,,"11,9",,"82,9",,"112,9",,,,"115,7",,,,,,"2,5",
RE11113itknt,2874535,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48537,https://doi.org/10.15454/OVF7NV,RE11113,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,2,,,,2,,,,,,,,"120,8",,1,,"96,3",,1,,"2,5",,7,
AO13012itknt,2874529,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,60784,https://doi.org/10.15454/3K0RWB,AO13012,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,1,,,,1,,,,,,,,"117,1",,7,,"93,4",,1,,3,,"2,5",
RE11059itknt,2874481,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48495,https://doi.org/10.15454/TIEAR7,RE11059,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,1,,,,"1,5",,,,,,,,"109,2",,"2,5",,"87,2",,1,,"5,5",,3,
CF11215itknt,2874445,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49188,https://doi.org/10.15454/5IXUYK,CF11215,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,1,,,,1,,,,,,,,"101,6",,5,,81,,1,,"6,5",,"2,5",
EM11400itkt,2874524,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48403,https://doi.org/10.15454/U4Y1OC,EM11400,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,82,,,,158,,"11,8",,"78,8",,"99,6",,,,"102,1",,,,,,"1,5",
EM11604itkt,2874512,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49309,https://doi.org/10.15454/RKL8AU,EM11604,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,80,,,,157,,"11,7",,"81,8",,"102,2",,,,"104,7",,,,,,"2,5",
RE11091itknt,2874478,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49027,https://doi.org/10.15454/HZ1HSQ,RE11091,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,"1,5",,,,1,,,,,,,,"109,7",,"2,5",,"87,5",,"1,5",,4,,"6,5",
RE11091itkfi,2874477,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49027,https://doi.org/10.15454/HZ1HSQ,RE11091,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,2,,92,,1,,158,,"11,9",,"79,9",,106,,"2,5",,"80,3",,1,,"4,5",,"4,5",
Bermudeitknt,2874466,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,"3,5",,,,1,,,,,,,,"108,6",,1,,"86,7",,1,,"8,5",,4,
RE11058itkt,2874485,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48469,https://doi.org/10.15454/ENAZXW,RE11058,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,94,,,,158,,"11,3",,"82,2",,"115,8",,,,"118,6",,,,,,4,
RE11058itknt,2874484,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48469,https://doi.org/10.15454/ENAZXW,RE11058,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,1,,,,1,,,,,,,,"126,2",,2,,"100,7",,1,,6,,"4,5",
RE11091itkt,2874479,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49027,https://doi.org/10.15454/HZ1HSQ,RE11091,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,82,,,,158,,"12,1",,"81,1",,"101,2",,,,"103,7",,,,,,7,
RE11058itkfi,2874483,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48469,https://doi.org/10.15454/ENAZXW,RE11058,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,90,,1,,158,,"11,4",,"81,1",,121,,2,,"91,7",,1,,"4,5",,3,
CF11215itkt,2874446,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49188,https://doi.org/10.15454/5IXUYK,CF11215,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,82,,,,160,,"11,7",,"82,2",,99,,,,"101,5",,,,,,"2,5",
CF11215itkfi,2874444,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49188,https://doi.org/10.15454/5IXUYK,CF11215,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,2,,90,,1,,159,,"11,8",,"82,6",,"109,7",,4,,"83,1",,1,,"6,5",,"2,5",
RE11094itkfi,2874474,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48366,https://doi.org/10.15454/ZSJORF,RE11094,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"2,5",,95,,1,,158,,"11,2",,"80,7",,"116,1",,2,,88,,1,,5,,"6,5",
RE11116itknt,2874541,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48613,https://doi.org/10.15454/12BULQ,RE11116,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,3,,,,6,,,,,,,,"107,6",,1,,"85,8",,1,,"7,5",,6,
AO13012itkt,2874530,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,60784,https://doi.org/10.15454/3K0RWB,AO13012,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,89,,,,158,,"12,1",,"82,2",,"110,4",,,,"113,1",,,,,,"2,5",
RE11094itkt,2874476,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48366,https://doi.org/10.15454/ZSJORF,RE11094,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,91,,,,158,,"11,8",,"80,1",,"105,1",,,,"107,6",,,,,,7,
RE11094itknt,2874475,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48366,https://doi.org/10.15454/ZSJORF,RE11094,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,"2,5",,,,1,,,,,,,,"110,9",,1,,"88,5",,"1,5",,6,,7,
CF11291itkt,2874563,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48959,https://doi.org/10.15454/VMWB4Q,CF11291,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,78,,,,154,,"11,9",,"81,7",,"97,1",,,,"99,5",,,,,,3,
CF11291itknt,2874562,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48959,https://doi.org/10.15454/VMWB4Q,CF11291,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,1,,,,1,,,,,,,,"98,2",,1,,"78,3",,1,,9,,"4,5",
RE11116itkt,2874542,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48613,https://doi.org/10.15454/12BULQ,RE11116,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,92,,,,159,,"11,6",,"79,7",,"109,8",,,,"112,5",,,,,,"5,5",
RE11116itkfi,2874540,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48613,https://doi.org/10.15454/12BULQ,RE11116,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,2,,100,,"1,5",,159,,"10,6",,"78,4",,"123,7",,1,,"93,7",,1,,6,,"5,5",
Altigoitknt,2874520,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,3,,,,1,,,,,,,,"98,5",,1,,"78,6",,1,,9,,"3,5",
CF11291itkfi,2874561,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48959,https://doi.org/10.15454/VMWB4Q,CF11291,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,83,,1,,152,,"11,7",,"80,3",,"92,6",,1,,"70,2",,1,,9,,"4,5",
Soissonsitknt,2874553,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,1,,,,1,,,,,,,,99,,2,,"78,9",,1,,9,,"3,5",
RE11095itkt,2874473,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49685,https://doi.org/10.15454/NZBGQD,RE11095,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,93,,,,158,,"11,6",,81,,"108,3",,,,111,,,,,,7,
RE11095itkfi,2874471,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49685,https://doi.org/10.15454/NZBGQD,RE11095,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"2,5",,98,,1,,158,,"11,8",,"80,9",,"107,3",,"2,5",,"81,3",,"2,5",,"4,5",,"6,5",
DI12005itknt,2874490,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48497,https://doi.org/10.15454/KIPU5T,DI12005,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,1,,,,1,,,,,,,,"118,2",,1,,"94,3",,7,,4,,"4,5",
DI12005itkfi,2874489,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48497,https://doi.org/10.15454/KIPU5T,DI12005,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"1,5",,84,,1,,160,,11,,"78,5",,116,,1,,"87,9",,"6,5",,"4,5",,5,
RE11095itknt,2874472,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49685,https://doi.org/10.15454/NZBGQD,RE11095,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,2,,,,1,,,,,,,,"115,3",,2,,92,,2,,"6,5",,"7,5",
DI12005itkt,2874491,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48497,https://doi.org/10.15454/KIPU5T,DI12005,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,76,,,,161,,"11,2",,"79,8",,"106,5",,,,"109,1",,,,,,"5,5",
RE11096itkfi,2874468,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48664,https://doi.org/10.15454/ITWRUM,RE11096,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,92,,1,,160,,"11,8",,"81,2",,"107,4",,6,,"81,3",,1,,3,,3,
EM11400itknt,2874523,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48403,https://doi.org/10.15454/U4Y1OC,EM11400,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,"2,5",,,,1,,,,,,,,"105,2",,1,,"83,9",,1,,9,,"1,5",
RE11096itknt,2874469,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48664,https://doi.org/10.15454/ITWRUM,RE11096,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,1,,,,2,,,,,,,,"111,1",,7,,"88,7",,1,,3,,"5,5",
Altigoitkfi,2874519,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"2,5",,88,,1,,154,,"11,8",,82,,"102,5",,1,,"77,7",,1,,"8,5",,4,
AO13012itkfi,2874528,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,60784,https://doi.org/10.15454/3K0RWB,AO13012,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,90,,1,,160,,"11,4",,"81,7",,"116,7",,"5,5",,"88,4",,1,,"3,5",,"2,5",
Pakitoitkt,2874497,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,27745,https://doi.org/10.15454/YJMDM5,PAKITO,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,74,,,,158,,"10,8",,"80,9",,"101,1",,,,"103,5",,,,,,4,
RE11073itkt,2874464,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49688,https://doi.org/10.15454/F0TXTO,RE11073,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,84,,,,160,,11,,"81,8",,"110,7",,,,"113,4",,,,,,"7,5",
RE11096itkt,2874470,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48664,https://doi.org/10.15454/ITWRUM,RE11096,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,87,,,,159,,"12,4",,"80,2",,"96,6",,,,99,,,,,,2,
