observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fr(CO_321:1000271),fr(CO_321:1000271).date
Koreli,2823997,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,2007,2,
RE06061,2824021,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,27831,https://doi.org/10.15454/BPSJCE,RE06061,VIRTUAL_TRIAL,,,,,,,,2007,"2,5",
AO07218,2824017,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,27758,https://doi.org/10.15454/HQFX9Y,AO07218,VIRTUAL_TRIAL,,,,,,,,2007,3,
AO07302,2823992,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,27759,https://doi.org/10.15454/VOAXIV,AO07302,VIRTUAL_TRIAL,,,,,,,,2007,4,
AO07311,2824014,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,27760,https://doi.org/10.15454/RMDMGI,AO07311,VIRTUAL_TRIAL,,,,,,,,2007,"4,5",
RE06083,2824005,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,49633,gnpis_pui:holding-921_taxon-4898_accession-49633,RE06083,VIRTUAL_TRIAL,,,,,,,,2007,"1,5",
CF06166,2823999,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,49254,gnpis_pui:holding-921_taxon-4898_accession-49254,CF06166,VIRTUAL_TRIAL,,,,,,,,2007,"3,5",
EM06072,2823983,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,48553,gnpis_pui:holding-921_taxon-4898_accession-48553,EM06072,VIRTUAL_TRIAL,,,,,,,,2007,"3,5",
CF06183,2823988,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,48740,gnpis_pui:holding-921_taxon-4898_accession-48740,CF06183,VIRTUAL_TRIAL,,,,,,,,2007,"3,5",
DI07011,2824009,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,49661,gnpis_pui:holding-921_taxon-4898_accession-49661,DI07011,VIRTUAL_TRIAL,,,,,,,,2007,2,
DI07008,2823986,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,48548,gnpis_pui:holding-921_taxon-4898_accession-48548,DI07008,VIRTUAL_TRIAL,,,,,,,,2007,3,
RE06085,2823989,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,49128,gnpis_pui:holding-921_taxon-4898_accession-49128,RE06085,VIRTUAL_TRIAL,,,,,,,,2007,2,
CF06154,2824023,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,49465,gnpis_pui:holding-921_taxon-4898_accession-49465,CF06154,VIRTUAL_TRIAL,,,,,,,,2007,"5,5",
RE06094,2823996,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,49599,gnpis_pui:holding-921_taxon-4898_accession-49599,RE06094,VIRTUAL_TRIAL,,,,,,,,2007,7,
CF06204,2824002,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,49620,gnpis_pui:holding-921_taxon-4898_accession-49620,CF06204,VIRTUAL_TRIAL,,,,,,,,2007,3,
RE06068,2824016,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,49628,gnpis_pui:holding-921_taxon-4898_accession-49628,RE06068,VIRTUAL_TRIAL,,,,,,,,2007,"2,5",
RE06065,2823980,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,49641,gnpis_pui:holding-921_taxon-4898_accession-49641,RE06065,VIRTUAL_TRIAL,,,,,,,,2007,"2,5",
Apache,2824000,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2007,"3,5",
CF06167,2823998,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,48968,gnpis_pui:holding-921_taxon-4898_accession-48968,CF06167,VIRTUAL_TRIAL,,,,,,,,2007,"4,5",
AO07319,2824019,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,49264,gnpis_pui:holding-921_taxon-4898_accession-49264,AO07319,VIRTUAL_TRIAL,,,,,,,,2007,4,
Sankara,2824004,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,VIRTUAL_TRIAL,,,,,,,,2007,2,
Toisondor,2823981,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,VIRTUAL_TRIAL,,,,,,,,2007,"1,5",
Ghayta,2824018,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,VIRTUAL_TRIAL,,,,,,,,2007,"5,5",
Caphorn,2824006,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,2007,3,
RE06079,2823993,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,49477,gnpis_pui:holding-921_taxon-4898_accession-49477,RE06079,VIRTUAL_TRIAL,,,,,,,,2007,1,
CF06193,2824010,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,27067,https://doi.org/10.15454/739FBM,CF06193,VIRTUAL_TRIAL,,,,,,,,2007,"5,5",
RE06062,2824020,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,49221,https://doi.org/10.15454/ORAOPN,RE06062,VIRTUAL_TRIAL,,,,,,,,2007,3,
RE06073,2823990,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,49748,https://doi.org/10.15454/UUJTP5,RE06073,VIRTUAL_TRIAL,,,,,,,,2007,"2,5",
Mendel,2824001,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,26120,https://doi.org/10.15454/TNI3IW,MENDEL,VIRTUAL_TRIAL,,,,,,,,2007,"3,5",
DI07009,2823985,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,49392,gnpis_pui:holding-921_taxon-4898_accession-49392,DI07009,VIRTUAL_TRIAL,,,,,,,,2007,"4,5",
DI07013,2824007,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,27803,https://doi.org/10.15454/GVABT5,DI07013,VIRTUAL_TRIAL,,,,,,,,2007,"2,5",
EM06089,2823995,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,27815,https://doi.org/10.15454/UZYTX5,EM06089,VIRTUAL_TRIAL,,,,,,,,2007,"2,5",
EM06110,2824022,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,27817,https://doi.org/10.15454/KG1VPB,EM06110,VIRTUAL_TRIAL,,,,,,,,2007,2,
EM06094,2824015,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,27816,https://doi.org/10.15454/ZMYTIN,EM06094,VIRTUAL_TRIAL,,,,,,,,2007,"4,5",
EM06091,2824013,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,49611,gnpis_pui:holding-921_taxon-4898_accession-49611,EM06091,VIRTUAL_TRIAL,,,,,,,,2007,2,
EM06170,2823982,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,48712,gnpis_pui:holding-921_taxon-4898_accession-48712,EM06170,VIRTUAL_TRIAL,,,,,,,,2007,"2,5",
AO07301,2823991,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,48857,gnpis_pui:holding-921_taxon-4898_accession-48857,AO07301,VIRTUAL_TRIAL,,,,,,,,2007,4,
DI07012,2823987,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,48866,gnpis_pui:holding-921_taxon-4898_accession-48866,DI07012,VIRTUAL_TRIAL,,,,,,,,2007,"3,5",
DI07010,2824008,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,49542,gnpis_pui:holding-921_taxon-4898_accession-49542,DI07010,VIRTUAL_TRIAL,,,,,,,,2007,3,
EM06090,2824012,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,49553,gnpis_pui:holding-921_taxon-4898_accession-49553,EM06090,VIRTUAL_TRIAL,,,,,,,,2007,"2,5",
CF06200,2824003,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,48479,gnpis_pui:holding-921_taxon-4898_accession-48479,CF06200,VIRTUAL_TRIAL,,,,,,,,2007,2,
RE06078,2823994,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,49672,gnpis_pui:holding-921_taxon-4898_accession-49672,RE06078,VIRTUAL_TRIAL,,,,,,,,2007,2,
DI07014,2823984,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,49677,gnpis_pui:holding-921_taxon-4898_accession-49677,DI07014,VIRTUAL_TRIAL,,,,,,,,2007,"3,5",
CF06194,2824011,BTH_Chaux_des_Prés_2007_SetB2,BTH_Chaux_des_Prés_2007_SetB2,49708,gnpis_pui:holding-921_taxon-4898_accession-49708,CF06194,VIRTUAL_TRIAL,,,,,,,,2007,4,
