observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,pmg(CO_321:1000177),pmg(CO_321:1000177).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
DI09009itkfi,2842185,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,61585,https://doi.org/10.15454/L2HZDZ,DI09009,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,78,,"54,3",,144,,"9,74",,73,,"101,8",,"58,9",
DI09009itkt,2842186,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,61585,https://doi.org/10.15454/L2HZDZ,DI09009,VIRTUAL_TRIAL,,,,,,,,treated,2009,90,,"51,7",,142,,"9,8",,"75,9",,"93,7",,"88,1",
DI09011itkfi,2842227,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,61617,https://doi.org/10.15454/HODBAP,DI09011,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,75,,"37,5",,143,,"9,96",,"69,9",,"87,9",,"50,9",
DI09011itkt,2842228,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,61617,https://doi.org/10.15454/HODBAP,DI09011,VIRTUAL_TRIAL,,,,,,,,treated,2009,85,,"42,2",,141,,"9,43",,"75,1",,"91,2",,"85,8",
DI09012itkfi,2842229,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,61632,https://doi.org/10.15454/B2ALXB,DI09012,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,72,,41,,143,,"9,46",,72,,"90,1",,"52,1",
DI09012itkt,2842230,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,61632,https://doi.org/10.15454/B2ALXB,DI09012,VIRTUAL_TRIAL,,,,,,,,treated,2009,80,,"43,3",,142,,"9,59",,"75,7",,"91,4",,"85,8",
DI09010itkfi,2842225,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,61602,https://doi.org/10.15454/VNDARA,DI09010,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,78,,"43,5",,146,,"9,46",,"71,8",,"107,7",,"62,3",
DI09010itkt,2842226,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,61602,https://doi.org/10.15454/VNDARA,DI09010,VIRTUAL_TRIAL,,,,,,,,treated,2009,85,,"45,7",,144,,"8,46",,"75,3",,"97,3",,"91,4",
DI09014itkfi,2842233,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,61663,https://doi.org/10.15454/WSZFOK,DI09014,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,75,,50,,146,,"9,98",,"71,9",,"104,5",,"60,5",
DI09014itkt,2842234,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,61663,https://doi.org/10.15454/WSZFOK,DI09014,VIRTUAL_TRIAL,,,,,,,,treated,2009,75,,"47,6",,144,,"9,66",,"74,1",,"89,2",,"83,8",
RE08027itkfi,2842211,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,61805,https://doi.org/10.15454/5B16XD,RE08027,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,78,,"42,5",,144,,"10,07",,"76,8",,"102,8",,"59,5",
RE08027itkt,2842212,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,61805,https://doi.org/10.15454/5B16XD,RE08027,VIRTUAL_TRIAL,,,,,,,,treated,2009,82,,"42,4",,142,,"9,9",,"76,8",,"85,4",,"80,3",
EM08229itkfi,2842179,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,61958,https://doi.org/10.15454/0CU5YP,EM08229,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,72,,"42,6",,146,,"9,49",,"69,6",,"115,9",,"67,1",
EM08229itkt,2842180,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,61958,https://doi.org/10.15454/0CU5YP,EM08229,VIRTUAL_TRIAL,,,,,,,,treated,2009,78,,"42,1",,144,,"9,76",,"71,3",,"97,2",,"91,4",
CF08088itkfi,2842197,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,61288,https://doi.org/10.15454/SGFBVV,CF08088,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,75,,"51,9",,144,,"9,57",,"73,3",,"98,6",,"57,1",
CF08088itkt,2842198,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,61288,https://doi.org/10.15454/SGFBVV,CF08088,VIRTUAL_TRIAL,,,,,,,,treated,2009,88,,"48,1",,145,,"9,16",,75,,"96,5",,"90,6",
RE08038itkfi,2842187,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,61373,https://doi.org/10.15454/EQRWYJ,RE08038,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,80,,"39,7",,145,,"8,41",,"73,3",,"121,1",,"70,1",
RE08038itkt,2842188,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,61373,https://doi.org/10.15454/EQRWYJ,RE08038,VIRTUAL_TRIAL,,,,,,,,treated,2009,85,,"39,5",,146,,"8,4",,"74,9",,"99,1",,"93,2",
DI09013itkfi,2842231,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,61647,https://doi.org/10.15454/VYSZ9T,DI09013,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,78,,"52,6",,145,,"9,99",,"71,8",,"103,2",,"59,7",
DI09013itkt,2842232,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,61647,https://doi.org/10.15454/VYSZ9T,DI09013,VIRTUAL_TRIAL,,,,,,,,treated,2009,78,,"50,4",,145,,"9,73",,"74,6",,"90,3",,"84,8",
EM08169itkfi,2842167,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,61911,https://doi.org/10.15454/OAFF6Z,EM08169,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,72,,"38,1",,146,,"9,1",,"73,6",,"102,9",,"59,5",
EM08169itkt,2842168,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,61911,https://doi.org/10.15454/OAFF6Z,EM08169,VIRTUAL_TRIAL,,,,,,,,treated,2009,80,,"38,4",,146,,"10,02",,"75,4",,"91,2",,"85,7",
RE08048itkfi,2842209,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,61706,https://doi.org/10.15454/KJ26GM,RE08048,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,78,,"53,2",,141,,"10,98",,"72,2",,"99,7",,"57,7",
RE08048itkt,2842210,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,61706,https://doi.org/10.15454/KJ26GM,RE08048,VIRTUAL_TRIAL,,,,,,,,treated,2009,85,,"48,5",,142,,"10,96",,"73,2",,"84,8",,"79,6",
EM08146itkfi,2842177,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,75856,https://doi.org/10.15454/C6KLT2,EM08146,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,72,,"40,3",,143,,"8,68",,"71,2",,"107,4",,"62,1",
EM08146itkt,2842178,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,75856,https://doi.org/10.15454/C6KLT2,EM08146,VIRTUAL_TRIAL,,,,,,,,treated,2009,82,,"39,4",,143,,"8,74",,"74,4",,101,,95,
Koreliitkt,2842184,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,treated,2009,90,,"48,4",,144,,"9,52",,"79,2",,"99,5",,"93,6",
Koreliitkfi,2842183,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,75,,"51,7",,147,,"9,41",,"77,4",,"107,1",,62,
DI09015itkfi,2842215,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,27811,https://doi.org/10.15454/N3NIWD,DI09015,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,78,,"48,3",,146,,"8,8",,"73,4",,"100,9",,"58,4",
DI09015itkt,2842216,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,27811,https://doi.org/10.15454/N3NIWD,DI09015,VIRTUAL_TRIAL,,,,,,,,treated,2009,85,,"46,2",,148,,"8,73",,"75,1",,"103,2",,97,
RE08030itkt,2842192,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,27308,https://doi.org/10.15454/4AWT90,RE08030,VIRTUAL_TRIAL,,,,,,,,treated,2009,90,,"45,6",,146,,"9,99",,"77,7",,"92,3",,"86,7",
RE08030itkfi,2842191,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,27308,https://doi.org/10.15454/4AWT90,RE08030,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,85,,"48,8",,146,,10,,"76,6",,"107,9",,"62,4",
Premioitkfi,2842173,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,75,,"52,9",,142,,"10,15",,"74,4",,"104,1",,"60,2",
Premioitkt,2842174,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,treated,2009,85,,"51,8",,140,,"10,02",,"75,2",,"108,1",,"101,6",
AO09019itkt,2842204,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,27901,https://doi.org/10.15454/S65MX6,AO09019,VIRTUAL_TRIAL,,,,,,,,treated,2009,70,,"43,4",,135,,"10,28",,"75,7",,"79,7",,"74,9",
AO09019itkfi,2842203,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,27901,https://doi.org/10.15454/S65MX6,AO09019,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,62,,"41,3",,137,,"10,8",,"72,9",,"88,5",,"51,2",
AO09020itkt,2842166,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,48447,gnpis_pui:holding-921_taxon-4898_accession-48447,AO09020,VIRTUAL_TRIAL,,,,,,,,treated,2009,75,,"46,6",,140,,"9,8",,"71,8",,"91,1",,"85,6",
AO09020itkfi,2842165,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,48447,gnpis_pui:holding-921_taxon-4898_accession-48447,AO09020,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,68,,"45,5",,142,,"10,04",,"69,8",,"90,1",,"52,1",
Apacheitkfi,2842189,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,75,,"44,3",,140,,"9,16",,"73,2",,"100,6",,"58,2",
Apacheitkt,2842190,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2009,82,,"45,9",,139,,"8,97",,77,,"104,9",,"98,6",
Sankaraitkt,2842194,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,VIRTUAL_TRIAL,,,,,,,,treated,2009,78,,"42,1",,144,,"9,64",,"75,6",,90,,"84,6",
Sankaraitkfi,2842193,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,26123,https://doi.org/10.15454/R5VJW6,SANKARA,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,70,,"41,4",,145,,"9,49",,"72,2",,"95,2",,"55,1",
Toisondoritkt,2842164,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,VIRTUAL_TRIAL,,,,,,,,treated,2009,72,,"42,2",,144,,"8,81",,"73,8",,102,,"95,9",
Toisondoritkfi,2842163,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,68,,"41,7",,144,,"8,55",,"70,7",,114,,66,
Caphornitkt,2842196,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,treated,2009,82,,"48,5",,142,,"9,16",,"73,2",,97,,"91,2",
Caphornitkfi,2842195,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,75,,"48,1",,142,,"9,51",,"71,1",,"100,2",,58,
AO09017itkt,2842200,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,27899,https://doi.org/10.15454/A4HIHD,AO09017,VIRTUAL_TRIAL,,,,,,,,treated,2009,82,,"46,8",,146,,"9,36",,72,,"92,8",,"87,2",
AO09017itkfi,2842199,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,27899,https://doi.org/10.15454/A4HIHD,AO09017,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,80,,"42,9",,147,,"9,9",,"71,6",,"94,2",,"54,5",
RE08028itkt,2842220,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,61041,https://doi.org/10.15454/CPPPMU,RE08028,VIRTUAL_TRIAL,,,,,,,,treated,2009,85,,"45,7",,144,,"10,22",,"76,2",,"95,1",,"89,4",
RE08028itkfi,2842219,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,61041,https://doi.org/10.15454/CPPPMU,RE08028,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,75,,"49,9",,144,,"9,57",,"76,2",,"107,5",,"62,2",
DI09016itkt,2842238,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,27313,https://doi.org/10.15454/SGNING,DI09016,VIRTUAL_TRIAL,,,,,,,,treated,2009,90,,"50,8",,147,,"8,62",,"76,2",,"102,4",,"96,2",
DI09016itkfi,2842237,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,27313,https://doi.org/10.15454/SGNING,DI09016,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,80,,"50,7",,147,,"8,96",,"73,8",,"98,3",,"56,9",
CF08106itkt,2842236,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,27311,https://doi.org/10.15454/4DNWV7,CF08106,VIRTUAL_TRIAL,,,,,,,,treated,2009,92,,"48,4",,142,,"9,57",,"74,7",,"90,4",,85,
CF08106itkfi,2842235,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,27311,https://doi.org/10.15454/4DNWV7,CF08106,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,85,,54,,143,,"9,49",,"73,5",,"122,1",,"70,6",
EM08223itkt,2842176,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,27314,https://doi.org/10.15454/NY4WWG,EM08223,VIRTUAL_TRIAL,,,,,,,,treated,2009,75,,"44,5",,143,,"10,02",,"72,3",,"92,3",,"86,7",
EM08223itkfi,2842175,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,27314,https://doi.org/10.15454/NY4WWG,EM08223,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,65,,"46,9",,144,,"8,93",,"69,8",,"124,6",,"72,1",
CF08084itkfi,2842207,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,27798,https://doi.org/10.15454/XZ94CU,CF08084,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,78,,"48,6",,146,,"9,16",,"72,5",,"109,3",,"63,3",
CF08084itkt,2842208,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,27798,https://doi.org/10.15454/XZ94CU,CF08084,VIRTUAL_TRIAL,,,,,,,,treated,2009,85,,"48,8",,146,,"8,79",,"72,4",,"100,8",,"94,7",
CF08109itkt,2842218,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,27799,https://doi.org/10.15454/G9QV0Y,CF08109,VIRTUAL_TRIAL,,,,,,,,treated,2009,90,,"53,1",,143,,"9,45",,"75,8",,93,,"87,4",
CF08109itkfi,2842217,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,27799,https://doi.org/10.15454/G9QV0Y,CF08109,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,85,,"55,1",,143,,"9,88",,"74,6",,"106,3",,"61,5",
EM08221itkt,2842172,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,27823,https://doi.org/10.15454/PMYYDQ,EM08221,VIRTUAL_TRIAL,,,,,,,,treated,2009,78,,"42,7",,147,,"8,93",,"67,6",,"104,3",,98,
EM08221itkfi,2842171,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,27823,https://doi.org/10.15454/PMYYDQ,EM08221,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,70,,"41,2",,148,,"7,86",,"65,4",,"127,7",,"73,9",
AO09018itkt,2842206,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,27900,https://doi.org/10.15454/3DI7SO,AO09018,VIRTUAL_TRIAL,,,,,,,,treated,2009,78,,"43,7",,142,,"9,63",,"71,8",,98,,"92,1",
AO09018itkfi,2842205,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,27900,https://doi.org/10.15454/3DI7SO,AO09018,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,70,,"39,8",,142,,"9,62",,"70,8",,"90,5",,"52,4",
EM08227itkfi,2842169,BTH_Le_Moulon_2009_SetB2,BTH_Le_Moulon_2009_SetB2,49083,https://doi.org/10.15454/APNWRY,EM08227,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,70,,"45,6",,142,,"8,74",,"68,6",,"116,9",,"67,6",
