observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,oid(CO_321:1000145),oid(CO_321:1000145).date,pvp(CO_321:1000251),pvp(CO_321:1000251).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rj(CO_321:1000162),rj(CO_321:1000162).date
DI02014,2782584,BTH_Rennes_2002_SetB2_PIETIN-VERSE,BTH_Rennes_2002_SetB2_PIETIN-VERSE,49306,gnpis_pui:holding-921_taxon-4898_accession-49306,DI02014,VIRTUAL_TRIAL,,,,,,,,2002,"5,5",,3,,2,,1,,6,
CF01196,2782600,BTH_Rennes_2002_SetB2_PIETIN-VERSE,BTH_Rennes_2002_SetB2_PIETIN-VERSE,49532,gnpis_pui:holding-921_taxon-4898_accession-49532,CF01196,VIRTUAL_TRIAL,,,,,,,,2002,6,,6,,5,,1,,3,
DI02018,2782591,BTH_Rennes_2002_SetB2_PIETIN-VERSE,BTH_Rennes_2002_SetB2_PIETIN-VERSE,49736,gnpis_pui:holding-921_taxon-4898_accession-49736,DI02018,VIRTUAL_TRIAL,,,,,,,,2002,7,,3,,5,,1,,7,
CF01120,2782611,BTH_Rennes_2002_SetB2_PIETIN-VERSE,BTH_Rennes_2002_SetB2_PIETIN-VERSE,48878,gnpis_pui:holding-921_taxon-4898_accession-48878,CF01120,VIRTUAL_TRIAL,,,,,,,,2002,"6,5",,6,,5,,1,,1,
EM01214,2782609,BTH_Rennes_2002_SetB2_PIETIN-VERSE,BTH_Rennes_2002_SetB2_PIETIN-VERSE,26408,https://doi.org/10.15454/41FB67,EM01214,VIRTUAL_TRIAL,,,,,,,,2002,6,,7,,5,,1,,1,
EM01271,2782604,BTH_Rennes_2002_SetB2_PIETIN-VERSE,BTH_Rennes_2002_SetB2_PIETIN-VERSE,26409,https://doi.org/10.15454/LLKGUD,EM01271,VIRTUAL_TRIAL,,,,,,,,2002,9,,4,,5,,1,,6,
Charger,2782612,BTH_Rennes_2002_SetB2_PIETIN-VERSE,BTH_Rennes_2002_SetB2_PIETIN-VERSE,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,2002,NA,,NA,,NA,,NA,,NA,
PR22R28,2782602,BTH_Rennes_2002_SetB2_PIETIN-VERSE,BTH_Rennes_2002_SetB2_PIETIN-VERSE,48973,https://doi.org/10.15454/PFCMDV,PR22R28,VIRTUAL_TRIAL,,,,,,,,2002,NA,,NA,,NA,,NA,,NA,
Brando,2782601,BTH_Rennes_2002_SetB2_PIETIN-VERSE,BTH_Rennes_2002_SetB2_PIETIN-VERSE,25734,https://doi.org/10.15454/P0AD4Y,BRANDO,VIRTUAL_TRIAL,,,,,,,,2002,NA,,NA,,NA,,NA,,NA,
CF00080,2782593,BTH_Rennes_2002_SetB2_PIETIN-VERSE,BTH_Rennes_2002_SetB2_PIETIN-VERSE,26050,https://doi.org/10.15454/MPDL1F,CF00080,VIRTUAL_TRIAL,,,,,,,,2002,"4,5",,6,,5,,1,,1,
RE01041,2782613,BTH_Rennes_2002_SetB2_PIETIN-VERSE,BTH_Rennes_2002_SetB2_PIETIN-VERSE,48880,gnpis_pui:holding-921_taxon-4898_accession-48880,RE01041,VIRTUAL_TRIAL,,,,,,,,2002,6,,0,,5,,0,,0,
EM01166,2782606,BTH_Rennes_2002_SetB2_PIETIN-VERSE,BTH_Rennes_2002_SetB2_PIETIN-VERSE,49202,gnpis_pui:holding-921_taxon-4898_accession-49202,EM01166,VIRTUAL_TRIAL,,,,,,,,2002,"5,5",,3,,5,,1,,8,
DI02013,2782587,BTH_Rennes_2002_SetB2_PIETIN-VERSE,BTH_Rennes_2002_SetB2_PIETIN-VERSE,48397,gnpis_pui:holding-921_taxon-4898_accession-48397,DI02013,VIRTUAL_TRIAL,,,,,,,,2002,"6,5",,6,,2,,1,,1,
Soissons,2782622,BTH_Rennes_2002_SetB2_PIETIN-VERSE,BTH_Rennes_2002_SetB2_PIETIN-VERSE,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,2002,NA,,NA,,NA,,NA,,NA,
Isengrain,2782620,BTH_Rennes_2002_SetB2_PIETIN-VERSE,BTH_Rennes_2002_SetB2_PIETIN-VERSE,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,VIRTUAL_TRIAL,,,,,,,,2002,NA,,NA,,NA,,NA,,NA,
RE01037,2782596,BTH_Rennes_2002_SetB2_PIETIN-VERSE,BTH_Rennes_2002_SetB2_PIETIN-VERSE,26096,https://doi.org/10.15454/9ZI12M,RE01037,VIRTUAL_TRIAL,,,,,,,,2002,"4,5",,3,,5,,1,,1,
EM01162,2782607,BTH_Rennes_2002_SetB2_PIETIN-VERSE,BTH_Rennes_2002_SetB2_PIETIN-VERSE,49043,gnpis_pui:holding-921_taxon-4898_accession-49043,EM01162,VIRTUAL_TRIAL,,,,,,,,2002,7,,4,,5,,2,,1,
EM01156,2782625,BTH_Rennes_2002_SetB2_PIETIN-VERSE,BTH_Rennes_2002_SetB2_PIETIN-VERSE,49085,gnpis_pui:holding-921_taxon-4898_accession-49085,EM01156,VIRTUAL_TRIAL,,,,,,,,2002,"4,5",,4,,2,,1,,4,
RE01030,2782597,BTH_Rennes_2002_SetB2_PIETIN-VERSE,BTH_Rennes_2002_SetB2_PIETIN-VERSE,49636,gnpis_pui:holding-921_taxon-4898_accession-49636,RE01030,VIRTUAL_TRIAL,,,,,,,,2002,5,,1,,5,,1,,7,
DI02016,2782586,BTH_Rennes_2002_SetB2_PIETIN-VERSE,BTH_Rennes_2002_SetB2_PIETIN-VERSE,48370,gnpis_pui:holding-921_taxon-4898_accession-48370,DI02016,VIRTUAL_TRIAL,,,,,,,,2002,8,,3,,5,,1,,3,
CF00037,2782610,BTH_Rennes_2002_SetB2_PIETIN-VERSE,BTH_Rennes_2002_SetB2_PIETIN-VERSE,48714,gnpis_pui:holding-921_taxon-4898_accession-48714,CF00037,VIRTUAL_TRIAL,,,,,,,,2002,8,,6,,5,,1,,1,
RE01029,2782615,BTH_Rennes_2002_SetB2_PIETIN-VERSE,BTH_Rennes_2002_SetB2_PIETIN-VERSE,48749,gnpis_pui:holding-921_taxon-4898_accession-48749,RE01029,VIRTUAL_TRIAL,,,,,,,,2002,6,,3,,2,,1,,6,
RE01031,2782603,BTH_Rennes_2002_SetB2_PIETIN-VERSE,BTH_Rennes_2002_SetB2_PIETIN-VERSE,49543,gnpis_pui:holding-921_taxon-4898_accession-49543,RE01031,VIRTUAL_TRIAL,,,,,,,,2002,5,,1,,5,,1,,4,
DI02021,2782617,BTH_Rennes_2002_SetB2_PIETIN-VERSE,BTH_Rennes_2002_SetB2_PIETIN-VERSE,49148,gnpis_pui:holding-921_taxon-4898_accession-49148,DI02021,VIRTUAL_TRIAL,,,,,,,,2002,8,,1,,5,,1,,1,
DI02012,2782588,BTH_Rennes_2002_SetB2_PIETIN-VERSE,BTH_Rennes_2002_SetB2_PIETIN-VERSE,49673,gnpis_pui:holding-921_taxon-4898_accession-49673,DI02012,VIRTUAL_TRIAL,,,,,,,,2002,6,,6,,2,,1,,1,
