observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,rdt(CO_321:1000074),rdt(CO_321:1000074).date
1,2850311,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,48864,gnpis_pui:holding-921_taxon-4898_accession-48864,EM09307,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"88,8",
1,2850299,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,48901,https://doi.org/10.15454/QECZYG,DI10006,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"86,75",
2,2850262,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,48637,https://doi.org/10.15454/PVGZIK,CF09169,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"87,82",
1,2850261,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,48637,https://doi.org/10.15454/PVGZIK,CF09169,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"89,42",
2,2850248,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,49216,https://doi.org/10.15454/HTBFFE,DI10011,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"88,86",
1,2850247,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,49216,https://doi.org/10.15454/HTBFFE,DI10011,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"91,39",
1,2850291,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,49282,gnpis_pui:holding-921_taxon-4898_accession-49282,AO10021,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"88,09",
2,2850292,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,49282,gnpis_pui:holding-921_taxon-4898_accession-49282,AO10021,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,86,
1,2850271,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,48847,https://doi.org/10.15454/BPR93C,EM09318,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"90,23",
2,2850272,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,48847,https://doi.org/10.15454/BPR93C,EM09318,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"88,25",
1,2850289,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,48598,gnpis_pui:holding-921_taxon-4898_accession-48598,AO10020,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"93,38",
2,2850290,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,48598,gnpis_pui:holding-921_taxon-4898_accession-48598,AO10020,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"89,74",
2,2850254,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"93,61",
1,2850253,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"90,67",
1,2850239,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,48900,gnpis_pui:holding-921_taxon-4898_accession-48900,RE09034,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"88,57",
2,2850240,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,48900,gnpis_pui:holding-921_taxon-4898_accession-48900,RE09034,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"87,21",
2,2850264,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,48903,gnpis_pui:holding-921_taxon-4898_accession-48903,CF09133,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"88,44",
1,2850263,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,48903,gnpis_pui:holding-921_taxon-4898_accession-48903,CF09133,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"88,3",
1,2850257,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,49025,gnpis_pui:holding-921_taxon-4898_accession-49025,DI10010,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"89,29",
2,2850258,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,49025,gnpis_pui:holding-921_taxon-4898_accession-49025,DI10010,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"81,31",
2,2850308,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,49495,https://doi.org/10.15454/CZHVWO,EM09221,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"92,26",
1,2850307,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,49495,https://doi.org/10.15454/CZHVWO,EM09221,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,105,
2,2850306,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,48955,https://doi.org/10.15454/A78B2Q,EM09222,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"89,79",
1,2850305,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,48955,https://doi.org/10.15454/A78B2Q,EM09222,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"91,12",
2,2850278,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,49053,gnpis_pui:holding-921_taxon-4898_accession-49053,AO10019,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"79,14",
1,2850277,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,49053,gnpis_pui:holding-921_taxon-4898_accession-49053,AO10019,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"83,96",
2,2850304,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,49109,gnpis_pui:holding-921_taxon-4898_accession-49109,EM09225,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"85,59",
1,2850303,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,49109,gnpis_pui:holding-921_taxon-4898_accession-49109,EM09225,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"85,05",
1,2850251,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,49185,gnpis_pui:holding-921_taxon-4898_accession-49185,AO10017,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"92,37",
2,2850252,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,49185,gnpis_pui:holding-921_taxon-4898_accession-49185,AO10017,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"89,81",
1,2850279,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,49193,gnpis_pui:holding-921_taxon-4898_accession-49193,RE09061,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"84,48",
2,2850280,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,49193,gnpis_pui:holding-921_taxon-4898_accession-49193,RE09061,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"73,29",
2,2850282,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,49584,gnpis_pui:holding-921_taxon-4898_accession-49584,AO10018,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"87,13",
1,2850281,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,49584,gnpis_pui:holding-921_taxon-4898_accession-49584,AO10018,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"88,26",
2,2850286,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,49226,gnpis_pui:holding-921_taxon-4898_accession-49226,DI10008,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"84,58",
1,2850285,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,49226,gnpis_pui:holding-921_taxon-4898_accession-49226,DI10008,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"85,01",
2,2850284,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,48858,gnpis_pui:holding-921_taxon-4898_accession-48858,DI10009,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"83,45",
1,2850283,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,48858,gnpis_pui:holding-921_taxon-4898_accession-48858,DI10009,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"93,23",
2,2850294,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,48862,gnpis_pui:holding-921_taxon-4898_accession-48862,AO10022,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"89,27",
1,2850293,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,48862,gnpis_pui:holding-921_taxon-4898_accession-48862,AO10022,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"85,95",
2,2850312,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,48864,gnpis_pui:holding-921_taxon-4898_accession-48864,EM09307,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"87,66",
2,2850300,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,48901,https://doi.org/10.15454/QECZYG,DI10006,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"87,09",
2,2850298,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,48917,https://doi.org/10.15454/SFOD7H,DI10007,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"79,01",
1,2850297,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,48917,https://doi.org/10.15454/SFOD7H,DI10007,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"90,98",
2,2850316,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,61677,https://doi.org/10.15454/RWYMIR,RE09055,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"94,69",
1,2850315,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,61677,https://doi.org/10.15454/RWYMIR,RE09055,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"90,33",
1,2850237,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"92,18",
2,2850238,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"79,15",
1,2850265,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,48586,https://doi.org/10.15454/TEBGJY,CF09182,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"96,15",
2,2850266,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,48586,https://doi.org/10.15454/TEBGJY,CF09182,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"94,42",
2,2850296,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,49359,https://doi.org/10.15454/HRZCLT,CF09176,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"91,46",
1,2850295,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,49359,https://doi.org/10.15454/HRZCLT,CF09176,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"89,98",
2,2850246,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,26914,https://doi.org/10.15454/5YB44K,PREMIO,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"86,79",
1,2850245,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,26914,https://doi.org/10.15454/5YB44K,PREMIO,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"87,09",
2,2850250,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,49325,gnpis_pui:holding-921_taxon-4898_accession-49325,RE09038,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"79,73",
1,2850249,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,49325,gnpis_pui:holding-921_taxon-4898_accession-49325,RE09038,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"77,62",
1,2850259,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,49662,gnpis_pui:holding-921_taxon-4898_accession-49662,CF09164,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"86,15",
2,2850260,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,49662,gnpis_pui:holding-921_taxon-4898_accession-49662,CF09164,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"82,39",
1,2850313,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,48510,gnpis_pui:holding-921_taxon-4898_accession-48510,RE09033,REPLICATION,1,,,,,,REPLICATION:1,treated,2010,"81,99",
2,2850314,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,48510,gnpis_pui:holding-921_taxon-4898_accession-48510,RE09033,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"74,02",
2,2850242,BTH_Dijon_2010_SetB2,BTH_Dijon_2010_SetB2,48544,gnpis_pui:holding-921_taxon-4898_accession-48544,RE09036,REPLICATION,2,,,,,,REPLICATION:2,treated,2010,"78,44",
