observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
DI01034itkt,2773743,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,49727,gnpis_pui:holding-921_taxon-4898_accession-49727,DI01034,VIRTUAL_TRIAL,,,,,,,,treated,2001,"92,1",,"83,2",
Koreliitkt,2773728,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,treated,2001,95,,"85,8",
LM01004itkt,2773745,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,48413,gnpis_pui:holding-921_taxon-4898_accession-48413,LM01004,VIRTUAL_TRIAL,,,,,,,,treated,2001,"106,3",,"95,9",
DI01020itkt,2773723,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,49323,gnpis_pui:holding-921_taxon-4898_accession-49323,DI01020,VIRTUAL_TRIAL,,,,,,,,treated,2001,"94,1",,85,
DI01008itkt,2773721,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,49483,gnpis_pui:holding-921_taxon-4898_accession-49483,DI01008,VIRTUAL_TRIAL,,,,,,,,treated,2001,"81,8",,"73,8",
DI01012itkt,2773733,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,49107,gnpis_pui:holding-921_taxon-4898_accession-49107,DI01012,VIRTUAL_TRIAL,,,,,,,,treated,2001,"100,8",,91,
DI01028itkt,2773750,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,49616,gnpis_pui:holding-921_taxon-4898_accession-49616,DI01028,VIRTUAL_TRIAL,,,,,,,,treated,2001,"72,6",,"65,5",
DI01027itkt,2773729,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,49655,gnpis_pui:holding-921_taxon-4898_accession-49655,DI01027,VIRTUAL_TRIAL,,,,,,,,treated,2001,"88,6",,"79,9",
DI01006itkt,2773715,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,49747,gnpis_pui:holding-921_taxon-4898_accession-49747,DI01006,VIRTUAL_TRIAL,,,,,,,,treated,2001,"96,4",,87,
DI01022itkt,2773725,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,49284,gnpis_pui:holding-921_taxon-4898_accession-49284,DI01022,VIRTUAL_TRIAL,,,,,,,,treated,2001,98,,"88,4",
DI01036itkt,2773742,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,49333,gnpis_pui:holding-921_taxon-4898_accession-49333,DI01036,VIRTUAL_TRIAL,,,,,,,,treated,2001,"91,6",,"82,7",
DI01014itkt,2773735,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,49571,gnpis_pui:holding-921_taxon-4898_accession-49571,DI01014,VIRTUAL_TRIAL,,,,,,,,treated,2001,"94,9",,"85,6",
DI01031itkt,2773741,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,49572,gnpis_pui:holding-921_taxon-4898_accession-49572,DI01031,VIRTUAL_TRIAL,,,,,,,,treated,2001,"85,8",,"77,4",
DI01030itkt,2773740,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,48683,gnpis_pui:holding-921_taxon-4898_accession-48683,DI01030,VIRTUAL_TRIAL,,,,,,,,treated,2001,"97,7",,"88,1",
DI01009itkt,2773720,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,48810,gnpis_pui:holding-921_taxon-4898_accession-48810,DI01009,VIRTUAL_TRIAL,,,,,,,,treated,2001,"73,7",,"66,5",
DI01015itkt,2773736,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,49431,gnpis_pui:holding-921_taxon-4898_accession-49431,DI01015,VIRTUAL_TRIAL,,,,,,,,treated,2001,"77,9",,"70,3",
DI01007itkt,2773714,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,48550,gnpis_pui:holding-921_taxon-4898_accession-48550,DI01007,VIRTUAL_TRIAL,,,,,,,,treated,2001,"78,9",,"71,2",
DI01025itkt,2773718,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,49360,gnpis_pui:holding-921_taxon-4898_accession-49360,DI01025,VIRTUAL_TRIAL,,,,,,,,treated,2001,"91,3",,"82,4",
DI01024itkt,2773719,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,49297,gnpis_pui:holding-921_taxon-4898_accession-49297,DI01024,VIRTUAL_TRIAL,,,,,,,,treated,2001,"94,4",,"85,2",
DI01011itkt,2773732,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,48388,gnpis_pui:holding-921_taxon-4898_accession-48388,DI01011,VIRTUAL_TRIAL,,,,,,,,treated,2001,"78,1",,"70,5",
DI01018itkt,2773738,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,48875,gnpis_pui:holding-921_taxon-4898_accession-48875,DI01018,VIRTUAL_TRIAL,,,,,,,,treated,2001,"83,9",,"75,8",
DI01033itkt,2773727,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,48887,gnpis_pui:holding-921_taxon-4898_accession-48887,DI01033,VIRTUAL_TRIAL,,,,,,,,treated,2001,"92,6",,"83,5",
Chargeritkt,2773730,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,treated,2001,98,,"88,4",
Tremieitkt,2773710,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,24505,https://doi.org/10.15454/9YBOHR,TREMIE,VIRTUAL_TRIAL,,,,,,,,treated,2001,"95,1",,"85,8",
DI01013itkt,2773734,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,48343,gnpis_pui:holding-921_taxon-4898_accession-48343,DI01013,VIRTUAL_TRIAL,,,,,,,,treated,2001,"84,2",,"75,9",
DI01019itkt,2773739,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,48621,gnpis_pui:holding-921_taxon-4898_accession-48621,DI01019,VIRTUAL_TRIAL,,,,,,,,treated,2001,"98,6",,89,
DI01010itkt,2773731,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,49607,gnpis_pui:holding-921_taxon-4898_accession-49607,DI01010,VIRTUAL_TRIAL,,,,,,,,treated,2001,"91,4",,"82,5",
Soissonsitkt,2773748,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2001,"100,9",,"91,1",
Isengrainitkt,2773747,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,VIRTUAL_TRIAL,,,,,,,,treated,2001,106,,"95,7",
DI01005itkt,2773716,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,49632,gnpis_pui:holding-921_taxon-4898_accession-49632,DI01005,VIRTUAL_TRIAL,,,,,,,,treated,2001,"85,5",,"77,1",
DI01003itkt,2773711,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,48842,gnpis_pui:holding-921_taxon-4898_accession-48842,DI01003,VIRTUAL_TRIAL,,,,,,,,treated,2001,"92,6",,"83,5",
DI01023itkt,2773724,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,48506,gnpis_pui:holding-921_taxon-4898_accession-48506,DI01023,VIRTUAL_TRIAL,,,,,,,,treated,2001,"90,1",,"81,3",
DI01017itkt,2773737,BTH_Clermont-Ferrand_2001_SetB3,BTH_Clermont-Ferrand_2001_SetB3,49049,gnpis_pui:holding-921_taxon-4898_accession-49049,DI01017,VIRTUAL_TRIAL,,,,,,,,treated,2001,"91,7",,"82,8",
