observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,G(CO_321:1000230),G(CO_321:1000230).date,L(CO_321:1000228),L(CO_321:1000228).date,NmieG(CO_321:1000238),NmieG(CO_321:1000238).date,NmieL(CO_321:1000243),NmieL(CO_321:1000243).date,NpainG(CO_321:1000237),NpainG(CO_321:1000237).date,NpainL(CO_321:1000242),NpainL(CO_321:1000242).date,NpateG(CO_321:1000236),NpateG(CO_321:1000236).date,NpateL(CO_321:1000241),NpateL(CO_321:1000241).date,NtotG(CO_321:1000239),NtotG(CO_321:1000239).date,NtotL(CO_321:1000244),NtotL(CO_321:1000244).date,P(CO_321:1000227),P(CO_321:1000227).date,P/L(CO_321:1000229),P/L(CO_321:1000229).date,W(CO_321:1000226),W(CO_321:1000226).date,dur(CO_321:1000216),dur(CO_321:1000216).date,hag(CO_321:1000231),hag(CO_321:1000231).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,volG(CO_321:1000240),volG(CO_321:1000240).date,volL(CO_321:1000245),volL(CO_321:1000245).date,zel(CO_321:1000222),zel(CO_321:1000222).date
CF05162itkt,2818477,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26968,https://doi.org/10.15454/3810GN,CF05162,VIRTUAL_TRIAL,,,,,,,,treated,2006,"26,5",,143,,NA,,100,,NA,,"49,1",,NA,,"70,2",,NA,,"219,4",,74,,"0,52",,291,,62,,390,,"12,7",,"77,6",,NA,,1500,,NA,
CF05162itkfi,2818476,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26968,https://doi.org/10.15454/3810GN,CF05162,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"26,4",,141,,,,100,,,,"82,6",,,,"88,5",,,,"271,1",,65,,"0,46",,254,,44,,481,,"11,7",,"75,9",,,,1720,,,
CF03201itkt,2818483,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26975,https://doi.org/10.15454/0TTU1F,CF03201,VIRTUAL_TRIAL,,,,,,,,treated,2006,"23,2",,109,,88,,NA,,64,,NA,,99,,NA,,251,,NA,,85,,"0,78",,293,,70,,413,,"12,65",,"81,2",,1675,,NA,,43,
CF03201itkfi,2818482,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26975,https://doi.org/10.15454/0TTU1F,CF03201,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
AO06313itkfi,2818454,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26967,https://doi.org/10.15454/GRNHCW,AO06313,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
AO06313itkt,2818455,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26967,https://doi.org/10.15454/GRNHCW,AO06313,VIRTUAL_TRIAL,,,,,,,,treated,2006,20,,81,,94,,NA,,47,,NA,,74,,NA,,215,,NA,,75,,"0,93",,236,,"52,5",,387,,"12,2",,"79,4",,1445,,NA,,43,
AO06407itkt,2818459,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26982,https://doi.org/10.15454/FCNCUR,AO06407,VIRTUAL_TRIAL,,,,,,,,treated,2006,"19,1",,74,,91,,NA,,81,,NA,,86,,NA,,258,,NA,,67,,"0,91",,175,,63,,360,,"11,9",,"78,2",,1560,,NA,,35,
AO06407itkfi,2818458,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26982,https://doi.org/10.15454/FCNCUR,AO06407,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
CF04043itkt,2818535,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26972,https://doi.org/10.15454/VFM1EQ,CF04043,VIRTUAL_TRIAL,,,,,,,,treated,2006,"24,4",,121,,94,,NA,,39,,NA,,73,,NA,,206,,NA,,65,,"0,54",,205,,"65,5",,445,,"13,45",,"75,4",,1600,,NA,,45,
CF04043itkfi,2818534,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26972,https://doi.org/10.15454/VFM1EQ,CF04043,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
EM05162itkt,2818445,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26971,https://doi.org/10.15454/IAEYHC,EM05162,VIRTUAL_TRIAL,,,,,,,,treated,2006,27,,148,,NA,,100,,NA,,"51,6",,NA,,"87,4",,NA,,239,,59,,"0,4",,232,,88,,366,,"12,2",,"80,5",,NA,,1620,,NA,
EM05162itkfi,2818444,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26971,https://doi.org/10.15454/IAEYHC,EM05162,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"18,4",,68,,,,100,,,,"9,2",,,,91,,,,"200,2",,82,,"1,19",,236,,57,,446,,"11,9",,79,,,,1200,,,
Hendrixitkt,2818453,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,VIRTUAL_TRIAL,,,,,,,,treated,2006,"24,2",,119,,97,,NA,,71,,NA,,83,,NA,,251,,NA,,71,,"0,6",,229,,65,,444,,"13,25",,"77,1",,1520,,NA,,46,
Hendrixitkfi,2818452,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
Folkloritkt,2818449,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,treated,2006,23,,107,,NA,,100,,NA,,41,,NA,,"88,5",,NA,,"229,5",,76,,"0,71",,282,,89,,376,,"11,7",,"80,3",,NA,,1600,,NA,
Folkloritkfi,2818448,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"19,5",,77,,,,100,,,,"42,5",,,,75,,,,"217,5",,77,,1,,223,,71,,402,,"11,4",,"79,7",,,,1600,,,
RE05091itkt,2818489,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,27043,https://doi.org/10.15454/QCLAYU,RE05091,VIRTUAL_TRIAL,,,,,,,,treated,2006,"21,6",,95,,NA,,100,,NA,,"36,5",,NA,,"85,9",,NA,,"222,4",,76,,"0,8",,274,,51,,378,,"12,5",,"78,1",,NA,,1500,,NA,
RE05091itkfi,2818488,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,27043,https://doi.org/10.15454/QCLAYU,RE05091,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,20,,81,,,,100,,,,"30,5",,,,79,,,,"209,5",,69,,"0,85",,223,,38,,347,,"12,8",,"77,5",,,,1400,,,
RE05041itkfi,2818456,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,27042,https://doi.org/10.15454/1NUEUQ,RE05041,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"25,7",,134,,,,100,,,,32,,,,82,,,,214,,56,,"0,42",,230,,80,,364,,"9,4",,"82,3",,,,1300,,,
RE05041itkt,2818457,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,27042,https://doi.org/10.15454/1NUEUQ,RE05041,VIRTUAL_TRIAL,,,,,,,,treated,2006,"26,4",,141,,NA,,100,,NA,,32,,NA,,94,,NA,,226,,58,,"0,41",,248,,87,,351,,"13,4",,"82,8",,NA,,1300,,NA,
AO06803itkfi,2818484,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,48775,https://doi.org/10.15454/SUCAXZ,AO06803,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,21,,89,,,,91,,,,"24,5",,,,"59,6",,,,"175,1",,50,,"0,56",,183,,17,,345,,"12,4",,"77,7",,,,1250,,,
AO06803itkt,2818485,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,48775,https://doi.org/10.15454/SUCAXZ,AO06803,VIRTUAL_TRIAL,,,,,,,,treated,2006,"19,9",,80,,NA,,97,,NA,,"50,2",,NA,,"84,4",,NA,,"231,6",,52,,"0,65",,180,,18,,310,,12,,"79,5",,NA,,1500,,NA,
Flamenkoitkt,2818541,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,VIRTUAL_TRIAL,,,,,,,,treated,2006,"27,7",,156,,NA,,100,,NA,,"60,6",,NA,,"87,8",,NA,,"248,4",,69,,"0,44",,300,,73,,389,,"12,3",,"76,9",,NA,,1620,,NA,
Flamenkoitkfi,2818540,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"24,2",,119,,,,100,,,,"62,2",,,,94,,,,"256,2",,72,,"0,6",,275,,72,,398,,"11,6",,"74,7",,,,1600,,,
EM05312itkt,2818447,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,48450,https://doi.org/10.15454/XWZ3V6,EM05312,VIRTUAL_TRIAL,,,,,,,,treated,2006,27,,148,,NA,,97,,NA,,23,,NA,,"61,8",,NA,,"181,8",,59,,"0,4",,195,,86,,400,,13,,"78,4",,NA,,1200,,NA,
EM05312itkfi,2818446,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,48450,https://doi.org/10.15454/XWZ3V6,EM05312,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"28,3",,163,,,,100,,,,"36,5",,,,"85,9",,,,"222,4",,52,,"0,32",,207,,54,,395,,"12,3",,"77,6",,,,1550,,,
CF05140itkfi,2818468,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,49523,https://doi.org/10.15454/MMQSM6,CF05140,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"20,6",,86,,,,100,,,,"58,4",,,,90,,,,"248,4",,107,,"1,25",,328,,52,,449,,"11,9",,"79,8",,,,1620,,,
CF05140itkt,2818469,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,49523,https://doi.org/10.15454/MMQSM6,CF05140,VIRTUAL_TRIAL,,,,,,,,treated,2006,24,,117,,NA,,97,,NA,,"61,5",,NA,,"91,1",,NA,,"249,6",,84,,"0,72",,331,,74,,366,,"12,3",,"81,1",,NA,,1650,,NA,
CF05161itkt,2818479,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26974,https://doi.org/10.15454/BQTYVO,CF05161,VIRTUAL_TRIAL,,,,,,,,treated,2006,"22,9",,106,,NA,,100,,NA,,60,,NA,,97,,NA,,257,,99,,"0,93",,306,,62,,378,,"12,8",,"79,1",,NA,,1600,,NA,
CF05161itkfi,2818478,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26974,https://doi.org/10.15454/BQTYVO,CF05161,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"22,9",,106,,,,100,,,,"76,3",,,,"90,4",,,,"266,7",,99,,"0,93",,302,,67,,488,,"12,9",,"77,8",,,,1610,,,
EM05230itkt,2818545,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26988,https://doi.org/10.15454/FV0GUM,EM05230,VIRTUAL_TRIAL,,,,,,,,treated,2006,"27,5",,154,,NA,,100,,NA,,"33,5",,NA,,"84,4",,NA,,"217,9",,46,,"0,3",,198,,51,,313,,"12,1",,"78,8",,NA,,1500,,NA,
EM05230itkfi,2818544,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26988,https://doi.org/10.15454/FV0GUM,EM05230,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"17,7",,63,,,,100,,,,"47,8",,,,"68,8",,,,"216,5",,36,,"0,56",,94,,12,,360,,12,,"79,3",,,,1380,,,
EM05178itkt,2818493,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26987,https://doi.org/10.15454/KGPOGY,EM05178,VIRTUAL_TRIAL,,,,,,,,treated,2006,22,,98,,NA,,97,,NA,,23,,NA,,"85,5",,NA,,"205,5",,81,,"0,83",,311,,82,,358,,"12,4",,"79,9",,NA,,1120,,NA,
EM05178itkfi,2818492,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26987,https://doi.org/10.15454/KGPOGY,EM05178,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"27,4",,152,,,,100,,,,"58,9",,,,"88,9",,,,"247,8",,50,,"0,33",,210,,67,,359,,"12,7",,"79,9",,,,1600,,,
AO05004itkt,2818467,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,48941,https://doi.org/10.15454/YPYOQJ,AO05004,VIRTUAL_TRIAL,,,,,,,,treated,2006,"27,9",,158,,97,,NA,,83,,NA,,48,,NA,,228,,NA,,48,,"0,31",,182,,45,,351,,"13,25",,"76,6",,1775,,NA,,34,
AO05004itkfi,2818466,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,48941,https://doi.org/10.15454/YPYOQJ,AO05004,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
Tamaroitkt,2818543,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,25902,https://doi.org/10.15454/KRPWXN,TAMARO,VIRTUAL_TRIAL,,,,,,,,treated,2006,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Tamaroitkfi,2818542,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,25902,https://doi.org/10.15454/KRPWXN,TAMARO,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
Tremieitkfi,2818516,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,24505,https://doi.org/10.15454/9YBOHR,TREMIE,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"28,7",,167,,,,97,,,,"41,4",,,,"87,8",,,,"226,2",,48,,"0,29",,186,,50,,430,,"12,8",,"67,3",,,,1590,,,
Tremieitkt,2818517,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,24505,https://doi.org/10.15454/9YBOHR,TREMIE,VIRTUAL_TRIAL,,,,,,,,treated,2006,"23,3",,110,,97,,NA,,78,,NA,,73,,NA,,248,,NA,,67,,"0,61",,191,,73,,432,,"11,3",,"71,9",,1660,,NA,,34,
DI04018itkfi,2818460,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,49604,https://doi.org/10.15454/WZ0QO7,DI04018,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
DI04018itkt,2818461,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,49604,https://doi.org/10.15454/WZ0QO7,DI04018,VIRTUAL_TRIAL,,,,,,,,treated,2006,"24,5",,122,,94,,NA,,18,,NA,,98,,NA,,210,,NA,,84,,"0,69",,283,,70,,451,,"13,85",,"74,6",,1480,,NA,,52,
DI06004itkt,2818551,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,49291,https://doi.org/10.15454/RCJVYZ,DI06004,VIRTUAL_TRIAL,,,,,,,,treated,2006,"22,9",,106,,NA,,100,,NA,,"27,5",,NA,,77,,NA,,"204,5",,101,,"0,95",,417,,66,,433,,"13,5",,"76,9",,NA,,1300,,NA,
DI06004itkfi,2818550,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,49291,https://doi.org/10.15454/RCJVYZ,DI06004,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"20,5",,85,,,,97,,,,"31,7",,,,"80,5",,,,"209,2",,93,,"1,09",,313,,43,,481,,"12,7",,"74,8",,,,1290,,,
CF03287itkt,2818515,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,49533,https://doi.org/10.15454/QOR8WX,CF03287,VIRTUAL_TRIAL,,,,,,,,treated,2006,"20,6",,86,,91,,NA,,87,,NA,,82,,NA,,260,,NA,,113,,"1,31",,346,,"73,5",,424,,"13,55",,"77,6",,1800,,NA,,50,
CF03287itkfi,2818514,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,49533,https://doi.org/10.15454/QOR8WX,CF03287,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
CF04214itkfi,2818510,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,49393,https://doi.org/10.15454/RBB8O2,CF04214,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,21,,89,,,,100,,,,"31,4",,,,87,,,,"218,4",,91,,"1,02",,310,,73,,406,,"13,1",,"81,5",,,,1380,,,
