observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
2,2970043,BTH_Orgeval_2015_SetA1,BTH_Orgeval_2015_SetA1,48739,https://doi.org/10.15454/CEPFO5,EM12096,REPLICATION,2,,,,,,REPLICATION:2,non traite fongicides,2015,,,68.21,
1,2970042,BTH_Orgeval_2015_SetA1,BTH_Orgeval_2015_SetA1,48739,https://doi.org/10.15454/CEPFO5,EM12096,REPLICATION,1,,,,,,REPLICATION:1,non traite fongicides,2015,,,64.3,
1,2970144,BTH_Orgeval_2015_SetA1,BTH_Orgeval_2015_SetA1,61257,https://doi.org/10.15454/VZKVRG,DI14001,REPLICATION,1,,,,,,REPLICATION:1,traite,2015,9.89,,78.13,
1,2970060,BTH_Orgeval_2015_SetA1,BTH_Orgeval_2015_SetA1,61020,https://doi.org/10.15454/NT4S5Q,AO13026,REPLICATION,1,,,,,,REPLICATION:1,traite,2015,11.39,,80.39,
1,2970124,BTH_Orgeval_2015_SetA1,BTH_Orgeval_2015_SetA1,48934,https://doi.org/10.15454/YCKTDL,EM12231,REPLICATION,1,,,,,,REPLICATION:1,traite,2015,10.32,,82.2,
2,2970123,BTH_Orgeval_2015_SetA1,BTH_Orgeval_2015_SetA1,48934,https://doi.org/10.15454/YCKTDL,EM12231,REPLICATION,2,,,,,,REPLICATION:2,non traite fongicides,2015,,,76.55,
1,2970122,BTH_Orgeval_2015_SetA1,BTH_Orgeval_2015_SetA1,48934,https://doi.org/10.15454/YCKTDL,EM12231,REPLICATION,1,,,,,,REPLICATION:1,non traite fongicides,2015,,,83.72,
2,2970125,BTH_Orgeval_2015_SetA1,BTH_Orgeval_2015_SetA1,48934,https://doi.org/10.15454/YCKTDL,EM12231,REPLICATION,2,,,,,,REPLICATION:2,traite,2015,9.78,,86.49,
1,2970146,BTH_Orgeval_2015_SetA1,BTH_Orgeval_2015_SetA1,61776,https://doi.org/10.15454/DB6YVG,AO12021-1,REPLICATION,1,,,,,,REPLICATION:1,non traite fongicides,2015,,,78.23,
2,2970149,BTH_Orgeval_2015_SetA1,BTH_Orgeval_2015_SetA1,61776,https://doi.org/10.15454/DB6YVG,AO12021-1,REPLICATION,2,,,,,,REPLICATION:2,traite,2015,10.89,,80.73,
2,2970121,BTH_Orgeval_2015_SetA1,BTH_Orgeval_2015_SetA1,49090,https://doi.org/10.15454/1VGYYS,EM12234,REPLICATION,2,,,,,,REPLICATION:2,traite,2015,10.96,,83.33,
