observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,vr(CO_321:1000099),vr(CO_321:1000099).date
2,2862326,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,48474,https://doi.org/10.15454/72RLFQ,AO11001,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2012,"9,26",,"85,96",,,
1,2862327,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,48474,https://doi.org/10.15454/72RLFQ,AO11001,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"10,05",,"96,72",,1,
1,2862325,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,48474,https://doi.org/10.15454/72RLFQ,AO11001,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2012,"9,57",,"91,33",,,
2,2862328,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,48474,https://doi.org/10.15454/72RLFQ,AO11001,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"10,12",,"95,94",,1,
2,2862332,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,48844,https://doi.org/10.15454/IYISPL,AO11002,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"11,38",,"91,41",,1,
1,2862331,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,48844,https://doi.org/10.15454/IYISPL,AO11002,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"11,29",,"87,44",,1,
2,2862330,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,48844,https://doi.org/10.15454/IYISPL,AO11002,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2012,"10,26",,"79,14",,,
1,2862329,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,48844,https://doi.org/10.15454/IYISPL,AO11002,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2012,"10,31",,"78,27",,,
2,2862300,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,49011,https://doi.org/10.15454/08Z5FH,AO11005,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"9,63",,"100,72",,1,
1,2862299,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,49011,https://doi.org/10.15454/08Z5FH,AO11005,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"9,54",,"99,36",,1,
1,2862297,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,49011,https://doi.org/10.15454/08Z5FH,AO11005,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2012,"8,56",,"92,21",,,
2,2862298,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,49011,https://doi.org/10.15454/08Z5FH,AO11005,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2012,"9,58",,"88,89",,,
2,2862354,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,49495,https://doi.org/10.15454/CZHVWO,EM09221,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2012,"8,48",,"97,24",,,
2,2862356,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,49495,https://doi.org/10.15454/CZHVWO,EM09221,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"9,73",,"101,23",,1,
1,2862355,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,49495,https://doi.org/10.15454/CZHVWO,EM09221,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"11,14",,"102,96",,1,
1,2862353,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,49495,https://doi.org/10.15454/CZHVWO,EM09221,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2012,"8,96",,"98,95",,,
1,2862349,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,48955,https://doi.org/10.15454/A78B2Q,EM09222,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2012,"9,52",,95,,,
2,2862352,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,48955,https://doi.org/10.15454/A78B2Q,EM09222,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"9,61",,"106,6",,1,
2,2862350,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,48955,https://doi.org/10.15454/A78B2Q,EM09222,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2012,"8,97",,"97,01",,,
1,2862351,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,48955,https://doi.org/10.15454/A78B2Q,EM09222,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"9,58",,"104,83",,2,
1,2862271,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,61702,https://doi.org/10.15454/ZL8W4U,DI08019-2,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"10,77",,"94,04",,2,
1,2862377,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,61677,https://doi.org/10.15454/RWYMIR,RE09055,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2012,"9,25",,"88,5",,,
2,2862378,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,61677,https://doi.org/10.15454/RWYMIR,RE09055,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2012,"8,81",,"86,54",,,
1,2862379,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,61677,https://doi.org/10.15454/RWYMIR,RE09055,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"9,48",,"93,02",,1,
2,2862380,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,61677,https://doi.org/10.15454/RWYMIR,RE09055,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"9,58",,"93,98",,1,
2,2862294,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2012,"9,53",,"89,16",,,
1,2862295,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"10,18",,"96,86",,1,
1,2862293,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2012,"9,22",,"89,47",,,
2,2862296,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"9,85",,"99,63",,1,
1,2862371,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,48349,https://doi.org/10.15454/DXR4XS,CF09117,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"12,94",,"101,09",,4,
2,2862370,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,48349,https://doi.org/10.15454/DXR4XS,CF09117,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2012,"9,34",,"89,86",,,
1,2862369,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,48349,https://doi.org/10.15454/DXR4XS,CF09117,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2012,"9,94",,"92,89",,,
2,2862372,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,48349,https://doi.org/10.15454/DXR4XS,CF09117,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"11,63",,"100,54",,2,
2,2862388,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,48700,https://doi.org/10.15454/C60S9I,CF09227,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"8,59",,"100,3",,7,
1,2862387,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,48700,https://doi.org/10.15454/C60S9I,CF09227,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"9,23",,"94,62",,7,
2,2862386,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,48700,https://doi.org/10.15454/C60S9I,CF09227,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2012,"9,09",,"101,05",,,
1,2862385,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,48700,https://doi.org/10.15454/C60S9I,CF09227,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2012,"8,56",,"98,9",,,
1,2862347,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,49158,https://doi.org/10.15454/UFYMWM,EM08231,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"9,55",,"95,01",,1,
2,2862346,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,49158,https://doi.org/10.15454/UFYMWM,EM08231,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2012,"9,17",,"89,7",,,
2,2862348,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,49158,https://doi.org/10.15454/UFYMWM,EM08231,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"9,98",,"92,5",,1,
1,2862345,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,49158,https://doi.org/10.15454/UFYMWM,EM08231,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2012,"9,64",,"88,47",,,
1,2862265,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2012,"8,97",,"97,39",,,
1,2862267,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"9,89",,"104,13",,1,
2,2862266,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2012,"8,83",,"91,87",,,
2,2862268,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"10,02",,"104,21",,1,
2,2862260,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,49670,https://doi.org/10.15454/FDCSIL,RE09055-2,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"9,49",,"93,22",,1,
1,2862259,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,49670,https://doi.org/10.15454/FDCSIL,RE09055-2,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"10,06",,"94,33",,1,
2,2862258,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,49670,https://doi.org/10.15454/FDCSIL,RE09055-2,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2012,"9,16",,"91,59",,,
1,2862257,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,49670,https://doi.org/10.15454/FDCSIL,RE09055-2,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2012,"8,62",,"86,13",,,
1,2862319,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,48542,https://doi.org/10.15454/XWSV3O,RE09063,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"11,38",,"85,23",,2,
2,2862320,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,48542,https://doi.org/10.15454/XWSV3O,RE09063,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"10,42",,"88,7",,1,
1,2862317,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,48542,https://doi.org/10.15454/XWSV3O,RE09063,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2012,"9,58",,"82,17",,,
2,2862318,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,48542,https://doi.org/10.15454/XWSV3O,RE09063,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2012,"9,84",,"83,68",,,
1,2862233,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,49050,https://doi.org/10.15454/6F6EN3,RE09079,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2012,"10,61",,"82,26",,,
2,2862236,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,49050,https://doi.org/10.15454/6F6EN3,RE09079,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"11,46",,"83,35",,1,
2,2862234,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,49050,https://doi.org/10.15454/6F6EN3,RE09079,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2012,"10,47",,"84,86",,,
1,2862235,BTH_Clermont-Ferrand_2012_SetA1,BTH_Clermont-Ferrand_2012_SetA1,49050,https://doi.org/10.15454/6F6EN3,RE09079,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"12,18",,"76,97",,6,
