observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
DI02015itkt,2782100,BTH_Le_Moulon_2002_SetB2,BTH_Le_Moulon_2002_SetB2,48985,gnpis_pui:holding-921_taxon-4898_accession-48985,DI02015,VIRTUAL_TRIAL,,,,,,,,treated,2002,"96,7",,"102,8",
DI02013itkfi,2782107,BTH_Le_Moulon_2002_SetB2,BTH_Le_Moulon_2002_SetB2,48397,gnpis_pui:holding-921_taxon-4898_accession-48397,DI02013,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,,,"79,4",
RE01078itkfi,2782111,BTH_Le_Moulon_2002_SetB2,BTH_Le_Moulon_2002_SetB2,48557,gnpis_pui:holding-921_taxon-4898_accession-48557,RE01078,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,,,"80,3",
RE01029itkfi,2782163,BTH_Le_Moulon_2002_SetB2,BTH_Le_Moulon_2002_SetB2,48749,gnpis_pui:holding-921_taxon-4898_accession-48749,RE01029,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,,,"85,6",
RE01031itkt,2782140,BTH_Le_Moulon_2002_SetB2,BTH_Le_Moulon_2002_SetB2,49543,gnpis_pui:holding-921_taxon-4898_accession-49543,RE01031,VIRTUAL_TRIAL,,,,,,,,treated,2002,"101,5",,"107,9",
RE01078itkt,2782112,BTH_Le_Moulon_2002_SetB2,BTH_Le_Moulon_2002_SetB2,48557,gnpis_pui:holding-921_taxon-4898_accession-48557,RE01078,VIRTUAL_TRIAL,,,,,,,,treated,2002,"98,2",,"104,4",
RE01031itkfi,2782139,BTH_Le_Moulon_2002_SetB2,BTH_Le_Moulon_2002_SetB2,49543,gnpis_pui:holding-921_taxon-4898_accession-49543,RE01031,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,,,"76,9",
DI02022itkfi,2782169,BTH_Le_Moulon_2002_SetB2,BTH_Le_Moulon_2002_SetB2,49030,gnpis_pui:holding-921_taxon-4898_accession-49030,DI02022,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,,,82,
DI02022itkt,2782170,BTH_Le_Moulon_2002_SetB2,BTH_Le_Moulon_2002_SetB2,49030,gnpis_pui:holding-921_taxon-4898_accession-49030,DI02022,VIRTUAL_TRIAL,,,,,,,,treated,2002,"101,5",,"107,8",
EM01156itkt,2782184,BTH_Le_Moulon_2002_SetB2,BTH_Le_Moulon_2002_SetB2,49085,gnpis_pui:holding-921_taxon-4898_accession-49085,EM01156,VIRTUAL_TRIAL,,,,,,,,treated,2002,"95,7",,"101,7",
