observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
1,2793289,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,REPLICATION,1,,,,,,REPLICATION:1,treated,2004,"10,71",,"89,56",
2,2793286,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,2,,,,,,REPLICATION:2,treated,2004,"12,32",,"97,28",
1,2793285,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,1,,,,,,REPLICATION:1,treated,2004,"12,04",,"101,58",
2,2793284,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2004,10,,"76,56",
1,2793283,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2004,"9,94",,"72,91",
1,2793309,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,26407,https://doi.org/10.15454/3VKOE9,EM01023,REPLICATION,1,,,,,,REPLICATION:1,treated,2004,"11,74",,"83,04",
2,2793308,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,26407,https://doi.org/10.15454/3VKOE9,EM01023,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2004,"8,91",,"64,18",
1,2793307,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,26407,https://doi.org/10.15454/3VKOE9,EM01023,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2004,"9,1",,"55,71",
2,2793310,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,26407,https://doi.org/10.15454/3VKOE9,EM01023,REPLICATION,2,,,,,,REPLICATION:2,treated,2004,"12,54",,"96,07",
2,2793278,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,26892,https://doi.org/10.15454/AVKVIW,RYTMIC,REPLICATION,2,,,,,,REPLICATION:2,treated,2004,"12,02",,"92,93",
1,2793275,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,26892,https://doi.org/10.15454/AVKVIW,RYTMIC,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2004,"9,77",,"59,84",
1,2793277,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,26892,https://doi.org/10.15454/AVKVIW,RYTMIC,REPLICATION,1,,,,,,REPLICATION:1,treated,2004,"12,2",,"82,52",
2,2793276,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,26892,https://doi.org/10.15454/AVKVIW,RYTMIC,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2004,"9,58",,"67,34",
2,2793292,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,48643,https://doi.org/10.15454/2AB2GR,CF01085,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2004,"8,29",,"72,46",
1,2793293,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,48643,https://doi.org/10.15454/2AB2GR,CF01085,REPLICATION,1,,,,,,REPLICATION:1,treated,2004,"12,05",,"95,06",
1,2793291,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,48643,https://doi.org/10.15454/2AB2GR,CF01085,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2004,"9,3",,"68,51",
2,2793294,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,48643,https://doi.org/10.15454/2AB2GR,CF01085,REPLICATION,2,,,,,,REPLICATION:2,treated,2004,"12,39",,"99,89",
2,2793358,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,28764,https://doi.org/10.15454/QT2EUR,EM99017,REPLICATION,2,,,,,,REPLICATION:2,treated,2004,"12,79",,"98,94",
1,2793357,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,28764,https://doi.org/10.15454/QT2EUR,EM99017,REPLICATION,1,,,,,,REPLICATION:1,treated,2004,"12,02",,"85,86",
2,2793356,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,28764,https://doi.org/10.15454/QT2EUR,EM99017,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2004,"10,02",,"63,04",
1,2793355,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,28764,https://doi.org/10.15454/QT2EUR,EM99017,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2004,"9,63",,"66,92",
1,2793227,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,26984,https://doi.org/10.15454/GR0LP3,DI02001,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2004,"9,83",,"78,03",
2,2793230,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,26984,https://doi.org/10.15454/GR0LP3,DI02001,REPLICATION,2,,,,,,REPLICATION:2,treated,2004,"11,06",,"108,67",
1,2793229,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,26984,https://doi.org/10.15454/GR0LP3,DI02001,REPLICATION,1,,,,,,REPLICATION:1,treated,2004,"10,81",,"94,47",
2,2793228,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,26984,https://doi.org/10.15454/GR0LP3,DI02001,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2004,"8,67",,"74,15",
1,2793347,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2004,"10,02",,"63,17",
2,2793348,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2004,"10,26",,"61,63",
2,2793350,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,2,,,,,,REPLICATION:2,treated,2004,"14,21",,"93,32",
1,2793349,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,1,,,,,,REPLICATION:1,treated,2004,"12,5",,"85,73",
2,2793334,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,REPLICATION,2,,,,,,REPLICATION:2,treated,2004,"12,35",,"102,8",
1,2793333,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,REPLICATION,1,,,,,,REPLICATION:1,treated,2004,"11,2",,"88,38",
1,2793331,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2004,"8,87",,"64,59",
2,2793332,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2004,"8,9",,"72,23",
2,2793330,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,REPLICATION,2,,,,,,REPLICATION:2,treated,2004,"11,57",,"103,67",
2,2793328,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2004,"8,93",,"72,55",
1,2793327,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2004,"9,19",,"81,29",
1,2793329,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,REPLICATION,1,,,,,,REPLICATION:1,treated,2004,"11,2",,"91,8",
2,2793246,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,26099,https://doi.org/10.15454/SIGZUF,RE02101,REPLICATION,2,,,,,,REPLICATION:2,treated,2004,"11,75",,"99,45",
1,2793243,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,26099,https://doi.org/10.15454/SIGZUF,RE02101,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2004,"10,06",,"72,4",
2,2793244,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,26099,https://doi.org/10.15454/SIGZUF,RE02101,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2004,"8,22",,"65,71",
1,2793245,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,26099,https://doi.org/10.15454/SIGZUF,RE02101,REPLICATION,1,,,,,,REPLICATION:1,treated,2004,"10,49",,"87,24",
1,2793271,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,28759,https://doi.org/10.15454/1BMHCN,EM99006,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2004,"10,46",,"60,68",
2,2793272,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,28759,https://doi.org/10.15454/1BMHCN,EM99006,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2004,"11,11",,"60,16",
2,2793274,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,28759,https://doi.org/10.15454/1BMHCN,EM99006,REPLICATION,2,,,,,,REPLICATION:2,treated,2004,"13,92",,"84,42",
1,2793273,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,28759,https://doi.org/10.15454/1BMHCN,EM99006,REPLICATION,1,,,,,,REPLICATION:1,treated,2004,"12,64",,"71,63",
1,2793321,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,48639,gnpis_pui:holding-921_taxon-4898_accession-48639,EM00074,REPLICATION,1,,,,,,REPLICATION:1,treated,2004,"10,98",,"91,99",
1,2793319,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,48639,gnpis_pui:holding-921_taxon-4898_accession-48639,EM00074,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2004,"8,8",,"59,4",
2,2793322,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,48639,gnpis_pui:holding-921_taxon-4898_accession-48639,EM00074,REPLICATION,2,,,,,,REPLICATION:2,treated,2004,"13,33",,"89,6",
2,2793320,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,48639,gnpis_pui:holding-921_taxon-4898_accession-48639,EM00074,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2004,"8,56",,"68,72",
1,2793353,BTH_Dijon_2004_SetA1,BTH_Dijon_2004_SetA1,48723,gnpis_pui:holding-921_taxon-4898_accession-48723,Stru991495.3,REPLICATION,1,,,,,,REPLICATION:1,treated,2004,"11,02",,"90,77",
